"ID"	"Pathway"	"Z-score"
"hsa04640"	"Hematopoietic cell lineage"	"0.88"
"hsa04728"	"Dopaminergic synapse"	"0.863"
"hsa05130"	"Pathogenic Escherichia coli infection"	"0.848"
"hsa04920"	"Adipocytokine signaling pathway"	"0.813"
"hsa04064"	"NF-kappa B signaling pathway"	"0.785"
"hsa05145"	"Toxoplasmosis"	"0.754"
"hsa04540"	"Gap junction"	"0.662"
"hsa04070"	"Phosphatidylinositol signaling system"	"0.645"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"0.62"
"hsa04392"	"Hippo signaling pathway - multiple species"	"0.612"
"hsa04724"	"Glutamatergic synapse"	"0.606"
"hsa05144"	"Malaria"	"0.583"
"hsa04950"	"Maturity onset diabetes of the young"	"0.569"
"hsa04215"	"Apoptosis - multiple species"	"0.56"
"hsa00561"	"Glycerolipid metabolism"	"0.557"
"hsa04621"	"NOD-like receptor signaling pathway"	"0.506"
"hsa04972"	"Pancreatic secretion"	"0.497"
"hsa04915"	"Estrogen signaling pathway"	"0.488"
"hsa04927"	"Cortisol synthesis and secretion"	"0.452"
"hsa03460"	"Fanconi anemia pathway"	"0.403"
"hsa04975"	"Fat digestion and absorption"	"0.387"
"hsa05033"	"Nicotine addiction"	"0.383"
"hsa04979"	"Cholesterol metabolism"	"0.368"
"hsa00514"	"Other types of O-glycan biosynthesis"	"0.337"
"hsa04610"	"Complement and coagulation cascades"	"0.334"
"hsa00565"	"Ether lipid metabolism"	"0.282"
"hsa05332"	"Graft-versus-host disease"	"0.274"
"hsa00790"	"Folate biosynthesis"	"0.268"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"0.254"
"hsa04971"	"Gastric acid secretion"	"0.252"
"hsa04120"	"Ubiquitin mediated proteolysis"	"0.245"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"0.221"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"0.22"
"hsa05330"	"Allograft rejection"	"0.192"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"0.178"
"hsa05323"	"Rheumatoid arthritis"	"0.166"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"0.165"
"hsa00600"	"Sphingolipid metabolism"	"0.152"
"hsa02010"	"ABC transporters"	"0.15"
"hsa04710"	"Circadian rhythm"	"0.143"
"hsa04142"	"Lysosome"	"0.142"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"0.132"
"hsa04977"	"Vitamin digestion and absorption"	"0.128"
"hsa00562"	"Inositol phosphate metabolism"	"0.12"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"0.107"
"hsa04723"	"Retrograde endocannabinoid signaling"	"0.1"
"hsa00040"	"Pentose and glucuronate interconversions"	"0.098"
"hsa00450"	"Selenocompound metabolism"	"0.094"
"hsa00100"	"Steroid biosynthesis"	"0.094"
"hsa00592"	"alpha-Linolenic acid metabolism"	"0.092"
"hsa05310"	"Asthma"	"0.085"
"hsa04672"	"Intestinal immune network for IgA production"	"0.077"
"hsa00510"	"N-Glycan biosynthesis"	"0.067"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"0.061"
"hsa04744"	"Phototransduction"	"0.061"
"hsa00564"	"Glycerophospholipid metabolism"	"0.058"
"hsa05164"	"Influenza A"	"0.053"
"hsa00740"	"Riboflavin metabolism"	"0.049"
"hsa04918"	"Thyroid hormone synthesis"	"0.047"
"hsa04978"	"Mineral absorption"	"0.045"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.037"
"hsa04714"	"Thermogenesis"	"0.037"
"hsa04974"	"Protein digestion and absorption"	"0.036"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"0.034"
"hsa04940"	"Type I diabetes mellitus"	"0.026"
"hsa00920"	"Sulfur metabolism"	"0.021"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"0.006"
"hsa04925"	"Aldosterone synthesis and secretion"	"0.003"
"hsa05143"	"African trypanosomiasis"	"0.002"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"0"
"hsa00910"	"Nitrogen metabolism"	"-0.009"
"hsa04721"	"Synaptic vesicle cycle"	"-0.009"
"hsa00780"	"Biotin metabolism"	"-0.011"
"hsa05320"	"Autoimmune thyroid disease"	"-0.014"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"-0.014"
"hsa03410"	"Base excision repair"	"-0.016"
"hsa00785"	"Lipoic acid metabolism"	"-0.017"
"hsa00591"	"Linoleic acid metabolism"	"-0.018"
"hsa00232"	"Caffeine metabolism"	"-0.019"
"hsa04970"	"Salivary secretion"	"-0.022"
"hsa00430"	"Taurine and hypotaurine metabolism"	"-0.024"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.028"
"hsa00750"	"Vitamin B6 metabolism"	"-0.037"
"hsa00531"	"Glycosaminoglycan degradation"	"-0.039"
"hsa00511"	"Other glycan degradation"	"-0.052"
"hsa04976"	"Bile secretion"	"-0.057"
"hsa04614"	"Renin-angiotensin system"	"-0.069"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"-0.073"
"hsa00120"	"Primary bile acid biosynthesis"	"-0.073"
"hsa04122"	"Sulfur relay system"	"-0.073"
"hsa04260"	"Cardiac muscle contraction"	"-0.075"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.079"
"hsa04924"	"Renin secretion"	"-0.08"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.085"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-0.094"
"hsa05340"	"Primary immunodeficiency"	"-0.097"
"hsa00350"	"Tyrosine metabolism"	"-0.101"
"hsa00730"	"Thiamine metabolism"	"-0.11"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-0.112"
"hsa03440"	"Homologous recombination"	"-0.113"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"-0.119"
"hsa04216"	"Ferroptosis"	"-0.12"
"hsa04913"	"Ovarian steroidogenesis"	"-0.132"
"hsa04973"	"Carbohydrate digestion and absorption"	"-0.134"
"hsa00360"	"Phenylalanine metabolism"	"-0.137"
"hsa00062"	"Fatty acid elongation"	"-0.138"
"hsa00590"	"Arachidonic acid metabolism"	"-0.147"
"hsa04152"	"AMPK signaling pathway"	"-0.149"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-0.157"
"hsa00650"	"Butanoate metabolism"	"-0.157"
"hsa05204"	"Chemical carcinogenesis"	"-0.163"
"hsa00900"	"Terpenoid backbone biosynthesis"	"-0.166"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-0.167"
"hsa00340"	"Histidine metabolism"	"-0.168"
"hsa04922"	"Glucagon signaling pathway"	"-0.172"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"-0.173"
"hsa00830"	"Retinol metabolism"	"-0.178"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-0.184"
"hsa00310"	"Lysine degradation"	"-0.193"
"hsa03450"	"Non-homologous end-joining"	"-0.196"
"hsa00220"	"Arginine biosynthesis"	"-0.204"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-0.225"
"hsa04740"	"Olfactory transduction"	"-0.228"
"hsa05169"	"Epstein-Barr virus infection"	"-0.229"
"hsa05150"	"Staphylococcus aureus infection"	"-0.231"
"hsa00670"	"One carbon pool by folate"	"-0.243"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.255"
"hsa00061"	"Fatty acid biosynthesis"	"-0.266"
"hsa00410"	"beta-Alanine metabolism"	"-0.272"
"hsa05034"	"Alcoholism"	"-0.276"
"hsa04213"	"Longevity regulating pathway - multiple species"	"-0.303"
"hsa00330"	"Arginine and proline metabolism"	"-0.307"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-0.315"
"hsa04911"	"Insulin secretion"	"-0.327"
"hsa00071"	"Fatty acid degradation"	"-0.349"
"hsa03430"	"Mismatch repair"	"-0.367"
"hsa04146"	"Peroxisome"	"-0.391"
"hsa03022"	"Basal transcription factors"	"-0.41"
"hsa04136"	"Autophagy - other"	"-0.411"
"hsa00380"	"Tryptophan metabolism"	"-0.426"
"hsa00052"	"Galactose metabolism"	"-0.431"
"hsa00140"	"Steroid hormone biosynthesis"	"-0.444"
"hsa03320"	"PPAR signaling pathway"	"-0.447"
"hsa05032"	"Morphine addiction"	"-0.458"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-0.467"
"hsa00480"	"Glutathione metabolism"	"-0.479"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-0.486"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"-0.498"
"hsa04727"	"GABAergic synapse"	"-0.504"
"hsa00640"	"Propanoate metabolism"	"-0.504"
"hsa03060"	"Protein export"	"-0.527"
"hsa05110"	"Vibrio cholerae infection"	"-0.535"
"hsa00051"	"Fructose and mannose metabolism"	"-0.537"
"hsa04130"	"SNARE interactions in vesicular transport"	"-0.548"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"-0.602"
"hsa04966"	"Collecting duct acid secretion"	"-0.602"
"hsa00983"	"Drug metabolism - other enzymes"	"-0.606"
"hsa00500"	"Starch and sucrose metabolism"	"-0.673"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-0.709"
"hsa03030"	"DNA replication"	"-0.726"
"hsa00260"	"Glycine, serine and threonine metabolism"	"-0.851"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-0.851"
"hsa00030"	"Pentose phosphate pathway"	"-0.896"
"hsa00270"	"Cysteine and methionine metabolism"	"-1.003"
"hsa00620"	"Pyruvate metabolism"	"-1.014"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"-1.037"
"hsa03420"	"Nucleotide excision repair"	"-1.05"
"hsa00020"	"Citrate cycle (TCA cycle)"	"-1.169"
"hsa05012"	"Parkinson,s disease"	"-1.248"
"hsa04217"	"Necroptosis"	"-1.266"
"hsa04742"	"Taste transduction"	"-1.34"
"hsa03020"	"RNA polymerase"	"-1.389"
"hsa04145"	"Phagosome"	"-1.431"
"hsa04020"	"Calcium signaling pathway"	"-1.58"
"hsa00190"	"Oxidative phosphorylation"	"-1.631"
"hsa03050"	"Proteasome"	"-1.668"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"-1.865"
"hsa03010"	"Ribosome"	"-1.928"
"hsa03015"	"mRNA surveillance pathway"	"-1.979"
"hsa05134"	"Legionellosis"	"-2.013"
"hsa03018"	"RNA degradation"	"-2.132"
"hsa00240"	"Pyrimidine metabolism"	"-2.149"
"hsa00230"	"Purine metabolism"	"-2.202"
"hsa04612"	"Antigen processing and presentation"	"-2.204"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"-2.226"
"hsa05322"	"Systemic lupus erythematosus"	"-2.902"
"hsa03013"	"RNA transport"	"-2.977"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-3.723"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-4.303"
"hsa03040"	"Spliceosome"	"-6.345"
