"Pathway"	"Z-score"
"D-Glutamine and D-glutamate metabolism"	"-0.233"
"Vitamin B6 metabolism"	"-0.249"
"Phosphonate and phosphinate metabolism"	"-0.25"
"Lysosome"	"-0.264"
"Riboflavin metabolism"	"-0.289"
"Sulfur relay system"	"-0.289"
"Natural killer cell mediated cytotoxicity"	"-0.315"
"Sulfur metabolism"	"-0.327"
"Synthesis and degradation of ketone bodies"	"-0.33"
"Endocytosis"	"-0.333"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.336"
"Taurine and hypotaurine metabolism"	"-0.345"
"Fatty acid biosynthesis"	"-0.367"
"Non-homologous end-joining"	"-0.367"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.374"
"Thiamine metabolism"	"-0.381"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.391"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.392"
"Phospholipase D signaling pathway"	"-0.407"
"Phenylalanine metabolism"	"-0.419"
"Ascorbate and aldarate metabolism"	"-0.42"
"Selenocompound metabolism"	"-0.422"
"Primary bile acid biosynthesis"	"-0.427"
"Nitrogen metabolism"	"-0.428"
"One carbon pool by folate"	"-0.437"
"Glycosaminoglycan degradation"	"-0.445"
"Steroid biosynthesis"	"-0.448"
"Pantothenate and CoA biosynthesis"	"-0.452"
"Arginine biosynthesis"	"-0.463"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.465"
"Terpenoid backbone biosynthesis"	"-0.481"
"Biosynthesis of unsaturated fatty acids"	"-0.483"
"Vitamin digestion and absorption"	"-0.484"
"Histidine metabolism"	"-0.487"
"Mannose type O-glycan biosynthesis"	"-0.487"
"Protein export"	"-0.49"
"alpha-Linolenic acid metabolism"	"-0.494"
"Pentose and glucuronate interconversions"	"-0.499"
"Proximal tubule bicarbonate reclamation"	"-0.499"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.502"
"Mismatch repair"	"-0.508"
"Folate biosynthesis"	"-0.513"
"Maturity onset diabetes of the young"	"-0.519"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.521"
"Neuroactive ligand-receptor interaction"	"-0.522"
"Fatty acid elongation"	"-0.532"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.532"
"Hippo signaling pathway - multiple species"	"-0.534"
"Collecting duct acid secretion"	"-0.536"
"Glyoxylate and dicarboxylate metabolism"	"-0.538"
"Linoleic acid metabolism"	"-0.54"
"Butanoate metabolism"	"-0.546"
"Phototransduction"	"-0.554"
"Citrate cycle (TCA cycle)"	"-0.555"
"Pentose phosphate pathway"	"-0.556"
"Asthma"	"-0.56"
"beta-Alanine metabolism"	"-0.562"
"Circadian rhythm"	"-0.562"
"Mucin type O-glycan biosynthesis"	"-0.566"
"RNA polymerase"	"-0.571"
"Galactose metabolism"	"-0.573"
"Propanoate metabolism"	"-0.574"
"Autophagy - other"	"-0.578"
"Porphyrin and chlorophyll metabolism"	"-0.582"
"Fructose and mannose metabolism"	"-0.583"
"Apoptosis - multiple species"	"-0.585"
"SNARE interactions in vesicular transport"	"-0.588"
"Purine metabolism"	"-0.592"
"Base excision repair"	"-0.594"
"Tyrosine metabolism"	"-0.6"
"Primary immunodeficiency"	"-0.609"
"Starch and sucrose metabolism"	"-0.613"
"Alanine, aspartate and glutamate metabolism"	"-0.614"
"Pyruvate metabolism"	"-0.631"
"Aldosterone-regulated sodium reabsorption"	"-0.634"
"Tryptophan metabolism"	"-0.645"
"Glycine, serine and threonine metabolism"	"-0.648"
"Nicotine addiction"	"-0.649"
"Homologous recombination"	"-0.65"
"Alcoholism"	"-0.655"
"Fat digestion and absorption"	"-0.66"
"Carbohydrate digestion and absorption"	"-0.666"
"Fatty acid degradation"	"-0.676"
"Vasopressin-regulated water reabsorption"	"-0.677"
"Aminoacyl-tRNA biosynthesis"	"-0.678"
"ABC transporters"	"-0.683"
"Type II diabetes mellitus"	"-0.689"
"Sphingolipid metabolism"	"-0.69"
"Basal transcription factors"	"-0.691"
"Valine, leucine and isoleucine degradation"	"-0.694"
"Cysteine and methionine metabolism"	"-0.696"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.696"
"Proteasome"	"-0.698"
"Ether lipid metabolism"	"-0.699"
"Steroid hormone biosynthesis"	"-0.701"
"Nucleotide excision repair"	"-0.709"
"Amino sugar and nucleotide sugar metabolism"	"-0.711"
"Ovarian steroidogenesis"	"-0.714"
"N-Glycan biosynthesis"	"-0.723"
"Vibrio cholerae infection"	"-0.727"
"Mineral absorption"	"-0.737"
"Amyotrophic lateral sclerosis (ALS)"	"-0.749"
"Fanconi anemia pathway"	"-0.749"
"Regulation of lipolysis in adipocytes"	"-0.759"
"Retinol metabolism"	"-0.76"
"Viral carcinogenesis"	"-0.765"
"Staphylococcus aureus infection"	"-0.767"
"Drug metabolism - cytochrome P450"	"-0.776"
"Long-term depression"	"-0.79"
"Glycerolipid metabolism"	"-0.798"
"Metabolism of xenobiotics by cytochrome P450"	"-0.801"
"Longevity regulating pathway - multiple species"	"-0.806"
"Cortisol synthesis and secretion"	"-0.813"
"Synaptic vesicle cycle"	"-0.816"
"Renin secretion"	"-0.827"
"Acute myeloid leukemia"	"-0.83"
"Long-term potentiation"	"-0.833"
"Fc epsilon RI signaling pathway"	"-0.836"
"Chemical carcinogenesis"	"-0.845"
"Drug metabolism - other enzymes"	"-0.849"
"RIG-I-like receptor signaling pathway"	"-0.861"
"Prolactin signaling pathway"	"-0.862"
"Bile secretion"	"-0.865"
"Adipocytokine signaling pathway"	"-0.868"
"Inositol phosphate metabolism"	"-0.872"
"Ribosome biogenesis in eukaryotes"	"-0.888"
"Antigen processing and presentation"	"-0.911"
"Peroxisome"	"-0.921"
"Taste transduction"	"-0.937"
"Insulin secretion"	"-0.939"
"Fc gamma R-mediated phagocytosis"	"-0.966"
"GABAergic synapse"	"-0.966"
"mRNA surveillance pathway"	"-0.976"
"Longevity regulating pathway"	"-0.98"
"Salivary secretion"	"-0.984"
"Morphine addiction"	"-0.987"
"Glycerophospholipid metabolism"	"-1.001"
"Aldosterone synthesis and secretion"	"-1.005"
"Progesterone-mediated oocyte maturation"	"-1.007"
"Circadian entrainment"	"-1.008"
"Inflammatory mediator regulation of TRP channels"	"-1.008"
"Phosphatidylinositol signaling system"	"-1.012"
"Glucagon signaling pathway"	"-1.048"
"Serotonergic synapse"	"-1.061"
"Cholinergic synapse"	"-1.091"
"Glutamatergic synapse"	"-1.092"
"Sphingolipid signaling pathway"	"-1.106"
"Oocyte meiosis"	"-1.114"
"AMPK signaling pathway"	"-1.127"
"Autophagy - animal"	"-1.153"
"Dopaminergic synapse"	"-1.171"
"Ribosome"	"-1.177"
"Oxidative phosphorylation"	"-1.184"
"Spliceosome"	"-1.188"
"Systemic lupus erythematosus"	"-1.188"
"Hepatitis C"	"-1.194"
"Insulin signaling pathway"	"-1.201"
"Parkinson's disease"	"-1.214"
"Ubiquitin mediated proteolysis"	"-1.216"
"Retrograde endocannabinoid signaling"	"-1.241"
"Protein processing in endoplasmic reticulum"	"-1.324"
"RNA transport"	"-1.329"
"Thermogenesis"	"-1.554"
"Olfactory transduction"	"-2.126"
