"ID"	"Pathway"	"Z-score"
"hsa04950"	"Maturity onset diabetes of the young"	"-0.464"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"-0.527"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-0.535"
"hsa05016"	"Huntington,s disease"	"-0.557"
"hsa04270"	"Vascular smooth muscle contraction"	"-0.581"
"hsa05033"	"Nicotine addiction"	"-0.676"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-0.709"
"hsa00410"	"beta-Alanine metabolism"	"-0.711"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"-0.745"
"hsa03015"	"mRNA surveillance pathway"	"-0.762"
"hsa04972"	"Pancreatic secretion"	"-0.799"
"hsa00830"	"Retinol metabolism"	"-0.843"
"hsa00600"	"Sphingolipid metabolism"	"-0.944"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.004"
"hsa00380"	"Tryptophan metabolism"	"-1.011"
"hsa05100"	"Bacterial invasion of epithelial cells"	"-1.049"
"hsa00330"	"Arginine and proline metabolism"	"-1.056"
"hsa04911"	"Insulin secretion"	"-1.129"
"hsa00900"	"Terpenoid backbone biosynthesis"	"-1.233"
"hsa00120"	"Primary bile acid biosynthesis"	"-1.308"
"hsa04260"	"Cardiac muscle contraction"	"-1.321"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-1.338"
"hsa00270"	"Cysteine and methionine metabolism"	"-1.363"
"hsa04146"	"Peroxisome"	"-1.379"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"-1.419"
"hsa00140"	"Steroid hormone biosynthesis"	"-1.529"
"hsa00910"	"Nitrogen metabolism"	"-1.626"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"-1.661"
"hsa00220"	"Arginine biosynthesis"	"-1.665"
"hsa05323"	"Rheumatoid arthritis"	"-1.673"
"hsa03050"	"Proteasome"	"-1.684"
"hsa00100"	"Steroid biosynthesis"	"-1.697"
"hsa00340"	"Histidine metabolism"	"-1.704"
"hsa04612"	"Antigen processing and presentation"	"-1.712"
"hsa00620"	"Pyruvate metabolism"	"-1.798"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"-1.846"
"hsa02010"	"ABC transporters"	"-1.882"
"hsa04610"	"Complement and coagulation cascades"	"-1.887"
"hsa04142"	"Lysosome"	"-1.973"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.016"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-2.029"
"hsa04144"	"Endocytosis"	"-2.032"
"hsa04062"	"Chemokine signaling pathway"	"-2.099"
"hsa05034"	"Alcoholism"	"-2.129"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-2.133"
"hsa03010"	"Ribosome"	"-2.138"
"hsa00561"	"Glycerolipid metabolism"	"-2.152"
"hsa04136"	"Autophagy - other"	"-2.195"
"hsa04925"	"Aldosterone synthesis and secretion"	"-2.25"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-2.328"
"hsa00020"	"Citrate cycle (TCA cycle)"	"-2.403"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"-2.532"
"hsa05134"	"Legionellosis"	"-2.646"
"hsa04726"	"Serotonergic synapse"	"-2.702"
"hsa05130"	"Pathogenic Escherichia coli infection"	"-2.709"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"-2.724"
"hsa00260"	"Glycine, serine and threonine metabolism"	"-2.939"
"hsa05150"	"Staphylococcus aureus infection"	"-2.944"
"hsa04976"	"Bile secretion"	"-3.032"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"-3.181"
"hsa04130"	"SNARE interactions in vesicular transport"	"-3.215"
"hsa00030"	"Pentose phosphate pathway"	"-3.279"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"-3.492"
"hsa00230"	"Purine metabolism"	"-3.561"
"hsa00240"	"Pyrimidine metabolism"	"-3.69"
"hsa00051"	"Fructose and mannose metabolism"	"-3.716"
"hsa03013"	"RNA transport"	"-3.805"
"hsa04540"	"Gap junction"	"-3.812"
"hsa04913"	"Ovarian steroidogenesis"	"-3.897"
"hsa03018"	"RNA degradation"	"-4.167"
"hsa04713"	"Circadian entrainment"	"-4.247"
"hsa00052"	"Galactose metabolism"	"-4.302"
"hsa04723"	"Retrograde endocannabinoid signaling"	"-4.406"
"hsa03020"	"RNA polymerase"	"-4.418"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"-4.721"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-4.722"
"hsa04971"	"Gastric acid secretion"	"-4.754"
"hsa00500"	"Starch and sucrose metabolism"	"-4.811"
"hsa04724"	"Glutamatergic synapse"	"-4.868"
"hsa04970"	"Salivary secretion"	"-4.995"
"hsa04966"	"Collecting duct acid secretion"	"-5.209"
"hsa04740"	"Olfactory transduction"	"-5.332"
"hsa04744"	"Phototransduction"	"-5.421"
"hsa04924"	"Renin secretion"	"-5.649"
"hsa04145"	"Phagosome"	"-5.798"
"hsa04727"	"GABAergic synapse"	"-5.854"
"hsa05032"	"Morphine addiction"	"-5.869"
"hsa05012"	"Parkinson,s disease"	"-5.885"
"hsa05322"	"Systemic lupus erythematosus"	"-6.006"
"hsa05110"	"Vibrio cholerae infection"	"-6.149"
"hsa04020"	"Calcium signaling pathway"	"-6.156"
"hsa04721"	"Synaptic vesicle cycle"	"-6.254"
"hsa00190"	"Oxidative phosphorylation"	"-7.821"
"hsa04742"	"Taste transduction"	"-8.733"
"hsa03040"	"Spliceosome"	"-9.526"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-13.846"
