"ID"	"Pathway"	"Z-score"
"hsa05203"	"Viral carcinogenesis"	"10.483"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"10.263"
"hsa04110"	"Cell cycle"	"10.258"
"hsa04360"	"Axon guidance"	"10.253"
"hsa04926"	"Relaxin signaling pathway"	"10.079"
"hsa05222"	"Small cell lung cancer"	"9.941"
"hsa04015"	"Rap1 signaling pathway"	"9.81"
"hsa04062"	"Chemokine signaling pathway"	"9.797"
"hsa04912"	"GnRH signaling pathway"	"9.674"
"hsa04660"	"T cell receptor signaling pathway"	"9.628"
"hsa04024"	"cAMP signaling pathway"	"9.594"
"hsa05160"	"Hepatitis C"	"9.5"
"hsa04931"	"Insulin resistance"	"9.466"
"hsa04072"	"Phospholipase D signaling pathway"	"9.466"
"hsa04520"	"Adherens junction"	"9.414"
"hsa04658"	"Th1 and Th2 cell differentiation"	"9.398"
"hsa04370"	"VEGF signaling pathway"	"9.337"
"hsa04066"	"HIF-1 signaling pathway"	"9.311"
"hsa04010"	"MAPK signaling pathway"	"9.307"
"hsa04920"	"Adipocytokine signaling pathway"	"9.152"
"hsa04916"	"Melanogenesis"	"9.03"
"hsa05152"	"Tuberculosis"	"8.983"
"hsa04668"	"TNF signaling pathway"	"8.95"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"8.947"
"hsa04115"	"p53 signaling pathway"	"8.645"
"hsa04330"	"Notch signaling pathway"	"8.485"
"hsa04350"	"TGF-beta signaling pathway"	"8.479"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"8.437"
"hsa05216"	"Thyroid cancer"	"8.13"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"8.117"
"hsa04071"	"Sphingolipid signaling pathway"	"7.925"
"hsa04014"	"Ras signaling pathway"	"7.752"
"hsa04720"	"Long-term potentiation"	"7.717"
"hsa04910"	"Insulin signaling pathway"	"7.621"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"7.615"
"hsa04211"	"Longevity regulating pathway"	"7.574"
"hsa04810"	"Regulation of actin cytoskeleton"	"7.412"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"7.209"
"hsa04930"	"Type II diabetes mellitus"	"7.123"
"hsa04210"	"Apoptosis"	"7.118"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"7.019"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"6.814"
"hsa04620"	"Toll-like receptor signaling pathway"	"6.791"
"hsa04921"	"Oxytocin signaling pathway"	"6.735"
"hsa04137"	"Mitophagy - animal"	"6.64"
"hsa04390"	"Hippo signaling pathway"	"6.563"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"6.5"
"hsa04725"	"Cholinergic synapse"	"6.392"
"hsa05169"	"Epstein-Barr virus infection"	"6.381"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"6.371"
"hsa04657"	"IL-17 signaling pathway"	"6.337"
"hsa04730"	"Long-term depression"	"6.285"
"hsa04670"	"Leukocyte transendothelial migration"	"6.248"
"hsa04070"	"Phosphatidylinositol signaling system"	"6.147"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"6.002"
"hsa04927"	"Cortisol synthesis and secretion"	"5.994"
"hsa05168"	"Herpes simplex infection"	"5.987"
"hsa04611"	"Platelet activation"	"5.966"
"hsa04140"	"Autophagy - animal"	"5.911"
"hsa05230"	"Central carbon metabolism in cancer"	"5.857"
"hsa05140"	"Leishmaniasis"	"5.803"
"hsa05133"	"Pertussis"	"5.752"
"hsa05162"	"Measles"	"5.698"
"hsa05031"	"Amphetamine addiction"	"5.616"
"hsa05100"	"Bacterial invasion of epithelial cells"	"5.594"
"hsa04022"	"cGMP-PKG signaling pathway"	"5.498"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"5.322"
"hsa04371"	"Apelin signaling pathway"	"5.275"
"hsa04973"	"Carbohydrate digestion and absorption"	"5.273"
"hsa05131"	"Shigellosis"	"5.261"
"hsa04064"	"NF-kappa B signaling pathway"	"5.245"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"5.225"
"hsa04925"	"Aldosterone synthesis and secretion"	"5.207"
"hsa05143"	"African trypanosomiasis"	"5.153"
"hsa04978"	"Mineral absorption"	"4.96"
"hsa04976"	"Bile secretion"	"4.958"
"hsa04972"	"Pancreatic secretion"	"4.926"
"hsa04918"	"Thyroid hormone synthesis"	"4.897"
"hsa04270"	"Vascular smooth muscle contraction"	"4.861"
"hsa05132"	"Salmonella infection"	"4.859"
"hsa04621"	"NOD-like receptor signaling pathway"	"4.846"
"hsa05164"	"Influenza A"	"4.818"
"hsa04215"	"Apoptosis - multiple species"	"4.668"
"hsa04114"	"Oocyte meiosis"	"4.54"
"hsa04120"	"Ubiquitin mediated proteolysis"	"4.536"
"hsa05217"	"Basal cell carcinoma"	"4.448"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"4.435"
"hsa04971"	"Gastric acid secretion"	"4.385"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"4.201"
"hsa05146"	"Amoebiasis"	"4.174"
"hsa04713"	"Circadian entrainment"	"4.082"
"hsa04150"	"mTOR signaling pathway"	"4.074"
"hsa03320"	"PPAR signaling pathway"	"3.912"
"hsa04726"	"Serotonergic synapse"	"3.894"
"hsa05030"	"Cocaine addiction"	"3.889"
"hsa04911"	"Insulin secretion"	"3.71"
"hsa00590"	"Arachidonic acid metabolism"	"3.696"
"hsa04710"	"Circadian rhythm"	"3.636"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"3.483"
"hsa04714"	"Thermogenesis"	"3.362"
"hsa02010"	"ABC transporters"	"3.322"
"hsa05145"	"Toxoplasmosis"	"3.185"
"hsa04640"	"Hematopoietic cell lineage"	"3.131"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"3.104"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"3.031"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"3.022"
"hsa00591"	"Linoleic acid metabolism"	"2.946"
"hsa00100"	"Steroid biosynthesis"	"2.912"
"hsa04213"	"Longevity regulating pathway - multiple species"	"2.853"
"hsa04020"	"Calcium signaling pathway"	"2.842"
"hsa00562"	"Inositol phosphate metabolism"	"2.781"
"hsa05010"	"Alzheimer,s disease"	"2.779"
"hsa04724"	"Glutamatergic synapse"	"2.756"
"hsa04913"	"Ovarian steroidogenesis"	"2.7"
"hsa04922"	"Glucagon signaling pathway"	"2.682"
"hsa04970"	"Salivary secretion"	"2.654"
"hsa05144"	"Malaria"	"2.601"
"hsa04924"	"Renin secretion"	"2.564"
"hsa03450"	"Non-homologous end-joining"	"2.441"
"hsa04728"	"Dopaminergic synapse"	"2.374"
"hsa04152"	"AMPK signaling pathway"	"2.32"
"hsa04392"	"Hippo signaling pathway - multiple species"	"2.308"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"2.266"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"2.219"
"hsa05016"	"Huntington,s disease"	"1.955"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"1.867"
"hsa05340"	"Primary immunodeficiency"	"1.817"
"hsa04340"	"Hedgehog signaling pathway"	"1.736"
"hsa00310"	"Lysine degradation"	"1.692"
"hsa00600"	"Sphingolipid metabolism"	"1.683"
"hsa00565"	"Ether lipid metabolism"	"1.594"
"hsa00430"	"Taurine and hypotaurine metabolism"	"1.554"
"hsa05020"	"Prion diseases"	"1.502"
"hsa04540"	"Gap junction"	"1.395"
"hsa00062"	"Fatty acid elongation"	"1.352"
"hsa00592"	"alpha-Linolenic acid metabolism"	"1.327"
"hsa00232"	"Caffeine metabolism"	"1.309"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"1.294"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"1.29"
"hsa04614"	"Renin-angiotensin system"	"1.246"
"hsa04217"	"Necroptosis"	"1.245"
"hsa04530"	"Tight junction"	"1.212"
"hsa00531"	"Glycosaminoglycan degradation"	"1.111"
"hsa04727"	"GABAergic synapse"	"1.046"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"0.937"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"0.818"
"hsa04512"	"ECM-receptor interaction"	"0.785"
"hsa04146"	"Peroxisome"	"0.759"
"hsa00510"	"N-Glycan biosynthesis"	"0.722"
"hsa05320"	"Autoimmune thyroid disease"	"0.692"
"hsa00785"	"Lipoic acid metabolism"	"0.679"
"hsa03410"	"Base excision repair"	"0.622"
"hsa00514"	"Other types of O-glycan biosynthesis"	"0.607"
"hsa05034"	"Alcoholism"	"0.592"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"0.592"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"0.574"
"hsa03460"	"Fanconi anemia pathway"	"0.562"
"hsa05032"	"Morphine addiction"	"0.519"
"hsa04216"	"Ferroptosis"	"0.506"
"hsa00120"	"Primary bile acid biosynthesis"	"0.439"
"hsa00750"	"Vitamin B6 metabolism"	"0.405"
"hsa00790"	"Folate biosynthesis"	"0.393"
"hsa04974"	"Protein digestion and absorption"	"0.356"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"0.351"
"hsa05416"	"Viral myocarditis"	"0.346"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"0.319"
"hsa00780"	"Biotin metabolism"	"0.315"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.248"
"hsa00140"	"Steroid hormone biosynthesis"	"0.173"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"0.171"
"hsa00564"	"Glycerophospholipid metabolism"	"0.142"
"hsa04975"	"Fat digestion and absorption"	"0.117"
"hsa00511"	"Other glycan degradation"	"0.108"
"hsa04672"	"Intestinal immune network for IgA production"	"0.089"
"hsa04723"	"Retrograde endocannabinoid signaling"	"0.06"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"0.051"
"hsa00450"	"Selenocompound metabolism"	"0.047"
"hsa04144"	"Endocytosis"	"0.034"
"hsa00650"	"Butanoate metabolism"	"-0.006"
"hsa04977"	"Vitamin digestion and absorption"	"-0.014"
"hsa03440"	"Homologous recombination"	"-0.025"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.124"
"hsa00900"	"Terpenoid backbone biosynthesis"	"-0.131"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.193"
"hsa04742"	"Taste transduction"	"-0.256"
"hsa04122"	"Sulfur relay system"	"-0.291"
"hsa04744"	"Phototransduction"	"-0.295"
"hsa00983"	"Drug metabolism - other enzymes"	"-0.393"
"hsa03050"	"Proteasome"	"-0.513"
"hsa04950"	"Maturity onset diabetes of the young"	"-0.521"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"-0.576"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.616"
"hsa00330"	"Arginine and proline metabolism"	"-0.619"
"hsa00920"	"Sulfur metabolism"	"-0.677"
"hsa04979"	"Cholesterol metabolism"	"-0.714"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"-0.715"
"hsa00220"	"Arginine biosynthesis"	"-0.741"
"hsa00730"	"Thiamine metabolism"	"-0.77"
"hsa05330"	"Allograft rejection"	"-0.852"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-0.909"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.932"
"hsa05204"	"Chemical carcinogenesis"	"-1.026"
"hsa05033"	"Nicotine addiction"	"-1.032"
"hsa00830"	"Retinol metabolism"	"-1.058"
"hsa04610"	"Complement and coagulation cascades"	"-1.074"
"hsa05310"	"Asthma"	"-1.1"
"hsa00561"	"Glycerolipid metabolism"	"-1.115"
"hsa00380"	"Tryptophan metabolism"	"-1.178"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-1.185"
"hsa05323"	"Rheumatoid arthritis"	"-1.199"
"hsa03430"	"Mismatch repair"	"-1.225"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"-1.271"
"hsa00230"	"Purine metabolism"	"-1.333"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-1.348"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"-1.349"
"hsa05332"	"Graft-versus-host disease"	"-1.354"
"hsa00740"	"Riboflavin metabolism"	"-1.356"
"hsa03030"	"DNA replication"	"-1.421"
"hsa04260"	"Cardiac muscle contraction"	"-1.458"
"hsa00910"	"Nitrogen metabolism"	"-1.494"
"hsa05150"	"Staphylococcus aureus infection"	"-1.547"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"-1.55"
"hsa04136"	"Autophagy - other"	"-1.576"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-1.595"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.603"
"hsa00480"	"Glutathione metabolism"	"-1.623"
"hsa00640"	"Propanoate metabolism"	"-1.695"
"hsa04940"	"Type I diabetes mellitus"	"-1.74"
"hsa00360"	"Phenylalanine metabolism"	"-1.748"
"hsa00670"	"One carbon pool by folate"	"-1.764"
"hsa00061"	"Fatty acid biosynthesis"	"-1.765"
"hsa00500"	"Starch and sucrose metabolism"	"-1.771"
"hsa05130"	"Pathogenic Escherichia coli infection"	"-1.808"
"hsa04142"	"Lysosome"	"-1.822"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-1.883"
"hsa05134"	"Legionellosis"	"-1.936"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"-1.974"
"hsa00410"	"beta-Alanine metabolism"	"-2.176"
"hsa05012"	"Parkinson,s disease"	"-2.223"
"hsa00350"	"Tyrosine metabolism"	"-2.23"
"hsa04612"	"Antigen processing and presentation"	"-2.294"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-2.298"
"hsa05110"	"Vibrio cholerae infection"	"-2.331"
"hsa03060"	"Protein export"	"-2.357"
"hsa00040"	"Pentose and glucuronate interconversions"	"-2.362"
"hsa03022"	"Basal transcription factors"	"-2.477"
"hsa04740"	"Olfactory transduction"	"-2.546"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-2.571"
"hsa00020"	"Citrate cycle (TCA cycle)"	"-2.601"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-2.652"
"hsa00620"	"Pyruvate metabolism"	"-2.706"
"hsa00071"	"Fatty acid degradation"	"-2.723"
"hsa03420"	"Nucleotide excision repair"	"-2.726"
"hsa00340"	"Histidine metabolism"	"-2.801"
"hsa03020"	"RNA polymerase"	"-2.824"
"hsa00270"	"Cysteine and methionine metabolism"	"-2.876"
"hsa00051"	"Fructose and mannose metabolism"	"-2.877"
"hsa00260"	"Glycine, serine and threonine metabolism"	"-2.947"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-3.047"
"hsa00052"	"Galactose metabolism"	"-3.09"
"hsa04130"	"SNARE interactions in vesicular transport"	"-3.148"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"-3.398"
"hsa00240"	"Pyrimidine metabolism"	"-3.433"
"hsa00030"	"Pentose phosphate pathway"	"-3.779"
"hsa03013"	"RNA transport"	"-3.972"
"hsa04966"	"Collecting duct acid secretion"	"-4.262"
"hsa04721"	"Synaptic vesicle cycle"	"-4.375"
"hsa03010"	"Ribosome"	"-4.77"
"hsa00190"	"Oxidative phosphorylation"	"-4.913"
"hsa03018"	"RNA degradation"	"-5.234"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"-5.318"
"hsa05322"	"Systemic lupus erythematosus"	"-6.541"
"hsa03015"	"mRNA surveillance pathway"	"-7.418"
"hsa04145"	"Phagosome"	"-8.252"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-11.188"
"hsa03040"	"Spliceosome"	"-12.148"
