"Pathway"	"zscore"
"Glutamatergic synapse"	"2.756"
"Ovarian steroidogenesis"	"2.7"
"Glucagon signaling pathway"	"2.682"
"Salivary secretion"	"2.654"
"Malaria"	"2.601"
"Renin secretion"	"2.564"
"Non-homologous end-joining"	"2.441"
"Dopaminergic synapse"	"2.374"
"AMPK signaling pathway"	"2.32"
"Hippo signaling pathway - multiple species"	"2.308"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"2.266"
"Cytosolic DNA-sensing pathway"	"2.219"
"Huntington's disease"	"1.955"
"Biosynthesis of unsaturated fatty acids"	"1.867"
"Primary immunodeficiency"	"1.817"
"Hedgehog signaling pathway"	"1.736"
"Lysine degradation"	"1.692"
"Sphingolipid metabolism"	"1.683"
"Ether lipid metabolism"	"1.594"
"Taurine and hypotaurine metabolism"	"1.554"
"Prion diseases"	"1.502"
"Gap junction"	"1.395"
"Fatty acid elongation"	"1.352"
"alpha-Linolenic acid metabolism"	"1.327"
"Caffeine metabolism"	"1.309"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"1.294"
"Proximal tubule bicarbonate reclamation"	"1.29"
"Renin-angiotensin system"	"1.246"
"Necroptosis"	"1.245"
"Tight junction"	"1.212"
"Glycosaminoglycan degradation"	"1.111"
"GABAergic synapse"	"1.046"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"0.937"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"0.818"
"ECM-receptor interaction"	"0.785"
"Peroxisome"	"0.759"
"N-Glycan biosynthesis"	"0.722"
"Autoimmune thyroid disease"	"0.692"
"Lipoic acid metabolism"	"0.679"
"Base excision repair"	"0.622"
"Other types of O-glycan biosynthesis"	"0.607"
"Alcoholism"	"0.592"
"Pantothenate and CoA biosynthesis"	"0.592"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"0.574"
"Fanconi anemia pathway"	"0.562"
"Morphine addiction"	"0.519"
"Ferroptosis"	"0.506"
"Primary bile acid biosynthesis"	"0.439"
"Vitamin B6 metabolism"	"0.405"
"Folate biosynthesis"	"0.393"
"Protein digestion and absorption"	"0.356"
"Neuroactive ligand-receptor interaction"	"0.351"
"Viral myocarditis"	"0.346"
"Dilated cardiomyopathy (DCM)"	"0.319"
"Biotin metabolism"	"0.315"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.248"
"Steroid hormone biosynthesis"	"0.173"
"Cell adhesion molecules (CAMs)"	"0.171"
"Glycerophospholipid metabolism"	"0.142"
"Fat digestion and absorption"	"0.117"
"Other glycan degradation"	"0.108"
"Intestinal immune network for IgA production"	"0.089"
"Retrograde endocannabinoid signaling"	"0.06"
"Mannose type O-glycan biosynthesis"	"0.051"
"Selenocompound metabolism"	"0.047"
"Endocytosis"	"0.034"
"Butanoate metabolism"	"-0.006"
"Vitamin digestion and absorption"	"-0.014"
"Homologous recombination"	"-0.025"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.124"
"Terpenoid backbone biosynthesis"	"-0.131"
"D-Arginine and D-ornithine metabolism"	"-0.193"
"Taste transduction"	"-0.256"
"Sulfur relay system"	"-0.291"
"Phototransduction"	"-0.295"
"Drug metabolism - other enzymes"	"-0.393"
"Proteasome"	"-0.513"
"Maturity onset diabetes of the young"	"-0.521"
"Valine, leucine and isoleucine biosynthesis"	"-0.576"
"D-Glutamine and D-glutamate metabolism"	"-0.616"
"Arginine and proline metabolism"	"-0.619"
"Sulfur metabolism"	"-0.677"
"Cholesterol metabolism"	"-0.714"
"Hypertrophic cardiomyopathy (HCM)"	"-0.715"
"Arginine biosynthesis"	"-0.741"
"Thiamine metabolism"	"-0.77"
"Allograft rejection"	"-0.852"
"Synthesis and degradation of ketone bodies"	"-0.909"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.932"
"Chemical carcinogenesis"	"-1.026"
"Nicotine addiction"	"-1.032"
"Retinol metabolism"	"-1.058"
"Complement and coagulation cascades"	"-1.074"
"Asthma"	"-1.1"
"Glycerolipid metabolism"	"-1.115"
"Tryptophan metabolism"	"-1.178"
"Nicotinate and nicotinamide metabolism"	"-1.185"
"Rheumatoid arthritis"	"-1.199"
"Mismatch repair"	"-1.225"
"Phosphonate and phosphinate metabolism"	"-1.271"
"Purine metabolism"	"-1.333"
"Metabolism of xenobiotics by cytochrome P450"	"-1.348"
"Aminoacyl-tRNA biosynthesis"	"-1.349"
"Graft-versus-host disease"	"-1.354"
"Riboflavin metabolism"	"-1.356"
"DNA replication"	"-1.421"
"Cardiac muscle contraction"	"-1.458"
"Nitrogen metabolism"	"-1.494"
"Staphylococcus aureus infection"	"-1.547"
"Protein processing in endoplasmic reticulum"	"-1.55"
"Autophagy - other"	"-1.576"
"Valine, leucine and isoleucine degradation"	"-1.595"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.603"
"Glutathione metabolism"	"-1.623"
"Propanoate metabolism"	"-1.695"
"Type I diabetes mellitus"	"-1.74"
"Phenylalanine metabolism"	"-1.748"
"One carbon pool by folate"	"-1.764"
"Fatty acid biosynthesis"	"-1.765"
"Starch and sucrose metabolism"	"-1.771"
"Pathogenic Escherichia coli infection"	"-1.808"
"Lysosome"	"-1.822"
"Drug metabolism - cytochrome P450"	"-1.883"
"Legionellosis"	"-1.936"
"Alanine, aspartate and glutamate metabolism"	"-1.974"
"beta-Alanine metabolism"	"-2.176"
"Parkinson's disease"	"-2.223"
"Tyrosine metabolism"	"-2.23"
"Antigen processing and presentation"	"-2.294"
"Glyoxylate and dicarboxylate metabolism"	"-2.298"
"Vibrio cholerae infection"	"-2.331"
"Protein export"	"-2.357"
"Pentose and glucuronate interconversions"	"-2.362"
"Basal transcription factors"	"-2.477"
"Olfactory transduction"	"-2.546"
"Ascorbate and aldarate metabolism"	"-2.571"
"Citrate cycle (TCA cycle)"	"-2.601"
"Porphyrin and chlorophyll metabolism"	"-2.652"
"Pyruvate metabolism"	"-2.706"
"Fatty acid degradation"	"-2.723"
"Nucleotide excision repair"	"-2.726"
"Histidine metabolism"	"-2.801"
"RNA polymerase"	"-2.824"
"Cysteine and methionine metabolism"	"-2.876"
"Fructose and mannose metabolism"	"-2.877"
"Glycine, serine and threonine metabolism"	"-2.947"
"Vasopressin-regulated water reabsorption"	"-3.047"
"Galactose metabolism"	"-3.09"
"SNARE interactions in vesicular transport"	"-3.148"
"Amino sugar and nucleotide sugar metabolism"	"-3.398"
"Pyrimidine metabolism"	"-3.433"
"Pentose phosphate pathway"	"-3.779"
"RNA transport"	"-3.972"
"Collecting duct acid secretion"	"-4.262"
"Synaptic vesicle cycle"	"-4.375"
"Ribosome"	"-4.77"
"Oxidative phosphorylation"	"-4.913"
"RNA degradation"	"-5.234"
"Glycolysis / Gluconeogenesis"	"-5.318"
"Systemic lupus erythematosus"	"-6.541"
"mRNA surveillance pathway"	"-7.418"
"Phagosome"	"-8.252"
"Ribosome biogenesis in eukaryotes"	"-11.188"
"Spliceosome"	"-12.148"
