"Pathway"	"Z-score"
"Porphyrin and chlorophyll metabolism"	"1.379"
"Pancreatic secretion"	"1.319"
"Inflammatory mediator regulation of TRP channels"	"1.31"
"Choline metabolism in cancer"	"1.283"
"Primary immunodeficiency"	"1.271"
"Homologous recombination"	"1.157"
"Glycine, serine and threonine metabolism"	"1.15"
"Neuroactive ligand-receptor interaction"	"1.13"
"Glutamatergic synapse"	"1.085"
"Carbohydrate digestion and absorption"	"1.054"
"Cysteine and methionine metabolism"	"1.038"
"ABC transporters"	"1.019"
"Type II diabetes mellitus"	"0.977"
"Endocrine and other factor-regulated calcium reabsorption"	"0.967"
"Intestinal immune network for IgA production"	"0.954"
"Lysosome"	"0.952"
"Arginine and proline metabolism"	"0.914"
"Autophagy - animal"	"0.91"
"Dopaminergic synapse"	"0.888"
"Fanconi anemia pathway"	"0.872"
"Mineral absorption"	"0.859"
"Retinol metabolism"	"0.807"
"Drug metabolism - cytochrome P450"	"0.736"
"Adrenergic signaling in cardiomyocytes"	"0.735"
"Long-term depression"	"0.722"
"Phagosome"	"0.658"
"Metabolism of xenobiotics by cytochrome P450"	"0.653"
"Cortisol synthesis and secretion"	"0.649"
"Fc epsilon RI signaling pathway"	"0.6"
"Glycolysis / Gluconeogenesis"	"0.575"
"Chemical carcinogenesis"	"0.538"
"Inositol phosphate metabolism"	"0.478"
"Gastric acid secretion"	"0.46"
"Taste transduction"	"0.359"
"ECM-receptor interaction"	"0.344"
"Insulin secretion"	"0.344"
"Circadian entrainment"	"0.233"
"Aldosterone synthesis and secretion"	"0.2"
"Pyrimidine metabolism"	"0.193"
"Phosphatidylinositol signaling system"	"0.166"
"Cholinergic synapse"	"0.073"
"Endocytosis"	"-0.029"
"Systemic lupus erythematosus"	"-0.091"
"D-Arginine and D-ornithine metabolism"	"-0.093"
"Signaling pathways regulating pluripotency of stem cells"	"-0.131"
"Biotin metabolism"	"-0.149"
"Lipoic acid metabolism"	"-0.155"
"Valine, leucine and isoleucine biosynthesis"	"-0.179"
"Cell adhesion molecules (CAMs)"	"-0.185"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.199"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.203"
"Retrograde endocannabinoid signaling"	"-0.207"
"D-Glutamine and D-glutamate metabolism"	"-0.208"
"Caffeine metabolism"	"-0.211"
"mTOR signaling pathway"	"-0.226"
"Phosphonate and phosphinate metabolism"	"-0.226"
"Vitamin B6 metabolism"	"-0.231"
"Sulfur relay system"	"-0.251"
"Riboflavin metabolism"	"-0.264"
"Sulfur metabolism"	"-0.286"
"Synthesis and degradation of ketone bodies"	"-0.298"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.298"
"Taurine and hypotaurine metabolism"	"-0.301"
"Fatty acid biosynthesis"	"-0.336"
"Non-homologous end-joining"	"-0.336"
"Thiamine metabolism"	"-0.343"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.348"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.352"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.357"
"Purine metabolism"	"-0.361"
"Primary bile acid biosynthesis"	"-0.371"
"Ascorbate and aldarate metabolism"	"-0.376"
"Phenylalanine metabolism"	"-0.378"
"Other glycan degradation"	"-0.386"
"Glycosaminoglycan degradation"	"-0.397"
"One carbon pool by folate"	"-0.398"
"Nitrogen metabolism"	"-0.4"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.402"
"Arginine biosynthesis"	"-0.423"
"Other types of O-glycan biosynthesis"	"-0.425"
"Terpenoid backbone biosynthesis"	"-0.428"
"Biosynthesis of unsaturated fatty acids"	"-0.434"
"Vitamin digestion and absorption"	"-0.436"
"Mismatch repair"	"-0.438"
"Histidine metabolism"	"-0.439"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.441"
"Renin-angiotensin system"	"-0.442"
"alpha-Linolenic acid metabolism"	"-0.445"
"Mannose type O-glycan biosynthesis"	"-0.445"
"Protein export"	"-0.447"
"Pentose and glucuronate interconversions"	"-0.448"
"Proximal tubule bicarbonate reclamation"	"-0.452"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.469"
"Maturity onset diabetes of the young"	"-0.469"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.476"
"Glyoxylate and dicarboxylate metabolism"	"-0.477"
"Collecting duct acid secretion"	"-0.481"
"Linoleic acid metabolism"	"-0.485"
"Butanoate metabolism"	"-0.494"
"Galactose metabolism"	"-0.497"
"Pentose phosphate pathway"	"-0.499"
"RNA polymerase"	"-0.502"
"Circadian rhythm"	"-0.504"
"Citrate cycle (TCA cycle)"	"-0.509"
"Mucin type O-glycan biosynthesis"	"-0.514"
"Autophagy - other"	"-0.521"
"Propanoate metabolism"	"-0.522"
"Base excision repair"	"-0.524"
"SNARE interactions in vesicular transport"	"-0.53"
"Fructose and mannose metabolism"	"-0.534"
"Alanine, aspartate and glutamate metabolism"	"-0.545"
"DNA replication"	"-0.553"
"Starch and sucrose metabolism"	"-0.555"
"Tyrosine metabolism"	"-0.556"
"Aldosterone-regulated sodium reabsorption"	"-0.561"
"Pyruvate metabolism"	"-0.572"
"Tryptophan metabolism"	"-0.579"
"Nicotine addiction"	"-0.586"
"Fat digestion and absorption"	"-0.598"
"Aminoacyl-tRNA biosynthesis"	"-0.605"
"Vasopressin-regulated water reabsorption"	"-0.605"
"Fatty acid degradation"	"-0.612"
"Basal transcription factors"	"-0.615"
"Nucleotide excision repair"	"-0.619"
"Proteasome"	"-0.621"
"Valine, leucine and isoleucine degradation"	"-0.622"
"Ether lipid metabolism"	"-0.629"
"Amino sugar and nucleotide sugar metabolism"	"-0.634"
"N-Glycan biosynthesis"	"-0.635"
"Steroid hormone biosynthesis"	"-0.64"
"Sphingolipid metabolism"	"-0.646"
"Vibrio cholerae infection"	"-0.646"
"Ovarian steroidogenesis"	"-0.648"
"Regulation of lipolysis in adipocytes"	"-0.671"
"Staphylococcus aureus infection"	"-0.673"
"Glycerolipid metabolism"	"-0.721"
"Lysine degradation"	"-0.722"
"Synaptic vesicle cycle"	"-0.727"
"Bile secretion"	"-0.78"
"PPAR signaling pathway"	"-0.784"
"Ribosome biogenesis in eukaryotes"	"-0.801"
"Cardiac muscle contraction"	"-0.806"
"GABAergic synapse"	"-0.863"
"Protein digestion and absorption"	"-0.868"
"Morphine addiction"	"-0.879"
"Glycerophospholipid metabolism"	"-0.907"
"Ribosome"	"-1.045"
"Spliceosome"	"-1.047"
"Oxidative phosphorylation"	"-1.07"
"Insulin signaling pathway"	"-1.089"
"RNA transport"	"-1.189"
"Alcoholism"	"-1.234"
"Olfactory transduction"	"-1.357"
"Thermogenesis"	"-1.403"
