"ID"	"Pathway"	"Z-score"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"13.33"
"hsa04919"	"Thyroid hormone signaling pathway"	"12.866"
"hsa04926"	"Relaxin signaling pathway"	"12.732"
"hsa04662"	"B cell receptor signaling pathway"	"12.692"
"hsa05168"	"Herpes simplex infection"	"12.665"
"hsa04310"	"Wnt signaling pathway"	"12.609"
"hsa05219"	"Bladder cancer"	"12.599"
"hsa05214"	"Glioma"	"12.595"
"hsa04350"	"TGF-beta signaling pathway"	"12.42"
"hsa04520"	"Adherens junction"	"12.334"
"hsa05164"	"Influenza A"	"12.221"
"hsa05231"	"Choline metabolism in cancer"	"12.066"
"hsa04370"	"VEGF signaling pathway"	"11.974"
"hsa04110"	"Cell cycle"	"11.955"
"hsa04920"	"Adipocytokine signaling pathway"	"11.942"
"hsa05202"	"Transcriptional misregulation in cancer"	"11.914"
"hsa04931"	"Insulin resistance"	"11.884"
"hsa05140"	"Leishmaniasis"	"11.872"
"hsa04140"	"Autophagy - animal"	"11.871"
"hsa05211"	"Renal cell carcinoma"	"11.411"
"hsa04659"	"Th17 cell differentiation"	"11.298"
"hsa04137"	"Mitophagy - animal"	"11.027"
"hsa05131"	"Shigellosis"	"10.743"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"10.621"
"hsa04930"	"Type II diabetes mellitus"	"10.422"
"hsa04934"	"Cushing,s syndrome"	"10.196"
"hsa05216"	"Thyroid cancer"	"10.129"
"hsa04066"	"HIF-1 signaling pathway"	"10.093"
"hsa04360"	"Axon guidance"	"10.011"
"hsa04062"	"Chemokine signaling pathway"	"9.868"
"hsa05146"	"Amoebiasis"	"9.842"
"hsa04611"	"Platelet activation"	"9.8"
"hsa04015"	"Rap1 signaling pathway"	"9.787"
"hsa04912"	"GnRH signaling pathway"	"9.684"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"9.642"
"hsa04810"	"Regulation of actin cytoskeleton"	"9.638"
"hsa05010"	"Alzheimer,s disease"	"9.502"
"hsa05132"	"Salmonella infection"	"9.427"
"hsa04390"	"Hippo signaling pathway"	"9.409"
"hsa04658"	"Th1 and Th2 cell differentiation"	"9.253"
"hsa04022"	"cGMP-PKG signaling pathway"	"9.209"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"8.85"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"8.79"
"hsa04670"	"Leukocyte transendothelial migration"	"8.652"
"hsa04211"	"Longevity regulating pathway"	"8.591"
"hsa05143"	"African trypanosomiasis"	"8.571"
"hsa04910"	"Insulin signaling pathway"	"8.484"
"hsa05169"	"Epstein-Barr virus infection"	"8.482"
"hsa05144"	"Malaria"	"8.474"
"hsa04725"	"Cholinergic synapse"	"8.363"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"8.203"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"8.157"
"hsa05416"	"Viral myocarditis"	"8.127"
"hsa04072"	"Phospholipase D signaling pathway"	"8.065"
"hsa05217"	"Basal cell carcinoma"	"7.299"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"7.158"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"7"
"hsa04024"	"cAMP signaling pathway"	"6.943"
"hsa04921"	"Oxytocin signaling pathway"	"6.784"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"6.668"
"hsa04150"	"mTOR signaling pathway"	"6.646"
"hsa04114"	"Oocyte meiosis"	"6.578"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"6.551"
"hsa04270"	"Vascular smooth muscle contraction"	"6.51"
"hsa04915"	"Estrogen signaling pathway"	"6.503"
"hsa05100"	"Bacterial invasion of epithelial cells"	"6.36"
"hsa04020"	"Calcium signaling pathway"	"6.317"
"hsa05134"	"Legionellosis"	"6.272"
"hsa05230"	"Central carbon metabolism in cancer"	"6.143"
"hsa04916"	"Melanogenesis"	"6.103"
"hsa05020"	"Prion diseases"	"5.887"
"hsa04730"	"Long-term depression"	"5.841"
"hsa04371"	"Apelin signaling pathway"	"5.589"
"hsa04610"	"Complement and coagulation cascades"	"5.473"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"5.372"
"hsa04330"	"Notch signaling pathway"	"5.229"
"hsa04918"	"Thyroid hormone synthesis"	"5.183"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"5.115"
"hsa04973"	"Carbohydrate digestion and absorption"	"4.839"
"hsa04120"	"Ubiquitin mediated proteolysis"	"4.716"
"hsa04720"	"Long-term potentiation"	"4.665"
"hsa04728"	"Dopaminergic synapse"	"4.562"
"hsa04512"	"ECM-receptor interaction"	"4.517"
"hsa00480"	"Glutathione metabolism"	"4.506"
"hsa04911"	"Insulin secretion"	"4.484"
"hsa04927"	"Cortisol synthesis and secretion"	"4.258"
"hsa04974"	"Protein digestion and absorption"	"4.222"
"hsa00430"	"Taurine and hypotaurine metabolism"	"4.139"
"hsa04922"	"Glucagon signaling pathway"	"4.1"
"hsa05030"	"Cocaine addiction"	"3.995"
"hsa04972"	"Pancreatic secretion"	"3.986"
"hsa04940"	"Type I diabetes mellitus"	"3.793"
"hsa04152"	"AMPK signaling pathway"	"3.755"
"hsa04925"	"Aldosterone synthesis and secretion"	"3.661"
"hsa04530"	"Tight junction"	"3.617"
"hsa04216"	"Ferroptosis"	"3.401"
"hsa04726"	"Serotonergic synapse"	"3.344"
"hsa05031"	"Amphetamine addiction"	"3.234"
"hsa05332"	"Graft-versus-host disease"	"3.084"
"hsa04340"	"Hedgehog signaling pathway"	"3.056"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"3.018"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"2.885"
"hsa04213"	"Longevity regulating pathway - multiple species"	"2.835"
"hsa03450"	"Non-homologous end-joining"	"2.747"
"hsa00920"	"Sulfur metabolism"	"2.747"
"hsa05130"	"Pathogenic Escherichia coli infection"	"2.637"
"hsa00564"	"Glycerophospholipid metabolism"	"2.594"
"hsa00592"	"alpha-Linolenic acid metabolism"	"2.578"
"hsa03320"	"PPAR signaling pathway"	"2.577"
"hsa00740"	"Riboflavin metabolism"	"2.416"
"hsa05340"	"Primary immunodeficiency"	"2.405"
"hsa05330"	"Allograft rejection"	"2.382"
"hsa00590"	"Arachidonic acid metabolism"	"2.344"
"hsa05034"	"Alcoholism"	"2.327"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"2.304"
"hsa05323"	"Rheumatoid arthritis"	"2.207"
"hsa00750"	"Vitamin B6 metabolism"	"2.205"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"2.009"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"1.976"
"hsa04070"	"Phosphatidylinositol signaling system"	"1.964"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"1.946"
"hsa03410"	"Base excision repair"	"1.912"
"hsa04540"	"Gap junction"	"1.908"
"hsa04971"	"Gastric acid secretion"	"1.797"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"1.785"
"hsa00780"	"Biotin metabolism"	"1.732"
"hsa00565"	"Ether lipid metabolism"	"1.611"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"1.605"
"hsa05016"	"Huntington,s disease"	"1.563"
"hsa00561"	"Glycerolipid metabolism"	"1.552"
"hsa04724"	"Glutamatergic synapse"	"1.512"
"hsa00620"	"Pyruvate metabolism"	"1.475"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"1.471"
"hsa00062"	"Fatty acid elongation"	"1.462"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"1.441"
"hsa04614"	"Renin-angiotensin system"	"1.406"
"hsa00640"	"Propanoate metabolism"	"1.362"
"hsa04970"	"Salivary secretion"	"1.339"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"1.265"
"hsa00511"	"Other glycan degradation"	"1.227"
"hsa04979"	"Cholesterol metabolism"	"1.162"
"hsa00270"	"Cysteine and methionine metabolism"	"1.096"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"1.073"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"1.008"
"hsa05204"	"Chemical carcinogenesis"	"1.001"
"hsa04144"	"Endocytosis"	"0.988"
"hsa04975"	"Fat digestion and absorption"	"0.977"
"hsa04713"	"Circadian entrainment"	"0.97"
"hsa03460"	"Fanconi anemia pathway"	"0.918"
"hsa00514"	"Other types of O-glycan biosynthesis"	"0.911"
"hsa00591"	"Linoleic acid metabolism"	"0.876"
"hsa00983"	"Drug metabolism - other enzymes"	"0.854"
"hsa04978"	"Mineral absorption"	"0.834"
"hsa00982"	"Drug metabolism - cytochrome P450"	"0.808"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"0.797"
"hsa00450"	"Selenocompound metabolism"	"0.791"
"hsa03430"	"Mismatch repair"	"0.762"
"hsa00600"	"Sphingolipid metabolism"	"0.71"
"hsa02010"	"ABC transporters"	"0.705"
"hsa05320"	"Autoimmune thyroid disease"	"0.621"
"hsa00531"	"Glycosaminoglycan degradation"	"0.617"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"0.574"
"hsa00330"	"Arginine and proline metabolism"	"0.573"
"hsa00562"	"Inositol phosphate metabolism"	"0.544"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"0.458"
"hsa00071"	"Fatty acid degradation"	"0.445"
"hsa04723"	"Retrograde endocannabinoid signaling"	"0.435"
"hsa00650"	"Butanoate metabolism"	"0.403"
"hsa04146"	"Peroxisome"	"0.397"
"hsa04714"	"Thermogenesis"	"0.394"
"hsa00232"	"Caffeine metabolism"	"0.369"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"0.335"
"hsa04136"	"Autophagy - other"	"0.312"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"0.307"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"0.247"
"hsa04913"	"Ovarian steroidogenesis"	"0.243"
"hsa05012"	"Parkinson,s disease"	"0.229"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"0.207"
"hsa00020"	"Citrate cycle (TCA cycle)"	"0.126"
"hsa00380"	"Tryptophan metabolism"	"0.126"
"hsa04976"	"Bile secretion"	"0.103"
"hsa04640"	"Hematopoietic cell lineage"	"0.097"
"hsa00670"	"One carbon pool by folate"	"0.075"
"hsa03440"	"Homologous recombination"	"0.05"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"0.025"
"hsa00310"	"Lysine degradation"	"0.022"
"hsa04977"	"Vitamin digestion and absorption"	"-0.062"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-0.107"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.112"
"hsa00500"	"Starch and sucrose metabolism"	"-0.125"
"hsa00350"	"Tyrosine metabolism"	"-0.184"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.196"
"hsa04260"	"Cardiac muscle contraction"	"-0.211"
"hsa00220"	"Arginine biosynthesis"	"-0.255"
"hsa03030"	"DNA replication"	"-0.39"
"hsa00052"	"Galactose metabolism"	"-0.394"
"hsa00061"	"Fatty acid biosynthesis"	"-0.399"
"hsa04392"	"Hippo signaling pathway - multiple species"	"-0.416"
"hsa00510"	"N-Glycan biosynthesis"	"-0.458"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"-0.469"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-0.494"
"hsa05310"	"Asthma"	"-0.509"
"hsa00040"	"Pentose and glucuronate interconversions"	"-0.523"
"hsa00730"	"Thiamine metabolism"	"-0.524"
"hsa04710"	"Circadian rhythm"	"-0.562"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-0.603"
"hsa00030"	"Pentose phosphate pathway"	"-0.617"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-0.621"
"hsa04612"	"Antigen processing and presentation"	"-0.63"
"hsa05033"	"Nicotine addiction"	"-0.653"
"hsa04727"	"GABAergic synapse"	"-0.69"
"hsa04122"	"Sulfur relay system"	"-0.693"
"hsa00360"	"Phenylalanine metabolism"	"-0.737"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.777"
"hsa00410"	"beta-Alanine metabolism"	"-0.782"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.851"
"hsa00785"	"Lipoic acid metabolism"	"-0.857"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.881"
"hsa00051"	"Fructose and mannose metabolism"	"-0.919"
"hsa04672"	"Intestinal immune network for IgA production"	"-0.939"
"hsa00340"	"Histidine metabolism"	"-0.949"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"-0.96"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"-0.984"
"hsa04142"	"Lysosome"	"-1.009"
"hsa00790"	"Folate biosynthesis"	"-1.074"
"hsa05032"	"Morphine addiction"	"-1.091"
"hsa00120"	"Primary bile acid biosynthesis"	"-1.145"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-1.32"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-1.321"
"hsa04924"	"Renin secretion"	"-1.399"
"hsa04950"	"Maturity onset diabetes of the young"	"-1.416"
"hsa00260"	"Glycine, serine and threonine metabolism"	"-1.451"
"hsa05322"	"Systemic lupus erythematosus"	"-1.565"
"hsa00910"	"Nitrogen metabolism"	"-1.673"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"-1.944"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-1.954"
"hsa05110"	"Vibrio cholerae infection"	"-2.057"
"hsa00140"	"Steroid hormone biosynthesis"	"-2.158"
"hsa00900"	"Terpenoid backbone biosynthesis"	"-2.296"
"hsa04744"	"Phototransduction"	"-2.327"
"hsa04740"	"Olfactory transduction"	"-2.347"
"hsa00100"	"Steroid biosynthesis"	"-2.773"
"hsa00830"	"Retinol metabolism"	"-2.801"
"hsa04966"	"Collecting duct acid secretion"	"-2.803"
"hsa03050"	"Proteasome"	"-2.864"
"hsa04145"	"Phagosome"	"-2.914"
"hsa05150"	"Staphylococcus aureus infection"	"-3.143"
"hsa03420"	"Nucleotide excision repair"	"-3.166"
"hsa03060"	"Protein export"	"-3.72"
"hsa04721"	"Synaptic vesicle cycle"	"-4.057"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-4.137"
"hsa03022"	"Basal transcription factors"	"-4.591"
"hsa03018"	"RNA degradation"	"-4.866"
"hsa04742"	"Taste transduction"	"-4.927"
"hsa04130"	"SNARE interactions in vesicular transport"	"-4.957"
"hsa00230"	"Purine metabolism"	"-5.084"
"hsa03013"	"RNA transport"	"-5.423"
"hsa03015"	"mRNA surveillance pathway"	"-5.731"
"hsa00190"	"Oxidative phosphorylation"	"-6.292"
"hsa03010"	"Ribosome"	"-6.381"
"hsa03020"	"RNA polymerase"	"-6.472"
"hsa00240"	"Pyrimidine metabolism"	"-7.046"
"hsa03040"	"Spliceosome"	"-12.674"
