"Pathway"	"zscore"
"Calcium signaling pathway"	"6.317"
"Legionellosis"	"6.272"
"Central carbon metabolism in cancer"	"6.143"
"Melanogenesis"	"6.103"
"Prion diseases"	"5.887"
"Long-term depression"	"5.841"
"Apelin signaling pathway"	"5.589"
"Complement and coagulation cascades"	"5.473"
"Cytosolic DNA-sensing pathway"	"5.372"
"Notch signaling pathway"	"5.229"
"Thyroid hormone synthesis"	"5.183"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"5.115"
"Carbohydrate digestion and absorption"	"4.839"
"Ubiquitin mediated proteolysis"	"4.716"
"Long-term potentiation"	"4.665"
"Dopaminergic synapse"	"4.562"
"ECM-receptor interaction"	"4.517"
"Glutathione metabolism"	"4.506"
"Insulin secretion"	"4.484"
"Cortisol synthesis and secretion"	"4.258"
"Protein digestion and absorption"	"4.222"
"Taurine and hypotaurine metabolism"	"4.139"
"Glucagon signaling pathway"	"4.1"
"Cocaine addiction"	"3.995"
"Pancreatic secretion"	"3.986"
"Type I diabetes mellitus"	"3.793"
"AMPK signaling pathway"	"3.755"
"Aldosterone synthesis and secretion"	"3.661"
"Tight junction"	"3.617"
"Ferroptosis"	"3.401"
"Serotonergic synapse"	"3.344"
"Amphetamine addiction"	"3.234"
"Graft-versus-host disease"	"3.084"
"Hedgehog signaling pathway"	"3.056"
"Hypertrophic cardiomyopathy (HCM)"	"3.018"
"Dilated cardiomyopathy (DCM)"	"2.885"
"Longevity regulating pathway - multiple species"	"2.835"
"Non-homologous end-joining"	"2.747"
"Sulfur metabolism"	"2.747"
"Pathogenic Escherichia coli infection"	"2.637"
"Glycerophospholipid metabolism"	"2.594"
"alpha-Linolenic acid metabolism"	"2.578"
"PPAR signaling pathway"	"2.577"
"Riboflavin metabolism"	"2.416"
"Primary immunodeficiency"	"2.405"
"Allograft rejection"	"2.382"
"Arachidonic acid metabolism"	"2.344"
"Alcoholism"	"2.327"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"2.304"
"Rheumatoid arthritis"	"2.207"
"Vitamin B6 metabolism"	"2.205"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"2.009"
"Mannose type O-glycan biosynthesis"	"1.976"
"Phosphatidylinositol signaling system"	"1.964"
"Protein processing in endoplasmic reticulum"	"1.946"
"Base excision repair"	"1.912"
"Gap junction"	"1.908"
"Gastric acid secretion"	"1.797"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"1.785"
"Biotin metabolism"	"1.732"
"Ether lipid metabolism"	"1.611"
"Nicotinate and nicotinamide metabolism"	"1.605"
"Huntington's disease"	"1.563"
"Glycerolipid metabolism"	"1.552"
"Glutamatergic synapse"	"1.512"
"Pyruvate metabolism"	"1.475"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"1.471"
"Fatty acid elongation"	"1.462"
"Glycosphingolipid biosynthesis - ganglio series"	"1.441"
"Renin-angiotensin system"	"1.406"
"Propanoate metabolism"	"1.362"
"Salivary secretion"	"1.339"
"Aminoacyl-tRNA biosynthesis"	"1.265"
"Other glycan degradation"	"1.227"
"Cholesterol metabolism"	"1.162"
"Cysteine and methionine metabolism"	"1.096"
"Regulation of lipolysis in adipocytes"	"1.073"
"Endocrine and other factor-regulated calcium reabsorption"	"1.008"
"Chemical carcinogenesis"	"1.001"
"Endocytosis"	"0.988"
"Fat digestion and absorption"	"0.977"
"Circadian entrainment"	"0.97"
"Fanconi anemia pathway"	"0.918"
"Other types of O-glycan biosynthesis"	"0.911"
"Linoleic acid metabolism"	"0.876"
"Drug metabolism - other enzymes"	"0.854"
"Mineral absorption"	"0.834"
"Drug metabolism - cytochrome P450"	"0.808"
"Pantothenate and CoA biosynthesis"	"0.797"
"Selenocompound metabolism"	"0.791"
"Mismatch repair"	"0.762"
"Sphingolipid metabolism"	"0.71"
"ABC transporters"	"0.705"
"Autoimmune thyroid disease"	"0.621"
"Glycosaminoglycan degradation"	"0.617"
"Valine, leucine and isoleucine biosynthesis"	"0.574"
"Arginine and proline metabolism"	"0.573"
"Inositol phosphate metabolism"	"0.544"
"Cell adhesion molecules (CAMs)"	"0.458"
"Fatty acid degradation"	"0.445"
"Retrograde endocannabinoid signaling"	"0.435"
"Butanoate metabolism"	"0.403"
"Peroxisome"	"0.397"
"Thermogenesis"	"0.394"
"Caffeine metabolism"	"0.369"
"Valine, leucine and isoleucine degradation"	"0.335"
"Autophagy - other"	"0.312"
"Vasopressin-regulated water reabsorption"	"0.307"
"Proximal tubule bicarbonate reclamation"	"0.247"
"Ovarian steroidogenesis"	"0.243"
"Parkinson's disease"	"0.229"
"Biosynthesis of unsaturated fatty acids"	"0.207"
"Citrate cycle (TCA cycle)"	"0.126"
"Tryptophan metabolism"	"0.126"
"Bile secretion"	"0.103"
"Hematopoietic cell lineage"	"0.097"
"One carbon pool by folate"	"0.075"
"Homologous recombination"	"0.05"
"Metabolism of xenobiotics by cytochrome P450"	"0.025"
"Lysine degradation"	"0.022"
"Vitamin digestion and absorption"	"-0.062"
"Synthesis and degradation of ketone bodies"	"-0.107"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.112"
"Starch and sucrose metabolism"	"-0.125"
"Tyrosine metabolism"	"-0.184"
"D-Arginine and D-ornithine metabolism"	"-0.196"
"Cardiac muscle contraction"	"-0.211"
"Arginine biosynthesis"	"-0.255"
"DNA replication"	"-0.39"
"Galactose metabolism"	"-0.394"
"Fatty acid biosynthesis"	"-0.399"
"Hippo signaling pathway - multiple species"	"-0.416"
"N-Glycan biosynthesis"	"-0.458"
"Glycolysis / Gluconeogenesis"	"-0.469"
"Ascorbate and aldarate metabolism"	"-0.494"
"Asthma"	"-0.509"
"Pentose and glucuronate interconversions"	"-0.523"
"Thiamine metabolism"	"-0.524"
"Circadian rhythm"	"-0.562"
"Porphyrin and chlorophyll metabolism"	"-0.603"
"Pentose phosphate pathway"	"-0.617"
"Glyoxylate and dicarboxylate metabolism"	"-0.621"
"Antigen processing and presentation"	"-0.63"
"Nicotine addiction"	"-0.653"
"GABAergic synapse"	"-0.69"
"Sulfur relay system"	"-0.693"
"Phenylalanine metabolism"	"-0.737"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.777"
"beta-Alanine metabolism"	"-0.782"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.851"
"Lipoic acid metabolism"	"-0.857"
"D-Glutamine and D-glutamate metabolism"	"-0.881"
"Fructose and mannose metabolism"	"-0.919"
"Intestinal immune network for IgA production"	"-0.939"
"Histidine metabolism"	"-0.949"
"Amino sugar and nucleotide sugar metabolism"	"-0.96"
"Phosphonate and phosphinate metabolism"	"-0.984"
"Lysosome"	"-1.009"
"Folate biosynthesis"	"-1.074"
"Morphine addiction"	"-1.091"
"Primary bile acid biosynthesis"	"-1.145"
"Neuroactive ligand-receptor interaction"	"-1.32"
"Mucin type O-glycan biosynthesis"	"-1.321"
"Renin secretion"	"-1.399"
"Maturity onset diabetes of the young"	"-1.416"
"Glycine, serine and threonine metabolism"	"-1.451"
"Systemic lupus erythematosus"	"-1.565"
"Nitrogen metabolism"	"-1.673"
"Alanine, aspartate and glutamate metabolism"	"-1.944"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-1.954"
"Vibrio cholerae infection"	"-2.057"
"Steroid hormone biosynthesis"	"-2.158"
"Terpenoid backbone biosynthesis"	"-2.296"
"Phototransduction"	"-2.327"
"Olfactory transduction"	"-2.347"
"Steroid biosynthesis"	"-2.773"
"Retinol metabolism"	"-2.801"
"Collecting duct acid secretion"	"-2.803"
"Proteasome"	"-2.864"
"Phagosome"	"-2.914"
"Staphylococcus aureus infection"	"-3.143"
"Nucleotide excision repair"	"-3.166"
"Protein export"	"-3.72"
"Synaptic vesicle cycle"	"-4.057"
"Ribosome biogenesis in eukaryotes"	"-4.137"
"Basal transcription factors"	"-4.591"
"RNA degradation"	"-4.866"
"Taste transduction"	"-4.927"
"SNARE interactions in vesicular transport"	"-4.957"
"Purine metabolism"	"-5.084"
"RNA transport"	"-5.423"
"mRNA surveillance pathway"	"-5.731"
"Oxidative phosphorylation"	"-6.292"
"Ribosome"	"-6.381"
"RNA polymerase"	"-6.472"
"Pyrimidine metabolism"	"-7.046"
"Spliceosome"	"-12.674"
