"Pathway"	"Z-score"
"Starch and sucrose metabolism"	"-0.284"
"Alanine, aspartate and glutamate metabolism"	"-0.287"
"Aldosterone-regulated sodium reabsorption"	"-0.287"
"Glycine, serine and threonine metabolism"	"-0.289"
"Graft-versus-host disease"	"-0.295"
"Tryptophan metabolism"	"-0.295"
"Proteasome"	"-0.297"
"Type I diabetes mellitus"	"-0.299"
"Nicotine addiction"	"-0.302"
"Fat digestion and absorption"	"-0.305"
"Homologous recombination"	"-0.306"
"Vasopressin-regulated water reabsorption"	"-0.307"
"ABC transporters"	"-0.308"
"Aminoacyl-tRNA biosynthesis"	"-0.31"
"Basal transcription factors"	"-0.31"
"Cysteine and methionine metabolism"	"-0.31"
"Carbohydrate digestion and absorption"	"-0.313"
"Nucleotide excision repair"	"-0.316"
"Fatty acid degradation"	"-0.317"
"Intestinal immune network for IgA production"	"-0.317"
"Ether lipid metabolism"	"-0.318"
"Sphingolipid metabolism"	"-0.32"
"Arginine and proline metabolism"	"-0.323"
"Type II diabetes mellitus"	"-0.323"
"Valine, leucine and isoleucine degradation"	"-0.324"
"Vibrio cholerae infection"	"-0.324"
"Amino sugar and nucleotide sugar metabolism"	"-0.325"
"Ovarian steroidogenesis"	"-0.326"
"Steroid hormone biosynthesis"	"-0.327"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.328"
"Malaria"	"-0.328"
"Autoimmune thyroid disease"	"-0.33"
"Cholesterol metabolism"	"-0.331"
"N-Glycan biosynthesis"	"-0.332"
"Mineral absorption"	"-0.338"
"Glutathione metabolism"	"-0.343"
"Legionellosis"	"-0.344"
"Retinol metabolism"	"-0.345"
"Fanconi anemia pathway"	"-0.347"
"Staphylococcus aureus infection"	"-0.35"
"Viral myocarditis"	"-0.351"
"Cortisol synthesis and secretion"	"-0.359"
"VEGF signaling pathway"	"-0.36"
"Drug metabolism - cytochrome P450"	"-0.361"
"Lysine degradation"	"-0.361"
"Glycerolipid metabolism"	"-0.367"
"Inflammatory bowel disease (IBD)"	"-0.368"
"Synaptic vesicle cycle"	"-0.369"
"Arachidonic acid metabolism"	"-0.37"
"Shigellosis"	"-0.372"
"Metabolism of xenobiotics by cytochrome P450"	"-0.373"
"Long-term potentiation"	"-0.375"
"Amphetamine addiction"	"-0.377"
"Fc epsilon RI signaling pathway"	"-0.379"
"Glycolysis / Gluconeogenesis"	"-0.38"
"Renal cell carcinoma"	"-0.381"
"Cytosolic DNA-sensing pathway"	"-0.383"
"Drug metabolism - other enzymes"	"-0.387"
"B cell receptor signaling pathway"	"-0.39"
"Bile secretion"	"-0.39"
"RIG-I-like receptor signaling pathway"	"-0.39"
"Adipocytokine signaling pathway"	"-0.394"
"Chemical carcinogenesis"	"-0.395"
"Leishmaniasis"	"-0.397"
"Inositol phosphate metabolism"	"-0.401"
"RNA degradation"	"-0.403"
"Ribosome biogenesis in eukaryotes"	"-0.406"
"Thyroid hormone synthesis"	"-0.407"
"Cardiac muscle contraction"	"-0.413"
"Antigen processing and presentation"	"-0.421"
"Salmonella infection"	"-0.421"
"Complement and coagulation cascades"	"-0.424"
"Taste transduction"	"-0.425"
"Insulin secretion"	"-0.429"
"Hypertrophic cardiomyopathy (HCM)"	"-0.433"
"Rheumatoid arthritis"	"-0.434"
"ECM-receptor interaction"	"-0.436"
"Peroxisome"	"-0.437"
"GnRH signaling pathway"	"-0.441"
"Salivary secretion"	"-0.441"
"IL-17 signaling pathway"	"-0.442"
"Dilated cardiomyopathy (DCM)"	"-0.444"
"mRNA surveillance pathway"	"-0.444"
"Aldosterone synthesis and secretion"	"-0.448"
"Protein digestion and absorption"	"-0.451"
"Fc gamma R-mediated phagocytosis"	"-0.452"
"Pancreatic secretion"	"-0.456"
"Amoebiasis"	"-0.458"
"Hematopoietic cell lineage"	"-0.458"
"Inflammatory mediator regulation of TRP channels"	"-0.458"
"NF-kappa B signaling pathway"	"-0.459"
"Glycerophospholipid metabolism"	"-0.463"
"T cell receptor signaling pathway"	"-0.465"
"Pyrimidine metabolism"	"-0.466"
"Phosphatidylinositol signaling system"	"-0.467"
"HIF-1 signaling pathway"	"-0.468"
"AGE-RAGE signaling pathway in diabetic complications"	"-0.469"
"Glucagon signaling pathway"	"-0.47"
"Choline metabolism in cancer"	"-0.475"
"Toll-like receptor signaling pathway"	"-0.477"
"C-type lectin receptor signaling pathway"	"-0.479"
"Insulin resistance"	"-0.484"
"Th17 cell differentiation"	"-0.484"
"Vascular smooth muscle contraction"	"-0.513"
"Lysosome"	"-0.515"
"AMPK signaling pathway"	"-0.522"
"Oxidative phosphorylation"	"-0.529"
"Osteoclast differentiation"	"-0.531"
"Autophagy - animal"	"-0.533"
"Ribosome"	"-0.536"
"Systemic lupus erythematosus"	"-0.537"
"Spliceosome"	"-0.54"
"Natural killer cell mediated cytotoxicity"	"-0.541"
"Insulin signaling pathway"	"-0.553"
"Cell adhesion molecules (CAMs)"	"-0.56"
"Phagosome"	"-0.568"
"Non-alcoholic fatty liver disease (NAFLD)"	"-0.572"
"Phospholipase D signaling pathway"	"-0.572"
"RNA transport"	"-0.602"
"Necroptosis"	"-0.607"
"NOD-like receptor signaling pathway"	"-0.607"
"Tight junction"	"-0.615"
"Tuberculosis"	"-0.617"
"Purine metabolism"	"-0.62"
"Influenza A"	"-0.623"
"Calcium signaling pathway"	"-0.635"
"Regulation of actin cytoskeleton"	"-0.682"
"Thermogenesis"	"-0.703"
"Ras signaling pathway"	"-0.71"
"Endocytosis"	"-0.731"
"Cytokine-cytokine receptor interaction"	"-0.766"
"Neuroactive ligand-receptor interaction"	"-0.796"
"Olfactory transduction"	"-0.964"
