"Pathway"	"Z-score"
"Circadian rhythm"	"-0.531"
"Hepatocellular carcinoma"	"-0.532"
"Fc epsilon RI signaling pathway"	"-0.584"
"Biotin metabolism"	"-0.596"
"Drug metabolism - other enzymes"	"-0.608"
"Long-term depression"	"-0.626"
"Tryptophan metabolism"	"-0.638"
"ErbB signaling pathway"	"-0.646"
"Citrate cycle (TCA cycle)"	"-0.653"
"AMPK signaling pathway"	"-0.718"
"Prion diseases"	"-0.741"
"Propanoate metabolism"	"-0.744"
"Caffeine metabolism"	"-0.796"
"Steroid biosynthesis"	"-0.803"
"Wnt signaling pathway"	"-0.824"
"Notch signaling pathway"	"-0.826"
"Regulation of lipolysis in adipocytes"	"-0.868"
"Pyruvate metabolism"	"-0.872"
"Thyroid hormone synthesis"	"-0.901"
"Bile secretion"	"-0.916"
"Longevity regulating pathway"	"-0.924"
"Carbohydrate digestion and absorption"	"-0.947"
"Pentose phosphate pathway"	"-0.952"
"Porphyrin and chlorophyll metabolism"	"-0.966"
"Pantothenate and CoA biosynthesis"	"-0.976"
"Alanine, aspartate and glutamate metabolism"	"-0.997"
"Parkinson's disease"	"-1"
"Melanoma"	"-1.002"
"Thyroid hormone signaling pathway"	"-1.003"
"Fat digestion and absorption"	"-1.011"
"Gastric acid secretion"	"-1.025"
"Alzheimer's disease"	"-1.037"
"Endocytosis"	"-1.038"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-1.047"
"Signaling pathways regulating pluripotency of stem cells"	"-1.065"
"Cysteine and methionine metabolism"	"-1.088"
"Vitamin digestion and absorption"	"-1.09"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-1.1"
"Central carbon metabolism in cancer"	"-1.103"
"VEGF signaling pathway"	"-1.149"
"Primary bile acid biosynthesis"	"-1.153"
"Glycosaminoglycan degradation"	"-1.159"
"Sulfur metabolism"	"-1.172"
"Basal cell carcinoma"	"-1.19"
"Thiamine metabolism"	"-1.253"
"Colorectal cancer"	"-1.262"
"beta-Alanine metabolism"	"-1.279"
"Axon guidance"	"-1.294"
"Serotonergic synapse"	"-1.303"
"Inflammatory mediator regulation of TRP channels"	"-1.308"
"Cellular senescence"	"-1.321"
"Glycine, serine and threonine metabolism"	"-1.366"
"mTOR signaling pathway"	"-1.422"
"Fatty acid degradation"	"-1.433"
"Fructose and mannose metabolism"	"-1.436"
"Tight junction"	"-1.441"
"Chemical carcinogenesis"	"-1.447"
"Biosynthesis of unsaturated fatty acids"	"-1.454"
"Focal adhesion"	"-1.472"
"Ovarian steroidogenesis"	"-1.489"
"Lysine degradation"	"-1.495"
"cAMP signaling pathway"	"-1.527"
"Peroxisome"	"-1.548"
"GABAergic synapse"	"-1.554"
"Folate biosynthesis"	"-1.576"
"Calcium signaling pathway"	"-1.597"
"Choline metabolism in cancer"	"-1.609"
"Protein export"	"-1.618"
"Renal cell carcinoma"	"-1.642"
"Melanogenesis"	"-1.651"
"Aldosterone synthesis and secretion"	"-1.683"
"Cholinergic synapse"	"-1.695"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-1.71"
"GnRH signaling pathway"	"-1.728"
"Gastric cancer"	"-1.755"
"Cortisol synthesis and secretion"	"-1.778"
"Salivary secretion"	"-1.8"
"Drug metabolism - cytochrome P450"	"-1.801"
"Cholesterol metabolism"	"-1.818"
"Proteoglycans in cancer"	"-1.828"
"Breast cancer"	"-1.831"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-1.847"
"Metabolism of xenobiotics by cytochrome P450"	"-1.85"
"Glycerolipid metabolism"	"-1.852"
"Pancreatic secretion"	"-1.852"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-1.891"
"Rap1 signaling pathway"	"-1.924"
"One carbon pool by folate"	"-1.927"
"Insulin secretion"	"-1.968"
"Fatty acid biosynthesis"	"-2.016"
"Glutamatergic synapse"	"-2.06"
"Steroid hormone biosynthesis"	"-2.083"
"Endocrine and other factor-regulated calcium reabsorption"	"-2.113"
"Pentose and glucuronate interconversions"	"-2.12"
"Relaxin signaling pathway"	"-2.166"
"Fc gamma R-mediated phagocytosis"	"-2.173"
"cGMP-PKG signaling pathway"	"-2.177"
"Retinol metabolism"	"-2.264"
"Glycolysis / Gluconeogenesis"	"-2.286"
"Histidine metabolism"	"-2.299"
"Gap junction"	"-2.339"
"SNARE interactions in vesicular transport"	"-2.379"
"Morphine addiction"	"-2.406"
"Cardiac muscle contraction"	"-2.421"
"Hippo signaling pathway - multiple species"	"-2.433"
"Bacterial invasion of epithelial cells"	"-2.499"
"Phototransduction"	"-2.522"
"Nicotine addiction"	"-2.559"
"Cushing's syndrome"	"-2.569"
"Adrenergic signaling in cardiomyocytes"	"-2.582"
"Ascorbate and aldarate metabolism"	"-2.64"
"Hypertrophic cardiomyopathy (HCM)"	"-2.677"
"Pathogenic Escherichia coli infection"	"-2.681"
"Amino sugar and nucleotide sugar metabolism"	"-2.721"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-2.734"
"Hedgehog signaling pathway"	"-2.754"
"Estrogen signaling pathway"	"-2.762"
"Platelet activation"	"-2.788"
"Long-term potentiation"	"-2.812"
"Dilated cardiomyopathy (DCM)"	"-2.814"
"Renin secretion"	"-2.88"
"Regulation of actin cytoskeleton"	"-3.018"
"Galactose metabolism"	"-3.069"
"Collecting duct acid secretion"	"-3.091"
"Progesterone-mediated oocyte maturation"	"-3.127"
"Vasopressin-regulated water reabsorption"	"-3.253"
"Apelin signaling pathway"	"-3.313"
"Longevity regulating pathway - multiple species"	"-3.345"
"Circadian entrainment"	"-3.393"
"Glucagon signaling pathway"	"-3.416"
"Dopaminergic synapse"	"-3.423"
"Amphetamine addiction"	"-3.59"
"Basal transcription factors"	"-3.599"
"Synaptic vesicle cycle"	"-3.646"
"Vibrio cholerae infection"	"-3.675"
"Vascular smooth muscle contraction"	"-3.682"
"RNA degradation"	"-3.703"
"Oxytocin signaling pathway"	"-3.725"
"Cell cycle"	"-3.754"
"Oxidative phosphorylation"	"-3.784"
"Starch and sucrose metabolism"	"-3.835"
"Retrograde endocannabinoid signaling"	"-3.838"
"Olfactory transduction"	"-3.89"
"Systemic lupus erythematosus"	"-3.905"
"Hippo signaling pathway"	"-3.941"
"Oocyte meiosis"	"-4.152"
"mRNA surveillance pathway"	"-4.394"
"Insulin signaling pathway"	"-4.502"
"Thermogenesis"	"-4.566"
"Huntington's disease"	"-4.868"
"Ribosome"	"-4.918"
"RNA transport"	"-5.516"
"Pyrimidine metabolism"	"-5.973"
"Ribosome biogenesis in eukaryotes"	"-6.318"
"Purine metabolism"	"-6.359"
"RNA polymerase"	"-6.391"
"Spliceosome"	"-6.514"
"Alcoholism"	"-7.518"
