"ID"	"Pathway"	"Z-score"
"hsa03430"	"Mismatch repair"	"5.364"
"hsa05221"	"Acute myeloid leukemia"	"5.292"
"hsa05310"	"Asthma"	"5.277"
"hsa04672"	"Intestinal immune network for IgA production"	"4.943"
"hsa04062"	"Chemokine signaling pathway"	"4.834"
"hsa04215"	"Apoptosis - multiple species"	"4.79"
"hsa04625"	"C-type lectin receptor signaling pathway"	"4.686"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"4.506"
"hsa03460"	"Fanconi anemia pathway"	"4.472"
"hsa03030"	"DNA replication"	"4.43"
"hsa02010"	"ABC transporters"	"4.335"
"hsa05212"	"Pancreatic cancer"	"4.116"
"hsa04610"	"Complement and coagulation cascades"	"3.997"
"hsa05220"	"Chronic myeloid leukemia"	"3.61"
"hsa04742"	"Taste transduction"	"3.578"
"hsa05144"	"Malaria"	"3.45"
"hsa05416"	"Viral myocarditis"	"3.426"
"hsa04662"	"B cell receptor signaling pathway"	"3.379"
"hsa05166"	"HTLV-I infection"	"3.36"
"hsa00514"	"Other types of O-glycan biosynthesis"	"3"
"hsa04071"	"Sphingolipid signaling pathway"	"2.949"
"hsa04137"	"Mitophagy - animal"	"2.884"
"hsa05206"	"MicroRNAs in cancer"	"2.836"
"hsa05131"	"Shigellosis"	"2.764"
"hsa04660"	"T cell receptor signaling pathway"	"2.705"
"hsa04142"	"Lysosome"	"2.687"
"hsa04151"	"PI3K-Akt signaling pathway"	"2.655"
"hsa05215"	"Prostate cancer"	"2.604"
"hsa00650"	"Butanoate metabolism"	"2.568"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"2.436"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"2.408"
"hsa03420"	"Nucleotide excision repair"	"2.34"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"2.188"
"hsa05143"	"African trypanosomiasis"	"2.17"
"hsa04136"	"Autophagy - other"	"2.104"
"hsa05146"	"Amoebiasis"	"1.779"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"1.756"
"hsa04010"	"MAPK signaling pathway"	"1.725"
"hsa00062"	"Fatty acid elongation"	"1.654"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"1.608"
"hsa03440"	"Homologous recombination"	"1.436"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"1.399"
"hsa04140"	"Autophagy - animal"	"1.392"
"hsa04066"	"HIF-1 signaling pathway"	"1.37"
"hsa04216"	"Ferroptosis"	"1.351"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"1.28"
"hsa00591"	"Linoleic acid metabolism"	"1.27"
"hsa05134"	"Legionellosis"	"1.269"
"hsa04917"	"Prolactin signaling pathway"	"1.185"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"1.135"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"1.061"
"hsa04614"	"Renin-angiotensin system"	"1.053"
"hsa04145"	"Phagosome"	"1.026"
"hsa05203"	"Viral carcinogenesis"	"1.005"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"0.989"
"hsa00592"	"alpha-Linolenic acid metabolism"	"0.954"
"hsa00511"	"Other glycan degradation"	"0.948"
"hsa00590"	"Arachidonic acid metabolism"	"0.91"
"hsa05223"	"Non-small cell lung cancer"	"0.876"
"hsa00750"	"Vitamin B6 metabolism"	"0.863"
"hsa04072"	"Phospholipase D signaling pathway"	"0.849"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"0.806"
"hsa03410"	"Base excision repair"	"0.792"
"hsa00450"	"Selenocompound metabolism"	"0.786"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"0.758"
"hsa04722"	"Neurotrophin signaling pathway"	"0.719"
"hsa04974"	"Protein digestion and absorption"	"0.694"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"0.652"
"hsa05323"	"Rheumatoid arthritis"	"0.609"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"0.533"
"hsa00785"	"Lipoic acid metabolism"	"0.506"
"hsa03320"	"PPAR signaling pathway"	"0.47"
"hsa00900"	"Terpenoid backbone biosynthesis"	"0.381"
"hsa05216"	"Thyroid cancer"	"0.358"
"hsa04350"	"TGF-beta signaling pathway"	"0.352"
"hsa04068"	"FoxO signaling pathway"	"0.329"
"hsa00740"	"Riboflavin metabolism"	"0.274"
"hsa00600"	"Sphingolipid metabolism"	"0.257"
"hsa05219"	"Bladder cancer"	"0.249"
"hsa00430"	"Taurine and hypotaurine metabolism"	"0.249"
"hsa00480"	"Glutathione metabolism"	"0.219"
"hsa04931"	"Insulin resistance"	"0.179"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"0.178"
"hsa00565"	"Ether lipid metabolism"	"0.169"
"hsa00330"	"Arginine and proline metabolism"	"0.138"
"hsa03450"	"Non-homologous end-joining"	"0.118"
"hsa05213"	"Endometrial cancer"	"0.113"
"hsa00510"	"N-Glycan biosynthesis"	"0.079"
"hsa04070"	"Phosphatidylinositol signaling system"	"0.003"
"hsa04520"	"Adherens junction"	"-0.035"
"hsa04670"	"Leukocyte transendothelial migration"	"-0.037"
"hsa04115"	"p53 signaling pathway"	"-0.047"
"hsa04122"	"Sulfur relay system"	"-0.108"
"hsa00562"	"Inositol phosphate metabolism"	"-0.121"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"-0.143"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.157"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"-0.193"
"hsa05030"	"Cocaine addiction"	"-0.241"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"-0.257"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.258"
"hsa04512"	"ECM-receptor interaction"	"-0.261"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-0.265"
"hsa00220"	"Arginine biosynthesis"	"-0.337"
"hsa00910"	"Nitrogen metabolism"	"-0.345"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.36"
"hsa04950"	"Maturity onset diabetes of the young"	"-0.36"
"hsa05214"	"Glioma"	"-0.385"
"hsa05202"	"Transcriptional misregulation in cancer"	"-0.387"
"hsa04930"	"Type II diabetes mellitus"	"-0.395"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-0.41"
"hsa04978"	"Mineral absorption"	"-0.42"
"hsa00350"	"Tyrosine metabolism"	"-0.458"
"hsa04014"	"Ras signaling pathway"	"-0.467"
"hsa00360"	"Phenylalanine metabolism"	"-0.493"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-0.496"
"hsa00564"	"Glycerophospholipid metabolism"	"-0.5"
"hsa05132"	"Salmonella infection"	"-0.52"
"hsa04710"	"Circadian rhythm"	"-0.531"
"hsa05225"	"Hepatocellular carcinoma"	"-0.532"
"hsa04664"	"Fc epsilon RI signaling pathway"	"-0.584"
"hsa00780"	"Biotin metabolism"	"-0.596"
"hsa00983"	"Drug metabolism - other enzymes"	"-0.608"
"hsa04730"	"Long-term depression"	"-0.626"
"hsa00380"	"Tryptophan metabolism"	"-0.638"
"hsa04012"	"ErbB signaling pathway"	"-0.646"
"hsa00020"	"Citrate cycle (TCA cycle)"	"-0.653"
"hsa04152"	"AMPK signaling pathway"	"-0.718"
"hsa05020"	"Prion diseases"	"-0.741"
"hsa00640"	"Propanoate metabolism"	"-0.744"
"hsa00232"	"Caffeine metabolism"	"-0.796"
"hsa00100"	"Steroid biosynthesis"	"-0.803"
"hsa04310"	"Wnt signaling pathway"	"-0.824"
"hsa04330"	"Notch signaling pathway"	"-0.826"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-0.868"
"hsa00620"	"Pyruvate metabolism"	"-0.872"
"hsa04918"	"Thyroid hormone synthesis"	"-0.901"
"hsa04976"	"Bile secretion"	"-0.916"
"hsa04211"	"Longevity regulating pathway"	"-0.924"
"hsa04973"	"Carbohydrate digestion and absorption"	"-0.947"
"hsa00030"	"Pentose phosphate pathway"	"-0.952"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-0.966"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"-0.976"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"-0.997"
"hsa05012"	"Parkinson,s disease"	"-1"
"hsa05218"	"Melanoma"	"-1.002"
"hsa04919"	"Thyroid hormone signaling pathway"	"-1.003"
"hsa04975"	"Fat digestion and absorption"	"-1.011"
"hsa04971"	"Gastric acid secretion"	"-1.025"
"hsa05010"	"Alzheimer,s disease"	"-1.037"
"hsa04144"	"Endocytosis"	"-1.038"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-1.047"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"-1.065"
"hsa00270"	"Cysteine and methionine metabolism"	"-1.088"
"hsa04977"	"Vitamin digestion and absorption"	"-1.09"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-1.1"
"hsa05230"	"Central carbon metabolism in cancer"	"-1.103"
"hsa04370"	"VEGF signaling pathway"	"-1.149"
"hsa00120"	"Primary bile acid biosynthesis"	"-1.153"
"hsa00531"	"Glycosaminoglycan degradation"	"-1.159"
"hsa00920"	"Sulfur metabolism"	"-1.172"
"hsa05217"	"Basal cell carcinoma"	"-1.19"
"hsa00730"	"Thiamine metabolism"	"-1.253"
"hsa05210"	"Colorectal cancer"	"-1.262"
"hsa00410"	"beta-Alanine metabolism"	"-1.279"
"hsa04360"	"Axon guidance"	"-1.294"
"hsa04726"	"Serotonergic synapse"	"-1.303"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"-1.308"
"hsa04218"	"Cellular senescence"	"-1.321"
"hsa00260"	"Glycine, serine and threonine metabolism"	"-1.366"
"hsa04150"	"mTOR signaling pathway"	"-1.422"
"hsa00071"	"Fatty acid degradation"	"-1.433"
"hsa00051"	"Fructose and mannose metabolism"	"-1.436"
"hsa04530"	"Tight junction"	"-1.441"
"hsa05204"	"Chemical carcinogenesis"	"-1.447"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-1.454"
"hsa04510"	"Focal adhesion"	"-1.472"
"hsa04913"	"Ovarian steroidogenesis"	"-1.489"
"hsa00310"	"Lysine degradation"	"-1.495"
"hsa04024"	"cAMP signaling pathway"	"-1.527"
"hsa04146"	"Peroxisome"	"-1.548"
"hsa04727"	"GABAergic synapse"	"-1.554"
"hsa00790"	"Folate biosynthesis"	"-1.576"
"hsa04020"	"Calcium signaling pathway"	"-1.597"
"hsa05231"	"Choline metabolism in cancer"	"-1.609"
"hsa03060"	"Protein export"	"-1.618"
"hsa05211"	"Renal cell carcinoma"	"-1.642"
"hsa04916"	"Melanogenesis"	"-1.651"
"hsa04925"	"Aldosterone synthesis and secretion"	"-1.683"
"hsa04725"	"Cholinergic synapse"	"-1.695"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-1.71"
"hsa04912"	"GnRH signaling pathway"	"-1.728"
"hsa05226"	"Gastric cancer"	"-1.755"
"hsa04927"	"Cortisol synthesis and secretion"	"-1.778"
"hsa04970"	"Salivary secretion"	"-1.8"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-1.801"
"hsa04979"	"Cholesterol metabolism"	"-1.818"
"hsa05205"	"Proteoglycans in cancer"	"-1.828"
"hsa05224"	"Breast cancer"	"-1.831"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-1.847"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-1.85"
"hsa00561"	"Glycerolipid metabolism"	"-1.852"
"hsa04972"	"Pancreatic secretion"	"-1.852"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-1.891"
"hsa04015"	"Rap1 signaling pathway"	"-1.924"
"hsa00670"	"One carbon pool by folate"	"-1.927"
"hsa04911"	"Insulin secretion"	"-1.968"
"hsa00061"	"Fatty acid biosynthesis"	"-2.016"
"hsa04724"	"Glutamatergic synapse"	"-2.06"
"hsa00140"	"Steroid hormone biosynthesis"	"-2.083"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"-2.113"
"hsa00040"	"Pentose and glucuronate interconversions"	"-2.12"
"hsa04926"	"Relaxin signaling pathway"	"-2.166"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"-2.173"
"hsa04022"	"cGMP-PKG signaling pathway"	"-2.177"
"hsa00830"	"Retinol metabolism"	"-2.264"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"-2.286"
"hsa00340"	"Histidine metabolism"	"-2.299"
"hsa04540"	"Gap junction"	"-2.339"
"hsa04130"	"SNARE interactions in vesicular transport"	"-2.379"
"hsa05032"	"Morphine addiction"	"-2.406"
"hsa04260"	"Cardiac muscle contraction"	"-2.421"
"hsa04392"	"Hippo signaling pathway - multiple species"	"-2.433"
"hsa05100"	"Bacterial invasion of epithelial cells"	"-2.499"
"hsa04744"	"Phototransduction"	"-2.522"
"hsa05033"	"Nicotine addiction"	"-2.559"
"hsa04934"	"Cushing,s syndrome"	"-2.569"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"-2.582"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-2.64"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"-2.677"
"hsa05130"	"Pathogenic Escherichia coli infection"	"-2.681"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"-2.721"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"-2.734"
"hsa04340"	"Hedgehog signaling pathway"	"-2.754"
"hsa04915"	"Estrogen signaling pathway"	"-2.762"
"hsa04611"	"Platelet activation"	"-2.788"
"hsa04720"	"Long-term potentiation"	"-2.812"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"-2.814"
"hsa04924"	"Renin secretion"	"-2.88"
"hsa04810"	"Regulation of actin cytoskeleton"	"-3.018"
"hsa00052"	"Galactose metabolism"	"-3.069"
"hsa04966"	"Collecting duct acid secretion"	"-3.091"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"-3.127"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-3.253"
"hsa04371"	"Apelin signaling pathway"	"-3.313"
"hsa04213"	"Longevity regulating pathway - multiple species"	"-3.345"
"hsa04713"	"Circadian entrainment"	"-3.393"
"hsa04922"	"Glucagon signaling pathway"	"-3.416"
"hsa04728"	"Dopaminergic synapse"	"-3.423"
"hsa05031"	"Amphetamine addiction"	"-3.59"
"hsa03022"	"Basal transcription factors"	"-3.599"
"hsa04721"	"Synaptic vesicle cycle"	"-3.646"
"hsa05110"	"Vibrio cholerae infection"	"-3.675"
"hsa04270"	"Vascular smooth muscle contraction"	"-3.682"
"hsa03018"	"RNA degradation"	"-3.703"
"hsa04921"	"Oxytocin signaling pathway"	"-3.725"
"hsa04110"	"Cell cycle"	"-3.754"
"hsa00190"	"Oxidative phosphorylation"	"-3.784"
"hsa00500"	"Starch and sucrose metabolism"	"-3.835"
"hsa04723"	"Retrograde endocannabinoid signaling"	"-3.838"
"hsa04740"	"Olfactory transduction"	"-3.89"
"hsa05322"	"Systemic lupus erythematosus"	"-3.905"
"hsa04390"	"Hippo signaling pathway"	"-3.941"
"hsa04114"	"Oocyte meiosis"	"-4.152"
"hsa03015"	"mRNA surveillance pathway"	"-4.394"
"hsa04910"	"Insulin signaling pathway"	"-4.502"
"hsa04714"	"Thermogenesis"	"-4.566"
"hsa05016"	"Huntington,s disease"	"-4.868"
"hsa03010"	"Ribosome"	"-4.918"
"hsa03013"	"RNA transport"	"-5.516"
"hsa00240"	"Pyrimidine metabolism"	"-5.973"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-6.318"
"hsa00230"	"Purine metabolism"	"-6.359"
"hsa03020"	"RNA polymerase"	"-6.391"
"hsa03040"	"Spliceosome"	"-6.514"
"hsa05034"	"Alcoholism"	"-7.518"
