"gene","ID","Name"
"HTR1A","C0036341","Schizophrenia"
"HTR2A","C0036341","Schizophrenia"
"HTR2C","C0036341","Schizophrenia"
"HTR3A","C0036341","Schizophrenia"
"HTR6","C0036341","Schizophrenia"
"IL1B","C0036341","Schizophrenia"
"IL6","C0036341","Schizophrenia"
"IL10","C0036341","Schizophrenia"
"ITIH1","C0036341","Schizophrenia"
"ITIH3","C0036341","Schizophrenia"
"KCNN3","C0036341","Schizophrenia"
"MAG","C0036341","Schizophrenia"
"MAOA","C0036341","Schizophrenia"
"MAOB","C0036341","Schizophrenia"
"MDK","C0036341","Schizophrenia"
"MMP9","C0036341","Schizophrenia"
"MSRA","C0036341","Schizophrenia"
"MTHFR","C0036341","Schizophrenia"
"NCAM1","C0036341","Schizophrenia"
"NDUFV2","C0036341","Schizophrenia"
"NOS1","C0036341","Schizophrenia"
"NPY","C0036341","Schizophrenia"
"NOTCH4","C0036341","Schizophrenia"
"NRGN","C0036341","Schizophrenia"
"NTF3","C0036341","Schizophrenia"
"NTRK3","C0036341","Schizophrenia"
"NR4A2","C0036341","Schizophrenia"
"OPCML","C0036341","Schizophrenia"
"PDE4B","C0036341","Schizophrenia"
"PDE4D","C0036341","Schizophrenia"
"ABCB1","C0036341","Schizophrenia"
"PIP4K2A","C0036341","Schizophrenia"
"PLA2G1B","C0036341","Schizophrenia"
"PLA2G4A","C0036341","Schizophrenia"
"PPP3CC","C0036341","Schizophrenia"
"PRL","C0036341","Schizophrenia"
"PRODH","C0036341","Schizophrenia"
"RELN","C0036341","Schizophrenia"
"PVALB","C0036341","Schizophrenia"
"S100B","C0036341","Schizophrenia"
"SLC1A1","C0036341","Schizophrenia"
"SLC1A2","C0036341","Schizophrenia"
"SLC6A3","C0036341","Schizophrenia"
"SLC6A4","C0036341","Schizophrenia"
"SLC18A2","C0036341","Schizophrenia"
"SOD2","C0036341","Schizophrenia"
"SOX10","C0036341","Schizophrenia"
"SP4","C0036341","Schizophrenia"
"SST","C0036341","Schizophrenia"
"TBX1","C0036341","Schizophrenia"
"TCF4","C0036341","Schizophrenia"
"TNF","C0036341","Schizophrenia"
"TNXB","C0036341","Schizophrenia"
"TP53","C0036341","Schizophrenia"
"TPH1","C0036341","Schizophrenia"
"VRK2","C0036341","Schizophrenia"
"YWHAE","C0036341","Schizophrenia"
"FZD3","C0036341","Schizophrenia"
"SYN3","C0036341","Schizophrenia"
"MAD1L1","C0036341","Schizophrenia"
"SYNGAP1","C0036341","Schizophrenia"
"PLAA","C0036341","Schizophrenia"
"NRXN1","C0036341","Schizophrenia"
"FEZ1","C0036341","Schizophrenia"
"NOS1AP","C0036341","Schizophrenia"
"SETD1A","C0036341","Schizophrenia"
"MAGI2","C0036341","Schizophrenia"
"MED12","C0036341","Schizophrenia"
"OLIG2","C0036341","Schizophrenia"
"NRG3","C0036341","Schizophrenia"
"SDCCAG8","C0036341","Schizophrenia"
"CPLX2","C0036341","Schizophrenia"
"KLF12","C0036341","Schizophrenia"
"NLGN1","C0036341","Schizophrenia"
"MLC1","C0036341","Schizophrenia"
"PSD3","C0036341","Schizophrenia"
"BRD1","C0036341","Schizophrenia"
"TENM4","C0036341","Schizophrenia"
"CNTNAP2","C0036341","Schizophrenia"
"DISC2","C0036341","Schizophrenia"
"DISC1","C0036341","Schizophrenia"
"ZDHHC8","C0036341","Schizophrenia"
"ERVW-1","C0036341","Schizophrenia"
"BCL11A","C0036341","Schizophrenia"
"CNNM2","C0036341","Schizophrenia"
"AHI1","C0036341","Schizophrenia"
"PBRM1","C0036341","Schizophrenia"
"AMBRA1","C0036341","Schizophrenia"
"HHAT","C0036341","Schizophrenia"
"SLC17A7","C0036341","Schizophrenia"
"RTN4","C0036341","Schizophrenia"
"ADAMTSL3","C0036341","Schizophrenia"
"SRR","C0036341","Schizophrenia"
"NPAS3","C0036341","Schizophrenia"
"ZSCAN31","C0036341","Schizophrenia"
"CSMD1","C0036341","Schizophrenia"
"RTN4R","C0036341","Schizophrenia"
"NDEL1","C0036341","Schizophrenia"
"DTNBP1","C0036341","Schizophrenia"
"PPP1R1B","C0036341","Schizophrenia"
"PGBD1","C0036341","Schizophrenia"
"SHANK3","C0036341","Schizophrenia"
"CHRFAM7A","C0036341","Schizophrenia"
"TSPAN18","C0036341","Schizophrenia"
"CEACAM21","C0036341","Schizophrenia"
"ZNF804A","C0036341","Schizophrenia"
"FOXP2","C0036341","Schizophrenia"
"TPH2","C0036341","Schizophrenia"
"ABCA13","C0036341","Schizophrenia"
"EML5","C0036341","Schizophrenia"
"TSNARE1","C0036341","Schizophrenia"
"RTKN2","C0036341","Schizophrenia"
"NKAPL","C0036341","Schizophrenia"
"ANKK1","C0036341","Schizophrenia"
"DAOA","C0036341","Schizophrenia"
"DAOA-AS1","C0036341","Schizophrenia"
"ZKSCAN4","C0036341","Schizophrenia"
"MIR137HG","C0036341","Schizophrenia"
"MIR137","C0036341","Schizophrenia"
"A2M","C0002395","Alzheimer's Disease"
"ACHE","C0002395","Alzheimer's Disease"
"AMFR","C0002395","Alzheimer's Disease"
"BIN1","C0002395","Alzheimer's Disease"
"APBB2","C0002395","Alzheimer's Disease"
"APOE","C0002395","Alzheimer's Disease"
"APP","C0002395","Alzheimer's Disease"
"ATP5F1A","C0002395","Alzheimer's Disease"
"BAX","C0002395","Alzheimer's Disease"
"BCHE","C0002395","Alzheimer's Disease"
"BCL2","C0002395","Alzheimer's Disease"
"BDNF","C0002395","Alzheimer's Disease"
"BLMH","C0002395","Alzheimer's Disease"
"CALM1","C0002395","Alzheimer's Disease"
"CASP3","C0002395","Alzheimer's Disease"
"CD33","C0002395","Alzheimer's Disease"
"CHRNA7","C0002395","Alzheimer's Disease"
"CHRNB2","C0002395","Alzheimer's Disease"
"CLU","C0002395","Alzheimer's Disease"
"TPP1","C0002395","Alzheimer's Disease"
"CR1","C0002395","Alzheimer's Disease"
"CRH","C0002395","Alzheimer's Disease"
"CST3","C0002395","Alzheimer's Disease"
"CYP2D6","C0002395","Alzheimer's Disease"
"ACE","C0002395","Alzheimer's Disease"
"DHCR24","C0002395","Alzheimer's Disease"
"DPYSL2","C0002395","Alzheimer's Disease"
"EIF2S1","C0002395","Alzheimer's Disease"
"ENO1","C0002395","Alzheimer's Disease"
"EPHA1","C0002395","Alzheimer's Disease"
"ESR1","C0002395","Alzheimer's Disease"
"F2","C0002395","Alzheimer's Disease"
"GSK3B","C0002395","Alzheimer's Disease"
"HFE","C0002395","Alzheimer's Disease"
"HLA-DRB5","C0002395","Alzheimer's Disease"
"HMOX1","C0002395","Alzheimer's Disease"
"IDE","C0002395","Alzheimer's Disease"
"IGF1","C0002395","Alzheimer's Disease"
"IGF1R","C0002395","Alzheimer's Disease"
"IGF2","C0002395","Alzheimer's Disease"
"IGF2R","C0002395","Alzheimer's Disease"
"IL1B","C0002395","Alzheimer's Disease"
"INS","C0002395","Alzheimer's Disease"
"INSR","C0002395","Alzheimer's Disease"
"LEP","C0002395","Alzheimer's Disease"
"MAOB","C0002395","Alzheimer's Disease"
"MAPT","C0002395","Alzheimer's Disease"
"MPO","C0002395","Alzheimer's Disease"
"MTHFR","C0002395","Alzheimer's Disease"
"NOS3","C0002395","Alzheimer's Disease"
"NPY","C0002395","Alzheimer's Disease"
"PLAU","C0002395","Alzheimer's Disease"
"PLCG2","C0002395","Alzheimer's Disease"
"PPARG","C0002395","Alzheimer's Disease"
"PRNP","C0002395","Alzheimer's Disease"
"RELN","C0002395","Alzheimer's Disease"
"PSEN1","C0002395","Alzheimer's Disease"
"PSEN2","C0002395","Alzheimer's Disease"
"PYY","C0002395","Alzheimer's Disease"
"SLC2A4","C0002395","Alzheimer's Disease"
"SOD2","C0002395","Alzheimer's Disease"
"SORL1","C0002395","Alzheimer's Disease"
"TF","C0002395","Alzheimer's Disease"
"TFAM","C0002395","Alzheimer's Disease"
"TNF","C0002395","Alzheimer's Disease"
"TPI1","C0002395","Alzheimer's Disease"
"VEGFA","C0002395","Alzheimer's Disease"
"VSNL1","C0002395","Alzheimer's Disease"
"SLC30A4","C0002395","Alzheimer's Disease"
"PICALM","C0002395","Alzheimer's Disease"
"ABCA7","C0002395","Alzheimer's Disease"
"CYP46A1","C0002395","Alzheimer's Disease"
"PAXIP1","C0002395","Alzheimer's Disease"
"ARC","C0002395","Alzheimer's Disease"
"NCSTN","C0002395","Alzheimer's Disease"
"CD2AP","C0002395","Alzheimer's Disease"
"BACE1","C0002395","Alzheimer's Disease"
"GAPDHS","C0002395","Alzheimer's Disease"
"PCDH11X","C0002395","Alzheimer's Disease"
"ABI3","C0002395","Alzheimer's Disease"
"MS4A4A","C0002395","Alzheimer's Disease"
"TREM2","C0002395","Alzheimer's Disease"
"SLC30A6","C0002395","Alzheimer's Disease"
"MIR146A","C0002395","Alzheimer's Disease"
"A2M","C0007102","Malignant tumor of colon"
"ACTA2","C0007102","Malignant tumor of colon"
"ACTG2","C0007102","Malignant tumor of colon"
"PARP4","C0007102","Malignant tumor of colon"
"ALDH1B1","C0007102","Malignant tumor of colon"
"ALOX5","C0007102","Malignant tumor of colon"
"APC","C0007102","Malignant tumor of colon"
"BIRC5","C0007102","Malignant tumor of colon"
"ASCL2","C0007102","Malignant tumor of colon"
"ATP7A","C0007102","Malignant tumor of colon"
"BAK1","C0007102","Malignant tumor of colon"
"BAX","C0007102","Malignant tumor of colon"
"CCND1","C0007102","Malignant tumor of colon"
"BCL2","C0007102","Malignant tumor of colon"
"BRAF","C0007102","Malignant tumor of colon"
"CACNA2D1","C0007102","Malignant tumor of colon"
"CBR1","C0007102","Malignant tumor of colon"
"CCND2","C0007102","Malignant tumor of colon"
"CDKN1A","C0007102","Malignant tumor of colon"
"CKM","C0007102","Malignant tumor of colon"
"CP","C0007102","Malignant tumor of colon"
"CRYAB","C0007102","Malignant tumor of colon"
"CTNNB1","C0007102","Malignant tumor of colon"
"CYP26A1","C0007102","Malignant tumor of colon"
"DEFA5","C0007102","Malignant tumor of colon"
"DMBT1","C0007102","Malignant tumor of colon"
"DNMT1","C0007102","Malignant tumor of colon"
"DPYD","C0007102","Malignant tumor of colon"
"TYMP","C0007102","Malignant tumor of colon"
"EGFR","C0007102","Malignant tumor of colon"
"ERBB2","C0007102","Malignant tumor of colon"
"MECOM","C0007102","Malignant tumor of colon"
"F5","C0007102","Malignant tumor of colon"
"FBP1","C0007102","Malignant tumor of colon"
"FOLR1","C0007102","Malignant tumor of colon"
"GAST","C0007102","Malignant tumor of colon"
"FZD2","C0007102","Malignant tumor of colon"
"GAP43","C0007102","Malignant tumor of colon"
"GCG","C0007102","Malignant tumor of colon"
"GSTM5","C0007102","Malignant tumor of colon"
"GUCY1A1","C0007102","Malignant tumor of colon"
"HMGCS2","C0007102","Malignant tumor of colon"
"HES1","C0007102","Malignant tumor of colon"
"HSPA2","C0007102","Malignant tumor of colon"
"HSPB1","C0007102","Malignant tumor of colon"
"ICAM1","C0007102","Malignant tumor of colon"
"ID3","C0007102","Malignant tumor of colon"
"IFNG","C0007102","Malignant tumor of colon"
"IGF2","C0007102","Malignant tumor of colon"
"IGFBP1","C0007102","Malignant tumor of colon"
"IL1B","C0007102","Malignant tumor of colon"
"IL1RN","C0007102","Malignant tumor of colon"
"TNFRSF9","C0007102","Malignant tumor of colon"
"CXCL10","C0007102","Malignant tumor of colon"
"ITGA7","C0007102","Malignant tumor of colon"
"ITIH4","C0007102","Malignant tumor of colon"
"JUN","C0007102","Malignant tumor of colon"
"KCNH2","C0007102","Malignant tumor of colon"
"KRAS","C0007102","Malignant tumor of colon"
"LEP","C0007102","Malignant tumor of colon"
"LPL","C0007102","Malignant tumor of colon"
"LTF","C0007102","Malignant tumor of colon"
"MAOB","C0007102","Malignant tumor of colon"
"MCM2","C0007102","Malignant tumor of colon"
"MEP1A","C0007102","Malignant tumor of colon"
"MKI67","C0007102","Malignant tumor of colon"
"MLH1","C0007102","Malignant tumor of colon"
"MMP7","C0007102","Malignant tumor of colon"
"MMP9","C0007102","Malignant tumor of colon"
"MMP12","C0007102","Malignant tumor of colon"
"MTHFR","C0007102","Malignant tumor of colon"
"MUTYH","C0007102","Malignant tumor of colon"
"MYC","C0007102","Malignant tumor of colon"
"NFKB1","C0007102","Malignant tumor of colon"
"NOS2","C0007102","Malignant tumor of colon"
"NOTCH1","C0007102","Malignant tumor of colon"
"YBX1","C0007102","Malignant tumor of colon"
"ODC1","C0007102","Malignant tumor of colon"
"OXT","C0007102","Malignant tumor of colon"
"PRKN","C0007102","Malignant tumor of colon"
"PCNA","C0007102","Malignant tumor of colon"
"PCP4","C0007102","Malignant tumor of colon"
"SERPINB5","C0007102","Malignant tumor of colon"
"POLB","C0007102","Malignant tumor of colon"
"PPARG","C0007102","Malignant tumor of colon"
"MAP2K3","C0007102","Malignant tumor of colon"
"MAP2K6","C0007102","Malignant tumor of colon"
"PTGS2","C0007102","Malignant tumor of colon"
"PTPN12","C0007102","Malignant tumor of colon"
"PTPRJ","C0007102","Malignant tumor of colon"
"RELA","C0007102","Malignant tumor of colon"
"RFC1","C0007102","Malignant tumor of colon"
"S100A4","C0007102","Malignant tumor of colon"
"S100A9","C0007102","Malignant tumor of colon"
"CCL20","C0007102","Malignant tumor of colon"
"SLC2A1","C0007102","Malignant tumor of colon"
"SLC16A1","C0007102","Malignant tumor of colon"
"SLC19A1","C0007102","Malignant tumor of colon"
"SLC22A1","C0007102","Malignant tumor of colon"
"SOD2","C0007102","Malignant tumor of colon"
"SPARC","C0007102","Malignant tumor of colon"
"SRC","C0007102","Malignant tumor of colon"
"STAT3","C0007102","Malignant tumor of colon"
"SULT1A1","C0007102","Malignant tumor of colon"
"TAGLN","C0007102","Malignant tumor of colon"
"TCF7L2","C0007102","Malignant tumor of colon"
"TCF19","C0007102","Malignant tumor of colon"
"TGFBR2","C0007102","Malignant tumor of colon"
"TNF","C0007102","Malignant tumor of colon"
"TP53","C0007102","Malignant tumor of colon"
"TPM3","C0007102","Malignant tumor of colon"
"TYMS","C0007102","Malignant tumor of colon"
"UMPS","C0007102","Malignant tumor of colon"
"VEGFA","C0007102","Malignant tumor of colon"
"WT1","C0007102","Malignant tumor of colon"
"AXIN2","C0007102","Malignant tumor of colon"
"BAP1","C0007102","Malignant tumor of colon"
"EOMES","C0007102","Malignant tumor of colon"
"RECK","C0007102","Malignant tumor of colon"
"LGR5","C0007102","Malignant tumor of colon"
"TP63","C0007102","Malignant tumor of colon"
"EIF3I","C0007102","Malignant tumor of colon"
"BECN1","C0007102","Malignant tumor of colon"
"TNFSF10","C0007102","Malignant tumor of colon"
"TNFRSF10A","C0007102","Malignant tumor of colon"
"PROM1","C0007102","Malignant tumor of colon"
"IL32","C0007102","Malignant tumor of colon"
"KDM5B","C0007102","Malignant tumor of colon"
"PTP4A3","C0007102","Malignant tumor of colon"
"CHEK2","C0007102","Malignant tumor of colon"
"KDM1A","C0007102","Malignant tumor of colon"
"RCOR1","C0007102","Malignant tumor of colon"
"PLCB1","C0007102","Malignant tumor of colon"
"BRD4","C0007102","Malignant tumor of colon"
"RAD54B","C0007102","Malignant tumor of colon"
"NOX1","C0007102","Malignant tumor of colon"
"SLCO1B3","C0007102","Malignant tumor of colon"
"SERTAD1","C0007102","Malignant tumor of colon"
"SH3KBP1","C0007102","Malignant tumor of colon"
"NOX4","C0007102","Malignant tumor of colon"
"LEF1","C0007102","Malignant tumor of colon"
"XAF1","C0007102","Malignant tumor of colon"
"RHOJ","C0007102","Malignant tumor of colon"
"NDRG2","C0007102","Malignant tumor of colon"
"RNF34","C0007102","Malignant tumor of colon"
"LRG1","C0007102","Malignant tumor of colon"
"SLC5A8","C0007102","Malignant tumor of colon"
"MIR98","C0007102","Malignant tumor of colon"
"PRR5-ARHGAP8","C0007102","Malignant tumor of colon"
"CCAT1","C0007102","Malignant tumor of colon"
"A2M","C0011265","Presenile dementia"
"ACHE","C0011265","Presenile dementia"
"AMFR","C0011265","Presenile dementia"
"BIN1","C0011265","Presenile dementia"
"APBB2","C0011265","Presenile dementia"
"APOE","C0011265","Presenile dementia"
"APP","C0011265","Presenile dementia"
"ATP5F1A","C0011265","Presenile dementia"
"BAX","C0011265","Presenile dementia"
"BCHE","C0011265","Presenile dementia"
"BCL2","C0011265","Presenile dementia"
"BDNF","C0011265","Presenile dementia"
"BLMH","C0011265","Presenile dementia"
"CALM1","C0011265","Presenile dementia"
"CASP3","C0011265","Presenile dementia"
"CD33","C0011265","Presenile dementia"
"CHRNA7","C0011265","Presenile dementia"
"CHRNB2","C0011265","Presenile dementia"
"CLU","C0011265","Presenile dementia"
"TPP1","C0011265","Presenile dementia"
"CR1","C0011265","Presenile dementia"
"CRH","C0011265","Presenile dementia"
"CST3","C0011265","Presenile dementia"
"CYP2D6","C0011265","Presenile dementia"
"ACE","C0011265","Presenile dementia"
"DHCR24","C0011265","Presenile dementia"
"DPYSL2","C0011265","Presenile dementia"
"EIF2S1","C0011265","Presenile dementia"
"ENO1","C0011265","Presenile dementia"
"EPHA1","C0011265","Presenile dementia"
"ESR1","C0011265","Presenile dementia"
"F2","C0011265","Presenile dementia"
"GSK3B","C0011265","Presenile dementia"
"HFE","C0011265","Presenile dementia"
"HLA-DRB5","C0011265","Presenile dementia"
"HMOX1","C0011265","Presenile dementia"
"IDE","C0011265","Presenile dementia"
"IGF1","C0011265","Presenile dementia"
"IGF1R","C0011265","Presenile dementia"
"IGF2","C0011265","Presenile dementia"
"IGF2R","C0011265","Presenile dementia"
"IL1B","C0011265","Presenile dementia"
"INS","C0011265","Presenile dementia"
"INSR","C0011265","Presenile dementia"
"LEP","C0011265","Presenile dementia"
"MAOB","C0011265","Presenile dementia"
"MAPT","C0011265","Presenile dementia"
"MPO","C0011265","Presenile dementia"
"MTHFR","C0011265","Presenile dementia"
"NOS3","C0011265","Presenile dementia"
"NPY","C0011265","Presenile dementia"
"PLAU","C0011265","Presenile dementia"
"PLCG2","C0011265","Presenile dementia"
"PPARG","C0011265","Presenile dementia"
"PRNP","C0011265","Presenile dementia"
"RELN","C0011265","Presenile dementia"
"PSEN1","C0011265","Presenile dementia"
"PSEN2","C0011265","Presenile dementia"
"PYY","C0011265","Presenile dementia"
"SLC2A4","C0011265","Presenile dementia"
"SOD2","C0011265","Presenile dementia"
"SORL1","C0011265","Presenile dementia"
"TF","C0011265","Presenile dementia"
"TFAM","C0011265","Presenile dementia"
"TNF","C0011265","Presenile dementia"
"TPI1","C0011265","Presenile dementia"
"VEGFA","C0011265","Presenile dementia"
"VSNL1","C0011265","Presenile dementia"
"SLC30A4","C0011265","Presenile dementia"
"PICALM","C0011265","Presenile dementia"
"ABCA7","C0011265","Presenile dementia"
"CYP46A1","C0011265","Presenile dementia"
"PAXIP1","C0011265","Presenile dementia"
"ARC","C0011265","Presenile dementia"
"NCSTN","C0011265","Presenile dementia"
"CD2AP","C0011265","Presenile dementia"
"BACE1","C0011265","Presenile dementia"
"GAPDHS","C0011265","Presenile dementia"
"PCDH11X","C0011265","Presenile dementia"
"ABI3","C0011265","Presenile dementia"
"MS4A4A","C0011265","Presenile dementia"
"TREM2","C0011265","Presenile dementia"
"SLC30A6","C0011265","Presenile dementia"
"MIR146A","C0011265","Presenile dementia"
"A2M","C0011570","Mental Depression"
"ADCY5","C0011570","Mental Depression"
"ADCY7","C0011570","Mental Depression"
"ADCY8","C0011570","Mental Depression"
"ADCYAP1","C0011570","Mental Depression"
"ADRA2A","C0011570","Mental Depression"
"ADRB1","C0011570","Mental Depression"
"AGT","C0011570","Mental Depression"
"AKT1","C0011570","Mental Depression"
"APP","C0011570","Mental Depression"
"APRT","C0011570","Mental Depression"
"AR","C0011570","Mental Depression"
"ARNTL","C0011570","Mental Depression"
"ASMT","C0011570","Mental Depression"
"BDNF","C0011570","Mental Depression"
"BRCA1","C0011570","Mental Depression"
"CACNA1C","C0011570","Mental Depression"
"CALM2","C0011570","Mental Depression"
"CAMK2A","C0011570","Mental Depression"
"CDKN2A","C0011570","Mental Depression"
"CHAT","C0011570","Mental Depression"
"CHRM2","C0011570","Mental Depression"
"CHRNA4","C0011570","Mental Depression"
"CNR1","C0011570","Mental Depression"
"CNR2","C0011570","Mental Depression"
"CNTF","C0011570","Mental Depression"
"COMT","C0011570","Mental Depression"
"CREB1","C0011570","Mental Depression"
"CRH","C0011570","Mental Depression"
"CRHBP","C0011570","Mental Depression"
"CRHR1","C0011570","Mental Depression"
"CRHR2","C0011570","Mental Depression"
"CRY1","C0011570","Mental Depression"
"CRY2","C0011570","Mental Depression"
"CYP2C19","C0011570","Mental Depression"
"CYP2D6","C0011570","Mental Depression"
"DBH","C0011570","Mental Depression"
"DPP4","C0011570","Mental Depression"
"DRD1","C0011570","Mental Depression"
"DRD2","C0011570","Mental Depression"
"DRD3","C0011570","Mental Depression"
"DRD4","C0011570","Mental Depression"
"DUSP1","C0011570","Mental Depression"
"ESR1","C0011570","Mental Depression"
"FKBP5","C0011570","Mental Depression"
"FOLH1","C0011570","Mental Depression"
"GABRA6","C0011570","Mental Depression"
"GABRB3","C0011570","Mental Depression"
"GAD1","C0011570","Mental Depression"
"GAP43","C0011570","Mental Depression"
"GLUL","C0011570","Mental Depression"
"GNB3","C0011570","Mental Depression"
"MCHR1","C0011570","Mental Depression"
"GPX1","C0011570","Mental Depression"
"GRIA1","C0011570","Mental Depression"
"GRIA3","C0011570","Mental Depression"
"GRIK3","C0011570","Mental Depression"
"GRIN2A","C0011570","Mental Depression"
"GRIN2B","C0011570","Mental Depression"
"NR3C1","C0011570","Mental Depression"
"GRM1","C0011570","Mental Depression"
"GRM7","C0011570","Mental Depression"
"GSK3B","C0011570","Mental Depression"
"GSTM1","C0011570","Mental Depression"
"GTS","C0011570","Mental Depression"
"GYPE","C0011570","Mental Depression"
"HCRT","C0011570","Mental Depression"
"HDAC2","C0011570","Mental Depression"
"HP","C0011570","Mental Depression"
"HSD11B1","C0011570","Mental Depression"
"HTR1A","C0011570","Mental Depression"
"HTR1B","C0011570","Mental Depression"
"HTR2A","C0011570","Mental Depression"
"HTR2C","C0011570","Mental Depression"
"HTR3A","C0011570","Mental Depression"
"HTR4","C0011570","Mental Depression"
"HTR7","C0011570","Mental Depression"
"IFNG","C0011570","Mental Depression"
"IGF1","C0011570","Mental Depression"
"IL1A","C0011570","Mental Depression"
"IL1B","C0011570","Mental Depression"
"IL6","C0011570","Mental Depression"
"IL6R","C0011570","Mental Depression"
"CXCL8","C0011570","Mental Depression"
"IL18","C0011570","Mental Depression"
"IDO1","C0011570","Mental Depression"
"KCNJ6","C0011570","Mental Depression"
"KCNK2","C0011570","Mental Depression"
"STMN1","C0011570","Mental Depression"
"LEP","C0011570","Mental Depression"
"LTA4H","C0011570","Mental Depression"
"M6PR","C0011570","Mental Depression"
"MAOA","C0011570","Mental Depression"
"MAOB","C0011570","Mental Depression"
"MC1R","C0011570","Mental Depression"
"ATXN3","C0011570","Mental Depression"
"NR3C2","C0011570","Mental Depression"
"COX2","C0011570","Mental Depression"
"MTHFR","C0011570","Mental Depression"
"MTR","C0011570","Mental Depression"
"NGF","C0011570","Mental Depression"
"NOS2","C0011570","Mental Depression"
"NOS3","C0011570","Mental Depression"
"NPY","C0011570","Mental Depression"
"NTRK2","C0011570","Mental Depression"
"OPRK1","C0011570","Mental Depression"
"OPRM1","C0011570","Mental Depression"
"OXT","C0011570","Mental Depression"
"OXTR","C0011570","Mental Depression"
"P2RX7","C0011570","Mental Depression"
"PDE4A","C0011570","Mental Depression"
"PDE4B","C0011570","Mental Depression"
"PDE4D","C0011570","Mental Depression"
"PDYN","C0011570","Mental Depression"
"ABCB1","C0011570","Mental Depression"
"PMCH","C0011570","Mental Depression"
"POMC","C0011570","Mental Depression"
"MAPK3","C0011570","Mental Depression"
"PSEN1","C0011570","Mental Depression"
"PTGS2","C0011570","Mental Depression"
"RAC1","C0011570","Mental Depression"
"REN","C0011570","Mental Depression"
"RORA","C0011570","Mental Depression"
"S100A10","C0011570","Mental Depression"
"S100B","C0011570","Mental Depression"
"SLC6A2","C0011570","Mental Depression"
"SLC6A3","C0011570","Mental Depression"
"SLC6A4","C0011570","Mental Depression"
"SLC18A1","C0011570","Mental Depression"
"SLC18A2","C0011570","Mental Depression"
"SYN1","C0011570","Mental Depression"
"TAC1","C0011570","Mental Depression"
"TH","C0011570","Mental Depression"
"TLE1","C0011570","Mental Depression"
"TNF","C0011570","Mental Depression"
"TNFRSF1A","C0011570","Mental Depression"
"TNFRSF1B","C0011570","Mental Depression"
"TPH1","C0011570","Mental Depression"
"TRH","C0011570","Mental Depression"
"TTR","C0011570","Mental Depression"
"UCN","C0011570","Mental Depression"
"VEGFA","C0011570","Mental Depression"
"VGF","C0011570","Mental Depression"
"WFS1","C0011570","Mental Depression"
"PER3","C0011570","Mental Depression"
"PER2","C0011570","Mental Depression"
"SGCE","C0011570","Mental Depression"
"TIMELESS","C0011570","Mental Depression"
"ARTN","C0011570","Mental Depression"
"HTR3B","C0011570","Mental Depression"
