"Pathway"	"Z-score"
"p53 signaling pathway"	"1.531"
"alpha-Linolenic acid metabolism"	"1.505"
"Nicotinate and nicotinamide metabolism"	"1.268"
"Pentose phosphate pathway"	"1.236"
"RNA polymerase"	"1.19"
"Colorectal cancer"	"1.18"
"Small cell lung cancer"	"1.057"
"Starch and sucrose metabolism"	"1.035"
"Prion diseases"	"1.021"
"Aldosterone-regulated sodium reabsorption"	"0.978"
"Thyroid cancer"	"0.967"
"Influenza A"	"0.91"
"Fat digestion and absorption"	"0.868"
"ABC transporters"	"0.809"
"Carbohydrate digestion and absorption"	"0.797"
"Endocrine and other factor-regulated calcium reabsorption"	"0.743"
"Cocaine addiction"	"0.727"
"Mineral absorption"	"0.646"
"Retinol metabolism"	"0.618"
"Endometrial cancer"	"0.507"
"Viral myocarditis"	"0.506"
"Metabolism of xenobiotics by cytochrome P450"	"0.429"
"Cytosolic DNA-sensing pathway"	"0.428"
"Basal cell carcinoma"	"0.416"
"Non-small cell lung cancer"	"0.372"
"Amphetamine addiction"	"0.366"
"Renal cell carcinoma"	"0.364"
"Drug metabolism - other enzymes"	"0.362"
"Adipocytokine signaling pathway"	"0.335"
"Chemical carcinogenesis"	"0.313"
"Bile secretion"	"0.309"
"Glioma"	"0.302"
"Melanoma"	"0.281"
"Thyroid hormone synthesis"	"0.278"
"Inositol phosphate metabolism"	"0.266"
"Gastric acid secretion"	"0.253"
"Pancreatic cancer"	"0.248"
"RNA degradation"	"0.233"
"Pertussis"	"0.224"
"Chronic myeloid leukemia"	"0.222"
"Hepatocellular carcinoma"	"0.197"
"Insulin secretion"	"0.136"
"Longevity regulating pathway"	"0.073"
"Salivary secretion"	"0.072"
"Protein digestion and absorption"	"0.063"
"Kaposi's sarcoma-associated herpesvirus infection"	"0.039"
"Aldosterone synthesis and secretion"	"0.024"
"Pancreatic secretion"	"0.011"
"Pyrimidine metabolism"	"-0.025"
"AGE-RAGE signaling pathway in diabetic complications"	"-0.043"
"Viral carcinogenesis"	"-0.069"
"Insulin resistance"	"-0.08"
"D-Arginine and D-ornithine metabolism"	"-0.105"
"TNF signaling pathway"	"-0.121"
"Serotonergic synapse"	"-0.141"
"Toxoplasmosis"	"-0.174"
"Biotin metabolism"	"-0.185"
"Lipoic acid metabolism"	"-0.186"
"Thyroid hormone signaling pathway"	"-0.186"
"Sphingolipid signaling pathway"	"-0.19"
"Valine, leucine and isoleucine biosynthesis"	"-0.199"
"Pathways in cancer"	"-0.209"
"Neurotrophin signaling pathway"	"-0.213"
"Caffeine metabolism"	"-0.221"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.226"
"AMPK signaling pathway"	"-0.228"
"Phosphonate and phosphinate metabolism"	"-0.252"
"Vitamin B6 metabolism"	"-0.253"
"Sulfur relay system"	"-0.286"
"Riboflavin metabolism"	"-0.291"
"Dopaminergic synapse"	"-0.301"
"Taurine and hypotaurine metabolism"	"-0.343"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.348"
"Non-homologous end-joining"	"-0.37"
"Fatty acid biosynthesis"	"-0.377"
"Fluid shear stress and atherosclerosis"	"-0.382"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.39"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.39"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.39"
"Thiamine metabolism"	"-0.391"
"Adrenergic signaling in cardiomyocytes"	"-0.412"
"Ascorbate and aldarate metabolism"	"-0.419"
"Selenocompound metabolism"	"-0.419"
"Other glycan degradation"	"-0.42"
"Primary bile acid biosynthesis"	"-0.42"
"Breast cancer"	"-0.44"
"Gastric cancer"	"-0.44"
"Pantothenate and CoA biosynthesis"	"-0.449"
"Glycosaminoglycan degradation"	"-0.45"
"Steroid biosynthesis"	"-0.45"
"One carbon pool by folate"	"-0.451"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.46"
"Cushing's syndrome"	"-0.467"
"Other types of O-glycan biosynthesis"	"-0.481"
"Vitamin digestion and absorption"	"-0.487"
"Mannose type O-glycan biosynthesis"	"-0.489"
"Renin-angiotensin system"	"-0.495"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.498"
"Mismatch repair"	"-0.501"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.502"
"Pentose and glucuronate interconversions"	"-0.505"
"Folate biosynthesis"	"-0.521"
"Hippo signaling pathway - multiple species"	"-0.53"
"Maturity onset diabetes of the young"	"-0.53"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.536"
"Linoleic acid metabolism"	"-0.541"
"Phototransduction"	"-0.545"
"Mucin type O-glycan biosynthesis"	"-0.554"
"Protein processing in endoplasmic reticulum"	"-0.56"
"Circadian rhythm"	"-0.563"
"Asthma"	"-0.565"
"Base excision repair"	"-0.58"
"Purine metabolism"	"-0.585"
"Autophagy - other"	"-0.592"
"Galactose metabolism"	"-0.592"
"Fructose and mannose metabolism"	"-0.596"
"SNARE interactions in vesicular transport"	"-0.607"
"African trypanosomiasis"	"-0.613"
"Primary immunodeficiency"	"-0.616"
"DNA replication"	"-0.623"
"Alcoholism"	"-0.632"
"Allograft rejection"	"-0.632"
"Nicotine addiction"	"-0.65"
"Bladder cancer"	"-0.654"
"Homologous recombination"	"-0.655"
"Graft-versus-host disease"	"-0.657"
"Herpes simplex infection"	"-0.663"
"Transcriptional misregulation in cancer"	"-0.665"
"Type I diabetes mellitus"	"-0.677"
"Vasopressin-regulated water reabsorption"	"-0.677"
"Proteasome"	"-0.68"
"Aminoacyl-tRNA biosynthesis"	"-0.686"
"Ether lipid metabolism"	"-0.691"
"Sphingolipid metabolism"	"-0.691"
"Basal transcription factors"	"-0.694"
"Nucleotide excision repair"	"-0.695"
"Hedgehog signaling pathway"	"-0.696"
"Type II diabetes mellitus"	"-0.697"
"Intestinal immune network for IgA production"	"-0.702"
"N-Glycan biosynthesis"	"-0.709"
"Notch signaling pathway"	"-0.714"
"Malaria"	"-0.715"
"Steroid hormone biosynthesis"	"-0.716"
"Ovarian steroidogenesis"	"-0.722"
"Human papillomavirus infection"	"-0.732"
"cAMP signaling pathway"	"-0.738"
"Autoimmune thyroid disease"	"-0.747"
"Fanconi anemia pathway"	"-0.75"
"Pathogenic Escherichia coli infection"	"-0.754"
"Regulation of lipolysis in adipocytes"	"-0.754"
"Staphylococcus aureus infection"	"-0.763"
"Epstein-Barr virus infection"	"-0.768"
"Long-term depression"	"-0.779"
"VEGF signaling pathway"	"-0.788"
"Glycerolipid metabolism"	"-0.801"
"Arachidonic acid metabolism"	"-0.802"
"Longevity regulating pathway - multiple species"	"-0.803"
"Cortisol synthesis and secretion"	"-0.816"
"Renin secretion"	"-0.821"
"Shigellosis"	"-0.83"
"Fc epsilon RI signaling pathway"	"-0.834"
"Long-term potentiation"	"-0.835"
"Acute myeloid leukemia"	"-0.841"
"Inflammatory bowel disease (IBD)"	"-0.845"
"Prolactin signaling pathway"	"-0.855"
"RIG-I-like receptor signaling pathway"	"-0.866"
"Adherens junction"	"-0.868"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.873"
"B cell receptor signaling pathway"	"-0.876"
"Bacterial invasion of epithelial cells"	"-0.877"
"Leishmaniasis"	"-0.878"
"Antigen processing and presentation"	"-0.89"
"Ribosome biogenesis in eukaryotes"	"-0.904"
"Complement and coagulation cascades"	"-0.907"
"ECM-receptor interaction"	"-0.918"
"TGF-beta signaling pathway"	"-0.928"
"Hypertrophic cardiomyopathy (HCM)"	"-0.934"
"Taste transduction"	"-0.941"
"ErbB signaling pathway"	"-0.951"
"Salmonella infection"	"-0.959"
"Gap junction"	"-0.96"
"Dilated cardiomyopathy (DCM)"	"-0.965"
"GABAergic synapse"	"-0.967"
"Morphine addiction"	"-0.968"
"mRNA surveillance pathway"	"-0.972"
"GnRH signaling pathway"	"-0.973"
"Fc gamma R-mediated phagocytosis"	"-0.975"
"Th1 and Th2 cell differentiation"	"-0.988"
"Hematopoietic cell lineage"	"-0.993"
"Amoebiasis"	"-0.995"
"IL-17 signaling pathway"	"-0.995"
"Glycerophospholipid metabolism"	"-0.998"
"NF-kappa B signaling pathway"	"-0.998"
"Circadian entrainment"	"-1.001"
"Inflammatory mediator regulation of TRP channels"	"-1.001"
"Prostate cancer"	"-1.006"
"Progesterone-mediated oocyte maturation"	"-1.013"
"Melanogenesis"	"-1.022"
"Choline metabolism in cancer"	"-1.024"
"Phosphatidylinositol signaling system"	"-1.028"
"T cell receptor signaling pathway"	"-1.031"
"Toll-like receptor signaling pathway"	"-1.048"
"Chagas disease (American trypanosomiasis)"	"-1.05"
"C-type lectin receptor signaling pathway"	"-1.061"
"Th17 cell differentiation"	"-1.066"
"Glutamatergic synapse"	"-1.076"
"Leukocyte transendothelial migration"	"-1.082"
"Cholinergic synapse"	"-1.094"
"Vascular smooth muscle contraction"	"-1.116"
"Platelet activation"	"-1.136"
"Oocyte meiosis"	"-1.142"
"Cell cycle"	"-1.145"
"Autophagy - animal"	"-1.159"
"Osteoclast differentiation"	"-1.161"
"Natural killer cell mediated cytotoxicity"	"-1.172"
"FoxO signaling pathway"	"-1.174"
"Systemic lupus erythematosus"	"-1.18"
"Relaxin signaling pathway"	"-1.181"
"Hepatitis C"	"-1.184"
"Spliceosome"	"-1.19"
"Estrogen signaling pathway"	"-1.196"
"Apelin signaling pathway"	"-1.199"
"Measles"	"-1.2"
"Signaling pathways regulating pluripotency of stem cells"	"-1.202"
"Insulin signaling pathway"	"-1.213"
"Ubiquitin mediated proteolysis"	"-1.221"
"Wnt signaling pathway"	"-1.232"
"Phospholipase D signaling pathway"	"-1.233"
"Cell adhesion molecules (CAMs)"	"-1.25"
"MicroRNAs in cancer"	"-1.252"
"Hippo signaling pathway"	"-1.259"
"Oxytocin signaling pathway"	"-1.264"
"Jak-STAT signaling pathway"	"-1.31"
"RNA transport"	"-1.323"
"Tight junction"	"-1.343"
"Axon guidance"	"-1.375"
"Chemokine signaling pathway"	"-1.392"
"Focal adhesion"	"-1.438"
"Regulation of actin cytoskeleton"	"-1.468"
"Proteoglycans in cancer"	"-1.472"
"Rap1 signaling pathway"	"-1.478"
"Ras signaling pathway"	"-1.562"
"Endocytosis"	"-1.587"
"Cytokine-cytokine receptor interaction"	"-1.691"
"Neuroactive ligand-receptor interaction"	"-1.748"
"MAPK signaling pathway"	"-1.764"
"PI3K-Akt signaling pathway"	"-1.924"
"Olfactory transduction"	"-2.083"
