"ID"	"Pathway"	"Z-score"
"hsa03420"	"Nucleotide excision repair"	"-5.346"
"hsa04672"	"Intestinal immune network for IgA production"	"-5.41"
"hsa04064"	"NF-kappa B signaling pathway"	"-5.417"
"hsa05202"	"Transcriptional misregulation in cancer"	"-5.43"
"hsa04934"	"Cushing,s syndrome"	"-5.446"
"hsa04670"	"Leukocyte transendothelial migration"	"-5.514"
"hsa04640"	"Hematopoietic cell lineage"	"-5.579"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"-5.595"
"hsa04520"	"Adherens junction"	"-5.617"
"hsa05160"	"Hepatitis C"	"-5.77"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-5.87"
"hsa03030"	"DNA replication"	"-5.962"
"hsa04660"	"T cell receptor signaling pathway"	"-5.99"
"hsa04071"	"Sphingolipid signaling pathway"	"-6.026"
"hsa05223"	"Non-small cell lung cancer"	"-6.438"
"hsa04510"	"Focal adhesion"	"-6.547"
"hsa05220"	"Chronic myeloid leukemia"	"-6.717"
"hsa04916"	"Melanogenesis"	"-6.76"
"hsa04130"	"SNARE interactions in vesicular transport"	"-6.786"
"hsa05165"	"Human papillomavirus infection"	"-6.941"
"hsa04110"	"Cell cycle"	"-7.037"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"-7.105"
"hsa04926"	"Relaxin signaling pathway"	"-7.153"
"hsa03440"	"Homologous recombination"	"-7.315"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"-7.321"
"hsa03460"	"Fanconi anemia pathway"	"-7.35"
"hsa04664"	"Fc epsilon RI signaling pathway"	"-7.515"
"hsa04726"	"Serotonergic synapse"	"-7.558"
"hsa05224"	"Breast cancer"	"-7.587"
"hsa04810"	"Regulation of actin cytoskeleton"	"-7.761"
"hsa05168"	"Herpes simplex infection"	"-7.766"
"hsa04014"	"Ras signaling pathway"	"-7.817"
"hsa05217"	"Basal cell carcinoma"	"-7.862"
"hsa05225"	"Hepatocellular carcinoma"	"-7.888"
"hsa05212"	"Pancreatic cancer"	"-7.962"
"hsa05205"	"Proteoglycans in cancer"	"-8.09"
"hsa05206"	"MicroRNAs in cancer"	"-8.368"
"hsa04330"	"Notch signaling pathway"	"-8.417"
"hsa04630"	"Jak-STAT signaling pathway"	"-8.45"
"hsa04725"	"Cholinergic synapse"	"-8.46"
"hsa04610"	"Complement and coagulation cascades"	"-8.56"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"-8.583"
"hsa05150"	"Staphylococcus aureus infection"	"-8.61"
"hsa04360"	"Axon guidance"	"-8.629"
"hsa05032"	"Morphine addiction"	"-8.798"
"hsa05226"	"Gastric cancer"	"-8.891"
"hsa04024"	"cAMP signaling pathway"	"-9.148"
"hsa04072"	"Phospholipase D signaling pathway"	"-9.59"
"hsa03040"	"Spliceosome"	"-9.862"
"hsa04015"	"Rap1 signaling pathway"	"-10.903"
"hsa04742"	"Taste transduction"	"-11.538"
"hsa05200"	"Pathways in cancer"	"-11.715"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"-14.191"
"hsa04062"	"Chemokine signaling pathway"	"-16.991"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-24.46"
