"Pathway"	"Z-score"
"Viral carcinogenesis"	"6.52"
"Leishmaniasis"	"6.508"
"Arachidonic acid metabolism"	"6.431"
"Pertussis"	"6.291"
"Adherens junction"	"6.183"
"cGMP-PKG signaling pathway"	"6.058"
"Apelin signaling pathway"	"6.026"
"Fc gamma R-mediated phagocytosis"	"5.916"
"Inflammatory bowel disease (IBD)"	"5.908"
"Toxoplasmosis"	"5.655"
"Dopaminergic synapse"	"5.645"
"Inflammatory mediator regulation of TRP channels"	"5.639"
"Hippo signaling pathway"	"5.585"
"Aldosterone synthesis and secretion"	"5.495"
"Amphetamine addiction"	"5.477"
"Adipocytokine signaling pathway"	"5.476"
"Transcriptional misregulation in cancer"	"5.327"
"Longevity regulating pathway"	"5.306"
"Thyroid cancer"	"5.285"
"mTOR signaling pathway"	"5.206"
"Herpes simplex infection"	"5.062"
"Non-alcoholic fatty liver disease (NAFLD)"	"5.026"
"Leukocyte transendothelial migration"	"4.905"
"Platelet activation"	"4.886"
"Inositol phosphate metabolism"	"4.772"
"Amoebiasis"	"4.754"
"Linoleic acid metabolism"	"4.75"
"Regulation of actin cytoskeleton"	"4.74"
"AMPK signaling pathway"	"4.695"
"Cortisol synthesis and secretion"	"4.669"
"Glutamatergic synapse"	"4.655"
"Fluid shear stress and atherosclerosis"	"4.461"
"Calcium signaling pathway"	"4.436"
"Renin secretion"	"4.434"
"Carbohydrate digestion and absorption"	"4.418"
"Vascular smooth muscle contraction"	"4.362"
"Steroid hormone biosynthesis"	"4.241"
"Gastric acid secretion"	"4.233"
"Notch signaling pathway"	"4.204"
"Salmonella infection"	"4.199"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"4.125"
"African trypanosomiasis"	"4.091"
"Cocaine addiction"	"4.029"
"Alzheimer's disease"	"3.97"
"Ubiquitin mediated proteolysis"	"3.96"
"Renin-angiotensin system"	"3.926"
"Intestinal immune network for IgA production"	"3.883"
"Circadian entrainment"	"3.808"
"Amyotrophic lateral sclerosis (ALS)"	"3.8"
"Longevity regulating pathway - multiple species"	"3.733"
"Prion diseases"	"3.713"
"Thyroid hormone synthesis"	"3.711"
"Fanconi anemia pathway"	"3.618"
"Epithelial cell signaling in Helicobacter pylori infection"	"3.574"
"Salivary secretion"	"3.561"
"Glucagon signaling pathway"	"3.499"
"Insulin secretion"	"3.483"
"Pancreatic secretion"	"3.333"
"Chemical carcinogenesis"	"3.292"
"Retinol metabolism"	"3.209"
"Ovarian steroidogenesis"	"3.178"
"Apoptosis"	"3.173"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"3.154"
"Endocrine and other factor-regulated calcium reabsorption"	"3.005"
"Staphylococcus aureus infection"	"2.995"
"Mitophagy - animal"	"2.958"
"ABC transporters"	"2.893"
"Sulfur relay system"	"2.891"
"Homologous recombination"	"2.875"
"Shigellosis"	"2.742"
"Primary bile acid biosynthesis"	"2.719"
"Steroid biosynthesis"	"2.716"
"Malaria"	"2.706"
"Epstein-Barr virus infection"	"2.693"
"Bile secretion"	"2.654"
"PPAR signaling pathway"	"2.508"
"Bacterial invasion of epithelial cells"	"2.267"
"Endocytosis"	"2.216"
"Complement and coagulation cascades"	"2.191"
"Other glycan degradation"	"2.19"
"Mineral absorption"	"2.159"
"Necroptosis"	"2.051"
"Basal cell carcinoma"	"2.018"
"Metabolism of xenobiotics by cytochrome P450"	"1.994"
"Fatty acid elongation"	"1.982"
"Allograft rejection"	"1.962"
"Ether lipid metabolism"	"1.91"
"Graft-versus-host disease"	"1.903"
"Biosynthesis of unsaturated fatty acids"	"1.869"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"1.821"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"1.811"
"NF-kappa B signaling pathway"	"1.793"
"Rheumatoid arthritis"	"1.751"
"Tight junction"	"1.747"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"1.706"
"Asthma"	"1.694"
"Taurine and hypotaurine metabolism"	"1.692"
"Primary immunodeficiency"	"1.658"
"Folate biosynthesis"	"1.634"
"Cardiac muscle contraction"	"1.611"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"1.594"
"DNA replication"	"1.565"
"Biotin metabolism"	"1.545"
"Circadian rhythm"	"1.505"
"Apoptosis - multiple species"	"1.484"
"Cell adhesion molecules (CAMs)"	"1.457"
"Arginine biosynthesis"	"1.435"
"Viral myocarditis"	"1.433"
"Caffeine metabolism"	"1.42"
"Cholesterol metabolism"	"1.412"
"Thermogenesis"	"1.364"
"Type I diabetes mellitus"	"1.351"
"Tryptophan metabolism"	"1.328"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"1.293"
"Phenylalanine metabolism"	"1.235"
"Fat digestion and absorption"	"1.234"
"Vitamin digestion and absorption"	"1.215"
"Gap junction"	"1.21"
"Thiamine metabolism"	"1.17"
"ECM-receptor interaction"	"1.131"
"Tyrosine metabolism"	"1.064"
"Sulfur metabolism"	"1.059"
"Autophagy - other"	"1.01"
"Phosphonate and phosphinate metabolism"	"1.004"
"Valine, leucine and isoleucine degradation"	"0.972"
"Drug metabolism - cytochrome P450"	"0.951"
"Hedgehog signaling pathway"	"0.932"
"Hypertrophic cardiomyopathy (HCM)"	"0.896"
"Retrograde endocannabinoid signaling"	"0.855"
"Cytosolic DNA-sensing pathway"	"0.826"
"Ferroptosis"	"0.8"
"Arginine and proline metabolism"	"0.755"
"Morphine addiction"	"0.751"
"Proteasome"	"0.741"
"Maturity onset diabetes of the young"	"0.729"
"Protein digestion and absorption"	"0.729"
"Hippo signaling pathway - multiple species"	"0.716"
"Lipoic acid metabolism"	"0.708"
"Glycosphingolipid biosynthesis - ganglio series"	"0.665"
"Dilated cardiomyopathy (DCM)"	"0.624"
"GABAergic synapse"	"0.57"
"Protein processing in endoplasmic reticulum"	"0.549"
"Terpenoid backbone biosynthesis"	"0.541"
"Vitamin B6 metabolism"	"0.444"
"Legionellosis"	"0.436"
"Glycerophospholipid metabolism"	"0.326"
"Base excision repair"	"0.315"
"Riboflavin metabolism"	"0.295"
"Alcoholism"	"0.245"
"alpha-Linolenic acid metabolism"	"0.235"
"beta-Alanine metabolism"	"0.2"
"Starch and sucrose metabolism"	"0.125"
"Fatty acid degradation"	"0.12"
"Propanoate metabolism"	"0.099"
"Mannose type O-glycan biosynthesis"	"0.079"
"Cysteine and methionine metabolism"	"0.073"
"Neomycin, kanamycin and gentamicin biosynthesis"	"0.048"
"Glycosaminoglycan degradation"	"0.047"
"Sphingolipid metabolism"	"0.022"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"0.004"
"Selenocompound metabolism"	"-0.013"
"Antigen processing and presentation"	"-0.063"
"Nicotine addiction"	"-0.084"
"Butanoate metabolism"	"-0.16"
"Valine, leucine and isoleucine biosynthesis"	"-0.171"
"D-Arginine and D-ornithine metabolism"	"-0.179"
"Lysine degradation"	"-0.193"
"Non-homologous end-joining"	"-0.204"
"Histidine metabolism"	"-0.24"
"Ascorbate and aldarate metabolism"	"-0.251"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.255"
"Pyruvate metabolism"	"-0.274"
"Pantothenate and CoA biosynthesis"	"-0.292"
"Glutathione metabolism"	"-0.298"
"Synthesis and degradation of ketone bodies"	"-0.427"
"N-Glycan biosynthesis"	"-0.445"
"Peroxisome"	"-0.471"
"Nicotinate and nicotinamide metabolism"	"-0.484"
"Glycolysis / Gluconeogenesis"	"-0.561"
"Nitrogen metabolism"	"-0.623"
"Glycerolipid metabolism"	"-0.64"
"Glyoxylate and dicarboxylate metabolism"	"-0.7"
"Glycine, serine and threonine metabolism"	"-0.762"
"Mismatch repair"	"-0.827"
"Phototransduction"	"-0.932"
"One carbon pool by folate"	"-0.973"
"Pentose phosphate pathway"	"-1.043"
"Parkinson's disease"	"-1.076"
"Proximal tubule bicarbonate reclamation"	"-1.094"
"Vasopressin-regulated water reabsorption"	"-1.117"
"Aminoacyl-tRNA biosynthesis"	"-1.14"
"Other types of O-glycan biosynthesis"	"-1.352"
"Huntington's disease"	"-1.375"
"D-Glutamine and D-glutamate metabolism"	"-1.386"
"Amino sugar and nucleotide sugar metabolism"	"-1.405"
"Alanine, aspartate and glutamate metabolism"	"-1.423"
"Olfactory transduction"	"-1.56"
"Fructose and mannose metabolism"	"-1.575"
"Galactose metabolism"	"-1.594"
"Mucin type O-glycan biosynthesis"	"-1.639"
"Porphyrin and chlorophyll metabolism"	"-1.709"
"Drug metabolism - other enzymes"	"-1.724"
"Lysosome"	"-1.784"
"Fatty acid biosynthesis"	"-1.957"
"Pentose and glucuronate interconversions"	"-2.046"
"Protein export"	"-2.26"
"SNARE interactions in vesicular transport"	"-2.311"
"RNA degradation"	"-2.319"
"Synaptic vesicle cycle"	"-2.408"
"Citrate cycle (TCA cycle)"	"-2.433"
"Pathogenic Escherichia coli infection"	"-2.815"
"Vibrio cholerae infection"	"-2.92"
"RNA transport"	"-3.184"
"Collecting duct acid secretion"	"-3.191"
"Nucleotide excision repair"	"-3.377"
"Oxidative phosphorylation"	"-4.541"
"mRNA surveillance pathway"	"-4.957"
"Basal transcription factors"	"-4.972"
"Systemic lupus erythematosus"	"-5.034"
"Purine metabolism"	"-5.502"
"Phagosome"	"-5.535"
"Pyrimidine metabolism"	"-6.519"
"Ribosome"	"-6.949"
"RNA polymerase"	"-7.359"
"Ribosome biogenesis in eukaryotes"	"-11.598"
"Spliceosome"	"-12.491"
