"ID","Name","GN"
"C0555198","Malignant Glioma","67"
"C0750935","Cerebral Astrocytoma","25"
"C0750936","Intracranial Astrocytoma","25"
"C1704230","Grade I Astrocytoma","25"
"C0278701","Gastric Adenocarcinoma","45"
"C2973725","Pulmonary arterial hypertension","16"
"C3203102","Idiopathic pulmonary arterial hypertension","19"
"C0037773","Spastic Paraplegia, Hereditary","72"
"C0032460","Polycystic Ovary Syndrome","127"
"C1136382","Sclerocystic Ovaries","127"
"C0013146","Drug abuse","101"
"C0029231","Organic Mental Disorders, Substance-Induced","101"
"C0038580","Substance Dependence","101"
"C0740858","Substance abuse problem","104"
"C0038587","Substance Withdrawal Syndrome","53"
"C0149925","Small cell carcinoma of lung","53"
"C0004096","Asthma","77"
"C0011875","Diabetic Angiopathies","16"
"C0025945","Microangiopathy, Diabetic","16"
"C0011860","Diabetes Mellitus, Non-Insulin-Dependent","141"
"C1623038","Cirrhosis","44"
"C0009324","Ulcerative Colitis","58"
"C0023467","Leukemia, Myelocytic, Acute","139"
"C0026998","Acute Myeloid Leukemia, M1","106"
"C1879321","Acute Myeloid Leukemia (AML-M2)","107"
"C0279626","Squamous cell carcinoma of esophagus","86"
"C4302111","Familial Ménière disease","122"
"C0149504","Encephalopathy, Toxic","25"
"C0154659","Toxic Encephalitis","25"
"C0015695","Fatty Liver","70"
"C2711227","Steatohepatitis","70"
"C0001956","Alcohol Use Disorder","46"
"C0001969","Alcoholic Intoxication","32"
"C0153381","Malignant neoplasm of mouth","53"
"C0008370","Cholestasis","143"
"C0020796","Profound Mental Retardation","132"
"C0025363","Mental Retardation, Psychosocial","132"
"C0917816","Mental deficiency","132"
"C1112213","Cholestasis in newborn","85"
"C0017658","Glomerulonephritis","28"
"C0036690","Septicemia","24"
"C0038358","Gastric ulcer","18"
"C0243026","Sepsis","24"
"C1704377","Bright Disease","28"
"C1719672","Severe Sepsis","24"
"C0007370","Catalepsy","15"
"C0238281","Middle Cerebral Artery Syndrome","33"
"C0740376","Middle Cerebral Artery Thrombosis","33"
"C0740392","Infarction, Middle Cerebral Artery","33"
"C0751845","Middle Cerebral Artery Embolus","33"
"C0751846","Left Middle Cerebral Artery Infarction","33"
"C0751847","Embolic Infarction, Middle Cerebral Artery","33"
"C0751848","Thrombotic Infarction, Middle Cerebral Artery","33"
"C0751849","Right Middle Cerebral Artery Infarction","33"
"C0003873","Rheumatoid Arthritis","170"
"C0011573","Endogenous depression","44"
"C0025193","Melancholia","39"
"C0033937","Psychoses, Drug","21"
"C0033941","Psychoses, Substance-Induced","17"
"C0035126","Reperfusion Injury","87"
"C0086133","Depressive Syndrome","40"
"C0282126","Depression, Neurotic","39"
"C0376280","Anxiety States, Neurotic","38"
"C1279420","Anxiety neurosis (finding)","38"
"C0002871","Anemia","31"
"C0014518","Toxic Epidermal Necrolysis","29"
"C0019158","Hepatitis","15"
"C0026764","Multiple Myeloma","39"
"C0038325","Stevens-Johnson Syndrome","30"
"C0242423","Ramsay Hunt Paralysis Syndrome","25"
"C0752097","Autosomal Dominant Juvenile Parkinson Disease","25"
"C0752098","Autosomal Dominant Parkinsonism","25"
"C0752100","Autosomal Recessive Parkinsonism","25"
"C0752101","Parkinsonism, Experimental","25"
"C0752104","Familial Juvenile Parkinsonism","25"
"C0752105","Parkinsonism, Juvenile","25"
"C1274933","Drug-Induced Stevens Johnson Syndrome","29"
"C1868675","PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE","25"
"C3658301","Mycoplasma-Induced Stevens-Johnson Syndrome","29"
"C3658302","Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum","29"
"C0006870","Cannabis Dependence","16"
"C0009171","Cocaine Abuse","101"
"C0600427","Cocaine Dependence","117"
"C0014544","Epilepsy","58"
"C0086237","Epilepsy, Cryptogenic","58"
"C0751111","Awakening Epilepsy","58"
"C0020473","Hyperlipidemia","17"
"C4505456","HIV Coinfection","102"
"C0162820","Dermatitis, Allergic Contact","65"
"C1319315","Adenocarcinoma of large intestine","94"
"C0024713","Manic Disorder","43"
"C0338831","Manic","54"
"C0019207","Hepatoma, Morris","59"
"C0019208","Hepatoma, Novikoff","59"
"C0086404","Experimental Hepatoma","59"
"C0020456","Hyperglycemia","20"
"C0038870","Neuralgia, Supraorbital","15"
"C0042656","Neuralgia, Vidian","15"
"C0234247","Neuralgia, Atypical","15"
"C0234249","Neuralgia, Stump","15"
"C0423711","Neuralgia, Perineal","15"
"C0423712","Neuralgia, Iliohypogastric Nerve","15"
"C0752347","Lewy Body Disease","18"
"C0010606","Adenoid Cystic Carcinoma","95"
"C0011052","Prelingual Deafness","17"
"C0017636","Glioblastoma","66"
"C0039685","Tetralogy of Fallot","16"
"C0220636","Malignant neoplasm of salivary gland","41"
"C0334588","Giant Cell Glioblastoma","71"
"C0751068","Deafness, Acquired","17"
"C0887833","Carcinoma, Pancreatic Ductal","21"
"C1621958","Glioblastoma Multiforme","101"
"C4082305","Deaf Mutism","17"
"C0011881","Diabetic Nephropathy","38"
"C0017661","IGA Glomerulonephritis","33"
"C0017667","Nodular glomerulosclerosis","38"
"C0027720","Nephrosis","15"
"C0035078","Kidney Failure","15"
"C1565489","Renal Insufficiency","15"
"C0000822","Abortion, Tubal","105"
"C0010093","Corpus Luteum Cyst","31"
"C0029927","Ovarian Cysts","31"
"C1136249","Mental Retardation, X-Linked","21"
"C2931498","Mental Retardation, X-Linked 1","33"
"C0342384","Idiopathic hypogonadotropic hypogonadism","44"
"C0342482","X-linked Adrenal Hypoplasia","20"
"C0020305","Hydrops Fetalis","64"
"C0152013","Adenocarcinoma of lung (disorder)","71"
"C0003865","Arthritis, Adjuvant-Induced","39"
"C0011616","Contact Dermatitis","71"
"C0021364","Male infertility","41"
"C0273115","Lung Injury","20"
"C0971858","Arthritis, Collagen-Induced","39"
"C0993582","Arthritis, Experimental","39"
"C2350344","Chronic Lung Injury","20"
"C0263628","Tumoral calcinosis","40"
"C0030567","Parkinson Disease","104"
"C0334634","Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse","16"
"C0007112","Adenocarcinoma of prostate","20"
"C0007114","Malignant neoplasm of skin","60"
"C0007131","Non-Small Cell Lung Carcinoma","124"
"C0007137","Squamous cell carcinoma","120"
"C0023487","Acute Promyelocytic Leukemia","40"
"C0024809","Marijuana Abuse","31"
"C0025286","Meningioma","16"
"C0029463","Osteosarcoma","39"
"C0029925","Ovarian Carcinoma","35"
"C0032580","Adenomatous Polyposis Coli","16"
"C0151779","Cutaneous Melanoma","39"
"C0205834","Meningiomas, Multiple","17"
"C0346153","Breast Cancer, Familial","35"
"C0496920","Neoplasm of uncertain or unknown behavior of ovary","34"
"C0496956","Neoplasm of uncertain or unknown behavior of breast","43"
"C0858252","Breast adenocarcinoma","43"
"C0919267","ovarian neoplasm","121"
"C1140680","Malignant neoplasm of ovary","133"
"C1168401","Squamous cell carcinoma of the head and neck","41"
"C2713442","Polyposis, Adenomatous Intestinal","16"
"C2713443","Familial Intestinal Polyposis","16"
"C0235974","Pancreatic carcinoma","16"
"C2931822","Nasopharyngeal carcinoma","19"
"C0030305","Pancreatitis","27"
"C0042109","Urticaria","16"
"C0162557","Liver Failure, Acute","22"
"C0086543","Cataract","148"
"C0524524","Pseudoaphakia","21"
"C0036349","Paranoid Schizophrenia","17"
"C0241910","Hepatitis, Autoimmune","17"
"C0476089","Endometrial Carcinoma","69"
"C0035412","Rhabdomyosarcoma","15"
"C0079744","Diffuse Large B-Cell Lymphoma","50"
"C0153633","Malignant neoplasm of brain","44"
"C0238463","Papillary thyroid carcinoma","36"
"C0496899","Benign neoplasm of brain, unspecified","33"
"C0750974","Brain Tumor, Primary","33"
"C0750977","Recurrent Brain Neoplasm","33"
"C0750979","Primary malignant neoplasm of brain","33"
"C1335177","Ovarian Serous Adenocarcinoma","23"
"C0009319","Colitis","24"
"C0205646","Adenoma, Basal Cell","31"
"C0205647","Follicular adenoma","31"
"C0205648","Adenoma, Microcystic","31"
"C0205649","Adenoma, Monomorphic","31"
"C0205650","Papillary adenoma","31"
"C0205651","Adenoma, Trabecular","31"
"C0406537","Morbilliform Drug Reaction","18"
"C0022596","Palmoplantar Keratosis","41"
"C0432330","Erythrokeratoderma","41"
"C0152427","Polydactyly","121"
"C0002452","Amelogenesis Imperfecta","30"
"C0007138","Carcinoma, Transitional Cell","32"
"C0266470","Cerebellar Hypoplasia","58"
"C0002736","Amyotrophic Lateral Sclerosis","50"
"C0018923","Hemangiosarcoma","18"
"C0023976","Long QT Syndrome","20"
"C1142166","Brugada Syndrome (disorder)","25"
"C0038220","Status Epilepticus","67"
"C0178417","Anhedonia","24"
"C0270823","Petit mal status","67"
"C0311335","Grand Mal Status Epilepticus","67"
"C0393734","Complex Partial Status Epilepticus","67"
"C0751522","Status Epilepticus, Subclinical","67"
"C0751523","Non-Convulsive Status Epilepticus","67"
"C0751524","Simple Partial Status Epilepticus","67"
"C0024232","Lymphatic Metastasis","15"
"C0024141","Lupus Erythematosus, Systemic","60"
"C0242380","Libman-Sacks Disease","57"
"C0025149","Medulloblastoma","50"
"C0025500","Mesothelioma","39"
"C0153943","Benign neoplasm of stomach","17"
"C0154060","Carcinoma in situ of stomach","17"
"C0205833","Medullomyoblastoma","43"
"C0278510","Childhood Medulloblastoma","43"
"C0278876","Adult Medulloblastoma","43"
"C0496905","Neoplasm of uncertain or unknown behavior of stomach","17"
"C0699790","Colon Carcinoma","18"
"C0699791","Stomach Carcinoma","21"
"C0751291","Desmoplastic Medulloblastoma","43"
"C1275668","Melanotic medulloblastoma","43"
"C1333990","Hereditary Nonpolyposis Colorectal Cancer","29"
"C0023418","leukemia","52"
"C0023434","Chronic Lymphocytic Leukemia","49"
"C1862939","AMYOTROPHIC LATERAL SCLEROSIS 1","46"
"C1862941","Amyotrophic Lateral Sclerosis, Sporadic","46"
"C0007873","Uterine Cervical Neoplasm","29"
"C0023493","Adult T-Cell Lymphoma/Leukemia","31"
"C4048328","cervical cancer","28"
"C0004943","Behcet Syndrome","20"
"C3889979","Periodic Fever Syndrome","30"
"C0010068","Coronary heart disease","23"
"C0751733","Degenerative Diseases, Spinal Cord","37"
"C0026769","Multiple Sclerosis","43"
"C0030246","Pustulosis of Palms and Soles","55"
"C0033860","Psoriasis","55"
"C0751324","Multiple Sclerosis, Acute Fulminating","43"
"C0002622","Amnesia","17"
"C0233750","Hysterical amnesia","17"
"C0233796","Temporary Amnesia","17"
"C0236795","Dissociative Amnesia","17"
"C0262497","Global Amnesia","17"
"C0750906","Tactile Amnesia","17"
"C0750907","Amnestic State","17"
"C0024305","Lymphoma, Non-Hodgkin","32"
"C0079773","Lymphoma, T-Cell, Cutaneous","22"
"C0376407","Granulomatous Slack Skin","21"
"C0400966","Non-alcoholic Fatty Liver Disease","41"
"C3241937","Nonalcoholic Steatohepatitis","41"
"C0274861","Arsenic Poisoning, Inorganic","60"
"C0274862","Nervous System, Organic Arsenic Poisoning","60"
"C0311375","Arsenic Poisoning","60"
"C0751851","Arsenic Encephalopathy","60"
"C0751852","Arsenic Induced Polyneuropathy","60"
"C0341869","Subfertility, Female","28"
"C0025958","Microcephaly","117"
"C0278996","Malignant Head and Neck Neoplasm","44"
"C0746787","Cancer of Neck","25"
"C0751177","Cancer of Head","24"
"C0235833","Congenital diaphragmatic hernia","19"
"C0265699","Congenital hernia of foramen of Morgagni","17"
"C0265700","Congenital hernia of foramen of Bochdalek","17"
"C0085159","Seasonal Affective Disorder","16"
"C0020255","Hydrocephalus","94"
"C0041671","Attention Deficit Disorder","21"
"C1263846","Attention deficit hyperactivity disorder","21"
"C1321905","Minimal Brain Dysfunction","21"
"C0795907","CONOTRUNCAL ANOMALY FACE SYNDROME","19"
"C0007117","Basal cell carcinoma","35"
"C1368275","Pigmented Basal Cell Carcinoma","28"
"C0149871","Deep Vein Thrombosis","21"
"C0004238","Atrial Fibrillation","28"
"C0235480","Paroxysmal atrial fibrillation","28"
"C0021400","Influenza","51"
"C0154017","Benign neoplasm of bladder","15"
"C0154091","Carcinoma in situ of bladder","15"
"C0496930","Neoplasm of uncertain or unknown behavior of bladder","15"
"C0699885","Carcinoma of bladder","18"
"C1112155","Hereditary non-polyposis colorectal cancer syndrome","27"
"C0024301","Lymphoma, Follicular","19"
"C0079745","Lymphoma, Large-Cell, Follicular","16"
"C0079758","Lymphoma, Mixed-Cell, Follicular","16"
"C0079765","Lymphoma, Small Cleaved-Cell, Follicular","16"
"C1956130","Lymphoma, Follicular, Grade 1","16"
"C1956131","Lymphoma, Follicular, Grade 3","16"
"C1956132","Lymphoma, Follicular, Grade 2","16"
"C0022665","Kidney Neoplasm","40"
"C0740457","Malignant neoplasm of kidney","45"
"C0007103","Malignant neoplasm of endometrium","18"
"C0149782","Squamous cell carcinoma of lung","31"
"C0346191","Carcinoma in situ of endometrium","18"
"C3165106","Infiltrating duct carcinoma of female breast","20"
"C0431350","Primary microcephaly","103"
"C2713368","Hematopoetic Myelodysplasia","26"
"C0013364","Dysautonomia, Familial","18"
"C0391976","Pain Disorder","22"
"C0036337","Schizoaffective Disorder","30"
"C1510586","Autism Spectrum Disorders","64"
"C0752166","Bardet-Biedl Syndrome","22"
"C0040136","Thyroid Neoplasm","36"
"C0151468","Thyroid Gland Follicular Adenoma","34"
"C0549473","Thyroid carcinoma","44"
"C0013366","Dyschondroplasias","18"
"C0023891","Liver Cirrhosis, Alcoholic","15"
"C0024302","Reticulosarcoma","21"
"C0024304","Lymphoma, Mixed-Cell","21"
"C0024306","Lymphoma, Undifferentiated","21"
"C0025237","Melnick-Needles Syndrome","15"
"C0026760","Multiple Epiphyseal Dysplasia","23"
"C0036391","Schwartz-Jampel Syndrome","15"
"C0038015","Spondyloepiphyseal Dysplasia","15"
"C0079740","High Grade Lymphoma (neoplasm)","21"
"C0079741","Lymphoma, Intermediate-Grade","21"
"C0079747","Low Grade Lymphoma (neoplasm)","21"
"C0079757","Diffuse Mixed-Cell Lymphoma","21"
"C0079770","Lymphoma, Small Noncleaved-Cell","22"
"C0432272","Van Buchem disease","16"
"C0853193","Bipolar I disorder","16"
"C3541456","Spondyloepiphyseal Dysplasia Tarda, X-Linked","15"
"C3714542","Lymphoma, Diffuse","21"
"C0023264","Leigh Disease","23"
"C0751267","Encephalopathy, Subacute Necrotizing, Infantile","18"
"C0751268","Encephalopathy, Subacute Necrotizing, Juvenile","18"
"C0014556","Epilepsy, Temporal Lobe","22"
"C0014558","Uncinate Epilepsy","22"
"C0393672","Epilepsy, Benign Psychomotor, Childhood","22"
"C0393682","Epilepsy, Lateral Temporal","22"
"C0392557","Nuclear cataract","18"
"C1112705","Nuclear non-senile cataract","18"
"C0008312","Primary biliary cirrhosis","36"
"C0023892","Biliary cirrhosis","31"
"C0238065","Biliary Cirrhosis, Secondary","31"
"C0030044","Acrocephaly","16"
"C0041948","Uremia","17"
"C0221356","Brachycephaly","17"
"C0265534","Scaphycephaly","16"
"C0265535","Trigonocephaly","16"
"C1833340","Synostotic Posterior Plagiocephaly","16"
"C1860819","Metopic synostosis","16"
"C2931150","Synostotic Anterior Plagiocephaly","16"
"C0278883","Metastatic melanoma","54"
"C2931456","Prostate cancer, familial","19"
"C0027831","Neurofibromatosis 1","28"
"C0028326","Noonan Syndrome","19"
"C0036920","Sezary Syndrome","27"
"C0206686","Adrenocortical carcinoma","18"
"C0206698","Cholangiocarcinoma","26"
"C0684249","Carcinoma of lung","20"
"C0015625","Fanconi Anemia","23"
"C0027708","Nephroblastoma","33"
"C1861028","Esophageal atresia with or without tracheoesophageal fistula","21"
"C2930471","Bilateral Wilms Tumor","28"
"C4025414","Radial club hand","58"
"C0027654","Embryonal Neoplasm","15"
"C0205852","Neoplasms, Embryonal and Mixed","15"
"C0740345","Germ Cell Cancer","15"
"C0751365","Cancer, Embryonal and Mixed","15"
"C1956147","Microlissencephaly","28"
"C3853041","Severe Congenital Microcephaly","26"
"C0003257","Antibody Deficiency Syndrome","17"
"C0393554","Amyotrophic Lateral Sclerosis With Dementia","26"
"C0543859","Amyotrophic Lateral Sclerosis, Guam Form","28"
"C0087012","Ataxia, Spinocerebellar","32"
"C0752120","Spinocerebellar Ataxia Type 1","32"
"C0752121","Spinocerebellar Ataxia Type 2","32"
"C0752122","Spinocerebellar Ataxia Type 4","33"
"C0752123","Spinocerebellar Ataxia Type 5","32"
"C0752124","Spinocerebellar Ataxia Type 6 (disorder)","32"
"C0752125","Spinocerebellar Ataxia Type 7","32"
"C0011574","Involutional Depression","18"
"C0011854","Diabetes Mellitus, Insulin-Dependent","42"
"C0013386","Dyskinesia, Drug-Induced","15"
"C0205734","Diabetes, Autoimmune","42"
"C0342302","Brittle diabetes","42"
"C0751088","Dyskinesia, Medication-Induced","15"
"C1571983","Involutional paraphrenia","18"
"C1571984","Psychosis, Involutional","18"
"C3837958","Diabetes Mellitus, Ketosis-Prone","42"
"C0349639","Juvenile Myelomonocytic Leukemia","20"
"C0007570","Celiac Disease","17"
"C0008925","Cleft Palate","41"
"C1837218","Cleft palate, isolated","41"
"C0003123","Anorexia","17"
"C3179349","Gastrointestinal Stromal Sarcoma","47"
"C0024117","Chronic Obstructive Airway Disease","31"
"C1527303","Chronic Airflow Obstruction","31"
"C0263454","Chloracne","29"
"C0019829","Hodgkin Disease","15"
"C0024530","Malaria","20"
"C0019196","Hepatitis C","15"
"C0751779","Action Myoclonus-Renal Failure Syndrome","18"
"C0014527","Epidermolysis Bullosa","20"
"C0004763","Barrett Esophagus","16"
"C1258085","Barrett Epithelium","16"
"C1839839","MAJOR AFFECTIVE DISORDER 2","16"
"C3711387","Autosomal Recessive Primary Microcephaly","18"
"C0080178","Spina Bifida","17"
"C0751882","Myasthenic Syndromes, Congenital","29"
"C0751884","Congenital Myasthenic Syndromes, Presynaptic","20"
"C0751776","Atypical Inclusion-Body Disease","17"
"C0751777","Familial Progressive Myoclonic Epilepsy","17"
"C0751778","Myoclonic Epilepsies, Progressive","17"
"C0751780","Biotin-Responsive Encephalopathy","17"
"C0751781","Dentatorubral-Pallidoluysian Atrophy","17"
"C0751782","May-White Syndrome","17"
"C0031511","Pheochromocytoma","17"
"C1257877","Pheochromocytoma, Extra-Adrenal","16"
"C0027404","Narcolepsy","15"
"C0751362","Narcolepsy-Cataplexy Syndrome","15"
"C0751883","Congenital Myasthenic Syndromes, Postsynaptic","22"
"C0751885","Myasthenic Syndromes, Congenital, Slow Channel","16"
"C0011615","Dermatitis, Atopic","34"
"C0086196","Eczema, Infantile","34"
"C0029172","Oral Submucous Fibrosis","16"
"C0020459","Hyperinsulinism","26"
"C1257963","Endogenous Hyperinsulinism","18"
"C1257964","Exogenous Hyperinsulinism","18"
"C1257965","Compensatory Hyperinsulinemia","18"
"C0268237","Cytochrome-c Oxidase Deficiency","16"
"C0037769","West Syndrome","19"
"C0010346","Crohn Disease","43"
"C0156147","Crohn's disease of large bowel","43"
"C0267380","Crohn's disease of the ileum","43"
"C0524620","Metabolic Syndrome X","21"
"C0678202","Regional enteritis","43"
"C0949272","IIeocolitis","43"
"C0339527","Leber Congenital Amaurosis","19"
"C0027947","Neutropenia","17"
"C0010308","Congenital Hypothyroidism","24"
"C0749420","Thyroid Agenesis","24"
"C1843687","ATRIAL FIBRILLATION, FAMILIAL, 1 (disorder)","21"
"C0206726","gliosarcoma","16"
"C1335167","Ovarian Mucinous Adenocarcinoma","31"
"C0162809","Kallmann Syndrome","26"
"C0349788","Arrhythmogenic Right Ventricular Dysplasia","15"
"C0023466","Leukemia, Monocytic, Chronic","18"
