"Pathway"	"zscore"
"Phospholipase D signaling pathway"	"1.257"
"Steroid biosynthesis"	"1.247"
"Carbohydrate digestion and absorption"	"1.227"
"Necroptosis"	"1.199"
"Systemic lupus erythematosus"	"1.159"
"Fat digestion and absorption"	"1.045"
"Mitophagy - animal"	"1.02"
"Wnt signaling pathway"	"1.012"
"Riboflavin metabolism"	"0.977"
"Asthma"	"0.967"
"Biotin metabolism"	"0.94"
"Phosphatidylinositol signaling system"	"0.936"
"Chemokine signaling pathway"	"0.931"
"Long-term depression"	"0.91"
"Base excision repair"	"0.882"
"Apoptosis - multiple species"	"0.852"
"Notch signaling pathway"	"0.841"
"Cholinergic synapse"	"0.836"
"Protein digestion and absorption"	"0.733"
"Nitrogen metabolism"	"0.731"
"Arginine and proline metabolism"	"0.729"
"Pantothenate and CoA biosynthesis"	"0.713"
"Gap junction"	"0.709"
"Intestinal immune network for IgA production"	"0.701"
"Lysine degradation"	"0.698"
"Fatty acid biosynthesis"	"0.694"
"D-Glutamine and D-glutamate metabolism"	"0.682"
"Lysosome"	"0.669"
"Cortisol synthesis and secretion"	"0.664"
"Bile secretion"	"0.652"
"Ether lipid metabolism"	"0.592"
"Glycerolipid metabolism"	"0.586"
"Glycine, serine and threonine metabolism"	"0.53"
"Pathogenic Escherichia coli infection"	"0.524"
"alpha-Linolenic acid metabolism"	"0.49"
"Gastric acid secretion"	"0.478"
"Oxidative phosphorylation"	"0.406"
"Autophagy - other"	"0.355"
"Sphingolipid metabolism"	"0.326"
"Insulin secretion"	"0.301"
"Salivary secretion"	"0.284"
"Histidine metabolism"	"0.281"
"Arginine biosynthesis"	"0.27"
"Cardiac muscle contraction"	"0.252"
"Synaptic vesicle cycle"	"0.226"
"Glycosphingolipid biosynthesis - ganglio series"	"0.222"
"Fatty acid degradation"	"0.191"
"DNA replication"	"0.165"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"0.155"
"Amino sugar and nucleotide sugar metabolism"	"0.141"
"Valine, leucine and isoleucine biosynthesis"	"0.133"
"Renin-angiotensin system"	"0.12"
"Peroxisome"	"0.117"
"Nicotinate and nicotinamide metabolism"	"0.092"
"Complement and coagulation cascades"	"0.082"
"African trypanosomiasis"	"0.074"
"Mannose type O-glycan biosynthesis"	"0.053"
"Neomycin, kanamycin and gentamicin biosynthesis"	"0.029"
"Proximal tubule bicarbonate reclamation"	"0.015"
"Mineral absorption"	"-0.05"
"Sulfur metabolism"	"-0.073"
"beta-Alanine metabolism"	"-0.097"
"D-Arginine and D-ornithine metabolism"	"-0.11"
"Aminoacyl-tRNA biosynthesis"	"-0.122"
"Phenylalanine metabolism"	"-0.132"
"Herpes simplex infection"	"-0.168"
"Inositol phosphate metabolism"	"-0.173"
"Ubiquitin mediated proteolysis"	"-0.177"
"Selenocompound metabolism"	"-0.193"
"GABAergic synapse"	"-0.235"
"Amoebiasis"	"-0.247"
"Primary bile acid biosynthesis"	"-0.27"
"Tryptophan metabolism"	"-0.341"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.357"
"Valine, leucine and isoleucine degradation"	"-0.373"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.395"
"SNARE interactions in vesicular transport"	"-0.413"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.424"
"Homologous recombination"	"-0.454"
"Phototransduction"	"-0.454"
"Vitamin digestion and absorption"	"-0.464"
"Glyoxylate and dicarboxylate metabolism"	"-0.467"
"Cytokine-cytokine receptor interaction"	"-0.486"
"Glycosaminoglycan degradation"	"-0.494"
"Mismatch repair"	"-0.497"
"Tyrosine metabolism"	"-0.525"
"One carbon pool by folate"	"-0.54"
"Citrate cycle (TCA cycle)"	"-0.556"
"Starch and sucrose metabolism"	"-0.615"
"Maturity onset diabetes of the young"	"-0.625"
"Nucleotide excision repair"	"-0.634"
"Butanoate metabolism"	"-0.665"
"Ascorbate and aldarate metabolism"	"-0.682"
"Serotonergic synapse"	"-0.692"
"Terpenoid backbone biosynthesis"	"-0.784"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.827"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.85"
"Synthesis and degradation of ketone bodies"	"-0.883"
"Circadian rhythm"	"-0.887"
"Glutathione metabolism"	"-0.895"
"Lipoic acid metabolism"	"-0.929"
"Drug metabolism - other enzymes"	"-0.946"
"Morphine addiction"	"-0.958"
"Caffeine metabolism"	"-0.96"
"Taurine and hypotaurine metabolism"	"-0.988"
"Basal transcription factors"	"-0.995"
"Pyruvate metabolism"	"-1.008"
"Ferroptosis"	"-1.019"
"Alanine, aspartate and glutamate metabolism"	"-1.068"
"Regulation of lipolysis in adipocytes"	"-1.138"
"Arachidonic acid metabolism"	"-1.197"
"Fructose and mannose metabolism"	"-1.241"
"Thiamine metabolism"	"-1.253"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-1.277"
"Mucin type O-glycan biosynthesis"	"-1.284"
"Sulfur relay system"	"-1.284"
"Vitamin B6 metabolism"	"-1.297"
"Staphylococcus aureus infection"	"-1.345"
"Renin secretion"	"-1.354"
"Glycolysis / Gluconeogenesis"	"-1.389"
"Galactose metabolism"	"-1.467"
"Olfactory transduction"	"-1.501"
"Linoleic acid metabolism"	"-1.536"
"RNA transport"	"-1.54"
"Other types of O-glycan biosynthesis"	"-1.551"
"Propanoate metabolism"	"-1.562"
"Purine metabolism"	"-1.632"
"Pentose and glucuronate interconversions"	"-1.67"
"Huntington's disease"	"-1.688"
"Cholesterol metabolism"	"-1.747"
"Fanconi anemia pathway"	"-1.835"
"Porphyrin and chlorophyll metabolism"	"-1.889"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-1.93"
"Folate biosynthesis"	"-1.956"
"Ovarian steroidogenesis"	"-2.003"
"Steroid hormone biosynthesis"	"-2.049"
"Retinol metabolism"	"-2.143"
"Taste transduction"	"-2.18"
"Hedgehog signaling pathway"	"-2.331"
"Calcium signaling pathway"	"-2.334"
"Parkinson's disease"	"-2.359"
"Drug metabolism - cytochrome P450"	"-2.407"
"Pentose phosphate pathway"	"-2.439"
"Metabolism of xenobiotics by cytochrome P450"	"-2.659"
"Ribosome"	"-2.737"
"RNA polymerase"	"-2.744"
"Pyrimidine metabolism"	"-2.963"
"Vasopressin-regulated water reabsorption"	"-3.216"
"Chemical carcinogenesis"	"-3.536"
"mRNA surveillance pathway"	"-4.064"
"RNA degradation"	"-4.521"
"Neuroactive ligand-receptor interaction"	"-6.773"
"Spliceosome"	"-8.366"
