"ID"	"Pathway"	"Z-score"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"1.267"
"hsa04072"	"Phospholipase D signaling pathway"	"1.257"
"hsa00100"	"Steroid biosynthesis"	"1.247"
"hsa04973"	"Carbohydrate digestion and absorption"	"1.227"
"hsa04217"	"Necroptosis"	"1.199"
"hsa05322"	"Systemic lupus erythematosus"	"1.159"
"hsa04975"	"Fat digestion and absorption"	"1.045"
"hsa04137"	"Mitophagy - animal"	"1.02"
"hsa04310"	"Wnt signaling pathway"	"1.012"
"hsa00740"	"Riboflavin metabolism"	"0.977"
"hsa05310"	"Asthma"	"0.967"
"hsa00780"	"Biotin metabolism"	"0.94"
"hsa04070"	"Phosphatidylinositol signaling system"	"0.936"
"hsa04062"	"Chemokine signaling pathway"	"0.931"
"hsa04730"	"Long-term depression"	"0.91"
"hsa03410"	"Base excision repair"	"0.882"
"hsa04215"	"Apoptosis - multiple species"	"0.852"
"hsa04330"	"Notch signaling pathway"	"0.841"
"hsa04725"	"Cholinergic synapse"	"0.836"
"hsa04974"	"Protein digestion and absorption"	"0.733"
"hsa00910"	"Nitrogen metabolism"	"0.731"
"hsa00330"	"Arginine and proline metabolism"	"0.729"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"0.713"
"hsa04540"	"Gap junction"	"0.709"
"hsa04672"	"Intestinal immune network for IgA production"	"0.701"
"hsa00310"	"Lysine degradation"	"0.698"
"hsa00061"	"Fatty acid biosynthesis"	"0.694"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"0.682"
"hsa04142"	"Lysosome"	"0.669"
"hsa04927"	"Cortisol synthesis and secretion"	"0.664"
"hsa04976"	"Bile secretion"	"0.652"
"hsa00565"	"Ether lipid metabolism"	"0.592"
"hsa00561"	"Glycerolipid metabolism"	"0.586"
"hsa00260"	"Glycine, serine and threonine metabolism"	"0.53"
"hsa05130"	"Pathogenic Escherichia coli infection"	"0.524"
"hsa00592"	"alpha-Linolenic acid metabolism"	"0.49"
"hsa04971"	"Gastric acid secretion"	"0.478"
"hsa00190"	"Oxidative phosphorylation"	"0.406"
"hsa04136"	"Autophagy - other"	"0.355"
"hsa00600"	"Sphingolipid metabolism"	"0.326"
"hsa04911"	"Insulin secretion"	"0.301"
"hsa04970"	"Salivary secretion"	"0.284"
"hsa00340"	"Histidine metabolism"	"0.281"
"hsa00220"	"Arginine biosynthesis"	"0.27"
"hsa04260"	"Cardiac muscle contraction"	"0.252"
"hsa04721"	"Synaptic vesicle cycle"	"0.226"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"0.222"
"hsa00071"	"Fatty acid degradation"	"0.191"
"hsa03030"	"DNA replication"	"0.165"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"0.155"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"0.141"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"0.133"
"hsa04614"	"Renin-angiotensin system"	"0.12"
"hsa04146"	"Peroxisome"	"0.117"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"0.092"
"hsa04610"	"Complement and coagulation cascades"	"0.082"
"hsa05143"	"African trypanosomiasis"	"0.074"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"0.053"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"0.029"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"0.015"
"hsa04978"	"Mineral absorption"	"-0.05"
"hsa00920"	"Sulfur metabolism"	"-0.073"
"hsa00410"	"beta-Alanine metabolism"	"-0.097"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.11"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"-0.122"
"hsa00360"	"Phenylalanine metabolism"	"-0.132"
"hsa05168"	"Herpes simplex infection"	"-0.168"
"hsa00562"	"Inositol phosphate metabolism"	"-0.173"
"hsa04120"	"Ubiquitin mediated proteolysis"	"-0.177"
"hsa00450"	"Selenocompound metabolism"	"-0.193"
"hsa04727"	"GABAergic synapse"	"-0.235"
"hsa05146"	"Amoebiasis"	"-0.247"
"hsa00120"	"Primary bile acid biosynthesis"	"-0.27"
"hsa00380"	"Tryptophan metabolism"	"-0.341"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.357"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-0.373"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.395"
"hsa04130"	"SNARE interactions in vesicular transport"	"-0.413"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.424"
"hsa03440"	"Homologous recombination"	"-0.454"
"hsa04744"	"Phototransduction"	"-0.454"
"hsa04977"	"Vitamin digestion and absorption"	"-0.464"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-0.467"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"-0.486"
"hsa00531"	"Glycosaminoglycan degradation"	"-0.494"
"hsa03430"	"Mismatch repair"	"-0.497"
"hsa00350"	"Tyrosine metabolism"	"-0.525"
"hsa00670"	"One carbon pool by folate"	"-0.54"
"hsa00020"	"Citrate cycle (TCA cycle)"	"-0.556"
"hsa00500"	"Starch and sucrose metabolism"	"-0.615"
"hsa04950"	"Maturity onset diabetes of the young"	"-0.625"
"hsa03420"	"Nucleotide excision repair"	"-0.634"
"hsa00650"	"Butanoate metabolism"	"-0.665"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-0.682"
"hsa04726"	"Serotonergic synapse"	"-0.692"
"hsa00900"	"Terpenoid backbone biosynthesis"	"-0.784"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"-0.827"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.85"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-0.883"
"hsa04710"	"Circadian rhythm"	"-0.887"
"hsa00480"	"Glutathione metabolism"	"-0.895"
"hsa00785"	"Lipoic acid metabolism"	"-0.929"
"hsa00983"	"Drug metabolism - other enzymes"	"-0.946"
"hsa05032"	"Morphine addiction"	"-0.958"
"hsa00232"	"Caffeine metabolism"	"-0.96"
"hsa00430"	"Taurine and hypotaurine metabolism"	"-0.988"
"hsa03022"	"Basal transcription factors"	"-0.995"
"hsa00620"	"Pyruvate metabolism"	"-1.008"
"hsa04216"	"Ferroptosis"	"-1.019"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"-1.068"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-1.138"
"hsa00590"	"Arachidonic acid metabolism"	"-1.197"
"hsa00051"	"Fructose and mannose metabolism"	"-1.241"
"hsa00730"	"Thiamine metabolism"	"-1.253"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-1.277"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-1.284"
"hsa04122"	"Sulfur relay system"	"-1.284"
"hsa00750"	"Vitamin B6 metabolism"	"-1.297"
"hsa05150"	"Staphylococcus aureus infection"	"-1.345"
"hsa04924"	"Renin secretion"	"-1.354"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"-1.389"
"hsa00052"	"Galactose metabolism"	"-1.467"
"hsa04740"	"Olfactory transduction"	"-1.501"
"hsa00591"	"Linoleic acid metabolism"	"-1.536"
"hsa03013"	"RNA transport"	"-1.54"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-1.551"
"hsa00640"	"Propanoate metabolism"	"-1.562"
"hsa00230"	"Purine metabolism"	"-1.632"
"hsa00040"	"Pentose and glucuronate interconversions"	"-1.67"
"hsa05016"	"Huntington,s disease"	"-1.688"
"hsa04979"	"Cholesterol metabolism"	"-1.747"
"hsa03460"	"Fanconi anemia pathway"	"-1.835"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-1.889"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-1.93"
"hsa00790"	"Folate biosynthesis"	"-1.956"
"hsa04913"	"Ovarian steroidogenesis"	"-2.003"
"hsa00140"	"Steroid hormone biosynthesis"	"-2.049"
"hsa00830"	"Retinol metabolism"	"-2.143"
"hsa04742"	"Taste transduction"	"-2.18"
"hsa04340"	"Hedgehog signaling pathway"	"-2.331"
"hsa04020"	"Calcium signaling pathway"	"-2.334"
"hsa05012"	"Parkinson,s disease"	"-2.359"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-2.407"
"hsa00030"	"Pentose phosphate pathway"	"-2.439"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-2.659"
"hsa03010"	"Ribosome"	"-2.737"
"hsa03020"	"RNA polymerase"	"-2.744"
"hsa00240"	"Pyrimidine metabolism"	"-2.963"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-3.216"
"hsa05204"	"Chemical carcinogenesis"	"-3.536"
"hsa03015"	"mRNA surveillance pathway"	"-4.064"
"hsa03018"	"RNA degradation"	"-4.521"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-6.773"
"hsa03040"	"Spliceosome"	"-8.366"
