"Pathway"	"Z-score"
"Adherens junction - Homo sapiens (human)"	"4.414"
"Tuberculosis - Homo sapiens (human)"	"4.323"
"Cell adhesion molecules (CAMs) - Homo sapiens (human)"	"4.303"
"Colorectal cancer - Homo sapiens (human)"	"4.299"
"Cell cycle - Homo sapiens (human)"	"4.269"
"Epstein-Barr virus infection - Homo sapiens (human)"	"4.254"
"Dopaminergic synapse - Homo sapiens (human)"	"4.245"
"GnRH signaling pathway - Homo sapiens (human)"	"4.245"
"Adipocytokine signaling pathway - Homo sapiens (human)"	"4.167"
"Longevity regulating pathway - Homo sapiens (human)"	"4.166"
"TNF signaling pathway - Homo sapiens (human)"	"4.155"
"Viral carcinogenesis - Homo sapiens (human)"	"4.144"
"Hypertrophic cardiomyopathy (HCM) - Homo sapiens (human)"	"4.134"
"Aldosterone-regulated sodium reabsorption - Homo sapiens (human)"	"4.125"
"Sphingolipid signaling pathway - Homo sapiens (human)"	"4.081"
"Neurotrophin signaling pathway - Homo sapiens (human)"	"4.069"
"Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)"	"4.065"
"Oocyte meiosis - Homo sapiens (human)"	"4.055"
"Apelin signaling pathway - Homo sapiens (human)"	"4.047"
"Graft-versus-host disease - Homo sapiens (human)"	"4.019"
"Ras signaling pathway - Homo sapiens (human)"	"3.989"
"ErbB signaling pathway - Homo sapiens (human)"	"3.972"
"Rap1 signaling pathway - Homo sapiens (human)"	"3.947"
"Chagas disease (American trypanosomiasis) - Homo sapiens (human)"	"3.901"
"TGF-beta signaling pathway - Homo sapiens (human)"	"3.868"
"HIF-1 signaling pathway - Homo sapiens (human)"	"3.828"
"Long-term potentiation - Homo sapiens (human)"	"3.793"
"Salmonella infection - Homo sapiens (human)"	"3.789"
"Nicotine addiction - Homo sapiens (human)"	"3.767"
"ECM-receptor interaction - Homo sapiens (human)"	"3.765"
"Glutamatergic synapse - Homo sapiens (human)"	"3.642"
"Jak-STAT signaling pathway - Homo sapiens (human)"	"3.595"
"Primary immunodeficiency - Homo sapiens (human)"	"3.557"
"Progesterone-mediated oocyte maturation - Homo sapiens (human)"	"3.509"
"RIG-I-like receptor signaling pathway - Homo sapiens (human)"	"3.503"
"Renal cell carcinoma - Homo sapiens (human)"	"3.491"
"Hippo signaling pathway - Homo sapiens (human)"	"3.481"
"Alzheimer,s disease - Homo sapiens (human)"	"3.461"
"Legionellosis - Homo sapiens (human)"	"3.46"
"Leukocyte transendothelial migration - Homo sapiens (human)"	"3.448"
"Relaxin signaling pathway - Homo sapiens (human)"	"3.291"
