"Pathway"	"Z-score"
"Gastric acid secretion - Homo sapiens (human)"	"12.564"
"Adipocytokine signaling pathway - Homo sapiens (human)"	"12.399"
"Ras signaling pathway - Homo sapiens (human)"	"12.368"
"Toxoplasmosis - Homo sapiens (human)"	"12.304"
"Leukocyte transendothelial migration - Homo sapiens (human)"	"12.276"
"T cell receptor signaling pathway - Homo sapiens (human)"	"11.919"
"Regulation of actin cytoskeleton - Homo sapiens (human)"	"11.761"
"Insulin secretion - Homo sapiens (human)"	"11.502"
"Axon guidance - Homo sapiens (human)"	"11.444"
"Th17 cell differentiation - Homo sapiens (human)"	"11.422"
"Prolactin signaling pathway - Homo sapiens (human)"	"11.374"
"Cocaine addiction - Homo sapiens (human)"	"11.2"
"African trypanosomiasis - Homo sapiens (human)"	"11.076"
"Hematopoietic cell lineage - Homo sapiens (human)"	"10.991"
"Melanogenesis - Homo sapiens (human)"	"10.718"
"Measles - Homo sapiens (human)"	"10.71"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"10.653"
"B cell receptor signaling pathway - Homo sapiens (human)"	"10.632"
"Fc epsilon RI signaling pathway - Homo sapiens (human)"	"10.565"
"Th1 and Th2 cell differentiation - Homo sapiens (human)"	"10.562"
"Cortisol synthesis and secretion - Homo sapiens (human)"	"10.394"
"Long-term depression - Homo sapiens (human)"	"10.304"
"Rheumatoid arthritis - Homo sapiens (human)"	"10.006"
"Herpes simplex infection - Homo sapiens (human)"	"9.909"
"GnRH signaling pathway - Homo sapiens (human)"	"9.809"
"Apelin signaling pathway - Homo sapiens (human)"	"9.645"
"Retrograde endocannabinoid signaling - Homo sapiens (human)"	"9.6"
"Cushing,s syndrome - Homo sapiens (human)"	"9.568"
"Vascular smooth muscle contraction - Homo sapiens (human)"	"9.568"
"Primary immunodeficiency - Homo sapiens (human)"	"9.504"
"Acute myeloid leukemia - Homo sapiens (human)"	"9.487"
"Pancreatic cancer - Homo sapiens (human)"	"9.486"
"Small cell lung cancer - Homo sapiens (human)"	"9.377"
"Salivary secretion - Homo sapiens (human)"	"9.127"
"Cytosolic DNA-sensing pathway - Homo sapiens (human)"	"9.082"
"ErbB signaling pathway - Homo sapiens (human)"	"8.67"
"Autoimmune thyroid disease - Homo sapiens (human)"	"8.64"
"Chronic myeloid leukemia - Homo sapiens (human)"	"8.292"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)"	"7.989"
"Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)"	"7.865"
"Pancreatic secretion - Homo sapiens (human)"	"7.79"
"Dopaminergic synapse - Homo sapiens (human)"	"7.786"
"Neurotrophin signaling pathway - Homo sapiens (human)"	"7.759"
"Proteoglycans in cancer - Homo sapiens (human)"	"7.58"
"Focal adhesion - Homo sapiens (human)"	"7.52"
"Gap junction - Homo sapiens (human)"	"7.234"
"Non-small cell lung cancer - Homo sapiens (human)"	"6.993"
"Salmonella infection - Homo sapiens (human)"	"6.96"
"Cell adhesion molecules (CAMs) - Homo sapiens (human)"	"6.955"
"Prostate cancer - Homo sapiens (human)"	"6.91"
"Human papillomavirus infection - Homo sapiens (human)"	"6.767"
"Graft-versus-host disease - Homo sapiens (human)"	"6.755"
"Carbohydrate digestion and absorption - Homo sapiens (human)"	"6.748"
