"Pathway"	"Z-score"
"Caffeine metabolism"	"-0.238"
"Platelet activation"	"-0.239"
"Vitamin B6 metabolism"	"-0.243"
"Phosphonate and phosphinate metabolism"	"-0.249"
"Lysosome"	"-0.257"
"Autophagy - animal"	"-0.286"
"Sulfur relay system"	"-0.29"
"Riboflavin metabolism"	"-0.291"
"Synthesis and degradation of ketone bodies"	"-0.316"
"Natural killer cell mediated cytotoxicity"	"-0.322"
"Sulfur metabolism"	"-0.323"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.339"
"Taurine and hypotaurine metabolism"	"-0.34"
"Fatty acid biosynthesis"	"-0.359"
"Non-homologous end-joining"	"-0.364"
"Thiamine metabolism"	"-0.38"
"Parkinson's disease"	"-0.386"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.405"
"HTLV-I infection"	"-0.405"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.407"
"Nitrogen metabolism"	"-0.422"
"Other glycan degradation"	"-0.422"
"Selenocompound metabolism"	"-0.423"
"Phenylalanine metabolism"	"-0.424"
"Retrograde endocannabinoid signaling"	"-0.438"
"Pantothenate and CoA biosynthesis"	"-0.448"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.452"
"Steroid biosynthesis"	"-0.457"
"Terpenoid backbone biosynthesis"	"-0.486"
"Mismatch repair"	"-0.489"
"Protein export"	"-0.489"
"Renin-angiotensin system"	"-0.495"
"Biosynthesis of unsaturated fatty acids"	"-0.496"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.497"
"Histidine metabolism"	"-0.497"
"Mannose type O-glycan biosynthesis"	"-0.501"
"Vitamin digestion and absorption"	"-0.505"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.51"
"alpha-Linolenic acid metabolism"	"-0.519"
"Fatty acid elongation"	"-0.525"
"Glyoxylate and dicarboxylate metabolism"	"-0.528"
"Butanoate metabolism"	"-0.532"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.535"
"Hippo signaling pathway - multiple species"	"-0.55"
"Nicotinate and nicotinamide metabolism"	"-0.55"
"Linoleic acid metabolism"	"-0.553"
"Citrate cycle (TCA cycle)"	"-0.556"
"Circadian rhythm"	"-0.562"
"Pentose phosphate pathway"	"-0.562"
"Mucin type O-glycan biosynthesis"	"-0.572"
"RNA polymerase"	"-0.572"
"Propanoate metabolism"	"-0.573"
"beta-Alanine metabolism"	"-0.578"
"Autophagy - other"	"-0.581"
"Purine metabolism"	"-0.583"
"NOD-like receptor signaling pathway"	"-0.584"
"Apoptosis - multiple species"	"-0.587"
"Base excision repair"	"-0.589"
"SNARE interactions in vesicular transport"	"-0.602"
"Starch and sucrose metabolism"	"-0.604"
"DNA replication"	"-0.621"
"Alanine, aspartate and glutamate metabolism"	"-0.624"
"Pyruvate metabolism"	"-0.629"
"Tryptophan metabolism"	"-0.64"
"Ferroptosis"	"-0.655"
"Nicotine addiction"	"-0.656"
"Chemokine signaling pathway"	"-0.675"
"Fatty acid degradation"	"-0.675"
"Carbohydrate digestion and absorption"	"-0.68"
"Cysteine and methionine metabolism"	"-0.687"
"Basal transcription factors"	"-0.69"
"Aminoacyl-tRNA biosynthesis"	"-0.691"
"Ether lipid metabolism"	"-0.693"
"Valine, leucine and isoleucine degradation"	"-0.696"
"Nucleotide excision repair"	"-0.697"
"N-Glycan biosynthesis"	"-0.698"
"Hedgehog signaling pathway"	"-0.701"
"Amino sugar and nucleotide sugar metabolism"	"-0.706"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.709"
"Mineral absorption"	"-0.719"
"Glutathione metabolism"	"-0.746"
"Pathogenic Escherichia coli infection"	"-0.751"
"Fanconi anemia pathway"	"-0.752"
"Lysine degradation"	"-0.792"
"Cytosolic DNA-sensing pathway"	"-0.82"
"Mitophagy - animal"	"-0.833"
"Shigellosis"	"-0.837"
"p53 signaling pathway"	"-0.848"
"B cell receptor signaling pathway"	"-0.858"
"Glycolysis / Gluconeogenesis"	"-0.858"
"Prolactin signaling pathway"	"-0.865"
"PPAR signaling pathway"	"-0.876"
"Bacterial invasion of epithelial cells"	"-0.881"
"Inositol phosphate metabolism"	"-0.885"
"Ribosome biogenesis in eukaryotes"	"-0.899"
"Peroxisome"	"-0.933"
"Endocytosis"	"-0.968"
"mRNA surveillance pathway"	"-0.982"
"Morphine addiction"	"-0.983"
"Small cell lung cancer"	"-0.984"
"Glycerophospholipid metabolism"	"-0.998"
"Pyrimidine metabolism"	"-1.019"
"Insulin resistance"	"-1.07"
"Apoptosis"	"-1.185"
"Spliceosome"	"-1.186"
"Ubiquitin mediated proteolysis"	"-1.2"
"Ribosome"	"-1.209"
"Non-alcoholic fatty liver disease (NAFLD)"	"-1.246"
"Protein processing in endoplasmic reticulum"	"-1.316"
"RNA transport"	"-1.338"
"Huntington's disease"	"-1.426"
"Thermogenesis"	"-1.543"
"Olfactory transduction"	"-1.632"
