"Pathway"	"Z-score"
"Glycerolipid metabolism - Homo sapiens (human)"	"5.266"
"Endocytosis - Homo sapiens (human)"	"5.185"
"Tight junction - Homo sapiens (human)"	"5.18"
"Measles - Homo sapiens (human)"	"5.152"
"NOD-like receptor signaling pathway - Homo sapiens (human)"	"5.075"
"Cellular senescence - Homo sapiens (human)"	"5.04"
"Lysine degradation - Homo sapiens (human)"	"5.04"
"Arginine and proline metabolism - Homo sapiens (human)"	"5.02"
"Butanoate metabolism - Homo sapiens (human)"	"5.018"
"One carbon pool by folate - Homo sapiens (human)"	"5.016"
"beta-Alanine metabolism - Homo sapiens (human)"	"4.999"
"Pertussis - Homo sapiens (human)"	"4.988"
"Insulin resistance - Homo sapiens (human)"	"4.975"
"PPAR signaling pathway - Homo sapiens (human)"	"4.954"
"Histidine metabolism - Homo sapiens (human)"	"4.951"
"Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"	"4.856"
"Synaptic vesicle cycle - Homo sapiens (human)"	"4.641"
"Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"	"4.619"
"Phenylalanine metabolism - Homo sapiens (human)"	"4.391"
"Terpenoid backbone biosynthesis - Homo sapiens (human)"	"4.38"
"MAPK signaling pathway - Homo sapiens (human)"	"4.295"
"Pantothenate and CoA biosynthesis - Homo sapiens (human)"	"4.286"
"Thiamine metabolism - Homo sapiens (human)"	"4.157"
"Tyrosine metabolism - Homo sapiens (human)"	"4.14"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"4.094"
"Purine metabolism - Homo sapiens (human)"	"4.091"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"4.022"
"Ferroptosis - Homo sapiens (human)"	"4.007"
"Sulfur metabolism - Homo sapiens (human)"	"3.919"
"Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)"	"3.846"
"Tuberculosis - Homo sapiens (human)"	"3.803"
"Leishmaniasis - Homo sapiens (human)"	"3.734"
"Alcoholism - Homo sapiens (human)"	"3.732"
"Selenocompound metabolism - Homo sapiens (human)"	"3.646"
"Phosphonate and phosphinate metabolism - Homo sapiens (human)"	"3.625"
"Oxytocin signaling pathway - Homo sapiens (human)"	"3.591"
"Vitamin digestion and absorption - Homo sapiens (human)"	"3.563"
"Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)"	"3.393"
"AMPK signaling pathway - Homo sapiens (human)"	"3.391"
"Thyroid hormone synthesis - Homo sapiens (human)"	"3.297"
