"Pathway"	"Z-score"
"Progesterone-mediated oocyte maturation"	"0.998"
"Aldosterone-regulated sodium reabsorption"	"0.997"
"Amoebiasis"	"0.997"
"Pyrimidine metabolism"	"0.959"
"Prostate cancer"	"0.948"
"Human papillomavirus infection"	"0.945"
"Melanogenesis"	"0.94"
"Purine metabolism"	"0.911"
"Glycine, serine and threonine metabolism"	"0.907"
"Bladder cancer"	"0.875"
"Insulin resistance"	"0.852"
"Vasopressin-regulated water reabsorption"	"0.817"
"Carbohydrate digestion and absorption"	"0.812"
"Herpes simplex infection"	"0.786"
"Ether lipid metabolism"	"0.759"
"Type II diabetes mellitus"	"0.759"
"Kaposi's sarcoma-associated herpesvirus infection"	"0.752"
"Cytokine-cytokine receptor interaction"	"0.716"
"Malaria"	"0.715"
"Amino sugar and nucleotide sugar metabolism"	"0.702"
"Arginine and proline metabolism"	"0.702"
"Oocyte meiosis"	"0.662"
"Proteoglycans in cancer"	"0.658"
"Viral carcinogenesis"	"0.641"
"Platelet activation"	"0.639"
"Mineral absorption"	"0.638"
"Regulation of actin cytoskeleton"	"0.608"
"Rap1 signaling pathway"	"0.598"
"Staphylococcus aureus infection"	"0.559"
"Natural killer cell mediated cytotoxicity"	"0.557"
"Drug metabolism - cytochrome P450"	"0.509"
"Long-term depression"	"0.492"
"Signaling pathways regulating pluripotency of stem cells"	"0.472"
"Fluid shear stress and atherosclerosis"	"0.457"
"Metabolism of xenobiotics by cytochrome P450"	"0.429"
"Phospholipase D signaling pathway"	"0.425"
"Cytosolic DNA-sensing pathway"	"0.423"
"Renin secretion"	"0.419"
"Hepatitis B"	"0.412"
"Shigellosis"	"0.406"
"Adrenergic signaling in cardiomyocytes"	"0.402"
"Mitophagy - animal"	"0.399"
"Ras signaling pathway"	"0.399"
"Inflammatory bowel disease (IBD)"	"0.394"
"Long-term potentiation"	"0.375"
"mTOR signaling pathway"	"0.356"
"Hippo signaling pathway"	"0.345"
"Renal cell carcinoma"	"0.341"
"Oxytocin signaling pathway"	"0.34"
"Epithelial cell signaling in Helicobacter pylori infection"	"0.33"
"Prolactin signaling pathway"	"0.309"
"Adherens junction"	"0.302"
"B cell receptor signaling pathway"	"0.302"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.291"
"Pertussis"	"0.243"
"Protein processing in endoplasmic reticulum"	"0.223"
"NOD-like receptor signaling pathway"	"0.196"
"Complement and coagulation cascades"	"0.181"
"Taste transduction"	"0.145"
"Hypertrophic cardiomyopathy (HCM)"	"0.139"
"Salmonella infection"	"0.114"
"Tuberculosis"	"0.104"
"Gap junction"	"0.079"
"Calcium signaling pathway"	"0.072"
"Rheumatoid arthritis"	"0.07"
"Morphine addiction"	"0.064"
"GnRH signaling pathway"	"0.051"
"Chemokine signaling pathway"	"0.039"
"IL-17 signaling pathway"	"0.02"
"NF-kappa B signaling pathway"	"0.014"
"Circadian entrainment"	"0.009"
"Inflammatory mediator regulation of TRP channels"	"-0.011"
"Hematopoietic cell lineage"	"-0.022"
"T cell receptor signaling pathway"	"-0.046"
"Epstein-Barr virus infection"	"-0.056"
"C-type lectin receptor signaling pathway"	"-0.078"
"Glucagon signaling pathway"	"-0.079"
"Toll-like receptor signaling pathway"	"-0.086"
"D-Arginine and D-ornithine metabolism"	"-0.109"
"Serotonergic synapse"	"-0.132"
"TNF signaling pathway"	"-0.141"
"Cholinergic synapse"	"-0.153"
"Glutamatergic synapse"	"-0.155"
"Biotin metabolism"	"-0.171"
"Lipoic acid metabolism"	"-0.172"
"Thyroid hormone signaling pathway"	"-0.195"
"Valine, leucine and isoleucine biosynthesis"	"-0.204"
"Caffeine metabolism"	"-0.216"
"D-Glutamine and D-glutamate metabolism"	"-0.225"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.233"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.233"
"Phosphonate and phosphinate metabolism"	"-0.249"
"Vitamin B6 metabolism"	"-0.256"
"Riboflavin metabolism"	"-0.295"
"Ribosome"	"-0.298"
"Systemic lupus erythematosus"	"-0.298"
"Synthesis and degradation of ketone bodies"	"-0.323"
"Taurine and hypotaurine metabolism"	"-0.345"
"Estrogen signaling pathway"	"-0.364"
"Non-homologous end-joining"	"-0.371"
"Fatty acid biosynthesis"	"-0.373"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.377"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.399"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.401"
"Selenocompound metabolism"	"-0.415"
"Wnt signaling pathway"	"-0.415"
"Nitrogen metabolism"	"-0.418"
"Phenylalanine metabolism"	"-0.427"
"Other glycan degradation"	"-0.429"
"Pantothenate and CoA biosynthesis"	"-0.443"
"One carbon pool by folate"	"-0.449"
"Arginine biosynthesis"	"-0.452"
"Glycosaminoglycan degradation"	"-0.452"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.456"
"MicroRNAs in cancer"	"-0.457"
"Terpenoid backbone biosynthesis"	"-0.473"
"Other types of O-glycan biosynthesis"	"-0.477"
"Mismatch repair"	"-0.483"
"Renin-angiotensin system"	"-0.493"
"Protein export"	"-0.497"
"Mannose type O-glycan biosynthesis"	"-0.499"
"Pentose and glucuronate interconversions"	"-0.501"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.508"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.51"
"Cellular senescence"	"-0.516"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.533"
"Neuroactive ligand-receptor interaction"	"-0.538"
"Linoleic acid metabolism"	"-0.539"
"Maturity onset diabetes of the young"	"-0.541"
"Collecting duct acid secretion"	"-0.542"
"Phototransduction"	"-0.542"
"Hippo signaling pathway - multiple species"	"-0.55"
"Mucin type O-glycan biosynthesis"	"-0.554"
"Nicotinate and nicotinamide metabolism"	"-0.555"
"Circadian rhythm"	"-0.567"
"Asthma"	"-0.569"
"RNA polymerase"	"-0.573"
"Autophagy - other"	"-0.584"
"Porphyrin and chlorophyll metabolism"	"-0.584"
"Base excision repair"	"-0.59"
"Alanine, aspartate and glutamate metabolism"	"-0.596"
"SNARE interactions in vesicular transport"	"-0.6"
"Influenza A"	"-0.602"
"Apoptosis - multiple species"	"-0.603"
"DNA replication"	"-0.613"
"Primary immunodeficiency"	"-0.616"
"Alcoholism"	"-0.626"
"Allograft rejection"	"-0.63"
"Nicotine addiction"	"-0.646"
"Graft-versus-host disease"	"-0.663"
"Homologous recombination"	"-0.667"
"Proteasome"	"-0.678"
"Type I diabetes mellitus"	"-0.68"
"Aminoacyl-tRNA biosynthesis"	"-0.684"
"Nucleotide excision repair"	"-0.694"
"Hedgehog signaling pathway"	"-0.699"
"Basal transcription factors"	"-0.701"
"Cocaine addiction"	"-0.706"
"Notch signaling pathway"	"-0.706"
"Sphingolipid metabolism"	"-0.708"
"Intestinal immune network for IgA production"	"-0.715"
"Steroid hormone biosynthesis"	"-0.715"
"N-Glycan biosynthesis"	"-0.719"
"Vibrio cholerae infection"	"-0.734"
"Fanconi anemia pathway"	"-0.744"
"Autoimmune thyroid disease"	"-0.75"
"Pathogenic Escherichia coli infection"	"-0.756"
"VEGF signaling pathway"	"-0.779"
"Viral myocarditis"	"-0.78"
"Synaptic vesicle cycle"	"-0.814"
"Fc epsilon RI signaling pathway"	"-0.821"
"Amphetamine addiction"	"-0.852"
"Inositol phosphate metabolism"	"-0.876"
"Bacterial invasion of epithelial cells"	"-0.879"
"Ribosome biogenesis in eukaryotes"	"-0.899"
"Antigen processing and presentation"	"-0.909"
"TGF-beta signaling pathway"	"-0.919"
"Fc gamma R-mediated phagocytosis"	"-0.973"
"mRNA surveillance pathway"	"-0.987"
"Choline metabolism in cancer"	"-1.001"
"Phosphatidylinositol signaling system"	"-1.023"
"Leukocyte transendothelial migration"	"-1.082"
"Sphingolipid signaling pathway"	"-1.112"
"Neurotrophin signaling pathway"	"-1.121"
"Lysosome"	"-1.133"
"Autophagy - animal"	"-1.155"
"Dopaminergic synapse"	"-1.173"
"Spliceosome"	"-1.177"
"Ubiquitin mediated proteolysis"	"-1.207"
"Cell adhesion molecules (CAMs)"	"-1.239"
"RNA transport"	"-1.324"
"Tight junction"	"-1.335"
"Axon guidance"	"-1.338"
"Endocytosis"	"-1.609"
"Olfactory transduction"	"-2.111"
