"Pathway"	"Z-score"
"Lysosome"	"-0.243"
"Vitamin B6 metabolism"	"-0.253"
"Phosphonate and phosphinate metabolism"	"-0.256"
"Sulfur relay system"	"-0.289"
"Riboflavin metabolism"	"-0.298"
"Dopaminergic synapse"	"-0.321"
"Sulfur metabolism"	"-0.33"
"Synthesis and degradation of ketone bodies"	"-0.331"
"Taurine and hypotaurine metabolism"	"-0.333"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.345"
"Non-homologous end-joining"	"-0.366"
"Fatty acid biosynthesis"	"-0.369"
"Thiamine metabolism"	"-0.379"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.391"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.397"
"Adrenergic signaling in cardiomyocytes"	"-0.411"
"Phenylalanine metabolism"	"-0.42"
"Other glycan degradation"	"-0.421"
"Phospholipase D signaling pathway"	"-0.423"
"Selenocompound metabolism"	"-0.425"
"Ascorbate and aldarate metabolism"	"-0.427"
"Primary bile acid biosynthesis"	"-0.428"
"Nitrogen metabolism"	"-0.43"
"Retrograde endocannabinoid signaling"	"-0.435"
"Glycosaminoglycan degradation"	"-0.441"
"Steroid biosynthesis"	"-0.447"
"Pantothenate and CoA biosynthesis"	"-0.449"
"Arginine biosynthesis"	"-0.456"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.459"
"One carbon pool by folate"	"-0.459"
"Terpenoid backbone biosynthesis"	"-0.484"
"Proximal tubule bicarbonate reclamation"	"-0.485"
"Renin-angiotensin system"	"-0.488"
"Mismatch repair"	"-0.489"
"Biosynthesis of unsaturated fatty acids"	"-0.491"
"Vitamin digestion and absorption"	"-0.492"
"Histidine metabolism"	"-0.493"
"Protein export"	"-0.499"
"Pentose and glucuronate interconversions"	"-0.5"
"alpha-Linolenic acid metabolism"	"-0.501"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.502"
"Neuroactive ligand-receptor interaction"	"-0.511"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.517"
"Glyoxylate and dicarboxylate metabolism"	"-0.527"
"Fatty acid elongation"	"-0.528"
"Hippo signaling pathway - multiple species"	"-0.531"
"Collecting duct acid secretion"	"-0.533"
"Linoleic acid metabolism"	"-0.537"
"Phototransduction"	"-0.548"
"Butanoate metabolism"	"-0.55"
"Citrate cycle (TCA cycle)"	"-0.556"
"Pentose phosphate pathway"	"-0.558"
"beta-Alanine metabolism"	"-0.562"
"RNA polymerase"	"-0.565"
"Propanoate metabolism"	"-0.568"
"RNA transport"	"-0.571"
"Porphyrin and chlorophyll metabolism"	"-0.58"
"Autophagy - other"	"-0.583"
"Base excision repair"	"-0.586"
"Purine metabolism"	"-0.59"
"SNARE interactions in vesicular transport"	"-0.594"
"DNA replication"	"-0.602"
"Starch and sucrose metabolism"	"-0.606"
"Tyrosine metabolism"	"-0.616"
"Axon guidance"	"-0.624"
"Pyruvate metabolism"	"-0.632"
"Nicotine addiction"	"-0.647"
"Glycine, serine and threonine metabolism"	"-0.649"
"Alcoholism"	"-0.65"
"Homologous recombination"	"-0.654"
"Vasopressin-regulated water reabsorption"	"-0.666"
"Cysteine and methionine metabolism"	"-0.674"
"Proteasome"	"-0.679"
"Fatty acid degradation"	"-0.681"
"Basal transcription factors"	"-0.683"
"Carbohydrate digestion and absorption"	"-0.683"
"Aminoacyl-tRNA biosynthesis"	"-0.686"
"Nucleotide excision repair"	"-0.69"
"Valine, leucine and isoleucine degradation"	"-0.695"
"Ether lipid metabolism"	"-0.697"
"Huntington's disease"	"-0.705"
"Steroid hormone biosynthesis"	"-0.72"
"Vibrio cholerae infection"	"-0.727"
"Retinol metabolism"	"-0.75"
"Glutathione metabolism"	"-0.758"
"Long-term depression"	"-0.781"
"Drug metabolism - cytochrome P450"	"-0.79"
"Glycerolipid metabolism"	"-0.792"
"Lysine degradation"	"-0.794"
"Metabolism of xenobiotics by cytochrome P450"	"-0.81"
"Synaptic vesicle cycle"	"-0.819"
"Glycolysis / Gluconeogenesis"	"-0.849"
"Drug metabolism - other enzymes"	"-0.857"
"Long-term potentiation"	"-0.859"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.868"
"Inositol phosphate metabolism"	"-0.875"
"Thyroid hormone synthesis"	"-0.875"
"Bacterial invasion of epithelial cells"	"-0.88"
"Gastric acid secretion"	"-0.888"
"Ribosome biogenesis in eukaryotes"	"-0.9"
"Cardiac muscle contraction"	"-0.903"
"Thermogenesis"	"-0.907"
"Insulin secretion"	"-0.925"
"Taste transduction"	"-0.954"
"GABAergic synapse"	"-0.959"
"Protein digestion and absorption"	"-0.973"
"mRNA surveillance pathway"	"-0.984"
"Progesterone-mediated oocyte maturation"	"-1.008"
"Glycerophospholipid metabolism"	"-1.014"
"Pyrimidine metabolism"	"-1.02"
"Phosphatidylinositol signaling system"	"-1.022"
"Glutamatergic synapse"	"-1.087"
"Vascular smooth muscle contraction"	"-1.123"
"Oocyte meiosis"	"-1.153"
"Platelet activation"	"-1.155"
"Ribosome"	"-1.178"
"Oxidative phosphorylation"	"-1.182"
"Spliceosome"	"-1.186"
"Parkinson's disease"	"-1.231"
"Regulation of actin cytoskeleton"	"-1.488"
"Olfactory transduction"	"-2.118"
