"Pathway"	"zscore"
"Prostate cancer"	"8.373"
"TNF signaling pathway"	"8.281"
"Prolactin signaling pathway"	"8.223"
"Longevity regulating pathway"	"8.209"
"Th17 cell differentiation"	"8.154"
"Focal adhesion"	"8.12"
"Adipocytokine signaling pathway"	"8.061"
"Alanine, aspartate and glutamate metabolism"	"8.06"
"Arginine and proline metabolism"	"8.051"
"Salmonella infection"	"8.051"
"Pentose phosphate pathway"	"7.958"
"mTOR signaling pathway"	"7.935"
"GnRH signaling pathway"	"7.876"
"Neurotrophin signaling pathway"	"7.836"
"Viral carcinogenesis"	"7.788"
"Mannose type O-glycan biosynthesis"	"7.755"
"Sphingolipid signaling pathway"	"7.71"
"Terpenoid backbone biosynthesis"	"7.706"
"Butanoate metabolism"	"7.677"
"Autophagy - animal"	"7.597"
"Shigellosis"	"7.596"
"Kaposi's sarcoma-associated herpesvirus infection"	"7.588"
"Long-term potentiation"	"7.578"
"Amyotrophic lateral sclerosis (ALS)"	"7.528"
"Platelet activation"	"7.509"
"Tryptophan metabolism"	"7.481"
"Pantothenate and CoA biosynthesis"	"7.469"
"Vascular smooth muscle contraction"	"7.44"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"7.433"
"Valine, leucine and isoleucine biosynthesis"	"7.418"
"Alcoholism"	"7.386"
"Gap junction"	"7.263"
"Oocyte meiosis"	"7.243"
"Apoptosis"	"7.227"
"Epithelial cell signaling in Helicobacter pylori infection"	"7.227"
"HTLV-I infection"	"7.181"
"Influenza A"	"7.172"
"Pertussis"	"7.118"
"IL-17 signaling pathway"	"7.053"
"VEGF signaling pathway"	"7.051"
"Phagosome"	"6.896"
"Th1 and Th2 cell differentiation"	"6.842"
"Amino sugar and nucleotide sugar metabolism"	"6.774"
"TGF-beta signaling pathway"	"6.735"
"NOD-like receptor signaling pathway"	"6.729"
"ECM-receptor interaction"	"6.649"
"Protein processing in endoplasmic reticulum"	"6.647"
"Vibrio cholerae infection"	"6.63"
"Fatty acid degradation"	"6.6"
"Type II diabetes mellitus"	"6.574"
"Galactose metabolism"	"6.543"
"Jak-STAT signaling pathway"	"6.498"
"Wnt signaling pathway"	"6.462"
"Tyrosine metabolism"	"6.445"
"Pathways in cancer"	"6.435"
"Toxoplasmosis"	"6.429"
"Glycerolipid metabolism"	"6.415"
"Thyroid hormone signaling pathway"	"6.36"
"Ras signaling pathway"	"6.346"
"One carbon pool by folate"	"6.247"
"Peroxisome"	"6.243"
"Alzheimer's disease"	"6.227"
"T cell receptor signaling pathway"	"6.14"
"Glutathione metabolism"	"6.125"
"Non-alcoholic fatty liver disease (NAFLD)"	"6.111"
"Arginine biosynthesis"	"6.024"
"Prion diseases"	"5.988"
"Hippo signaling pathway"	"5.981"
"Leishmaniasis"	"5.975"
"Fc epsilon RI signaling pathway"	"5.959"
"Phenylalanine metabolism"	"5.955"
"Toll-like receptor signaling pathway"	"5.931"
"Aldosterone synthesis and secretion"	"5.766"
"Purine metabolism"	"5.695"
"Longevity regulating pathway - multiple species"	"5.685"
"Apelin signaling pathway"	"5.678"
"Lysine degradation"	"5.645"
"Thyroid hormone synthesis"	"5.631"
"Choline metabolism in cancer"	"5.611"
"Inflammatory mediator regulation of TRP channels"	"5.548"
"Regulation of actin cytoskeleton"	"5.477"
"Estrogen signaling pathway"	"5.475"
"Vitamin digestion and absorption"	"5.432"
"Pancreatic cancer"	"5.414"
"Malaria"	"5.312"
"Fc gamma R-mediated phagocytosis"	"5.285"
"Glycerophospholipid metabolism"	"5.192"
"Renal cell carcinoma"	"5.154"
"Bacterial invasion of epithelial cells"	"5.12"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"5.047"
"Chronic myeloid leukemia"	"4.93"
"MicroRNAs in cancer"	"4.92"
"Colorectal cancer"	"4.916"
"Cocaine addiction"	"4.845"
"Collecting duct acid secretion"	"4.764"
"Inflammatory bowel disease (IBD)"	"4.727"
"Drug metabolism - other enzymes"	"4.708"
"Rap1 signaling pathway"	"4.621"
"B cell receptor signaling pathway"	"4.617"
"RIG-I-like receptor signaling pathway"	"4.613"
"ABC transporters"	"4.604"
"Measles"	"4.583"
"Thermogenesis"	"4.538"
"Acute myeloid leukemia"	"4.512"
"Progesterone-mediated oocyte maturation"	"4.46"
"Glioma"	"4.419"
"Melanoma"	"4.399"
"Long-term depression"	"4.291"
"p53 signaling pathway"	"4.247"
"Circadian rhythm"	"4.203"
"Bladder cancer"	"4.175"
"ErbB signaling pathway"	"4.161"
"Legionellosis"	"4.063"
"Amoebiasis"	"4.023"
"Ferroptosis"	"3.942"
"Adherens junction"	"3.926"
"Hepatocellular carcinoma"	"3.882"
"Pyrimidine metabolism"	"3.862"
"PPAR signaling pathway"	"3.858"
"Selenocompound metabolism"	"3.846"
"Cortisol synthesis and secretion"	"3.841"
"Endocytosis"	"3.836"
"Hypertrophic cardiomyopathy (HCM)"	"3.766"
"Leukocyte transendothelial migration"	"3.766"
"Non-small cell lung cancer"	"3.675"
"cAMP signaling pathway"	"3.669"
"Endometrial cancer"	"3.657"
"Renin secretion"	"3.657"
"Pentose and glucuronate interconversions"	"3.643"
"Huntington's disease"	"3.624"
"Gastric cancer"	"3.546"
"Cell cycle"	"3.507"
"Melanogenesis"	"3.491"
"Dilated cardiomyopathy (DCM)"	"3.427"
"Fatty acid biosynthesis"	"3.382"
"Rheumatoid arthritis"	"3.38"
"Autophagy - other"	"3.323"
"Cushing's syndrome"	"3.281"
"Salivary secretion"	"3.258"
"Parkinson's disease"	"3.205"
"Thiamine metabolism"	"3.192"
"Steroid hormone biosynthesis"	"3.148"
"Herpes simplex infection"	"3.132"
"Hedgehog signaling pathway"	"3.126"
"Primary bile acid biosynthesis"	"3.123"
"Synaptic vesicle cycle"	"3.072"
"Mitophagy - animal"	"3.056"
"Oxidative phosphorylation"	"3.042"
"Small cell lung cancer"	"3.027"
"Neomycin, kanamycin and gentamicin biosynthesis"	"3.022"
"Aldosterone-regulated sodium reabsorption"	"3.02"
"N-Glycan biosynthesis"	"2.891"
"Insulin secretion"	"2.89"
"Axon guidance"	"2.794"
"Vasopressin-regulated water reabsorption"	"2.787"
"Ovarian steroidogenesis"	"2.74"
"Circadian entrainment"	"2.716"
"Thyroid cancer"	"2.575"
"Cholinergic synapse"	"2.563"
"beta-Alanine metabolism"	"2.559"
"Systemic lupus erythematosus"	"2.374"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"2.373"
"Antigen processing and presentation"	"2.358"
"Ether lipid metabolism"	"2.295"
"Carbohydrate digestion and absorption"	"2.249"
"RNA degradation"	"2.233"
"Histidine metabolism"	"2.192"
"Signaling pathways regulating pluripotency of stem cells"	"2.166"
"Breast cancer"	"2.165"
"Retrograde endocannabinoid signaling"	"1.984"
"Cytosolic DNA-sensing pathway"	"1.981"
"Inositol phosphate metabolism"	"1.92"
"Gastric acid secretion"	"1.896"
"Folate biosynthesis"	"1.88"
"Phosphatidylinositol signaling system"	"1.876"
"D-Glutamine and D-glutamate metabolism"	"1.744"
"African trypanosomiasis"	"1.688"
"Apoptosis - multiple species"	"1.655"
"Porphyrin and chlorophyll metabolism"	"1.651"
"Phosphonate and phosphinate metabolism"	"1.633"
"Lysosome"	"1.586"
"Natural killer cell mediated cytotoxicity"	"1.585"
"Regulation of lipolysis in adipocytes"	"1.565"
"Ascorbate and aldarate metabolism"	"1.556"
"Pancreatic secretion"	"1.548"
"Calcium signaling pathway"	"1.507"
"Bile secretion"	"1.492"
"Fatty acid elongation"	"1.422"
"Non-homologous end-joining"	"1.367"
"Glutamatergic synapse"	"1.338"
"Other types of O-glycan biosynthesis"	"1.325"
"Riboflavin metabolism"	"1.175"
"Nitrogen metabolism"	"1.12"
"Other glycan degradation"	"1.075"
"Endocrine and other factor-regulated calcium reabsorption"	"1.071"
"Chemical carcinogenesis"	"1.047"
"RNA polymerase"	"0.972"
"Lipoic acid metabolism"	"0.952"
"Phospholipase D signaling pathway"	"0.722"
"Hippo signaling pathway - multiple species"	"0.716"
"alpha-Linolenic acid metabolism"	"0.686"
"Sphingolipid metabolism"	"0.612"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.555"
"NF-kappa B signaling pathway"	"0.54"
"Cardiac muscle contraction"	"0.533"
"DNA replication"	"0.533"
"Glycosphingolipid biosynthesis - ganglio series"	"0.459"
"Transcriptional misregulation in cancer"	"0.387"
"Ubiquitin mediated proteolysis"	"0.377"
"Phototransduction"	"0.3"
"Notch signaling pathway"	"0.29"
"Olfactory transduction"	"0.274"
"Arachidonic acid metabolism"	"0.17"
"Mismatch repair"	"0.165"
"Taurine and hypotaurine metabolism"	"0.164"
"Serotonergic synapse"	"0.046"
"Steroid biosynthesis"	"0.02"
"Biosynthesis of unsaturated fatty acids"	"-0.02"
"Nicotinate and nicotinamide metabolism"	"-0.037"
"Maturity onset diabetes of the young"	"-0.117"
"mRNA surveillance pathway"	"-0.14"
"GABAergic synapse"	"-0.146"
"Cell adhesion molecules (CAMs)"	"-0.171"
"D-Arginine and D-ornithine metabolism"	"-0.196"
"Chemokine signaling pathway"	"-0.204"
"RNA transport"	"-0.24"
"Mineral absorption"	"-0.275"
"Base excision repair"	"-0.319"
"Vitamin B6 metabolism"	"-0.337"
"Caffeine metabolism"	"-0.342"
"Proximal tubule bicarbonate reclamation"	"-0.359"
"Metabolism of xenobiotics by cytochrome P450"	"-0.58"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.634"
"Viral myocarditis"	"-0.665"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.68"
"Sulfur metabolism"	"-0.805"
"Type I diabetes mellitus"	"-0.839"
"Ribosome"	"-0.857"
"Sulfur relay system"	"-0.903"
"Basal cell carcinoma"	"-0.947"
"Nicotine addiction"	"-0.993"
"Biotin metabolism"	"-1.099"
"Renin-angiotensin system"	"-1.134"
"Retinol metabolism"	"-1.154"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.193"
"Complement and coagulation cascades"	"-1.227"
"Morphine addiction"	"-1.248"
"Linoleic acid metabolism"	"-1.685"
"Graft-versus-host disease"	"-1.99"
"Drug metabolism - cytochrome P450"	"-2.03"
"Allograft rejection"	"-2.091"
"Primary immunodeficiency"	"-2.128"
"Protein export"	"-2.171"
"Nucleotide excision repair"	"-2.347"
"Mucin type O-glycan biosynthesis"	"-2.352"
"Asthma"	"-2.55"
"Hematopoietic cell lineage"	"-2.97"
"Autoimmune thyroid disease"	"-3.301"
"Basal transcription factors"	"-3.352"
"Intestinal immune network for IgA production"	"-4.084"
"Fanconi anemia pathway"	"-4.601"
"Homologous recombination"	"-4.658"
"SNARE interactions in vesicular transport"	"-5.218"
"Cytokine-cytokine receptor interaction"	"-5.266"
"Staphylococcus aureus infection"	"-5.644"
"Taste transduction"	"-7.129"
"Spliceosome"	"-11.633"
"Neuroactive ligand-receptor interaction"	"-12.813"
"Ribosome biogenesis in eukaryotes"	"-16.295"
