"ID"	"Pathway"	"Z-score"
"hsa04630"	"Jak-STAT signaling pathway"	"6.498"
"hsa04310"	"Wnt signaling pathway"	"6.462"
"hsa00350"	"Tyrosine metabolism"	"6.445"
"hsa05200"	"Pathways in cancer"	"6.435"
"hsa05145"	"Toxoplasmosis"	"6.429"
"hsa00561"	"Glycerolipid metabolism"	"6.415"
"hsa04919"	"Thyroid hormone signaling pathway"	"6.36"
"hsa04014"	"Ras signaling pathway"	"6.346"
"hsa00670"	"One carbon pool by folate"	"6.247"
"hsa04146"	"Peroxisome"	"6.243"
"hsa05010"	"Alzheimer,s disease"	"6.227"
"hsa04660"	"T cell receptor signaling pathway"	"6.14"
"hsa00480"	"Glutathione metabolism"	"6.125"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"6.111"
"hsa00220"	"Arginine biosynthesis"	"6.024"
"hsa05020"	"Prion diseases"	"5.988"
"hsa04390"	"Hippo signaling pathway"	"5.981"
"hsa05140"	"Leishmaniasis"	"5.975"
"hsa04664"	"Fc epsilon RI signaling pathway"	"5.959"
"hsa00360"	"Phenylalanine metabolism"	"5.955"
"hsa04620"	"Toll-like receptor signaling pathway"	"5.931"
"hsa04925"	"Aldosterone synthesis and secretion"	"5.766"
"hsa00230"	"Purine metabolism"	"5.695"
"hsa04213"	"Longevity regulating pathway - multiple species"	"5.685"
"hsa04371"	"Apelin signaling pathway"	"5.678"
"hsa00310"	"Lysine degradation"	"5.645"
"hsa04918"	"Thyroid hormone synthesis"	"5.631"
"hsa05231"	"Choline metabolism in cancer"	"5.611"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"5.548"
"hsa04810"	"Regulation of actin cytoskeleton"	"5.477"
"hsa04915"	"Estrogen signaling pathway"	"5.475"
"hsa04977"	"Vitamin digestion and absorption"	"5.432"
"hsa05212"	"Pancreatic cancer"	"5.414"
"hsa05144"	"Malaria"	"5.312"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"5.285"
"hsa00564"	"Glycerophospholipid metabolism"	"5.192"
"hsa05211"	"Renal cell carcinoma"	"5.154"
"hsa05100"	"Bacterial invasion of epithelial cells"	"5.12"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"5.047"
"hsa05220"	"Chronic myeloid leukemia"	"4.93"
"hsa05206"	"MicroRNAs in cancer"	"4.92"
"hsa05210"	"Colorectal cancer"	"4.916"
"hsa05030"	"Cocaine addiction"	"4.845"
"hsa04966"	"Collecting duct acid secretion"	"4.764"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"4.727"
"hsa00983"	"Drug metabolism - other enzymes"	"4.708"
"hsa04015"	"Rap1 signaling pathway"	"4.621"
"hsa04662"	"B cell receptor signaling pathway"	"4.617"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"4.613"
"hsa02010"	"ABC transporters"	"4.604"
"hsa05162"	"Measles"	"4.583"
"hsa04714"	"Thermogenesis"	"4.538"
"hsa05221"	"Acute myeloid leukemia"	"4.512"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"4.46"
"hsa05214"	"Glioma"	"4.419"
"hsa05218"	"Melanoma"	"4.399"
"hsa04730"	"Long-term depression"	"4.291"
"hsa04115"	"p53 signaling pathway"	"4.247"
"hsa04710"	"Circadian rhythm"	"4.203"
"hsa05219"	"Bladder cancer"	"4.175"
"hsa04012"	"ErbB signaling pathway"	"4.161"
"hsa05134"	"Legionellosis"	"4.063"
"hsa05146"	"Amoebiasis"	"4.023"
"hsa04216"	"Ferroptosis"	"3.942"
"hsa04520"	"Adherens junction"	"3.926"
"hsa05225"	"Hepatocellular carcinoma"	"3.882"
"hsa00240"	"Pyrimidine metabolism"	"3.862"
"hsa03320"	"PPAR signaling pathway"	"3.858"
"hsa00450"	"Selenocompound metabolism"	"3.846"
"hsa04927"	"Cortisol synthesis and secretion"	"3.841"
"hsa04144"	"Endocytosis"	"3.836"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"3.766"
"hsa04670"	"Leukocyte transendothelial migration"	"3.766"
"hsa05223"	"Non-small cell lung cancer"	"3.675"
"hsa04024"	"cAMP signaling pathway"	"3.669"
"hsa05213"	"Endometrial cancer"	"3.657"
"hsa04924"	"Renin secretion"	"3.657"
"hsa00040"	"Pentose and glucuronate interconversions"	"3.643"
"hsa05016"	"Huntington,s disease"	"3.624"
"hsa05226"	"Gastric cancer"	"3.546"
"hsa04110"	"Cell cycle"	"3.507"
"hsa04916"	"Melanogenesis"	"3.491"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"3.427"
"hsa00061"	"Fatty acid biosynthesis"	"3.382"
"hsa05323"	"Rheumatoid arthritis"	"3.38"
"hsa04136"	"Autophagy - other"	"3.323"
"hsa04934"	"Cushing,s syndrome"	"3.281"
"hsa04970"	"Salivary secretion"	"3.258"
"hsa05012"	"Parkinson,s disease"	"3.205"
"hsa00730"	"Thiamine metabolism"	"3.192"
"hsa00140"	"Steroid hormone biosynthesis"	"3.148"
"hsa05168"	"Herpes simplex infection"	"3.132"
"hsa04340"	"Hedgehog signaling pathway"	"3.126"
"hsa00120"	"Primary bile acid biosynthesis"	"3.123"
"hsa04721"	"Synaptic vesicle cycle"	"3.072"
"hsa04137"	"Mitophagy - animal"	"3.056"
"hsa00190"	"Oxidative phosphorylation"	"3.042"
"hsa05222"	"Small cell lung cancer"	"3.027"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"3.022"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"3.02"
"hsa00510"	"N-Glycan biosynthesis"	"2.891"
"hsa04911"	"Insulin secretion"	"2.89"
"hsa04360"	"Axon guidance"	"2.794"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"2.787"
"hsa04913"	"Ovarian steroidogenesis"	"2.74"
"hsa04713"	"Circadian entrainment"	"2.716"
"hsa05216"	"Thyroid cancer"	"2.575"
"hsa04725"	"Cholinergic synapse"	"2.563"
"hsa00410"	"beta-Alanine metabolism"	"2.559"
"hsa05322"	"Systemic lupus erythematosus"	"2.374"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"2.373"
"hsa04612"	"Antigen processing and presentation"	"2.358"
"hsa00565"	"Ether lipid metabolism"	"2.295"
"hsa04973"	"Carbohydrate digestion and absorption"	"2.249"
"hsa03018"	"RNA degradation"	"2.233"
"hsa00340"	"Histidine metabolism"	"2.192"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"2.166"
"hsa05224"	"Breast cancer"	"2.165"
"hsa04723"	"Retrograde endocannabinoid signaling"	"1.984"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"1.981"
"hsa00562"	"Inositol phosphate metabolism"	"1.92"
"hsa04971"	"Gastric acid secretion"	"1.896"
"hsa00790"	"Folate biosynthesis"	"1.88"
"hsa04070"	"Phosphatidylinositol signaling system"	"1.876"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"1.744"
"hsa05143"	"African trypanosomiasis"	"1.688"
"hsa04215"	"Apoptosis - multiple species"	"1.655"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"1.651"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"1.633"
"hsa04142"	"Lysosome"	"1.586"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"1.585"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"1.565"
"hsa00053"	"Ascorbate and aldarate metabolism"	"1.556"
"hsa04972"	"Pancreatic secretion"	"1.548"
"hsa04020"	"Calcium signaling pathway"	"1.507"
"hsa04976"	"Bile secretion"	"1.492"
"hsa00062"	"Fatty acid elongation"	"1.422"
"hsa03450"	"Non-homologous end-joining"	"1.367"
"hsa04724"	"Glutamatergic synapse"	"1.338"
"hsa00514"	"Other types of O-glycan biosynthesis"	"1.325"
"hsa00740"	"Riboflavin metabolism"	"1.175"
"hsa00910"	"Nitrogen metabolism"	"1.12"
"hsa00511"	"Other glycan degradation"	"1.075"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"1.071"
"hsa05204"	"Chemical carcinogenesis"	"1.047"
"hsa03020"	"RNA polymerase"	"0.972"
"hsa00785"	"Lipoic acid metabolism"	"0.952"
"hsa04072"	"Phospholipase D signaling pathway"	"0.722"
"hsa04392"	"Hippo signaling pathway - multiple species"	"0.716"
"hsa00592"	"alpha-Linolenic acid metabolism"	"0.686"
"hsa00600"	"Sphingolipid metabolism"	"0.612"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.555"
"hsa04064"	"NF-kappa B signaling pathway"	"0.54"
"hsa04260"	"Cardiac muscle contraction"	"0.533"
"hsa03030"	"DNA replication"	"0.533"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"0.459"
"hsa05202"	"Transcriptional misregulation in cancer"	"0.387"
"hsa04120"	"Ubiquitin mediated proteolysis"	"0.377"
"hsa04744"	"Phototransduction"	"0.3"
"hsa04330"	"Notch signaling pathway"	"0.29"
"hsa04740"	"Olfactory transduction"	"0.274"
"hsa00590"	"Arachidonic acid metabolism"	"0.17"
"hsa03430"	"Mismatch repair"	"0.165"
"hsa00430"	"Taurine and hypotaurine metabolism"	"0.164"
"hsa04726"	"Serotonergic synapse"	"0.046"
"hsa00100"	"Steroid biosynthesis"	"0.02"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-0.02"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-0.037"
"hsa04950"	"Maturity onset diabetes of the young"	"-0.117"
"hsa03015"	"mRNA surveillance pathway"	"-0.14"
"hsa04727"	"GABAergic synapse"	"-0.146"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"-0.171"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.196"
"hsa04062"	"Chemokine signaling pathway"	"-0.204"
"hsa03013"	"RNA transport"	"-0.24"
"hsa04978"	"Mineral absorption"	"-0.275"
"hsa03410"	"Base excision repair"	"-0.319"
"hsa00750"	"Vitamin B6 metabolism"	"-0.337"
"hsa00232"	"Caffeine metabolism"	"-0.342"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"-0.359"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-0.58"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.634"
"hsa05416"	"Viral myocarditis"	"-0.665"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.68"
"hsa00920"	"Sulfur metabolism"	"-0.805"
"hsa04940"	"Type I diabetes mellitus"	"-0.839"
"hsa03010"	"Ribosome"	"-0.857"
"hsa04122"	"Sulfur relay system"	"-0.903"
"hsa05217"	"Basal cell carcinoma"	"-0.947"
"hsa05033"	"Nicotine addiction"	"-0.993"
"hsa00780"	"Biotin metabolism"	"-1.099"
"hsa04614"	"Renin-angiotensin system"	"-1.134"
"hsa00830"	"Retinol metabolism"	"-1.154"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.193"
"hsa04610"	"Complement and coagulation cascades"	"-1.227"
"hsa05032"	"Morphine addiction"	"-1.248"
"hsa00591"	"Linoleic acid metabolism"	"-1.685"
"hsa05332"	"Graft-versus-host disease"	"-1.99"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-2.03"
"hsa05330"	"Allograft rejection"	"-2.091"
"hsa05340"	"Primary immunodeficiency"	"-2.128"
"hsa03060"	"Protein export"	"-2.171"
"hsa03420"	"Nucleotide excision repair"	"-2.347"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-2.352"
"hsa05310"	"Asthma"	"-2.55"
"hsa04640"	"Hematopoietic cell lineage"	"-2.97"
"hsa05320"	"Autoimmune thyroid disease"	"-3.301"
"hsa03022"	"Basal transcription factors"	"-3.352"
"hsa04672"	"Intestinal immune network for IgA production"	"-4.084"
"hsa03460"	"Fanconi anemia pathway"	"-4.601"
"hsa03440"	"Homologous recombination"	"-4.658"
"hsa04130"	"SNARE interactions in vesicular transport"	"-5.218"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"-5.266"
"hsa05150"	"Staphylococcus aureus infection"	"-5.644"
"hsa04742"	"Taste transduction"	"-7.129"
"hsa03040"	"Spliceosome"	"-11.633"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-12.813"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-16.295"
