"Pathway"	"Z-score"
"Insulin resistance"	"4.688"
"Complement and coagulation cascades"	"4.608"
"Apoptosis - multiple species"	"4.501"
"MicroRNAs in cancer"	"4.391"
"Non-alcoholic fatty liver disease (NAFLD)"	"4.359"
"Primary immunodeficiency"	"4.307"
"Shigellosis"	"4.037"
"Small cell lung cancer"	"4.013"
"p53 signaling pathway"	"3.957"
"HIF-1 signaling pathway"	"3.877"
"Pancreatic cancer"	"3.634"
"Cellular senescence"	"3.385"
"Salmonella infection"	"3.305"
"FoxO signaling pathway"	"3.185"
"Pyrimidine metabolism"	"3.002"
"T cell receptor signaling pathway"	"2.929"
"PI3K-Akt signaling pathway"	"2.875"
"Proteoglycans in cancer"	"2.777"
"SNARE interactions in vesicular transport"	"2.777"
"Prion diseases"	"2.734"
"B cell receptor signaling pathway"	"2.701"
"Thyroid hormone signaling pathway"	"2.563"
"Chronic myeloid leukemia"	"2.451"
"RNA degradation"	"2.436"
"Type II diabetes mellitus"	"2.225"
"Ubiquitin mediated proteolysis"	"2.194"
"Fluid shear stress and atherosclerosis"	"2.155"
"Glycosphingolipid biosynthesis - ganglio series"	"2.131"
"Ovarian steroidogenesis"	"2.091"
"Amoebiasis"	"2.051"
"Amyotrophic lateral sclerosis (ALS)"	"2.002"
"Oxytocin signaling pathway"	"1.978"
"Prostate cancer"	"1.963"
"One carbon pool by folate"	"1.818"
"VEGF signaling pathway"	"1.806"
"Arachidonic acid metabolism"	"1.773"
"Serotonergic synapse"	"1.71"
"Alzheimer's disease"	"1.688"
"Central carbon metabolism in cancer"	"1.65"
"Neurotrophin signaling pathway"	"1.589"
"Endocytosis"	"1.573"
"Fc epsilon RI signaling pathway"	"1.569"
"Platelet activation"	"1.565"
"Glycolysis / Gluconeogenesis"	"1.563"
"Renal cell carcinoma"	"1.546"
"Non-small cell lung cancer"	"1.543"
"Folate biosynthesis"	"1.493"
"Adherens junction"	"1.485"
"alpha-Linolenic acid metabolism"	"1.484"
"Insulin signaling pathway"	"1.333"
"Linoleic acid metabolism"	"1.31"
"Hippo signaling pathway - multiple species"	"1.289"
"Galactose metabolism"	"1.252"
"Pentose phosphate pathway"	"1.215"
"Hypertrophic cardiomyopathy (HCM)"	"1.213"
"Colorectal cancer"	"1.166"
"Fructose and mannose metabolism"	"1.142"
"Longevity regulating pathway"	"1.135"
"MAPK signaling pathway"	"1.107"
"Fc gamma R-mediated phagocytosis"	"1.106"
"Choline metabolism in cancer"	"1.005"
"Thyroid cancer"	"0.983"
"Purine metabolism"	"0.946"
"Glycine, serine and threonine metabolism"	"0.928"
"Tryptophan metabolism"	"0.916"
"Bladder cancer"	"0.892"
"ABC transporters"	"0.814"
"Aminoacyl-tRNA biosynthesis"	"0.808"
"Leukocyte transendothelial migration"	"0.784"
"Ether lipid metabolism"	"0.751"
"Arginine and proline metabolism"	"0.707"
"Huntington's disease"	"0.705"
"Cocaine addiction"	"0.685"
"Mineral absorption"	"0.674"
"cAMP signaling pathway"	"0.653"
"Glutathione metabolism"	"0.617"
"Rap1 signaling pathway"	"0.607"
"Autophagy - animal"	"0.593"
"Regulation of lipolysis in adipocytes"	"0.58"
"Relaxin signaling pathway"	"0.561"
"Endometrial cancer"	"0.514"
"Long-term depression"	"0.501"
"Signaling pathways regulating pluripotency of stem cells"	"0.474"
"Longevity regulating pathway - multiple species"	"0.459"
"Parkinson's disease"	"0.441"
"Basal cell carcinoma"	"0.43"
"Mitophagy - animal"	"0.406"
"Breast cancer"	"0.381"
"Drug metabolism - other enzymes"	"0.368"
"Chemical carcinogenesis"	"0.317"
"Glioma"	"0.299"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.287"
"Melanoma"	"0.281"
"ECM-receptor interaction"	"0.167"
"Peroxisome"	"0.167"
"ErbB signaling pathway"	"0.143"
"Salivary secretion"	"0.072"
"Dilated cardiomyopathy (DCM)"	"0.064"
"Neuroactive ligand-receptor interaction"	"0.064"
"Morphine addiction"	"0.055"
"GnRH signaling pathway"	"0.054"
"Inflammatory mediator regulation of TRP channels"	"0.003"
"Pancreatic secretion"	"-0.004"
"Glycerophospholipid metabolism"	"-0.006"
"D-Arginine and D-ornithine metabolism"	"-0.095"
"Cholinergic synapse"	"-0.161"
"Biotin metabolism"	"-0.169"
"Glutamatergic synapse"	"-0.169"
"Lipoic acid metabolism"	"-0.184"
"Valine, leucine and isoleucine biosynthesis"	"-0.205"
"Sphingolipid signaling pathway"	"-0.215"
"AMPK signaling pathway"	"-0.22"
"Vascular smooth muscle contraction"	"-0.221"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.227"
"Caffeine metabolism"	"-0.231"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.231"
"D-Glutamine and D-glutamate metabolism"	"-0.239"
"Vitamin B6 metabolism"	"-0.251"
"Phosphonate and phosphinate metabolism"	"-0.252"
"Ras signaling pathway"	"-0.258"
"Cell cycle"	"-0.269"
"Riboflavin metabolism"	"-0.288"
"Sulfur relay system"	"-0.29"
"Synthesis and degradation of ketone bodies"	"-0.324"
"Sulfur metabolism"	"-0.326"
"Estrogen signaling pathway"	"-0.343"
"Taurine and hypotaurine metabolism"	"-0.343"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.343"
"Fatty acid biosynthesis"	"-0.358"
"Non-homologous end-joining"	"-0.369"
"Thiamine metabolism"	"-0.383"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.386"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.398"
"Phospholipase D signaling pathway"	"-0.4"
"Primary bile acid biosynthesis"	"-0.416"
"Selenocompound metabolism"	"-0.418"
"Phenylalanine metabolism"	"-0.42"
"Nitrogen metabolism"	"-0.423"
"Other glycan degradation"	"-0.424"
"Retrograde endocannabinoid signaling"	"-0.424"
"Ascorbate and aldarate metabolism"	"-0.43"
"Steroid biosynthesis"	"-0.436"
"Glycosaminoglycan degradation"	"-0.439"
"Gastric cancer"	"-0.45"
"Pantothenate and CoA biosynthesis"	"-0.451"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.456"
"Hippo signaling pathway"	"-0.462"
"Arginine biosynthesis"	"-0.467"
"Protein export"	"-0.483"
"Other types of O-glycan biosynthesis"	"-0.485"
"Cushing's syndrome"	"-0.489"
"Histidine metabolism"	"-0.49"
"Terpenoid backbone biosynthesis"	"-0.49"
"Proximal tubule bicarbonate reclamation"	"-0.491"
"Vitamin digestion and absorption"	"-0.496"
"Biosynthesis of unsaturated fatty acids"	"-0.497"
"Mannose type O-glycan biosynthesis"	"-0.497"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.501"
"Mismatch repair"	"-0.502"
"Renin-angiotensin system"	"-0.503"
"Pentose and glucuronate interconversions"	"-0.507"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.517"
"Maturity onset diabetes of the young"	"-0.527"
"Collecting duct acid secretion"	"-0.528"
"Protein processing in endoplasmic reticulum"	"-0.538"
"Fatty acid elongation"	"-0.539"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.539"
"Glyoxylate and dicarboxylate metabolism"	"-0.541"
"Butanoate metabolism"	"-0.548"
"Phototransduction"	"-0.551"
"RNA polymerase"	"-0.554"
"Mucin type O-glycan biosynthesis"	"-0.556"
"Citrate cycle (TCA cycle)"	"-0.558"
"Circadian rhythm"	"-0.561"
"RNA transport"	"-0.563"
"Hepatocellular carcinoma"	"-0.568"
"Propanoate metabolism"	"-0.569"
"beta-Alanine metabolism"	"-0.571"
"Autophagy - other"	"-0.577"
"Tight junction"	"-0.579"
"Porphyrin and chlorophyll metabolism"	"-0.588"
"Base excision repair"	"-0.597"
"Alanine, aspartate and glutamate metabolism"	"-0.611"
"Tyrosine metabolism"	"-0.611"
"Starch and sucrose metabolism"	"-0.614"
"Aldosterone-regulated sodium reabsorption"	"-0.618"
"DNA replication"	"-0.619"
"Ferroptosis"	"-0.641"
"Pyruvate metabolism"	"-0.645"
"Fat digestion and absorption"	"-0.649"
"Nicotine addiction"	"-0.658"
"Calcium signaling pathway"	"-0.661"
"Homologous recombination"	"-0.661"
"Cysteine and methionine metabolism"	"-0.677"
"Carbohydrate digestion and absorption"	"-0.683"
"Vasopressin-regulated water reabsorption"	"-0.683"
"Basal transcription factors"	"-0.685"
"Fatty acid degradation"	"-0.686"
"Sphingolipid metabolism"	"-0.699"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.701"
"Nucleotide excision repair"	"-0.704"
"Valine, leucine and isoleucine degradation"	"-0.706"
"Hedgehog signaling pathway"	"-0.707"
"Amino sugar and nucleotide sugar metabolism"	"-0.71"
"Notch signaling pathway"	"-0.719"
"Vibrio cholerae infection"	"-0.72"
"N-Glycan biosynthesis"	"-0.723"
"Steroid hormone biosynthesis"	"-0.723"
"Cholesterol metabolism"	"-0.732"
"Retinol metabolism"	"-0.744"
"Fanconi anemia pathway"	"-0.745"
"Focal adhesion"	"-0.745"
"Pathogenic Escherichia coli infection"	"-0.761"
"Drug metabolism - cytochrome P450"	"-0.792"
"Lysine degradation"	"-0.794"
"Glycerolipid metabolism"	"-0.799"
"Metabolism of xenobiotics by cytochrome P450"	"-0.808"
"Regulation of actin cytoskeleton"	"-0.808"
"Cortisol synthesis and secretion"	"-0.811"
"Synaptic vesicle cycle"	"-0.811"
"Renin secretion"	"-0.84"
"Long-term potentiation"	"-0.85"
"Bile secretion"	"-0.858"
"Amphetamine addiction"	"-0.865"
"Inositol phosphate metabolism"	"-0.869"
"Bacterial invasion of epithelial cells"	"-0.875"
"PPAR signaling pathway"	"-0.878"
"Thyroid hormone synthesis"	"-0.88"
"Gastric acid secretion"	"-0.889"
"Ribosome biogenesis in eukaryotes"	"-0.911"
"Cardiac muscle contraction"	"-0.914"
"Taste transduction"	"-0.934"
"TGF-beta signaling pathway"	"-0.936"
"Insulin secretion"	"-0.94"
"GABAergic synapse"	"-0.962"
"Gap junction"	"-0.965"
"Protein digestion and absorption"	"-0.965"
"mRNA surveillance pathway"	"-0.979"
"Progesterone-mediated oocyte maturation"	"-0.991"
"Aldosterone synthesis and secretion"	"-1.005"
"Circadian entrainment"	"-1.008"
"Phosphatidylinositol signaling system"	"-1.016"
"Melanogenesis"	"-1.036"
"Glucagon signaling pathway"	"-1.045"
"Oocyte meiosis"	"-1.12"
"Lysosome"	"-1.153"
"Ribosome"	"-1.167"
"Dopaminergic synapse"	"-1.168"
"Spliceosome"	"-1.18"
"Oxidative phosphorylation"	"-1.181"
"Apelin signaling pathway"	"-1.186"
"Wnt signaling pathway"	"-1.231"
"Adrenergic signaling in cardiomyocytes"	"-1.235"
"mTOR signaling pathway"	"-1.265"
"cGMP-PKG signaling pathway"	"-1.292"
"Axon guidance"	"-1.344"
"Alcoholism"	"-1.379"
"Thermogenesis"	"-1.549"
"Olfactory transduction"	"-2.109"
