"Pathway"	"zscore"
"Taurine and hypotaurine metabolism"	"4.562"
"Hippo signaling pathway - multiple species"	"4.442"
"Ubiquitin mediated proteolysis"	"4.377"
"Phagosome"	"4.255"
"Transcriptional misregulation in cancer"	"4.097"
"Aldosterone synthesis and secretion"	"3.983"
"Synaptic vesicle cycle"	"3.881"
"alpha-Linolenic acid metabolism"	"3.759"
"Biosynthesis of unsaturated fatty acids"	"3.565"
"Nitrogen metabolism"	"3.34"
"Drug metabolism - other enzymes"	"3.325"
"Fatty acid elongation"	"3.27"
"Glutamatergic synapse"	"3.236"
"Gastric acid secretion"	"3.147"
"Circadian rhythm"	"3.119"
"Calcium signaling pathway"	"3.038"
"Glycolysis / Gluconeogenesis"	"3.014"
"Legionellosis"	"2.974"
"Hypertrophic cardiomyopathy (HCM)"	"2.892"
"Staphylococcus aureus infection"	"2.851"
"Alcoholism"	"2.772"
"Basal cell carcinoma"	"2.767"
"Riboflavin metabolism"	"2.746"
"Cholesterol metabolism"	"2.743"
"Rheumatoid arthritis"	"2.651"
"Autophagy - other"	"2.624"
"Propanoate metabolism"	"2.622"
"Thyroid hormone synthesis"	"2.603"
"Glutathione metabolism"	"2.497"
"Glycosaminoglycan degradation"	"2.452"
"Cocaine addiction"	"2.417"
"Cytosolic DNA-sensing pathway"	"2.358"
"Salivary secretion"	"2.328"
"Galactose metabolism"	"2.241"
"Glycine, serine and threonine metabolism"	"2.184"
"Retrograde endocannabinoid signaling"	"2.135"
"Vitamin digestion and absorption"	"2.108"
"Folate biosynthesis"	"1.963"
"Ether lipid metabolism"	"1.959"
"Fructose and mannose metabolism"	"1.9"
"Other glycan degradation"	"1.824"
"Pentose phosphate pathway"	"1.824"
"Hedgehog signaling pathway"	"1.803"
"ABC transporters"	"1.796"
"Glycosphingolipid biosynthesis - ganglio series"	"1.666"
"Insulin secretion"	"1.634"
"Neomycin, kanamycin and gentamicin biosynthesis"	"1.54"
"Amino sugar and nucleotide sugar metabolism"	"1.475"
"Tyrosine metabolism"	"1.401"
"Starch and sucrose metabolism"	"1.204"
"Pyruvate metabolism"	"1.201"
"Bile secretion"	"1.2"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"1.181"
"Cysteine and methionine metabolism"	"1.164"
"Cortisol synthesis and secretion"	"1.097"
"Biotin metabolism"	"1.075"
"Notch signaling pathway"	"1.041"
"Sulfur relay system"	"1.025"
"Parkinson's disease"	"0.971"
"Fatty acid biosynthesis"	"0.851"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.847"
"Systemic lupus erythematosus"	"0.825"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"0.802"
"Serotonergic synapse"	"0.795"
"Protein digestion and absorption"	"0.71"
"Phenylalanine metabolism"	"0.694"
"Alanine, aspartate and glutamate metabolism"	"0.51"
"Morphine addiction"	"0.461"
"Pentose and glucuronate interconversions"	"0.459"
"Protein processing in endoplasmic reticulum"	"0.382"
"Mineral absorption"	"0.365"
"Citrate cycle (TCA cycle)"	"0.342"
"Glycerophospholipid metabolism"	"0.325"
"Non-homologous end-joining"	"0.322"
"Renin secretion"	"0.318"
"Glycerolipid metabolism"	"0.302"
"Ovarian steroidogenesis"	"0.268"
"ECM-receptor interaction"	"0.259"
"Aminoacyl-tRNA biosynthesis"	"0.256"
"Dilated cardiomyopathy (DCM)"	"0.225"
"Thiamine metabolism"	"0.201"
"Arachidonic acid metabolism"	"0.18"
"PPAR signaling pathway"	"0.117"
"Vitamin B6 metabolism"	"0.112"
"Valine, leucine and isoleucine biosynthesis"	"0.107"
"Proximal tubule bicarbonate reclamation"	"0.088"
"Phototransduction"	"0.038"
"Sulfur metabolism"	"0.033"
"Sphingolipid metabolism"	"0.024"
"Fatty acid degradation"	"-0.036"
"Valine, leucine and isoleucine degradation"	"-0.083"
"D-Arginine and D-ornithine metabolism"	"-0.127"
"Lipoic acid metabolism"	"-0.282"
"Peroxisome"	"-0.356"
"D-Glutamine and D-glutamate metabolism"	"-0.369"
"Vibrio cholerae infection"	"-0.395"
"Fat digestion and absorption"	"-0.476"
"Glyoxylate and dicarboxylate metabolism"	"-0.581"
"Vasopressin-regulated water reabsorption"	"-0.702"
"beta-Alanine metabolism"	"-0.708"
"Linoleic acid metabolism"	"-0.713"
"Nicotinate and nicotinamide metabolism"	"-0.733"
"Drug metabolism - cytochrome P450"	"-0.784"
"Huntington's disease"	"-0.924"
"Tryptophan metabolism"	"-0.937"
"Terpenoid backbone biosynthesis"	"-0.975"
"Butanoate metabolism"	"-0.98"
"Pantothenate and CoA biosynthesis"	"-1.024"
"Ferroptosis"	"-1.12"
"Arginine biosynthesis"	"-1.136"
"Renin-angiotensin system"	"-1.226"
"Metabolism of xenobiotics by cytochrome P450"	"-1.264"
"Ascorbate and aldarate metabolism"	"-1.319"
"Selenocompound metabolism"	"-1.323"
"Primary bile acid biosynthesis"	"-1.374"
"GABAergic synapse"	"-1.428"
"Histidine metabolism"	"-1.439"
"Synthesis and degradation of ketone bodies"	"-1.456"
"Arginine and proline metabolism"	"-1.481"
"Caffeine metabolism"	"-1.481"
"One carbon pool by folate"	"-1.546"
"Chemical carcinogenesis"	"-1.572"
"Collecting duct acid secretion"	"-1.625"
"Cardiac muscle contraction"	"-1.632"
"Base excision repair"	"-1.664"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.81"
"Steroid biosynthesis"	"-1.815"
"RNA degradation"	"-1.87"
"Lysine degradation"	"-1.918"
"N-Glycan biosynthesis"	"-1.934"
"Other types of O-glycan biosynthesis"	"-2.004"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-2.111"
"Porphyrin and chlorophyll metabolism"	"-2.21"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-2.398"
"Mannose type O-glycan biosynthesis"	"-2.488"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.635"
"Mucin type O-glycan biosynthesis"	"-2.648"
"Complement and coagulation cascades"	"-2.66"
"Retinol metabolism"	"-2.706"
"Maturity onset diabetes of the young"	"-2.774"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-2.796"
"Phosphonate and phosphinate metabolism"	"-2.875"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-3.093"
"SNARE interactions in vesicular transport"	"-3.2"
"Homologous recombination"	"-3.415"
"Proteasome"	"-3.537"
"Protein export"	"-3.567"
"DNA replication"	"-4.03"
"Oxidative phosphorylation"	"-4.436"
"Steroid hormone biosynthesis"	"-4.459"
"Fanconi anemia pathway"	"-4.961"
"Mismatch repair"	"-5.258"
"Purine metabolism"	"-5.955"
"Ribosome biogenesis in eukaryotes"	"-5.965"
"Pyrimidine metabolism"	"-6.13"
"Ribosome"	"-6.198"
"RNA transport"	"-6.783"
"Nucleotide excision repair"	"-6.911"
"mRNA surveillance pathway"	"-7.217"
"Taste transduction"	"-7.334"
"Basal transcription factors"	"-7.503"
"RNA polymerase"	"-9.321"
"Neuroactive ligand-receptor interaction"	"-12.495"
"Spliceosome"	"-12.634"
