"Pathway"	"Z-score"
"Non-alcoholic fatty liver disease (NAFLD) - Homo sapiens (human)"	"12.404"
"Platelet activation - Homo sapiens (human)"	"12.401"
"Leukocyte transendothelial migration - Homo sapiens (human)"	"12.345"
"Progesterone-mediated oocyte maturation - Homo sapiens (human)"	"12.292"
"Adherens junction - Homo sapiens (human)"	"12.251"
"Aldosterone-regulated sodium reabsorption - Homo sapiens (human)"	"12.169"
"Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)"	"11.995"
"Primary immunodeficiency - Homo sapiens (human)"	"11.988"
"Phosphatidylinositol signaling system - Homo sapiens (human)"	"11.439"
"Long-term potentiation - Homo sapiens (human)"	"11.387"
"Relaxin signaling pathway - Homo sapiens (human)"	"11.369"
"Oxytocin signaling pathway - Homo sapiens (human)"	"11.348"
"Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)"	"11.295"
"Autoimmune thyroid disease - Homo sapiens (human)"	"11.25"
"IL-17 signaling pathway - Homo sapiens (human)"	"11.01"
"Bladder cancer - Homo sapiens (human)"	"10.976"
"Chemokine signaling pathway - Homo sapiens (human)"	"10.553"
"Necroptosis - Homo sapiens (human)"	"10.387"
"Estrogen signaling pathway - Homo sapiens (human)"	"10.34"
"Salmonella infection - Homo sapiens (human)"	"10.206"
"Graft-versus-host disease - Homo sapiens (human)"	"9.913"
