"ID"	"Pathway"	"Z-score"
"hsa05216"	"Thyroid cancer"	"7.159"
"hsa04110"	"Cell cycle"	"7.055"
"hsa04310"	"Wnt signaling pathway"	"6.912"
"hsa04540"	"Gap junction"	"6.882"
"hsa04922"	"Glucagon signaling pathway"	"6.777"
"hsa04350"	"TGF-beta signaling pathway"	"6.722"
"hsa05169"	"Epstein-Barr virus infection"	"6.545"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"6.54"
"hsa04137"	"Mitophagy - animal"	"6.487"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"6.348"
"hsa04672"	"Intestinal immune network for IgA production"	"6.294"
"hsa05010"	"Alzheimer,s disease"	"6.293"
"hsa05020"	"Prion diseases"	"6.26"
"hsa04728"	"Dopaminergic synapse"	"6.258"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"6.211"
"hsa04270"	"Vascular smooth muscle contraction"	"6.063"
"hsa04142"	"Lysosome"	"5.476"
"hsa04612"	"Antigen processing and presentation"	"5.412"
"hsa05031"	"Amphetamine addiction"	"5.184"
"hsa05146"	"Amoebiasis"	"5.092"
"hsa04713"	"Circadian entrainment"	"4.981"
"hsa04972"	"Pancreatic secretion"	"4.889"
"hsa05144"	"Malaria"	"4.882"
"hsa05143"	"African trypanosomiasis"	"4.664"
"hsa00430"	"Taurine and hypotaurine metabolism"	"4.562"
"hsa04392"	"Hippo signaling pathway - multiple species"	"4.442"
"hsa04120"	"Ubiquitin mediated proteolysis"	"4.377"
"hsa04145"	"Phagosome"	"4.255"
"hsa05202"	"Transcriptional misregulation in cancer"	"4.097"
"hsa04925"	"Aldosterone synthesis and secretion"	"3.983"
"hsa04721"	"Synaptic vesicle cycle"	"3.881"
"hsa00592"	"alpha-Linolenic acid metabolism"	"3.759"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"3.565"
"hsa00910"	"Nitrogen metabolism"	"3.34"
"hsa00983"	"Drug metabolism - other enzymes"	"3.325"
"hsa00062"	"Fatty acid elongation"	"3.27"
"hsa04724"	"Glutamatergic synapse"	"3.236"
"hsa04971"	"Gastric acid secretion"	"3.147"
"hsa04710"	"Circadian rhythm"	"3.119"
"hsa04020"	"Calcium signaling pathway"	"3.038"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"3.014"
"hsa05134"	"Legionellosis"	"2.974"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"2.892"
"hsa05150"	"Staphylococcus aureus infection"	"2.851"
"hsa05034"	"Alcoholism"	"2.772"
"hsa05217"	"Basal cell carcinoma"	"2.767"
"hsa00740"	"Riboflavin metabolism"	"2.746"
"hsa04979"	"Cholesterol metabolism"	"2.743"
"hsa05323"	"Rheumatoid arthritis"	"2.651"
"hsa04136"	"Autophagy - other"	"2.624"
"hsa00640"	"Propanoate metabolism"	"2.622"
"hsa04918"	"Thyroid hormone synthesis"	"2.603"
"hsa00480"	"Glutathione metabolism"	"2.497"
"hsa00531"	"Glycosaminoglycan degradation"	"2.452"
"hsa05030"	"Cocaine addiction"	"2.417"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"2.358"
"hsa04970"	"Salivary secretion"	"2.328"
"hsa00052"	"Galactose metabolism"	"2.241"
"hsa00260"	"Glycine, serine and threonine metabolism"	"2.184"
"hsa04723"	"Retrograde endocannabinoid signaling"	"2.135"
"hsa04977"	"Vitamin digestion and absorption"	"2.108"
"hsa00790"	"Folate biosynthesis"	"1.963"
"hsa00565"	"Ether lipid metabolism"	"1.959"
"hsa00051"	"Fructose and mannose metabolism"	"1.9"
"hsa00511"	"Other glycan degradation"	"1.824"
"hsa00030"	"Pentose phosphate pathway"	"1.824"
"hsa04340"	"Hedgehog signaling pathway"	"1.803"
"hsa02010"	"ABC transporters"	"1.796"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"1.666"
"hsa04911"	"Insulin secretion"	"1.634"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"1.54"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"1.475"
"hsa00350"	"Tyrosine metabolism"	"1.401"
"hsa00500"	"Starch and sucrose metabolism"	"1.204"
"hsa00620"	"Pyruvate metabolism"	"1.201"
"hsa04976"	"Bile secretion"	"1.2"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"1.181"
"hsa00270"	"Cysteine and methionine metabolism"	"1.164"
"hsa04927"	"Cortisol synthesis and secretion"	"1.097"
"hsa00780"	"Biotin metabolism"	"1.075"
"hsa04330"	"Notch signaling pathway"	"1.041"
"hsa04122"	"Sulfur relay system"	"1.025"
"hsa05012"	"Parkinson,s disease"	"0.971"
"hsa00061"	"Fatty acid biosynthesis"	"0.851"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.847"
"hsa05322"	"Systemic lupus erythematosus"	"0.825"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"0.802"
"hsa04726"	"Serotonergic synapse"	"0.795"
"hsa04974"	"Protein digestion and absorption"	"0.71"
"hsa00360"	"Phenylalanine metabolism"	"0.694"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"0.51"
"hsa05032"	"Morphine addiction"	"0.461"
"hsa00040"	"Pentose and glucuronate interconversions"	"0.459"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"0.382"
"hsa04978"	"Mineral absorption"	"0.365"
"hsa00020"	"Citrate cycle (TCA cycle)"	"0.342"
"hsa00564"	"Glycerophospholipid metabolism"	"0.325"
"hsa03450"	"Non-homologous end-joining"	"0.322"
"hsa04924"	"Renin secretion"	"0.318"
"hsa00561"	"Glycerolipid metabolism"	"0.302"
"hsa04913"	"Ovarian steroidogenesis"	"0.268"
"hsa04512"	"ECM-receptor interaction"	"0.259"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"0.256"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"0.225"
"hsa00730"	"Thiamine metabolism"	"0.201"
"hsa00590"	"Arachidonic acid metabolism"	"0.18"
"hsa03320"	"PPAR signaling pathway"	"0.117"
"hsa00750"	"Vitamin B6 metabolism"	"0.112"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"0.107"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"0.088"
"hsa04744"	"Phototransduction"	"0.038"
"hsa00920"	"Sulfur metabolism"	"0.033"
"hsa00600"	"Sphingolipid metabolism"	"0.024"
"hsa00071"	"Fatty acid degradation"	"-0.036"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-0.083"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.127"
"hsa00785"	"Lipoic acid metabolism"	"-0.282"
"hsa04146"	"Peroxisome"	"-0.356"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.369"
"hsa05110"	"Vibrio cholerae infection"	"-0.395"
"hsa04975"	"Fat digestion and absorption"	"-0.476"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-0.581"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-0.702"
"hsa00410"	"beta-Alanine metabolism"	"-0.708"
"hsa00591"	"Linoleic acid metabolism"	"-0.713"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-0.733"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-0.784"
"hsa05016"	"Huntington,s disease"	"-0.924"
"hsa00380"	"Tryptophan metabolism"	"-0.937"
"hsa00900"	"Terpenoid backbone biosynthesis"	"-0.975"
"hsa00650"	"Butanoate metabolism"	"-0.98"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"-1.024"
"hsa04216"	"Ferroptosis"	"-1.12"
"hsa00220"	"Arginine biosynthesis"	"-1.136"
"hsa04614"	"Renin-angiotensin system"	"-1.226"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-1.264"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-1.319"
"hsa00450"	"Selenocompound metabolism"	"-1.323"
"hsa00120"	"Primary bile acid biosynthesis"	"-1.374"
"hsa04727"	"GABAergic synapse"	"-1.428"
"hsa00340"	"Histidine metabolism"	"-1.439"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-1.456"
"hsa00330"	"Arginine and proline metabolism"	"-1.481"
"hsa00232"	"Caffeine metabolism"	"-1.481"
"hsa00670"	"One carbon pool by folate"	"-1.546"
"hsa05204"	"Chemical carcinogenesis"	"-1.572"
"hsa04966"	"Collecting duct acid secretion"	"-1.625"
"hsa04260"	"Cardiac muscle contraction"	"-1.632"
"hsa03410"	"Base excision repair"	"-1.664"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.81"
"hsa00100"	"Steroid biosynthesis"	"-1.815"
"hsa03018"	"RNA degradation"	"-1.87"
"hsa00310"	"Lysine degradation"	"-1.918"
"hsa00510"	"N-Glycan biosynthesis"	"-1.934"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-2.004"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-2.111"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-2.21"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-2.398"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-2.488"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.635"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-2.648"
"hsa04610"	"Complement and coagulation cascades"	"-2.66"
"hsa00830"	"Retinol metabolism"	"-2.706"
"hsa04950"	"Maturity onset diabetes of the young"	"-2.774"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-2.796"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"-2.875"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-3.093"
"hsa04130"	"SNARE interactions in vesicular transport"	"-3.2"
"hsa03440"	"Homologous recombination"	"-3.415"
"hsa03050"	"Proteasome"	"-3.537"
"hsa03060"	"Protein export"	"-3.567"
"hsa03030"	"DNA replication"	"-4.03"
"hsa00190"	"Oxidative phosphorylation"	"-4.436"
"hsa00140"	"Steroid hormone biosynthesis"	"-4.459"
"hsa03460"	"Fanconi anemia pathway"	"-4.961"
"hsa03430"	"Mismatch repair"	"-5.258"
"hsa00230"	"Purine metabolism"	"-5.955"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-5.965"
"hsa00240"	"Pyrimidine metabolism"	"-6.13"
"hsa03010"	"Ribosome"	"-6.198"
"hsa03013"	"RNA transport"	"-6.783"
"hsa03420"	"Nucleotide excision repair"	"-6.911"
"hsa03015"	"mRNA surveillance pathway"	"-7.217"
"hsa04742"	"Taste transduction"	"-7.334"
"hsa03022"	"Basal transcription factors"	"-7.503"
"hsa03020"	"RNA polymerase"	"-9.321"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-12.495"
"hsa03040"	"Spliceosome"	"-12.634"
