"ID"	"Pathway"	"Z-score"
"hsa00061"	"Fatty acid biosynthesis"	"3.391"
"hsa04910"	"Insulin signaling pathway"	"3.35"
"hsa00450"	"Selenocompound metabolism"	"3.231"
"hsa00531"	"Glycosaminoglycan degradation"	"3.219"
"hsa00350"	"Tyrosine metabolism"	"3.163"
"hsa04918"	"Thyroid hormone synthesis"	"3.14"
"hsa00640"	"Propanoate metabolism"	"3.109"
"hsa05034"	"Alcoholism"	"3.08"
"hsa00360"	"Phenylalanine metabolism"	"3.059"
"hsa04922"	"Glucagon signaling pathway"	"2.971"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"2.953"
"hsa00230"	"Purine metabolism"	"2.931"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"2.91"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"2.907"
"hsa00071"	"Fatty acid degradation"	"2.905"
"hsa04915"	"Estrogen signaling pathway"	"2.801"
"hsa05169"	"Epstein-Barr virus infection"	"2.783"
"hsa05020"	"Prion diseases"	"2.708"
"hsa04010"	"MAPK signaling pathway"	"2.671"
"hsa05230"	"Central carbon metabolism in cancer"	"2.614"
"hsa00983"	"Drug metabolism - other enzymes"	"2.554"
"hsa04540"	"Gap junction"	"2.488"
"hsa00340"	"Histidine metabolism"	"2.418"
"hsa00910"	"Nitrogen metabolism"	"2.392"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"2.374"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"2.356"
"hsa04136"	"Autophagy - other"	"2.321"
"hsa05031"	"Amphetamine addiction"	"2.292"
"hsa00410"	"beta-Alanine metabolism"	"2.205"
"hsa03050"	"Proteasome"	"2.079"
"hsa05145"	"Toxoplasmosis"	"2.025"
"hsa04146"	"Peroxisome"	"1.952"
"hsa04210"	"Apoptosis"	"1.942"
"hsa04152"	"AMPK signaling pathway"	"1.935"
"hsa00650"	"Butanoate metabolism"	"1.866"
"hsa00053"	"Ascorbate and aldarate metabolism"	"1.818"
"hsa03030"	"DNA replication"	"1.802"
"hsa03450"	"Non-homologous end-joining"	"1.774"
"hsa00040"	"Pentose and glucuronate interconversions"	"1.738"
"hsa00240"	"Pyrimidine metabolism"	"1.631"
"hsa04975"	"Fat digestion and absorption"	"1.607"
"hsa04211"	"Longevity regulating pathway"	"1.584"
"hsa00510"	"N-Glycan biosynthesis"	"1.529"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"1.528"
"hsa00750"	"Vitamin B6 metabolism"	"1.494"
"hsa04140"	"Autophagy - animal"	"1.477"
"hsa04721"	"Synaptic vesicle cycle"	"1.433"
"hsa04340"	"Hedgehog signaling pathway"	"1.428"
"hsa00310"	"Lysine degradation"	"1.388"
"hsa00511"	"Other glycan degradation"	"1.335"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"1.116"
"hsa04218"	"Cellular senescence"	"1.064"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"1"
"hsa05215"	"Prostate cancer"	"0.995"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"0.933"
"hsa05140"	"Leishmaniasis"	"0.903"
"hsa04657"	"IL-17 signaling pathway"	"0.878"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"0.873"
"hsa04151"	"PI3K-Akt signaling pathway"	"0.776"
"hsa03320"	"PPAR signaling pathway"	"0.765"
"hsa00592"	"alpha-Linolenic acid metabolism"	"0.735"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"0.715"
"hsa05323"	"Rheumatoid arthritis"	"0.673"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"0.664"
"hsa04720"	"Long-term potentiation"	"0.606"
"hsa00740"	"Riboflavin metabolism"	"0.554"
"hsa02010"	"ABC transporters"	"0.534"
"hsa00564"	"Glycerophospholipid metabolism"	"0.526"
"hsa00730"	"Thiamine metabolism"	"0.5"
"hsa04137"	"Mitophagy - animal"	"0.427"
"hsa04931"	"Insulin resistance"	"0.417"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.38"
"hsa00790"	"Folate biosynthesis"	"0.344"
"hsa05144"	"Malaria"	"0.336"
"hsa04722"	"Neurotrophin signaling pathway"	"0.243"
"hsa04940"	"Type I diabetes mellitus"	"0.238"
"hsa04921"	"Oxytocin signaling pathway"	"0.237"
"hsa04710"	"Circadian rhythm"	"0.232"
"hsa04216"	"Ferroptosis"	"0.222"
"hsa00780"	"Biotin metabolism"	"0.157"
"hsa04114"	"Oocyte meiosis"	"0.086"
"hsa03430"	"Mismatch repair"	"0.031"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"-0.014"
"hsa04950"	"Maturity onset diabetes of the young"	"-0.022"
"hsa04621"	"NOD-like receptor signaling pathway"	"-0.1"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.12"
"hsa05166"	"HTLV-I infection"	"-0.137"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-0.31"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.323"
"hsa04977"	"Vitamin digestion and absorption"	"-0.387"
"hsa03410"	"Base excision repair"	"-0.412"
"hsa05330"	"Allograft rejection"	"-0.435"
"hsa05320"	"Autoimmune thyroid disease"	"-0.461"
"hsa04728"	"Dopaminergic synapse"	"-0.483"
"hsa05133"	"Pertussis"	"-0.535"
"hsa00120"	"Primary bile acid biosynthesis"	"-0.579"
"hsa04142"	"Lysosome"	"-0.591"
"hsa04979"	"Cholesterol metabolism"	"-0.61"
"hsa00100"	"Steroid biosynthesis"	"-0.614"
"hsa04740"	"Olfactory transduction"	"-0.617"
"hsa04625"	"C-type lectin receptor signaling pathway"	"-0.618"
"hsa04022"	"cGMP-PKG signaling pathway"	"-0.628"
"hsa05152"	"Tuberculosis"	"-0.632"
"hsa04530"	"Tight junction"	"-0.65"
"hsa00430"	"Taurine and hypotaurine metabolism"	"-0.668"
"hsa04927"	"Cortisol synthesis and secretion"	"-0.693"
"hsa04659"	"Th17 cell differentiation"	"-0.713"
"hsa04925"	"Aldosterone synthesis and secretion"	"-0.729"
"hsa04973"	"Carbohydrate digestion and absorption"	"-0.751"
"hsa05168"	"Herpes simplex infection"	"-0.766"
"hsa05030"	"Cocaine addiction"	"-0.796"
"hsa04917"	"Prolactin signaling pathway"	"-0.8"
"hsa04911"	"Insulin secretion"	"-0.82"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"-0.846"
"hsa04512"	"ECM-receptor interaction"	"-0.883"
"hsa05143"	"African trypanosomiasis"	"-0.886"
"hsa05203"	"Viral carcinogenesis"	"-0.9"
"hsa05202"	"Transcriptional misregulation in cancer"	"-0.908"
"hsa00562"	"Inositol phosphate metabolism"	"-0.921"
"hsa05216"	"Thyroid cancer"	"-0.933"
"hsa04380"	"Osteoclast differentiation"	"-0.942"
"hsa04310"	"Wnt signaling pathway"	"-0.951"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"-0.976"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"-0.982"
"hsa00600"	"Sphingolipid metabolism"	"-0.988"
"hsa05332"	"Graft-versus-host disease"	"-0.997"
"hsa04930"	"Type II diabetes mellitus"	"-0.997"
"hsa04974"	"Protein digestion and absorption"	"-1.055"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"-1.061"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"-1.064"
"hsa05221"	"Acute myeloid leukemia"	"-1.1"
"hsa05416"	"Viral myocarditis"	"-1.105"
"hsa04270"	"Vascular smooth muscle contraction"	"-1.124"
"hsa05160"	"Hepatitis C"	"-1.127"
"hsa04115"	"p53 signaling pathway"	"-1.143"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-1.154"
"hsa05340"	"Primary immunodeficiency"	"-1.185"
"hsa05205"	"Proteoglycans in cancer"	"-1.227"
"hsa04913"	"Ovarian steroidogenesis"	"-1.275"
"hsa04390"	"Hippo signaling pathway"	"-1.287"
"hsa00830"	"Retinol metabolism"	"-1.293"
"hsa05219"	"Bladder cancer"	"-1.365"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"-1.368"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"-1.372"
"hsa04070"	"Phosphatidylinositol signaling system"	"-1.392"
"hsa04392"	"Hippo signaling pathway - multiple species"	"-1.405"
"hsa04620"	"Toll-like receptor signaling pathway"	"-1.408"
"hsa04912"	"GnRH signaling pathway"	"-1.413"
"hsa00785"	"Lipoic acid metabolism"	"-1.457"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"-1.466"
"hsa04970"	"Salivary secretion"	"-1.466"
"hsa00920"	"Sulfur metabolism"	"-1.481"
"hsa04012"	"ErbB signaling pathway"	"-1.483"
"hsa05132"	"Salmonella infection"	"-1.488"
"hsa00232"	"Caffeine metabolism"	"-1.495"
"hsa04350"	"TGF-beta signaling pathway"	"-1.518"
"hsa04668"	"TNF signaling pathway"	"-1.539"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"-1.542"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-1.579"
"hsa04662"	"B cell receptor signaling pathway"	"-1.584"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.586"
"hsa04658"	"Th1 and Th2 cell differentiation"	"-1.587"
"hsa04144"	"Endocytosis"	"-1.617"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-1.631"
"hsa03420"	"Nucleotide excision repair"	"-1.641"
"hsa05033"	"Nicotine addiction"	"-1.665"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"-1.683"
"hsa05218"	"Melanoma"	"-1.686"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-1.689"
"hsa05214"	"Glioma"	"-1.693"
"hsa04371"	"Apelin signaling pathway"	"-1.694"
"hsa04068"	"FoxO signaling pathway"	"-1.701"
"hsa05211"	"Renal cell carcinoma"	"-1.707"
"hsa05231"	"Choline metabolism in cancer"	"-1.739"
"hsa04976"	"Bile secretion"	"-1.74"
"hsa04919"	"Thyroid hormone signaling pathway"	"-1.742"
"hsa04122"	"Sulfur relay system"	"-1.756"
"hsa00062"	"Fatty acid elongation"	"-1.771"
"hsa00190"	"Oxidative phosphorylation"	"-1.795"
"hsa04611"	"Platelet activation"	"-1.798"
"hsa04640"	"Hematopoietic cell lineage"	"-1.809"
"hsa04130"	"SNARE interactions in vesicular transport"	"-1.83"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-1.853"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-1.929"
"hsa05222"	"Small cell lung cancer"	"-1.982"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"-2.003"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-2.044"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-2.129"
"hsa03440"	"Homologous recombination"	"-2.167"
"hsa03020"	"RNA polymerase"	"-2.169"
"hsa04370"	"VEGF signaling pathway"	"-2.187"
"hsa05310"	"Asthma"	"-2.195"
"hsa04744"	"Phototransduction"	"-2.203"
"hsa05224"	"Breast cancer"	"-2.25"
"hsa04215"	"Apoptosis - multiple species"	"-2.255"
"hsa04260"	"Cardiac muscle contraction"	"-2.273"
"hsa05213"	"Endometrial cancer"	"-2.349"
"hsa00565"	"Ether lipid metabolism"	"-2.363"
"hsa00140"	"Steroid hormone biosynthesis"	"-2.363"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-2.384"
"hsa04630"	"Jak-STAT signaling pathway"	"-2.399"
"hsa05161"	"Hepatitis B"	"-2.439"
"hsa04730"	"Long-term depression"	"-2.45"
"hsa04064"	"NF-kappa B signaling pathway"	"-2.464"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-2.475"
"hsa05210"	"Colorectal cancer"	"-2.56"
"hsa04978"	"Mineral absorption"	"-2.57"
"hsa04924"	"Renin secretion"	"-2.595"
"hsa04672"	"Intestinal immune network for IgA production"	"-2.648"
"hsa05131"	"Shigellosis"	"-2.655"
"hsa04920"	"Adipocytokine signaling pathway"	"-2.658"
"hsa04971"	"Gastric acid secretion"	"-2.667"
"hsa04727"	"GABAergic synapse"	"-2.675"
"hsa03022"	"Basal transcription factors"	"-2.759"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"-2.763"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.811"
"hsa04660"	"T cell receptor signaling pathway"	"-2.825"
"hsa04614"	"Renin-angiotensin system"	"-2.853"
"hsa00590"	"Arachidonic acid metabolism"	"-2.878"
"hsa04916"	"Melanogenesis"	"-2.916"
"hsa00591"	"Linoleic acid metabolism"	"-2.948"
"hsa04510"	"Focal adhesion"	"-2.964"
"hsa05206"	"MicroRNAs in cancer"	"-2.979"
"hsa05226"	"Gastric cancer"	"-3.001"
"hsa04972"	"Pancreatic secretion"	"-3.016"
"hsa05204"	"Chemical carcinogenesis"	"-3.073"
"hsa05165"	"Human papillomavirus infection"	"-3.135"
"hsa05223"	"Non-small cell lung cancer"	"-3.164"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-3.176"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"-3.216"
"hsa04664"	"Fc epsilon RI signaling pathway"	"-3.256"
"hsa05012"	"Parkinson,s disease"	"-3.348"
"hsa04934"	"Cushing,s syndrome"	"-3.353"
"hsa04926"	"Relaxin signaling pathway"	"-3.422"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"-3.424"
"hsa04713"	"Circadian entrainment"	"-3.433"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-3.485"
"hsa04110"	"Cell cycle"	"-3.525"
"hsa05225"	"Hepatocellular carcinoma"	"-3.56"
"hsa05220"	"Chronic myeloid leukemia"	"-3.611"
"hsa05100"	"Bacterial invasion of epithelial cells"	"-3.64"
"hsa03460"	"Fanconi anemia pathway"	"-3.651"
"hsa05146"	"Amoebiasis"	"-3.654"
"hsa04120"	"Ubiquitin mediated proteolysis"	"-3.712"
"hsa04014"	"Ras signaling pathway"	"-3.764"
"hsa04330"	"Notch signaling pathway"	"-3.787"
"hsa04520"	"Adherens junction"	"-3.927"
"hsa05212"	"Pancreatic cancer"	"-4.015"
"hsa05217"	"Basal cell carcinoma"	"-4.034"
"hsa04670"	"Leukocyte transendothelial migration"	"-4.086"
"hsa05032"	"Morphine addiction"	"-4.255"
"hsa04714"	"Thermogenesis"	"-4.369"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"-4.451"
"hsa04610"	"Complement and coagulation cascades"	"-4.619"
"hsa04071"	"Sphingolipid signaling pathway"	"-4.669"
"hsa04810"	"Regulation of actin cytoskeleton"	"-4.732"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"-4.888"
"hsa04725"	"Cholinergic synapse"	"-5.033"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"-5.099"
"hsa05010"	"Alzheimer,s disease"	"-5.149"
"hsa05016"	"Huntington,s disease"	"-5.174"
"hsa04024"	"cAMP signaling pathway"	"-5.278"
"hsa04015"	"Rap1 signaling pathway"	"-5.635"
"hsa04020"	"Calcium signaling pathway"	"-6.082"
"hsa05150"	"Staphylococcus aureus infection"	"-6.2"
"hsa04724"	"Glutamatergic synapse"	"-6.289"
"hsa05200"	"Pathways in cancer"	"-6.582"
"hsa04726"	"Serotonergic synapse"	"-6.927"
"hsa04723"	"Retrograde endocannabinoid signaling"	"-7.095"
"hsa04072"	"Phospholipase D signaling pathway"	"-7.2"
"hsa04360"	"Axon guidance"	"-7.51"
"hsa04742"	"Taste transduction"	"-8.853"
"hsa04062"	"Chemokine signaling pathway"	"-9.967"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"-10.407"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-20.62"
