"Pathway"	"zscore"
"alpha-Linolenic acid metabolism"	"0.735"
"Progesterone-mediated oocyte maturation"	"0.715"
"Rheumatoid arthritis"	"0.673"
"Adrenergic signaling in cardiomyocytes"	"0.664"
"Long-term potentiation"	"0.606"
"Riboflavin metabolism"	"0.554"
"ABC transporters"	"0.534"
"Glycerophospholipid metabolism"	"0.526"
"Thiamine metabolism"	"0.5"
"Mitophagy - animal"	"0.427"
"Insulin resistance"	"0.417"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.38"
"Folate biosynthesis"	"0.344"
"Malaria"	"0.336"
"Neurotrophin signaling pathway"	"0.243"
"Type I diabetes mellitus"	"0.238"
"Oxytocin signaling pathway"	"0.237"
"Circadian rhythm"	"0.232"
"Ferroptosis"	"0.222"
"Biotin metabolism"	"0.157"
"Oocyte meiosis"	"0.086"
"Mismatch repair"	"0.031"
"Epithelial cell signaling in Helicobacter pylori infection"	"-0.014"
"Maturity onset diabetes of the young"	"-0.022"
"NOD-like receptor signaling pathway"	"-0.1"
"D-Arginine and D-ornithine metabolism"	"-0.12"
"HTLV-I infection"	"-0.137"
"Biosynthesis of unsaturated fatty acids"	"-0.31"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.323"
"Vitamin digestion and absorption"	"-0.387"
"Base excision repair"	"-0.412"
"Allograft rejection"	"-0.435"
"Autoimmune thyroid disease"	"-0.461"
"Dopaminergic synapse"	"-0.483"
"Pertussis"	"-0.535"
"Primary bile acid biosynthesis"	"-0.579"
"Lysosome"	"-0.591"
"Cholesterol metabolism"	"-0.61"
"Steroid biosynthesis"	"-0.614"
"Olfactory transduction"	"-0.617"
"C-type lectin receptor signaling pathway"	"-0.618"
"cGMP-PKG signaling pathway"	"-0.628"
"Tuberculosis"	"-0.632"
"Tight junction"	"-0.65"
"Taurine and hypotaurine metabolism"	"-0.668"
"Cortisol synthesis and secretion"	"-0.693"
"Th17 cell differentiation"	"-0.713"
"Aldosterone synthesis and secretion"	"-0.729"
"Carbohydrate digestion and absorption"	"-0.751"
"Herpes simplex infection"	"-0.766"
"Cocaine addiction"	"-0.796"
"Prolactin signaling pathway"	"-0.8"
"Insulin secretion"	"-0.82"
"Proximal tubule bicarbonate reclamation"	"-0.846"
"ECM-receptor interaction"	"-0.883"
"African trypanosomiasis"	"-0.886"
"Viral carcinogenesis"	"-0.9"
"Transcriptional misregulation in cancer"	"-0.908"
"Inositol phosphate metabolism"	"-0.921"
"Thyroid cancer"	"-0.933"
"Osteoclast differentiation"	"-0.942"
"Wnt signaling pathway"	"-0.951"
"Amyotrophic lateral sclerosis (ALS)"	"-0.976"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.982"
"Sphingolipid metabolism"	"-0.988"
"Graft-versus-host disease"	"-0.997"
"Type II diabetes mellitus"	"-0.997"
"Protein digestion and absorption"	"-1.055"
"Cell adhesion molecules (CAMs)"	"-1.061"
"Dilated cardiomyopathy (DCM)"	"-1.064"
"Acute myeloid leukemia"	"-1.1"
"Viral myocarditis"	"-1.105"
"Vascular smooth muscle contraction"	"-1.124"
"Hepatitis C"	"-1.127"
"p53 signaling pathway"	"-1.143"
"Vasopressin-regulated water reabsorption"	"-1.154"
"Primary immunodeficiency"	"-1.185"
"Proteoglycans in cancer"	"-1.227"
"Ovarian steroidogenesis"	"-1.275"
"Hippo signaling pathway"	"-1.287"
"Retinol metabolism"	"-1.293"
"Bladder cancer"	"-1.365"
"Aldosterone-regulated sodium reabsorption"	"-1.368"
"RIG-I-like receptor signaling pathway"	"-1.372"
"Phosphatidylinositol signaling system"	"-1.392"
"Hippo signaling pathway - multiple species"	"-1.405"
"Toll-like receptor signaling pathway"	"-1.408"
"GnRH signaling pathway"	"-1.413"
"Lipoic acid metabolism"	"-1.457"
"Inflammatory bowel disease (IBD)"	"-1.466"
"Salivary secretion"	"-1.466"
"Sulfur metabolism"	"-1.481"
"ErbB signaling pathway"	"-1.483"
"Salmonella infection"	"-1.488"
"Caffeine metabolism"	"-1.495"
"TGF-beta signaling pathway"	"-1.518"
"TNF signaling pathway"	"-1.539"
"Inflammatory mediator regulation of TRP channels"	"-1.542"
"Porphyrin and chlorophyll metabolism"	"-1.579"
"B cell receptor signaling pathway"	"-1.584"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.586"
"Th1 and Th2 cell differentiation"	"-1.587"
"Endocytosis"	"-1.617"
"Mannose type O-glycan biosynthesis"	"-1.631"
"Nucleotide excision repair"	"-1.641"
"Nicotine addiction"	"-1.665"
"Hypertrophic cardiomyopathy (HCM)"	"-1.683"
"Melanoma"	"-1.686"
"Other types of O-glycan biosynthesis"	"-1.689"
"Glioma"	"-1.693"
"Apelin signaling pathway"	"-1.694"
"FoxO signaling pathway"	"-1.701"
"Renal cell carcinoma"	"-1.707"
"Choline metabolism in cancer"	"-1.739"
"Bile secretion"	"-1.74"
"Thyroid hormone signaling pathway"	"-1.742"
"Sulfur relay system"	"-1.756"
"Fatty acid elongation"	"-1.771"
"Oxidative phosphorylation"	"-1.795"
"Platelet activation"	"-1.798"
"Hematopoietic cell lineage"	"-1.809"
"SNARE interactions in vesicular transport"	"-1.83"
"Mucin type O-glycan biosynthesis"	"-1.853"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-1.929"
"Small cell lung cancer"	"-1.982"
"Fc gamma R-mediated phagocytosis"	"-2.003"
"Drug metabolism - cytochrome P450"	"-2.044"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-2.129"
"Homologous recombination"	"-2.167"
"RNA polymerase"	"-2.169"
"VEGF signaling pathway"	"-2.187"
"Asthma"	"-2.195"
"Phototransduction"	"-2.203"
"Breast cancer"	"-2.25"
"Apoptosis - multiple species"	"-2.255"
"Cardiac muscle contraction"	"-2.273"
"Endometrial cancer"	"-2.349"
"Ether lipid metabolism"	"-2.363"
"Steroid hormone biosynthesis"	"-2.363"
"Cytosolic DNA-sensing pathway"	"-2.384"
"Jak-STAT signaling pathway"	"-2.399"
"Hepatitis B"	"-2.439"
"Long-term depression"	"-2.45"
"NF-kappa B signaling pathway"	"-2.464"
"Metabolism of xenobiotics by cytochrome P450"	"-2.475"
"Colorectal cancer"	"-2.56"
"Mineral absorption"	"-2.57"
"Renin secretion"	"-2.595"
"Intestinal immune network for IgA production"	"-2.648"
"Shigellosis"	"-2.655"
"Adipocytokine signaling pathway"	"-2.658"
"Gastric acid secretion"	"-2.667"
"GABAergic synapse"	"-2.675"
"Basal transcription factors"	"-2.759"
"Chagas disease (American trypanosomiasis)"	"-2.763"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.811"
"T cell receptor signaling pathway"	"-2.825"
"Renin-angiotensin system"	"-2.853"
"Arachidonic acid metabolism"	"-2.878"
"Melanogenesis"	"-2.916"
"Linoleic acid metabolism"	"-2.948"
"Focal adhesion"	"-2.964"
"MicroRNAs in cancer"	"-2.979"
"Gastric cancer"	"-3.001"
"Pancreatic secretion"	"-3.016"
"Chemical carcinogenesis"	"-3.073"
"Human papillomavirus infection"	"-3.135"
"Non-small cell lung cancer"	"-3.164"
"Regulation of lipolysis in adipocytes"	"-3.176"
"AGE-RAGE signaling pathway in diabetic complications"	"-3.216"
"Fc epsilon RI signaling pathway"	"-3.256"
"Parkinson's disease"	"-3.348"
"Cushing's syndrome"	"-3.353"
"Relaxin signaling pathway"	"-3.422"
"Kaposi's sarcoma-associated herpesvirus infection"	"-3.424"
"Circadian entrainment"	"-3.433"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-3.485"
"Cell cycle"	"-3.525"
"Hepatocellular carcinoma"	"-3.56"
"Chronic myeloid leukemia"	"-3.611"
"Bacterial invasion of epithelial cells"	"-3.64"
"Fanconi anemia pathway"	"-3.651"
"Amoebiasis"	"-3.654"
"Ubiquitin mediated proteolysis"	"-3.712"
"Ras signaling pathway"	"-3.764"
"Notch signaling pathway"	"-3.787"
"Adherens junction"	"-3.927"
"Pancreatic cancer"	"-4.015"
"Basal cell carcinoma"	"-4.034"
"Leukocyte transendothelial migration"	"-4.086"
"Morphine addiction"	"-4.255"
"Thermogenesis"	"-4.369"
"Natural killer cell mediated cytotoxicity"	"-4.451"
"Complement and coagulation cascades"	"-4.619"
"Sphingolipid signaling pathway"	"-4.669"
"Regulation of actin cytoskeleton"	"-4.732"
"Signaling pathways regulating pluripotency of stem cells"	"-4.888"
"Cholinergic synapse"	"-5.033"
"Non-alcoholic fatty liver disease (NAFLD)"	"-5.099"
"Alzheimer's disease"	"-5.149"
"Huntington's disease"	"-5.174"
"cAMP signaling pathway"	"-5.278"
"Rap1 signaling pathway"	"-5.635"
"Calcium signaling pathway"	"-6.082"
"Staphylococcus aureus infection"	"-6.2"
"Glutamatergic synapse"	"-6.289"
"Pathways in cancer"	"-6.582"
"Serotonergic synapse"	"-6.927"
"Retrograde endocannabinoid signaling"	"-7.095"
"Phospholipase D signaling pathway"	"-7.2"
"Axon guidance"	"-7.51"
"Taste transduction"	"-8.853"
"Chemokine signaling pathway"	"-9.967"
"Cytokine-cytokine receptor interaction"	"-10.407"
"Neuroactive ligand-receptor interaction"	"-20.62"
