"Pathway"	"Z-score"
"D-Glutamine and D-glutamate metabolism"	"-0.175"
"Phosphonate and phosphinate metabolism"	"-0.186"
"Rap1 signaling pathway"	"-0.2"
"Riboflavin metabolism"	"-0.216"
"Sulfur relay system"	"-0.217"
"Sulfur metabolism"	"-0.244"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.249"
"Synthesis and degradation of ketone bodies"	"-0.25"
"Taurine and hypotaurine metabolism"	"-0.255"
"Non-homologous end-joining"	"-0.272"
"Fatty acid biosynthesis"	"-0.275"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.285"
"Thiamine metabolism"	"-0.29"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.294"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.301"
"Phenylalanine metabolism"	"-0.31"
"Primary bile acid biosynthesis"	"-0.318"
"Nitrogen metabolism"	"-0.319"
"Other glycan degradation"	"-0.32"
"Ascorbate and aldarate metabolism"	"-0.322"
"Selenocompound metabolism"	"-0.322"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.33"
"Pantothenate and CoA biosynthesis"	"-0.332"
"Arginine biosynthesis"	"-0.334"
"Glycosaminoglycan degradation"	"-0.336"
"Steroid biosynthesis"	"-0.337"
"Other types of O-glycan biosynthesis"	"-0.357"
"Terpenoid backbone biosynthesis"	"-0.359"
"Histidine metabolism"	"-0.367"
"Proximal tubule bicarbonate reclamation"	"-0.367"
"Biosynthesis of unsaturated fatty acids"	"-0.368"
"Renin-angiotensin system"	"-0.369"
"Mannose type O-glycan biosynthesis"	"-0.37"
"Mismatch repair"	"-0.372"
"Vitamin digestion and absorption"	"-0.375"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.379"
"Maturity onset diabetes of the young"	"-0.379"
"Pentose and glucuronate interconversions"	"-0.38"
"Folate biosynthesis"	"-0.383"
"alpha-Linolenic acid metabolism"	"-0.385"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.388"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.399"
"Fatty acid elongation"	"-0.402"
"Glyoxylate and dicarboxylate metabolism"	"-0.405"
"Phototransduction"	"-0.405"
"Hippo signaling pathway - multiple species"	"-0.408"
"Linoleic acid metabolism"	"-0.409"
"Nicotinate and nicotinamide metabolism"	"-0.41"
"Butanoate metabolism"	"-0.415"
"Asthma"	"-0.421"
"Circadian rhythm"	"-0.421"
"Citrate cycle (TCA cycle)"	"-0.422"
"Galactose metabolism"	"-0.424"
"Mucin type O-glycan biosynthesis"	"-0.425"
"RNA polymerase"	"-0.425"
"Pentose phosphate pathway"	"-0.427"
"beta-Alanine metabolism"	"-0.432"
"Propanoate metabolism"	"-0.433"
"Base excision repair"	"-0.436"
"Porphyrin and chlorophyll metabolism"	"-0.438"
"Fructose and mannose metabolism"	"-0.442"
"Apoptosis - multiple species"	"-0.451"
"Starch and sucrose metabolism"	"-0.456"
"African trypanosomiasis"	"-0.461"
"Primary immunodeficiency"	"-0.462"
"Tyrosine metabolism"	"-0.466"
"DNA replication"	"-0.467"
"Aldosterone-regulated sodium reabsorption"	"-0.47"
"Allograft rejection"	"-0.471"
"Pyruvate metabolism"	"-0.473"
"Thyroid cancer"	"-0.473"
"Ferroptosis"	"-0.482"
"Fat digestion and absorption"	"-0.483"
"Tryptophan metabolism"	"-0.485"
"Homologous recombination"	"-0.486"
"Nicotine addiction"	"-0.49"
"Graft-versus-host disease"	"-0.497"
"Carbohydrate digestion and absorption"	"-0.503"
"ABC transporters"	"-0.508"
"Type I diabetes mellitus"	"-0.51"
"Proteasome"	"-0.513"
"Type II diabetes mellitus"	"-0.514"
"Fatty acid degradation"	"-0.516"
"Basal transcription factors"	"-0.521"
"Cysteine and methionine metabolism"	"-0.524"
"Hedgehog signaling pathway"	"-0.525"
"Ether lipid metabolism"	"-0.526"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.528"
"Notch signaling pathway"	"-0.528"
"Nucleotide excision repair"	"-0.531"
"Amino sugar and nucleotide sugar metabolism"	"-0.533"
"Steroid hormone biosynthesis"	"-0.536"
"Intestinal immune network for IgA production"	"-0.537"
"Sphingolipid metabolism"	"-0.539"
"Valine, leucine and isoleucine degradation"	"-0.539"
"Cholesterol metabolism"	"-0.54"
"N-Glycan biosynthesis"	"-0.54"
"Ovarian steroidogenesis"	"-0.54"
"Mineral absorption"	"-0.547"
"Amyotrophic lateral sclerosis (ALS)"	"-0.552"
"Autoimmune thyroid disease"	"-0.552"
"Regulation of lipolysis in adipocytes"	"-0.564"
"Glutathione metabolism"	"-0.565"
"Retinol metabolism"	"-0.565"
"Fanconi anemia pathway"	"-0.57"
"Legionellosis"	"-0.574"
"Staphylococcus aureus infection"	"-0.576"
"Endometrial cancer"	"-0.582"
"Lysine degradation"	"-0.583"
"Drug metabolism - cytochrome P450"	"-0.589"
"Glycerolipid metabolism"	"-0.595"
"Long-term depression"	"-0.595"
"Arachidonic acid metabolism"	"-0.601"
"Basal cell carcinoma"	"-0.604"
"Longevity regulating pathway - multiple species"	"-0.607"
"Renin secretion"	"-0.609"
"Metabolism of xenobiotics by cytochrome P450"	"-0.61"
"Inflammatory bowel disease (IBD)"	"-0.614"
"Cytosolic DNA-sensing pathway"	"-0.615"
"Shigellosis"	"-0.617"
"Fc epsilon RI signaling pathway"	"-0.625"
"Glycolysis / Gluconeogenesis"	"-0.63"
"Non-small cell lung cancer"	"-0.63"
"Adipocytokine signaling pathway"	"-0.631"
"p53 signaling pathway"	"-0.639"
"B cell receptor signaling pathway"	"-0.643"
"Bile secretion"	"-0.643"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.645"
"Drug metabolism - other enzymes"	"-0.645"
"RIG-I-like receptor signaling pathway"	"-0.647"
"PPAR signaling pathway"	"-0.65"
"Chemical carcinogenesis"	"-0.651"
"Adherens junction"	"-0.652"
"Inositol phosphate metabolism"	"-0.657"
"Leishmaniasis"	"-0.659"
"Melanoma"	"-0.663"
"Gastric acid secretion"	"-0.667"
"Cardiac muscle contraction"	"-0.672"
"Pertussis"	"-0.682"
"Taste transduction"	"-0.689"
"Peroxisome"	"-0.691"
"Complement and coagulation cascades"	"-0.692"
"Hypertrophic cardiomyopathy (HCM)"	"-0.693"
"TGF-beta signaling pathway"	"-0.699"
"ECM-receptor interaction"	"-0.7"
"Colorectal cancer"	"-0.711"
"Salmonella infection"	"-0.711"
"GABAergic synapse"	"-0.715"
"Fc gamma R-mediated phagocytosis"	"-0.716"
"Dilated cardiomyopathy (DCM)"	"-0.717"
"Protein digestion and absorption"	"-0.726"
"Morphine addiction"	"-0.729"
"Salivary secretion"	"-0.731"
"Th1 and Th2 cell differentiation"	"-0.738"
"Progesterone-mediated oocyte maturation"	"-0.743"
"Amoebiasis"	"-0.75"
"Circadian entrainment"	"-0.755"
"Hematopoietic cell lineage"	"-0.756"
"Inflammatory mediator regulation of TRP channels"	"-0.756"
"Glycerophospholipid metabolism"	"-0.76"
"NF-kappa B signaling pathway"	"-0.761"
"Pancreatic secretion"	"-0.764"
"Pyrimidine metabolism"	"-0.764"
"Phosphatidylinositol signaling system"	"-0.77"
"T cell receptor signaling pathway"	"-0.77"
"Melanogenesis"	"-0.775"
"Toll-like receptor signaling pathway"	"-0.785"
"Insulin resistance"	"-0.786"
"C-type lectin receptor signaling pathway"	"-0.788"
"Th17 cell differentiation"	"-0.795"
"Serotonergic synapse"	"-0.81"
"Glutamatergic synapse"	"-0.817"
"Leukocyte transendothelial migration"	"-0.817"
"Toxoplasmosis"	"-0.82"
"Thyroid hormone signaling pathway"	"-0.836"
"Platelet activation"	"-0.839"
"Vascular smooth muscle contraction"	"-0.849"
"Sphingolipid signaling pathway"	"-0.851"
"FoxO signaling pathway"	"-0.879"
"Osteoclast differentiation"	"-0.884"
"Apelin signaling pathway"	"-0.898"
"Ubiquitin mediated proteolysis"	"-0.903"
"Parkinson's disease"	"-0.904"
"Signaling pathways regulating pluripotency of stem cells"	"-0.904"
"Cell adhesion molecules (CAMs)"	"-0.928"
"Wnt signaling pathway"	"-0.928"
"Retrograde endocannabinoid signaling"	"-0.934"
"Jak-STAT signaling pathway"	"-0.991"
"Tight junction"	"-1.007"
"Axon guidance"	"-1.015"
"Purine metabolism"	"-1.019"
"Calcium signaling pathway"	"-1.035"
"cAMP signaling pathway"	"-1.08"
"Regulation of actin cytoskeleton"	"-1.115"
"Thermogenesis"	"-1.164"
"Neuroactive ligand-receptor interaction"	"-1.284"
"Olfactory transduction"	"-1.589"
