"Pathway"	"Z-score"
"Autophagy - other - Homo sapiens (human)"	"2.321"
"Amphetamine addiction - Homo sapiens (human)"	"2.292"
"beta-Alanine metabolism - Homo sapiens (human)"	"2.205"
"Proteasome - Homo sapiens (human)"	"2.079"
"Toxoplasmosis - Homo sapiens (human)"	"2.025"
"Peroxisome - Homo sapiens (human)"	"1.952"
"Apoptosis - Homo sapiens (human)"	"1.942"
"AMPK signaling pathway - Homo sapiens (human)"	"1.935"
"Butanoate metabolism - Homo sapiens (human)"	"1.866"
"Ascorbate and aldarate metabolism - Homo sapiens (human)"	"1.818"
"DNA replication - Homo sapiens (human)"	"1.802"
"Non-homologous end-joining - Homo sapiens (human)"	"1.774"
"Pentose and glucuronate interconversions - Homo sapiens (human)"	"1.738"
"Pyrimidine metabolism - Homo sapiens (human)"	"1.631"
"Fat digestion and absorption - Homo sapiens (human)"	"1.607"
"Longevity regulating pathway - Homo sapiens (human)"	"1.584"
"N-Glycan biosynthesis - Homo sapiens (human)"	"1.529"
"D-Glutamine and D-glutamate metabolism - Homo sapiens (human)"	"1.528"
"Vitamin B6 metabolism - Homo sapiens (human)"	"1.494"
"Autophagy - animal - Homo sapiens (human)"	"1.477"
"Synaptic vesicle cycle - Homo sapiens (human)"	"1.433"
"Hedgehog signaling pathway - Homo sapiens (human)"	"1.428"
"Lysine degradation - Homo sapiens (human)"	"1.388"
"Other glycan degradation - Homo sapiens (human)"	"1.335"
"Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"	"1.116"
"Cellular senescence - Homo sapiens (human)"	"1.064"
"Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human)"	"1"
"Prostate cancer - Homo sapiens (human)"	"0.995"
"Phosphonate and phosphinate metabolism - Homo sapiens (human)"	"0.933"
"Leishmaniasis - Homo sapiens (human)"	"0.903"
"IL-17 signaling pathway - Homo sapiens (human)"	"0.878"
