"ID"	"Pathway"	"Z-score"
"hsa04917"	"Prolactin signaling pathway"	"16.787"
"hsa05226"	"Gastric cancer"	"16.699"
"hsa05213"	"Endometrial cancer"	"16.582"
"hsa04380"	"Osteoclast differentiation"	"16.222"
"hsa04926"	"Relaxin signaling pathway"	"15.799"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"15.738"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"15.633"
"hsa04921"	"Oxytocin signaling pathway"	"15.566"
"hsa05206"	"MicroRNAs in cancer"	"15.378"
"hsa04630"	"Jak-STAT signaling pathway"	"14.709"
"hsa05132"	"Salmonella infection"	"14.453"
"hsa04725"	"Cholinergic synapse"	"14.416"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"14.205"
"hsa04930"	"Type II diabetes mellitus"	"14.148"
"hsa04720"	"Long-term potentiation"	"14.122"
"hsa05221"	"Acute myeloid leukemia"	"13.996"
"hsa05130"	"Pathogenic Escherichia coli infection"	"13.886"
"hsa04024"	"cAMP signaling pathway"	"13.871"
"hsa05215"	"Prostate cancer"	"13.86"
"hsa04070"	"Phosphatidylinositol signaling system"	"13.787"
"hsa04071"	"Sphingolipid signaling pathway"	"13.741"
"hsa05223"	"Non-small cell lung cancer"	"13.536"
"hsa04144"	"Endocytosis"	"13.313"
"hsa05224"	"Breast cancer"	"13.299"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"13.169"
"hsa04270"	"Vascular smooth muscle contraction"	"13.132"
"hsa05146"	"Amoebiasis"	"12.945"
"hsa05220"	"Chronic myeloid leukemia"	"12.697"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"12.604"
"hsa05210"	"Colorectal cancer"	"12.596"
"hsa04713"	"Circadian entrainment"	"12.488"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"12.456"
"hsa04915"	"Estrogen signaling pathway"	"12.341"
"hsa05225"	"Hepatocellular carcinoma"	"12.185"
"hsa04022"	"cGMP-PKG signaling pathway"	"12.1"
"hsa05230"	"Central carbon metabolism in cancer"	"12.065"
"hsa05212"	"Pancreatic cancer"	"11.927"
"hsa05160"	"Hepatitis C"	"11.651"
"hsa04066"	"HIF-1 signaling pathway"	"11.588"
"hsa04724"	"Glutamatergic synapse"	"11.32"
"hsa04371"	"Apelin signaling pathway"	"11.091"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"10.939"
"hsa05152"	"Tuberculosis"	"10.794"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"10.735"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"10.531"
"hsa00562"	"Inositol phosphate metabolism"	"10.505"
"hsa04658"	"Th1 and Th2 cell differentiation"	"10.472"
"hsa04140"	"Autophagy - animal"	"10.454"
"hsa04150"	"mTOR signaling pathway"	"10.34"
"hsa04730"	"Long-term depression"	"10.335"
"hsa05140"	"Leishmaniasis"	"10.333"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"10.237"
"hsa04068"	"FoxO signaling pathway"	"10.175"
"hsa05416"	"Viral myocarditis"	"10.037"
"hsa04931"	"Insulin resistance"	"10.035"
"hsa04668"	"TNF signaling pathway"	"9.915"
"hsa04540"	"Gap junction"	"9.786"
"hsa04916"	"Melanogenesis"	"9.752"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"9.709"
"hsa04620"	"Toll-like receptor signaling pathway"	"9.704"
"hsa05219"	"Bladder cancer"	"9.512"
"hsa05161"	"Hepatitis B"	"9.316"
"hsa04973"	"Carbohydrate digestion and absorption"	"9.268"
"hsa05144"	"Malaria"	"9.22"
"hsa04919"	"Thyroid hormone signaling pathway"	"9.177"
"hsa04114"	"Oocyte meiosis"	"9"
"hsa04210"	"Apoptosis"	"8.915"
"hsa04211"	"Longevity regulating pathway"	"8.677"
"hsa04659"	"Th17 cell differentiation"	"8.489"
"hsa04728"	"Dopaminergic synapse"	"8.356"
"hsa05145"	"Toxoplasmosis"	"8.346"
"hsa04971"	"Gastric acid secretion"	"8.3"
"hsa04974"	"Protein digestion and absorption"	"8.181"
"hsa05133"	"Pertussis"	"8.094"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"7.813"
"hsa04972"	"Pancreatic secretion"	"7.46"
"hsa05222"	"Small cell lung cancer"	"7.429"
"hsa05340"	"Primary immunodeficiency"	"7.403"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"7.388"
"hsa05033"	"Nicotine addiction"	"7.324"
"hsa05166"	"HTLV-I infection"	"7.265"
"hsa05020"	"Prion diseases"	"6.913"
"hsa04925"	"Aldosterone synthesis and secretion"	"6.812"
"hsa04213"	"Longevity regulating pathway - multiple species"	"6.594"
"hsa05216"	"Thyroid cancer"	"6.534"
"hsa05031"	"Amphetamine addiction"	"6.533"
"hsa04970"	"Salivary secretion"	"6.499"
"hsa04390"	"Hippo signaling pathway"	"6.341"
"hsa04934"	"Cushing,s syndrome"	"6.283"
"hsa04218"	"Cellular senescence"	"6.067"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"5.928"
"hsa05203"	"Viral carcinogenesis"	"5.916"
"hsa05162"	"Measles"	"5.799"
"hsa04260"	"Cardiac muscle contraction"	"5.687"
"hsa04152"	"AMPK signaling pathway"	"5.643"
"hsa04740"	"Olfactory transduction"	"5.539"
"hsa04726"	"Serotonergic synapse"	"5.472"
"hsa05010"	"Alzheimer,s disease"	"5.397"
"hsa05164"	"Influenza A"	"5.208"
"hsa04920"	"Adipocytokine signaling pathway"	"5.115"
"hsa04924"	"Renin secretion"	"5.015"
"hsa05032"	"Morphine addiction"	"4.915"
"hsa04064"	"NF-kappa B signaling pathway"	"4.825"
"hsa04020"	"Calcium signaling pathway"	"4.667"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"4.558"
"hsa04657"	"IL-17 signaling pathway"	"4.521"
"hsa04392"	"Hippo signaling pathway - multiple species"	"4.093"
"hsa04145"	"Phagosome"	"3.989"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"3.905"
"hsa04922"	"Glucagon signaling pathway"	"3.803"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"3.759"
"hsa05310"	"Asthma"	"3.659"
"hsa05030"	"Cocaine addiction"	"3.564"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"3.554"
"hsa00564"	"Glycerophospholipid metabolism"	"3.478"
"hsa04672"	"Intestinal immune network for IgA production"	"3.384"
"hsa04976"	"Bile secretion"	"3.282"
"hsa04723"	"Retrograde endocannabinoid signaling"	"3.12"
"hsa05034"	"Alcoholism"	"3.098"
"hsa04913"	"Ovarian steroidogenesis"	"3.097"
"hsa05150"	"Staphylococcus aureus infection"	"2.969"
"hsa04621"	"NOD-like receptor signaling pathway"	"2.939"
"hsa05332"	"Graft-versus-host disease"	"2.901"
"hsa05330"	"Allograft rejection"	"2.87"
"hsa04744"	"Phototransduction"	"2.87"
"hsa05323"	"Rheumatoid arthritis"	"2.675"
"hsa04911"	"Insulin secretion"	"2.65"
"hsa05143"	"African trypanosomiasis"	"2.587"
"hsa05110"	"Vibrio cholerae infection"	"2.52"
"hsa00910"	"Nitrogen metabolism"	"2.518"
"hsa04918"	"Thyroid hormone synthesis"	"2.503"
"hsa04714"	"Thermogenesis"	"2.468"
"hsa04975"	"Fat digestion and absorption"	"2.362"
"hsa04727"	"GABAergic synapse"	"2.357"
"hsa00983"	"Drug metabolism - other enzymes"	"2.279"
"hsa05169"	"Epstein-Barr virus infection"	"2.244"
"hsa04927"	"Cortisol synthesis and secretion"	"2.226"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"2.129"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"2.021"
"hsa02010"	"ABC transporters"	"1.873"
"hsa00565"	"Ether lipid metabolism"	"1.713"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"1.651"
"hsa04978"	"Mineral absorption"	"1.645"
"hsa04940"	"Type I diabetes mellitus"	"1.64"
"hsa00020"	"Citrate cycle (TCA cycle)"	"1.591"
"hsa00480"	"Glutathione metabolism"	"1.5"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"1.495"
"hsa04310"	"Wnt signaling pathway"	"1.458"
"hsa04977"	"Vitamin digestion and absorption"	"1.41"
"hsa04721"	"Synaptic vesicle cycle"	"1.406"
"hsa05320"	"Autoimmune thyroid disease"	"1.375"
"hsa00740"	"Riboflavin metabolism"	"1.352"
"hsa00220"	"Arginine biosynthesis"	"1.315"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"1.217"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"1.135"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"1.082"
"hsa00640"	"Propanoate metabolism"	"1.05"
"hsa04979"	"Cholesterol metabolism"	"1.032"
"hsa00350"	"Tyrosine metabolism"	"1.018"
"hsa03320"	"PPAR signaling pathway"	"0.99"
"hsa04350"	"TGF-beta signaling pathway"	"0.927"
"hsa04612"	"Antigen processing and presentation"	"0.772"
"hsa00100"	"Steroid biosynthesis"	"0.748"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"0.713"
"hsa00330"	"Arginine and proline metabolism"	"0.7"
"hsa00620"	"Pyruvate metabolism"	"0.648"
"hsa00650"	"Butanoate metabolism"	"0.614"
"hsa04142"	"Lysosome"	"0.51"
"hsa00900"	"Terpenoid backbone biosynthesis"	"0.47"
"hsa00061"	"Fatty acid biosynthesis"	"0.461"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"0.411"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"0.365"
"hsa03450"	"Non-homologous end-joining"	"0.361"
"hsa00531"	"Glycosaminoglycan degradation"	"0.35"
"hsa00360"	"Phenylalanine metabolism"	"0.302"
"hsa04215"	"Apoptosis - multiple species"	"0.299"
"hsa04137"	"Mitophagy - animal"	"0.226"
"hsa04610"	"Complement and coagulation cascades"	"0.224"
"hsa00410"	"beta-Alanine metabolism"	"0.222"
"hsa00750"	"Vitamin B6 metabolism"	"0.221"
"hsa00051"	"Fructose and mannose metabolism"	"0.218"
"hsa00730"	"Thiamine metabolism"	"0.031"
"hsa00514"	"Other types of O-glycan biosynthesis"	"0.027"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"-0.018"
"hsa00785"	"Lipoic acid metabolism"	"-0.175"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.19"
"hsa00232"	"Caffeine metabolism"	"-0.227"
"hsa05217"	"Basal cell carcinoma"	"-0.256"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-0.271"
"hsa00430"	"Taurine and hypotaurine metabolism"	"-0.291"
"hsa00450"	"Selenocompound metabolism"	"-0.393"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-0.402"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"-0.471"
"hsa00260"	"Glycine, serine and threonine metabolism"	"-0.546"
"hsa04146"	"Peroxisome"	"-0.565"
"hsa00670"	"One carbon pool by folate"	"-0.628"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-0.673"
"hsa00340"	"Histidine metabolism"	"-0.685"
"hsa00052"	"Galactose metabolism"	"-0.717"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-0.74"
"hsa00920"	"Sulfur metabolism"	"-0.757"
"hsa05202"	"Transcriptional misregulation in cancer"	"-0.827"
"hsa04217"	"Necroptosis"	"-0.865"
"hsa00592"	"alpha-Linolenic acid metabolism"	"-0.914"
"hsa00380"	"Tryptophan metabolism"	"-0.916"
"hsa00590"	"Arachidonic acid metabolism"	"-0.939"
"hsa00270"	"Cysteine and methionine metabolism"	"-0.945"
"hsa00790"	"Folate biosynthesis"	"-0.962"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.968"
"hsa04115"	"p53 signaling pathway"	"-0.982"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-0.997"
"hsa00780"	"Biotin metabolism"	"-1.034"
"hsa04330"	"Notch signaling pathway"	"-1.096"
"hsa04340"	"Hedgehog signaling pathway"	"-1.146"
"hsa00062"	"Fatty acid elongation"	"-1.189"
"hsa00511"	"Other glycan degradation"	"-1.193"
"hsa04966"	"Collecting duct acid secretion"	"-1.198"
"hsa04614"	"Renin-angiotensin system"	"-1.2"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"-1.243"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.384"
"hsa05168"	"Herpes simplex infection"	"-1.396"
"hsa00071"	"Fatty acid degradation"	"-1.406"
"hsa00030"	"Pentose phosphate pathway"	"-1.488"
"hsa04130"	"SNARE interactions in vesicular transport"	"-1.503"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.604"
"hsa00230"	"Purine metabolism"	"-1.635"
"hsa03030"	"DNA replication"	"-1.672"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"-1.714"
"hsa00500"	"Starch and sucrose metabolism"	"-1.793"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"-1.953"
"hsa00310"	"Lysine degradation"	"-1.966"
"hsa00040"	"Pentose and glucuronate interconversions"	"-1.973"
"hsa00510"	"N-Glycan biosynthesis"	"-1.996"
"hsa03430"	"Mismatch repair"	"-2.007"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-2.02"
"hsa04216"	"Ferroptosis"	"-2.07"
"hsa00561"	"Glycerolipid metabolism"	"-2.131"
"hsa05134"	"Legionellosis"	"-2.144"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-2.208"
"hsa03050"	"Proteasome"	"-2.437"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-2.483"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.505"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-2.591"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-2.6"
"hsa04110"	"Cell cycle"	"-2.608"
"hsa00591"	"Linoleic acid metabolism"	"-2.684"
"hsa03410"	"Base excision repair"	"-2.697"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-2.72"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-2.806"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-2.869"
"hsa00600"	"Sphingolipid metabolism"	"-2.879"
"hsa04122"	"Sulfur relay system"	"-2.879"
"hsa00120"	"Primary bile acid biosynthesis"	"-2.929"
"hsa04136"	"Autophagy - other"	"-2.996"
"hsa03022"	"Basal transcription factors"	"-3.125"
"hsa05204"	"Chemical carcinogenesis"	"-3.193"
"hsa05016"	"Huntington,s disease"	"-3.299"
"hsa03018"	"RNA degradation"	"-3.361"
"hsa03015"	"mRNA surveillance pathway"	"-3.363"
"hsa00240"	"Pyrimidine metabolism"	"-3.495"
"hsa03060"	"Protein export"	"-3.627"
"hsa04950"	"Maturity onset diabetes of the young"	"-3.728"
"hsa05012"	"Parkinson,s disease"	"-3.783"
"hsa05322"	"Systemic lupus erythematosus"	"-3.817"
"hsa03460"	"Fanconi anemia pathway"	"-3.984"
"hsa04710"	"Circadian rhythm"	"-4.177"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"-4.307"
"hsa04742"	"Taste transduction"	"-4.683"
"hsa03020"	"RNA polymerase"	"-4.789"
"hsa00140"	"Steroid hormone biosynthesis"	"-4.789"
"hsa00830"	"Retinol metabolism"	"-4.93"
"hsa03440"	"Homologous recombination"	"-5.487"
"hsa00190"	"Oxidative phosphorylation"	"-5.567"
"hsa03420"	"Nucleotide excision repair"	"-5.908"
"hsa03010"	"Ribosome"	"-6.265"
"hsa04120"	"Ubiquitin mediated proteolysis"	"-6.486"
"hsa03013"	"RNA transport"	"-8.391"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-9.674"
"hsa03040"	"Spliceosome"	"-9.736"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-10.141"
