"Pathway"	"zscore"
"N-Glycan biosynthesis"	"4.927"
"Adrenergic signaling in cardiomyocytes"	"4.91"
"Apoptosis"	"4.83"
"Prion diseases"	"4.738"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"4.698"
"Salmonella infection"	"4.676"
"RIG-I-like receptor signaling pathway"	"4.555"
"Tuberculosis"	"4.54"
"Fatty acid elongation"	"4.508"
"Rheumatoid arthritis"	"4.504"
"Protein digestion and absorption"	"4.445"
"Estrogen signaling pathway"	"4.431"
"Phosphonate and phosphinate metabolism"	"4.389"
"Ascorbate and aldarate metabolism"	"4.338"
"Alcoholism"	"4.227"
"RNA transport"	"4.185"
"Pantothenate and CoA biosynthesis"	"4.119"
"Leishmaniasis"	"4.101"
"Protein export"	"4.063"
"Circadian rhythm"	"3.962"
"Autophagy - other"	"3.91"
"NOD-like receptor signaling pathway"	"3.862"
"Cholesterol metabolism"	"3.738"
"IL-17 signaling pathway"	"3.683"
"Ubiquitin mediated proteolysis"	"3.635"
"Shigellosis"	"3.634"
"Steroid biosynthesis"	"3.538"
"p53 signaling pathway"	"3.47"
"Small cell lung cancer"	"3.361"
"HTLV-I infection"	"3.32"
"Cell cycle"	"3.27"
"Selenocompound metabolism"	"3.202"
"Folate biosynthesis"	"3.075"
"Taurine and hypotaurine metabolism"	"3.063"
"Oxidative phosphorylation"	"3.057"
"Thyroid hormone synthesis"	"2.966"
"ABC transporters"	"2.947"
"Bladder cancer"	"2.847"
"Pentose and glucuronate interconversions"	"2.804"
"Thiamine metabolism"	"2.733"
"Riboflavin metabolism"	"2.729"
"Pertussis"	"2.711"
"Bacterial invasion of epithelial cells"	"2.684"
"Sulfur relay system"	"2.641"
"Amyotrophic lateral sclerosis (ALS)"	"2.624"
"Lipoic acid metabolism"	"2.476"
"Vitamin B6 metabolism"	"2.476"
"Ribosome"	"2.451"
"Insulin resistance"	"2.333"
"C-type lectin receptor signaling pathway"	"2.317"
"Amphetamine addiction"	"2.299"
"Progesterone-mediated oocyte maturation"	"2.291"
"Hepatitis C"	"2.27"
"Oxytocin signaling pathway"	"2.236"
"mTOR signaling pathway"	"2.215"
"Autophagy - animal"	"2.139"
"Mismatch repair"	"2.112"
"Dopaminergic synapse"	"2.097"
"Thyroid cancer"	"2.052"
"Human papillomavirus infection"	"2.045"
"Hedgehog signaling pathway"	"2.013"
"Type I diabetes mellitus"	"2.001"
"Insulin signaling pathway"	"1.971"
"Primary bile acid biosynthesis"	"1.95"
"Retinol metabolism"	"1.944"
"Other glycan degradation"	"1.921"
"Vasopressin-regulated water reabsorption"	"1.913"
"Steroid hormone biosynthesis"	"1.865"
"Aldosterone synthesis and secretion"	"1.818"
"Prostate cancer"	"1.756"
"cGMP-PKG signaling pathway"	"1.74"
"Adipocytokine signaling pathway"	"1.713"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"1.697"
"Mitophagy - animal"	"1.494"
"Endocrine and other factor-regulated calcium reabsorption"	"1.491"
"PI3K-Akt signaling pathway"	"1.394"
"Th1 and Th2 cell differentiation"	"1.333"
"Dilated cardiomyopathy (DCM)"	"1.312"
"Inositol phosphate metabolism"	"1.292"
"Toll-like receptor signaling pathway"	"1.288"
"Hippo signaling pathway"	"1.248"
"Hypertrophic cardiomyopathy (HCM)"	"1.243"
"Type II diabetes mellitus"	"1.24"
"Base excision repair"	"1.231"
"Th17 cell differentiation"	"1.188"
"Maturity onset diabetes of the young"	"1.166"
"D-Glutamine and D-glutamate metabolism"	"1.126"
"Chagas disease (American trypanosomiasis)"	"0.988"
"Viral carcinogenesis"	"0.985"
"Glycosphingolipid biosynthesis - ganglio series"	"0.946"
"Sulfur metabolism"	"0.892"
"Neurotrophin signaling pathway"	"0.843"
"Porphyrin and chlorophyll metabolism"	"0.823"
"alpha-Linolenic acid metabolism"	"0.813"
"Wnt signaling pathway"	"0.779"
"Vitamin digestion and absorption"	"0.772"
"FoxO signaling pathway"	"0.76"
"Nicotinate and nicotinamide metabolism"	"0.745"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"0.639"
"TNF signaling pathway"	"0.632"
"Parkinson's disease"	"0.599"
"Longevity regulating pathway"	"0.571"
"Nitrogen metabolism"	"0.535"
"GnRH signaling pathway"	"0.526"
"Biotin metabolism"	"0.489"
"Cytosolic DNA-sensing pathway"	"0.364"
"Arachidonic acid metabolism"	"0.327"
"Glycosaminoglycan degradation"	"0.321"
"Hippo signaling pathway - multiple species"	"0.274"
"African trypanosomiasis"	"0.267"
"Salivary secretion"	"0.253"
"Proximal tubule bicarbonate reclamation"	"0.188"
"ECM-receptor interaction"	"0.115"
"Apelin signaling pathway"	"0.106"
"Cardiac muscle contraction"	"0.091"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.015"
"Primary immunodeficiency"	"-0.023"
"Glioma"	"-0.029"
"TGF-beta signaling pathway"	"-0.045"
"SNARE interactions in vesicular transport"	"-0.102"
"Bile secretion"	"-0.165"
"Fc gamma R-mediated phagocytosis"	"-0.169"
"Malaria"	"-0.173"
"D-Arginine and D-ornithine metabolism"	"-0.189"
"Metabolism of xenobiotics by cytochrome P450"	"-0.208"
"Sphingolipid metabolism"	"-0.22"
"Cell adhesion molecules (CAMs)"	"-0.226"
"Cocaine addiction"	"-0.28"
"Osteoclast differentiation"	"-0.298"
"Alzheimer's disease"	"-0.393"
"Mineral absorption"	"-0.394"
"mRNA surveillance pathway"	"-0.399"
"Chemical carcinogenesis"	"-0.455"
"Insulin secretion"	"-0.484"
"Ovarian steroidogenesis"	"-0.485"
"Melanoma"	"-0.514"
"Long-term potentiation"	"-0.52"
"Amoebiasis"	"-0.59"
"Phosphatidylinositol signaling system"	"-0.614"
"Allograft rejection"	"-0.628"
"Graft-versus-host disease"	"-0.638"
"Viral myocarditis"	"-0.642"
"Inflammatory bowel disease (IBD)"	"-0.652"
"Drug metabolism - cytochrome P450"	"-0.67"
"Basal transcription factors"	"-0.69"
"Homologous recombination"	"-0.704"
"Caffeine metabolism"	"-0.726"
"Nicotine addiction"	"-0.731"
"Endometrial cancer"	"-0.77"
"Transcriptional misregulation in cancer"	"-0.795"
"Hepatitis B"	"-0.862"
"Vascular smooth muscle contraction"	"-0.878"
"NF-kappa B signaling pathway"	"-0.893"
"Pancreatic secretion"	"-0.903"
"Ribosome biogenesis in eukaryotes"	"-0.996"
"Phototransduction"	"-1.023"
"Ether lipid metabolism"	"-1.03"
"Herpes simplex infection"	"-1.03"
"Carbohydrate digestion and absorption"	"-1.046"
"Non-homologous end-joining"	"-1.106"
"Breast cancer"	"-1.112"
"Sphingolipid signaling pathway"	"-1.149"
"Other types of O-glycan biosynthesis"	"-1.191"
"Thyroid hormone signaling pathway"	"-1.21"
"Non-small cell lung cancer"	"-1.228"
"AGE-RAGE signaling pathway in diabetic complications"	"-1.238"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.274"
"Prolactin signaling pathway"	"-1.275"
"Kaposi's sarcoma-associated herpesvirus infection"	"-1.288"
"Olfactory transduction"	"-1.4"
"Renin secretion"	"-1.408"
"Chronic myeloid leukemia"	"-1.435"
"Fanconi anemia pathway"	"-1.476"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-1.485"
"Pancreatic cancer"	"-1.521"
"Autoimmune thyroid disease"	"-1.606"
"Choline metabolism in cancer"	"-1.623"
"Proteoglycans in cancer"	"-1.662"
"Relaxin signaling pathway"	"-1.663"
"Huntington's disease"	"-1.687"
"Gastric acid secretion"	"-1.74"
"VEGF signaling pathway"	"-1.744"
"Long-term depression"	"-1.757"
"Linoleic acid metabolism"	"-1.842"
"B cell receptor signaling pathway"	"-1.878"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-1.914"
"MicroRNAs in cancer"	"-1.976"
"Hepatocellular carcinoma"	"-2.024"
"RNA polymerase"	"-2.039"
"Mannose type O-glycan biosynthesis"	"-2.074"
"Acute myeloid leukemia"	"-2.088"
"Hematopoietic cell lineage"	"-2.117"
"Gastric cancer"	"-2.137"
"Cortisol synthesis and secretion"	"-2.178"
"Asthma"	"-2.256"
"Cushing's syndrome"	"-2.32"
"Platelet activation"	"-2.379"
"GABAergic synapse"	"-2.401"
"Mucin type O-glycan biosynthesis"	"-2.409"
"Basal cell carcinoma"	"-2.459"
"Colorectal cancer"	"-2.522"
"Inflammatory mediator regulation of TRP channels"	"-2.547"
"Notch signaling pathway"	"-2.661"
"T cell receptor signaling pathway"	"-2.694"
"ErbB signaling pathway"	"-2.855"
"Adherens junction"	"-2.906"
"Renin-angiotensin system"	"-2.931"
"Calcium signaling pathway"	"-2.956"
"Leukocyte transendothelial migration"	"-3.055"
"Apoptosis - multiple species"	"-3.084"
"Aldosterone-regulated sodium reabsorption"	"-3.113"
"Circadian entrainment"	"-3.162"
"Melanogenesis"	"-3.444"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-3.5"
"Thermogenesis"	"-3.607"
"Signaling pathways regulating pluripotency of stem cells"	"-3.757"
"Renal cell carcinoma"	"-3.76"
"Intestinal immune network for IgA production"	"-3.812"
"Focal adhesion"	"-4.068"
"Regulation of actin cytoskeleton"	"-4.074"
"Non-alcoholic fatty liver disease (NAFLD)"	"-4.149"
"Pathways in cancer"	"-4.258"
"Fc epsilon RI signaling pathway"	"-4.421"
"Ras signaling pathway"	"-4.617"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-4.709"
"Regulation of lipolysis in adipocytes"	"-4.95"
"Jak-STAT signaling pathway"	"-5.074"
"Morphine addiction"	"-5.224"
"Complement and coagulation cascades"	"-5.387"
"Glutamatergic synapse"	"-5.499"
"Cholinergic synapse"	"-5.559"
"Retrograde endocannabinoid signaling"	"-5.628"
"Staphylococcus aureus infection"	"-5.723"
"Natural killer cell mediated cytotoxicity"	"-6.602"
"Serotonergic synapse"	"-6.825"
"Spliceosome"	"-7.39"
"cAMP signaling pathway"	"-7.54"
"Rap1 signaling pathway"	"-7.749"
"Phospholipase D signaling pathway"	"-7.886"
"Axon guidance"	"-9.978"
"Taste transduction"	"-10.124"
"Chemokine signaling pathway"	"-11.188"
"Cytokine-cytokine receptor interaction"	"-13.558"
"Neuroactive ligand-receptor interaction"	"-20.115"
