"ID"	"Pathway"	"Z-score"
"hsa00240"	"Pyrimidine metabolism"	"0.148"
"hsa00790"	"Folate biosynthesis"	"-0.023"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-0.056"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"-0.099"
"hsa00100"	"Steroid biosynthesis"	"-0.164"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.178"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.199"
"hsa00600"	"Sphingolipid metabolism"	"-0.277"
"hsa05340"	"Primary immunodeficiency"	"-0.34"
"hsa04974"	"Protein digestion and absorption"	"-0.375"
"hsa04210"	"Apoptosis"	"-0.381"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"-0.402"
"hsa02010"	"ABC transporters"	"-0.428"
"hsa00450"	"Selenocompound metabolism"	"-0.479"
"hsa05221"	"Acute myeloid leukemia"	"-0.489"
"hsa04216"	"Ferroptosis"	"-0.507"
"hsa00564"	"Glycerophospholipid metabolism"	"-0.595"
"hsa00230"	"Purine metabolism"	"-0.659"
"hsa03320"	"PPAR signaling pathway"	"-0.717"
"hsa04978"	"Mineral absorption"	"-0.731"
"hsa04612"	"Antigen processing and presentation"	"-0.809"
"hsa03018"	"RNA degradation"	"-0.883"
"hsa04657"	"IL-17 signaling pathway"	"-0.933"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"-0.934"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"-0.936"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"-0.965"
"hsa04146"	"Peroxisome"	"-0.997"
"hsa04010"	"MAPK signaling pathway"	"-1.057"
"hsa04630"	"Jak-STAT signaling pathway"	"-1.166"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"-1.215"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"-1.23"
"hsa05134"	"Legionellosis"	"-1.247"
"hsa00670"	"One carbon pool by folate"	"-1.276"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.286"
"hsa00071"	"Fatty acid degradation"	"-1.315"
"hsa00061"	"Fatty acid biosynthesis"	"-1.367"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-1.388"
"hsa04213"	"Longevity regulating pathway - multiple species"	"-1.422"
"hsa00590"	"Arachidonic acid metabolism"	"-1.486"
"hsa04215"	"Apoptosis - multiple species"	"-1.519"
"hsa05211"	"Renal cell carcinoma"	"-1.526"
"hsa04659"	"Th17 cell differentiation"	"-1.531"
"hsa00510"	"N-Glycan biosynthesis"	"-1.61"
"hsa00920"	"Sulfur metabolism"	"-1.626"
"hsa00120"	"Primary bile acid biosynthesis"	"-1.675"
"hsa03020"	"RNA polymerase"	"-1.708"
"hsa04977"	"Vitamin digestion and absorption"	"-1.719"
"hsa00561"	"Glycerolipid metabolism"	"-1.818"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-1.829"
"hsa05140"	"Leishmaniasis"	"-1.837"
"hsa04512"	"ECM-receptor interaction"	"-1.924"
"hsa00340"	"Histidine metabolism"	"-1.94"
"hsa05130"	"Pathogenic Escherichia coli infection"	"-1.945"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-1.994"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"-2.028"
"hsa00062"	"Fatty acid elongation"	"-2.05"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-2.059"
"hsa04658"	"Th1 and Th2 cell differentiation"	"-2.095"
"hsa05143"	"African trypanosomiasis"	"-2.175"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-2.24"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-2.242"
"hsa00410"	"beta-Alanine metabolism"	"-2.273"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"-2.323"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-2.385"
"hsa04918"	"Thyroid hormone synthesis"	"-2.392"
"hsa03010"	"Ribosome"	"-2.398"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-2.469"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"-2.488"
"hsa00650"	"Butanoate metabolism"	"-2.579"
"hsa04915"	"Estrogen signaling pathway"	"-2.681"
"hsa00380"	"Tryptophan metabolism"	"-2.692"
"hsa04927"	"Cortisol synthesis and secretion"	"-2.707"
"hsa05144"	"Malaria"	"-2.713"
"hsa00900"	"Terpenoid backbone biosynthesis"	"-2.754"
"hsa00330"	"Arginine and proline metabolism"	"-2.758"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"-2.768"
"hsa04520"	"Adherens junction"	"-2.774"
"hsa00591"	"Linoleic acid metabolism"	"-2.85"
"hsa04917"	"Prolactin signaling pathway"	"-2.879"
"hsa04217"	"Necroptosis"	"-2.902"
"hsa04142"	"Lysosome"	"-2.92"
"hsa00480"	"Glutathione metabolism"	"-2.957"
"hsa04064"	"NF-kappa B signaling pathway"	"-2.968"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-3.006"
"hsa05031"	"Amphetamine addiction"	"-3.027"
"hsa00220"	"Arginine biosynthesis"	"-3.051"
"hsa04722"	"Neurotrophin signaling pathway"	"-3.07"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-3.124"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"-3.176"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-3.186"
"hsa04012"	"ErbB signaling pathway"	"-3.192"
"hsa04066"	"HIF-1 signaling pathway"	"-3.248"
"hsa05145"	"Toxoplasmosis"	"-3.253"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"-3.277"
"hsa05131"	"Shigellosis"	"-3.316"
"hsa04151"	"PI3K-Akt signaling pathway"	"-3.386"
"hsa00983"	"Drug metabolism - other enzymes"	"-3.418"
"hsa00350"	"Tyrosine metabolism"	"-3.419"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-3.424"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"-3.475"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-3.604"
"hsa04621"	"NOD-like receptor signaling pathway"	"-3.615"
"hsa03050"	"Proteasome"	"-3.616"
"hsa00640"	"Propanoate metabolism"	"-3.666"
"hsa04614"	"Renin-angiotensin system"	"-3.686"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-3.727"
"hsa04136"	"Autophagy - other"	"-3.732"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-3.745"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-3.745"
"hsa04668"	"TNF signaling pathway"	"-3.767"
"hsa04380"	"Osteoclast differentiation"	"-3.784"
"hsa04625"	"C-type lectin receptor signaling pathway"	"-3.805"
"hsa04975"	"Fat digestion and absorption"	"-3.821"
"hsa04660"	"T cell receptor signaling pathway"	"-3.871"
"hsa04976"	"Bile secretion"	"-3.943"
"hsa00270"	"Cysteine and methionine metabolism"	"-3.965"
"hsa05160"	"Hepatitis C"	"-3.989"
"hsa00562"	"Inositol phosphate metabolism"	"-4.087"
"hsa00360"	"Phenylalanine metabolism"	"-4.102"
"hsa04950"	"Maturity onset diabetes of the young"	"-4.128"
"hsa05205"	"Proteoglycans in cancer"	"-4.153"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-4.255"
"hsa04912"	"GnRH signaling pathway"	"-4.297"
"hsa05132"	"Salmonella infection"	"-4.356"
"hsa04540"	"Gap junction"	"-4.401"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"-4.548"
"hsa05020"	"Prion diseases"	"-4.554"
"hsa05230"	"Central carbon metabolism in cancer"	"-4.557"
"hsa05016"	"Huntington,s disease"	"-4.634"
"hsa00620"	"Pyruvate metabolism"	"-4.653"
"hsa04370"	"VEGF signaling pathway"	"-4.666"
"hsa05030"	"Cocaine addiction"	"-4.67"
"hsa00051"	"Fructose and mannose metabolism"	"-4.684"
"hsa04662"	"B cell receptor signaling pathway"	"-4.686"
"hsa05231"	"Choline metabolism in cancer"	"-4.824"
"hsa04260"	"Cardiac muscle contraction"	"-4.857"
"hsa04530"	"Tight junction"	"-4.907"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"-4.913"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"-4.917"
"hsa03060"	"Protein export"	"-4.952"
"hsa04973"	"Carbohydrate digestion and absorption"	"-5.066"
"hsa00030"	"Pentose phosphate pathway"	"-5.081"
"hsa04510"	"Focal adhesion"	"-5.143"
"hsa00040"	"Pentose and glucuronate interconversions"	"-5.19"
"hsa04152"	"AMPK signaling pathway"	"-5.252"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"-5.257"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"-5.329"
"hsa04720"	"Long-term potentiation"	"-5.378"
"hsa00500"	"Starch and sucrose metabolism"	"-5.439"
"hsa04916"	"Melanogenesis"	"-5.456"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"-5.459"
"hsa00830"	"Retinol metabolism"	"-5.48"
"hsa04211"	"Longevity regulating pathway"	"-5.507"
"hsa05133"	"Pertussis"	"-5.51"
"hsa04670"	"Leukocyte transendothelial migration"	"-5.573"
"hsa04620"	"Toll-like receptor signaling pathway"	"-5.602"
"hsa04930"	"Type II diabetes mellitus"	"-5.709"
"hsa05100"	"Bacterial invasion of epithelial cells"	"-5.712"
"hsa04913"	"Ovarian steroidogenesis"	"-5.713"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-5.72"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"-5.73"
"hsa04070"	"Phosphatidylinositol signaling system"	"-5.853"
"hsa05033"	"Nicotine addiction"	"-5.903"
"hsa04920"	"Adipocytokine signaling pathway"	"-5.93"
"hsa00052"	"Galactose metabolism"	"-5.94"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-5.983"
"hsa04921"	"Oxytocin signaling pathway"	"-6.005"
"hsa04130"	"SNARE interactions in vesicular transport"	"-6.015"
"hsa04979"	"Cholesterol metabolism"	"-6.039"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"-6.085"
"hsa04911"	"Insulin secretion"	"-6.095"
"hsa05204"	"Chemical carcinogenesis"	"-6.096"
"hsa04144"	"Endocytosis"	"-6.191"
"hsa04931"	"Insulin resistance"	"-6.242"
"hsa05416"	"Viral myocarditis"	"-6.242"
"hsa04925"	"Aldosterone synthesis and secretion"	"-6.28"
"hsa04640"	"Hematopoietic cell lineage"	"-6.322"
"hsa04972"	"Pancreatic secretion"	"-6.322"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"-6.416"
"hsa04922"	"Glucagon signaling pathway"	"-6.467"
"hsa04664"	"Fc epsilon RI signaling pathway"	"-6.503"
"hsa04926"	"Relaxin signaling pathway"	"-6.606"
"hsa05310"	"Asthma"	"-6.607"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"-6.609"
"hsa00140"	"Steroid hormone biosynthesis"	"-6.665"
"hsa04940"	"Type I diabetes mellitus"	"-6.703"
"hsa04150"	"mTOR signaling pathway"	"-6.86"
"hsa04740"	"Olfactory transduction"	"-6.873"
"hsa04966"	"Collecting duct acid secretion"	"-6.913"
"hsa00020"	"Citrate cycle (TCA cycle)"	"-6.989"
"hsa04071"	"Sphingolipid signaling pathway"	"-7.063"
"hsa04672"	"Intestinal immune network for IgA production"	"-7.129"
"hsa00260"	"Glycine, serine and threonine metabolism"	"-7.201"
"hsa04744"	"Phototransduction"	"-7.391"
"hsa05332"	"Graft-versus-host disease"	"-7.432"
"hsa05152"	"Tuberculosis"	"-7.453"
"hsa04714"	"Thermogenesis"	"-7.505"
"hsa04970"	"Salivary secretion"	"-7.535"
"hsa05110"	"Vibrio cholerae infection"	"-7.55"
"hsa05330"	"Allograft rejection"	"-7.595"
"hsa04140"	"Autophagy - animal"	"-7.644"
"hsa05146"	"Amoebiasis"	"-7.687"
"hsa04730"	"Long-term depression"	"-7.696"
"hsa04145"	"Phagosome"	"-7.701"
"hsa04270"	"Vascular smooth muscle contraction"	"-7.934"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"-8.007"
"hsa04971"	"Gastric acid secretion"	"-8.022"
"hsa04721"	"Synaptic vesicle cycle"	"-8.067"
"hsa04910"	"Insulin signaling pathway"	"-8.244"
"hsa04728"	"Dopaminergic synapse"	"-8.313"
"hsa04611"	"Platelet activation"	"-8.363"
"hsa04371"	"Apelin signaling pathway"	"-8.617"
"hsa05320"	"Autoimmune thyroid disease"	"-8.688"
"hsa05323"	"Rheumatoid arthritis"	"-8.974"
"hsa05150"	"Staphylococcus aureus infection"	"-9.092"
"hsa04924"	"Renin secretion"	"-9.29"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"-9.366"
"hsa04360"	"Axon guidance"	"-9.805"
"hsa05032"	"Morphine addiction"	"-9.955"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-10.039"
"hsa04727"	"GABAergic synapse"	"-10.051"
"hsa04610"	"Complement and coagulation cascades"	"-10.106"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"-10.436"
"hsa04022"	"cGMP-PKG signaling pathway"	"-10.587"
"hsa04810"	"Regulation of actin cytoskeleton"	"-11.055"
"hsa04014"	"Ras signaling pathway"	"-11.286"
"hsa04713"	"Circadian entrainment"	"-11.49"
"hsa04024"	"cAMP signaling pathway"	"-11.716"
"hsa05012"	"Parkinson,s disease"	"-11.744"
"hsa04726"	"Serotonergic synapse"	"-11.883"
"hsa05010"	"Alzheimer,s disease"	"-11.98"
"hsa04725"	"Cholinergic synapse"	"-12.199"
"hsa04015"	"Rap1 signaling pathway"	"-12.233"
"hsa00190"	"Oxidative phosphorylation"	"-12.531"
"hsa04723"	"Retrograde endocannabinoid signaling"	"-12.77"
"hsa04072"	"Phospholipase D signaling pathway"	"-13.375"
"hsa04062"	"Chemokine signaling pathway"	"-13.672"
"hsa04724"	"Glutamatergic synapse"	"-14.165"
"hsa04742"	"Taste transduction"	"-16.092"
"hsa04020"	"Calcium signaling pathway"	"-17.394"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"-17.496"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-27.723"
