"Pathway"	"Z-score"
"Non-small cell lung cancer - Homo sapiens (human)"	"3.036"
"Hepatocellular carcinoma - Homo sapiens (human)"	"3.002"
"Epstein-Barr virus infection - Homo sapiens (human)"	"2.99"
"Wnt signaling pathway - Homo sapiens (human)"	"2.728"
"Vitamin B6 metabolism - Homo sapiens (human)"	"2.634"
"Basal transcription factors - Homo sapiens (human)"	"2.439"
"Mitophagy - animal - Homo sapiens (human)"	"2.368"
"Taurine and hypotaurine metabolism - Homo sapiens (human)"	"2.359"
"Lysine degradation - Homo sapiens (human)"	"2.343"
"Measles - Homo sapiens (human)"	"2.292"
"Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human)"	"2.011"
"mRNA surveillance pathway - Homo sapiens (human)"	"1.839"
"Biotin metabolism - Homo sapiens (human)"	"1.713"
"Glycosaminoglycan degradation - Homo sapiens (human)"	"1.671"
"Other glycan degradation - Homo sapiens (human)"	"1.55"
"Hippo signaling pathway - Homo sapiens (human)"	"1.371"
"Hedgehog signaling pathway - Homo sapiens (human)"	"1.315"
"Colorectal cancer - Homo sapiens (human)"	"1.307"
"Riboflavin metabolism - Homo sapiens (human)"	"1.175"
"Other types of O-glycan biosynthesis - Homo sapiens (human)"	"1.152"
"Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human)"	"1.106"
"Endometrial cancer - Homo sapiens (human)"	"1.089"
"Glioma - Homo sapiens (human)"	"1.005"
"Hippo signaling pathway - multiple species - Homo sapiens (human)"	"0.973"
"Circadian rhythm - Homo sapiens (human)"	"0.967"
"Thiamine metabolism - Homo sapiens (human)"	"0.939"
"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	"0.851"
"alpha-Linolenic acid metabolism - Homo sapiens (human)"	"0.844"
"Thyroid hormone signaling pathway - Homo sapiens (human)"	"0.632"
"Sulfur relay system - Homo sapiens (human)"	"0.583"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)"	"0.574"
"Nitrogen metabolism - Homo sapiens (human)"	"0.549"
"Caffeine metabolism - Homo sapiens (human)"	"0.498"
"Lipoic acid metabolism - Homo sapiens (human)"	"0.474"
"Influenza A - Homo sapiens (human)"	"0.362"
"Pathways in cancer - Homo sapiens (human)"	"0.319"
"Proximal tubule bicarbonate reclamation - Homo sapiens (human)"	"0.154"
"Pyrimidine metabolism - Homo sapiens (human)"	"0.148"
"Folate biosynthesis - Homo sapiens (human)"	"-0.023"
"Nicotinate and nicotinamide metabolism - Homo sapiens (human)"	"-0.056"
"Pantothenate and CoA biosynthesis - Homo sapiens (human)"	"-0.099"
"Steroid biosynthesis - Homo sapiens (human)"	"-0.164"
"D-Glutamine and D-glutamate metabolism - Homo sapiens (human)"	"-0.178"
"D-Arginine and D-ornithine metabolism - Homo sapiens (human)"	"-0.199"
"Sphingolipid metabolism - Homo sapiens (human)"	"-0.277"
"Primary immunodeficiency - Homo sapiens (human)"	"-0.34"
"Protein digestion and absorption - Homo sapiens (human)"	"-0.375"
"Apoptosis - Homo sapiens (human)"	"-0.381"
"Inflammatory bowel disease (IBD) - Homo sapiens (human)"	"-0.402"
"ABC transporters - Homo sapiens (human)"	"-0.428"
"Selenocompound metabolism - Homo sapiens (human)"	"-0.479"
"Acute myeloid leukemia - Homo sapiens (human)"	"-0.489"
"Ferroptosis - Homo sapiens (human)"	"-0.507"
"Glycerophospholipid metabolism - Homo sapiens (human)"	"-0.595"
"Purine metabolism - Homo sapiens (human)"	"-0.659"
"PPAR signaling pathway - Homo sapiens (human)"	"-0.717"
"Mineral absorption - Homo sapiens (human)"	"-0.731"
"Antigen processing and presentation - Homo sapiens (human)"	"-0.809"
"RNA degradation - Homo sapiens (human)"	"-0.883"
"IL-17 signaling pathway - Homo sapiens (human)"	"-0.933"
"Protein processing in endoplasmic reticulum - Homo sapiens (human)"	"-0.934"
