"Pathway"	"Z-score"
"Prolactin signaling pathway"	"-0.393"
"Renal cell carcinoma"	"-0.396"
"Glycolysis / Gluconeogenesis"	"-0.397"
"Glioma"	"-0.401"
"p53 signaling pathway"	"-0.404"
"Melanoma"	"-0.405"
"Adherens junction"	"-0.406"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.406"
"Bacterial invasion of epithelial cells"	"-0.406"
"Leishmaniasis"	"-0.409"
"Bile secretion"	"-0.41"
"Inositol phosphate metabolism"	"-0.41"
"Antigen processing and presentation"	"-0.412"
"Chronic myeloid leukemia"	"-0.413"
"PPAR signaling pathway"	"-0.417"
"RNA degradation"	"-0.418"
"Thyroid hormone synthesis"	"-0.418"
"Cardiac muscle contraction"	"-0.421"
"Gastric acid secretion"	"-0.421"
"Pancreatic cancer"	"-0.422"
"Pertussis"	"-0.426"
"Taste transduction"	"-0.426"
"Ribosome biogenesis in eukaryotes"	"-0.429"
"ErbB signaling pathway"	"-0.434"
"Peroxisome"	"-0.435"
"Hypertrophic cardiomyopathy (HCM)"	"-0.439"
"Salmonella infection"	"-0.441"
"TGF-beta signaling pathway"	"-0.441"
"ECM-receptor interaction"	"-0.444"
"GABAergic synapse"	"-0.451"
"Gap junction"	"-0.451"
"Insulin secretion"	"-0.451"
"Colorectal cancer"	"-0.452"
"Dilated cardiomyopathy (DCM)"	"-0.453"
"GnRH signaling pathway"	"-0.454"
"Morphine addiction"	"-0.454"
"Inflammatory mediator regulation of TRP channels"	"-0.458"
"mRNA surveillance pathway"	"-0.46"
"Protein digestion and absorption"	"-0.462"
"Salivary secretion"	"-0.463"
"Progesterone-mediated oocyte maturation"	"-0.464"
"Hematopoietic cell lineage"	"-0.467"
"IL-17 signaling pathway"	"-0.469"
"Small cell lung cancer"	"-0.469"
"Aldosterone synthesis and secretion"	"-0.47"
"AGE-RAGE signaling pathway in diabetic complications"	"-0.471"
"T cell receptor signaling pathway"	"-0.471"
"Pancreatic secretion"	"-0.472"
"Prostate cancer"	"-0.472"
"Glycerophospholipid metabolism"	"-0.474"
"Choline metabolism in cancer"	"-0.478"
"Circadian entrainment"	"-0.479"
"Pyrimidine metabolism"	"-0.479"
"Phosphatidylinositol signaling system"	"-0.48"
"Melanogenesis"	"-0.486"
"Toll-like receptor signaling pathway"	"-0.486"
"Chagas disease (American trypanosomiasis)"	"-0.488"
"C-type lectin receptor signaling pathway"	"-0.488"
"Glucagon signaling pathway"	"-0.492"
"HIF-1 signaling pathway"	"-0.493"
"Glutamatergic synapse"	"-0.505"
"Cholinergic synapse"	"-0.507"
"Thyroid hormone signaling pathway"	"-0.509"
"Sphingolipid signaling pathway"	"-0.51"
"Neurotrophin signaling pathway"	"-0.515"
"Toxoplasmosis"	"-0.523"
"Oocyte meiosis"	"-0.528"
"Vascular smooth muscle contraction"	"-0.533"
"Hepatitis C"	"-0.537"
"Autophagy - animal"	"-0.539"
"Cell cycle"	"-0.541"
"Osteoclast differentiation"	"-0.542"
"Relaxin signaling pathway"	"-0.545"
"Systemic lupus erythematosus"	"-0.547"
"Dopaminergic synapse"	"-0.549"
"Ribosome"	"-0.549"
"Natural killer cell mediated cytotoxicity"	"-0.551"
"Apelin signaling pathway"	"-0.554"
"Spliceosome"	"-0.558"
"Apoptosis"	"-0.562"
"Estrogen signaling pathway"	"-0.564"
"Parkinson's disease"	"-0.566"
"Phospholipase D signaling pathway"	"-0.566"
"Signaling pathways regulating pluripotency of stem cells"	"-0.568"
"Adrenergic signaling in cardiomyocytes"	"-0.572"
"Hepatitis B"	"-0.579"
"Retrograde endocannabinoid signaling"	"-0.579"
"Wnt signaling pathway"	"-0.58"
"Oxytocin signaling pathway"	"-0.587"
"Gastric cancer"	"-0.588"
"Cushing's syndrome"	"-0.591"
"Hippo signaling pathway"	"-0.597"
"mTOR signaling pathway"	"-0.601"
"Cellular senescence"	"-0.608"
"NOD-like receptor signaling pathway"	"-0.609"
"cGMP-PKG signaling pathway"	"-0.616"
"Necroptosis"	"-0.616"
"Tight junction"	"-0.623"
"RNA transport"	"-0.624"
"Protein processing in endoplasmic reticulum"	"-0.625"
"Purine metabolism"	"-0.63"
"Influenza A"	"-0.64"
"Herpes simplex infection"	"-0.647"
"Calcium signaling pathway"	"-0.652"
"Alcoholism"	"-0.653"
"Huntington's disease"	"-0.668"
"Focal adhesion"	"-0.688"
"Regulation of actin cytoskeleton"	"-0.697"
"Thermogenesis"	"-0.716"
"Neuroactive ligand-receptor interaction"	"-0.808"
"Olfactory transduction"	"-0.992"
