"Pathway"	"Z-score"
"Fat digestion and absorption"	"1.332"
"MAPK signaling pathway"	"1.304"
"Thyroid hormone signaling pathway"	"1.288"
"Neurotrophin signaling pathway"	"1.252"
"Sphingolipid signaling pathway"	"1.227"
"Autophagy - animal"	"1.155"
"Natural killer cell mediated cytotoxicity"	"1.123"
"Valine, leucine and isoleucine degradation"	"1.117"
"Dopaminergic synapse"	"1.11"
"Estrogen signaling pathway"	"1.06"
"Mineral absorption"	"1.033"
"Wnt signaling pathway"	"0.976"
"Pathogenic Escherichia coli infection"	"0.967"
"Retrograde endocannabinoid signaling"	"0.948"
"Hepatitis B"	"0.947"
"Endometrial cancer"	"0.92"
"Arachidonic acid metabolism"	"0.88"
"Cellular senescence"	"0.799"
"Renin secretion"	"0.798"
"Long-term potentiation"	"0.773"
"Non-small cell lung cancer"	"0.772"
"Shigellosis"	"0.771"
"Acute myeloid leukemia"	"0.763"
"Epithelial cell signaling in Helicobacter pylori infection"	"0.727"
"Glioma"	"0.711"
"Axon guidance"	"0.682"
"B cell receptor signaling pathway"	"0.682"
"Melanoma"	"0.657"
"Alcoholism"	"0.65"
"Leishmaniasis"	"0.63"
"Peroxisome"	"0.551"
"Taste transduction"	"0.533"
"cAMP signaling pathway"	"0.502"
"Gap junction"	"0.489"
"Salmonella infection"	"0.484"
"NF-kappa B signaling pathway"	"0.398"
"Melanogenesis"	"0.342"
"T cell receptor signaling pathway"	"0.331"
"Toxoplasmosis"	"0.227"
"AMPK signaling pathway"	"0.144"
"Cytokine-cytokine receptor interaction"	"0.052"
"Measles"	"0.034"
"Insulin signaling pathway"	"0.019"
"Signaling pathways regulating pluripotency of stem cells"	"0.014"
"Parkinson's disease"	"-0.004"
"Cell adhesion molecules (CAMs)"	"-0.022"
"Adrenergic signaling in cardiomyocytes"	"-0.029"
"Non-alcoholic fatty liver disease (NAFLD)"	"-0.061"
"D-Arginine and D-ornithine metabolism"	"-0.086"
"Hippo signaling pathway"	"-0.086"
"Necroptosis"	"-0.135"
"Biotin metabolism"	"-0.144"
"Lipoic acid metabolism"	"-0.149"
"Jak-STAT signaling pathway"	"-0.155"
"Valine, leucine and isoleucine biosynthesis"	"-0.161"
"Protein processing in endoplasmic reticulum"	"-0.166"
"Caffeine metabolism"	"-0.183"
"NOD-like receptor signaling pathway"	"-0.184"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.188"
"D-Glutamine and D-glutamate metabolism"	"-0.193"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.196"
"Phosphonate and phosphinate metabolism"	"-0.198"
"Tight junction"	"-0.198"
"Vitamin B6 metabolism"	"-0.199"
"Purine metabolism"	"-0.216"
"Sulfur relay system"	"-0.246"
"Riboflavin metabolism"	"-0.248"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.275"
"Sulfur metabolism"	"-0.28"
"Taurine and hypotaurine metabolism"	"-0.284"
"Herpes simplex infection"	"-0.29"
"Fatty acid biosynthesis"	"-0.307"
"Non-homologous end-joining"	"-0.313"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.32"
"Thiamine metabolism"	"-0.32"
"Huntington's disease"	"-0.33"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.337"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.338"
"Phenylalanine metabolism"	"-0.348"
"Nitrogen metabolism"	"-0.35"
"Other glycan degradation"	"-0.35"
"Selenocompound metabolism"	"-0.365"
"Steroid biosynthesis"	"-0.368"
"Glycosaminoglycan degradation"	"-0.375"
"Pantothenate and CoA biosynthesis"	"-0.375"
"Arginine biosynthesis"	"-0.376"
"One carbon pool by folate"	"-0.38"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.386"
"Other types of O-glycan biosynthesis"	"-0.399"
"Proximal tubule bicarbonate reclamation"	"-0.407"
"Mannose type O-glycan biosynthesis"	"-0.409"
"Pentose and glucuronate interconversions"	"-0.409"
"Histidine metabolism"	"-0.411"
"Mismatch repair"	"-0.411"
"alpha-Linolenic acid metabolism"	"-0.413"
"Protein export"	"-0.414"
"Biosynthesis of unsaturated fatty acids"	"-0.415"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.421"
"Folate biosynthesis"	"-0.422"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.426"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.441"
"Fatty acid elongation"	"-0.442"
"Collecting duct acid secretion"	"-0.443"
"Phototransduction"	"-0.444"
"Glyoxylate and dicarboxylate metabolism"	"-0.446"
"Nicotinate and nicotinamide metabolism"	"-0.45"
"Hippo signaling pathway - multiple species"	"-0.453"
"Linoleic acid metabolism"	"-0.456"
"Citrate cycle (TCA cycle)"	"-0.459"
"Circadian rhythm"	"-0.463"
"Asthma"	"-0.464"
"Mucin type O-glycan biosynthesis"	"-0.467"
"Galactose metabolism"	"-0.476"
"Propanoate metabolism"	"-0.476"
"RNA polymerase"	"-0.476"
"beta-Alanine metabolism"	"-0.482"
"Porphyrin and chlorophyll metabolism"	"-0.484"
"Autophagy - other"	"-0.487"
"Fructose and mannose metabolism"	"-0.487"
"SNARE interactions in vesicular transport"	"-0.488"
"Base excision repair"	"-0.496"
"DNA replication"	"-0.505"
"Thyroid cancer"	"-0.508"
"Alanine, aspartate and glutamate metabolism"	"-0.511"
"Primary immunodeficiency"	"-0.511"
"Allograft rejection"	"-0.516"
"Starch and sucrose metabolism"	"-0.516"
"Aldosterone-regulated sodium reabsorption"	"-0.518"
"Nicotine addiction"	"-0.529"
"Tryptophan metabolism"	"-0.535"
"Pyruvate metabolism"	"-0.538"
"Glycine, serine and threonine metabolism"	"-0.54"
"Homologous recombination"	"-0.54"
"Graft-versus-host disease"	"-0.547"
"Vasopressin-regulated water reabsorption"	"-0.551"
"Type I diabetes mellitus"	"-0.559"
"ABC transporters"	"-0.563"
"Basal transcription factors"	"-0.564"
"Nucleotide excision repair"	"-0.565"
"Fatty acid degradation"	"-0.566"
"Aminoacyl-tRNA biosynthesis"	"-0.567"
"Carbohydrate digestion and absorption"	"-0.571"
"Ether lipid metabolism"	"-0.573"
"Hedgehog signaling pathway"	"-0.575"
"Cysteine and methionine metabolism"	"-0.577"
"Proteasome"	"-0.583"
"Intestinal immune network for IgA production"	"-0.584"
"Type II diabetes mellitus"	"-0.585"
"N-Glycan biosynthesis"	"-0.587"
"Cocaine addiction"	"-0.588"
"Ovarian steroidogenesis"	"-0.589"
"Notch signaling pathway"	"-0.59"
"Steroid hormone biosynthesis"	"-0.592"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.595"
"Arginine and proline metabolism"	"-0.598"
"Amino sugar and nucleotide sugar metabolism"	"-0.599"
"Sphingolipid metabolism"	"-0.6"
"Regulation of lipolysis in adipocytes"	"-0.61"
"Autoimmune thyroid disease"	"-0.611"
"Vibrio cholerae infection"	"-0.612"
"HTLV-I infection"	"-0.617"
"Retinol metabolism"	"-0.618"
"Glutathione metabolism"	"-0.62"
"Fanconi anemia pathway"	"-0.621"
"Lysine degradation"	"-0.644"
"Long-term depression"	"-0.651"
"Drug metabolism - cytochrome P450"	"-0.653"
"Glycerolipid metabolism"	"-0.667"
"Longevity regulating pathway - multiple species"	"-0.671"
"Basal cell carcinoma"	"-0.675"
"Cortisol synthesis and secretion"	"-0.675"
"Metabolism of xenobiotics by cytochrome P450"	"-0.675"
"Synaptic vesicle cycle"	"-0.677"
"Inflammatory bowel disease (IBD)"	"-0.683"
"Mitophagy - animal"	"-0.686"
"Cytosolic DNA-sensing pathway"	"-0.689"
"Amphetamine addiction"	"-0.69"
"Central carbon metabolism in cancer"	"-0.697"
"Drug metabolism - other enzymes"	"-0.698"
"Prolactin signaling pathway"	"-0.707"
"Adipocytokine signaling pathway"	"-0.712"
"Glycolysis / Gluconeogenesis"	"-0.712"
"Bile secretion"	"-0.714"
"Chemical carcinogenesis"	"-0.714"
"RIG-I-like receptor signaling pathway"	"-0.718"
"Inositol phosphate metabolism"	"-0.727"
"Thyroid hormone synthesis"	"-0.729"
"Ribosome biogenesis in eukaryotes"	"-0.736"
"Chronic myeloid leukemia"	"-0.738"
"Gastric acid secretion"	"-0.738"
"Cardiac muscle contraction"	"-0.756"
"RNA degradation"	"-0.756"
"ErbB signaling pathway"	"-0.772"
"Insulin secretion"	"-0.787"
"Longevity regulating pathway"	"-0.8"
"Salivary secretion"	"-0.811"
"mRNA surveillance pathway"	"-0.816"
"Th1 and Th2 cell differentiation"	"-0.818"
"Glycerophospholipid metabolism"	"-0.82"
"Inflammatory mediator regulation of TRP channels"	"-0.823"
"Progesterone-mediated oocyte maturation"	"-0.828"
"Aldosterone synthesis and secretion"	"-0.831"
"Phosphatidylinositol signaling system"	"-0.853"
"Pyrimidine metabolism"	"-0.858"
"Glucagon signaling pathway"	"-0.861"
"C-type lectin receptor signaling pathway"	"-0.87"
"Insulin resistance"	"-0.872"
"Th17 cell differentiation"	"-0.882"
"Cell cycle"	"-0.935"
"Oocyte meiosis"	"-0.935"
"Vascular smooth muscle contraction"	"-0.936"
"FoxO signaling pathway"	"-0.959"
"Ribosome"	"-0.972"
"Hepatitis C"	"-0.979"
"Oxidative phosphorylation"	"-0.979"
"Spliceosome"	"-0.986"
"Ubiquitin mediated proteolysis"	"-1.008"
"Gastric cancer"	"-1.029"
"Oxytocin signaling pathway"	"-1.034"
"Breast cancer"	"-1.038"
"mTOR signaling pathway"	"-1.039"
"Cushing's syndrome"	"-1.057"
"cGMP-PKG signaling pathway"	"-1.078"
"Hepatocellular carcinoma"	"-1.096"
"RNA transport"	"-1.099"
"Calcium signaling pathway"	"-1.124"
"Epstein-Barr virus infection"	"-1.216"
"Thermogenesis"	"-1.283"
"Endocytosis"	"-1.355"
"Olfactory transduction"	"-1.73"
