"ID"	"Pathway"	"Z-score"
"hsa05332"	"Graft-versus-host disease"	"3.644"
"hsa05416"	"Viral myocarditis"	"3.57"
"hsa05225"	"Hepatocellular carcinoma"	"3.55"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"3.541"
"hsa04940"	"Type I diabetes mellitus"	"3.448"
"hsa04657"	"IL-17 signaling pathway"	"3.399"
"hsa05220"	"Chronic myeloid leukemia"	"3.371"
"hsa05214"	"Glioma"	"3.341"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"3.336"
"hsa05218"	"Melanoma"	"3.335"
"hsa05212"	"Pancreatic cancer"	"3.318"
"hsa05213"	"Endometrial cancer"	"3.309"
"hsa00983"	"Drug metabolism - other enzymes"	"3.305"
"hsa04915"	"Estrogen signaling pathway"	"3.298"
"hsa04724"	"Glutamatergic synapse"	"3.277"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"3.253"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"3.152"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"2.988"
"hsa05226"	"Gastric cancer"	"2.879"
"hsa05330"	"Allograft rejection"	"2.866"
"hsa02010"	"ABC transporters"	"2.848"
"hsa04927"	"Cortisol synthesis and secretion"	"2.848"
"hsa04722"	"Neurotrophin signaling pathway"	"2.8"
"hsa04371"	"Apelin signaling pathway"	"2.763"
"hsa00740"	"Riboflavin metabolism"	"2.704"
"hsa04625"	"C-type lectin receptor signaling pathway"	"2.666"
"hsa05221"	"Acute myeloid leukemia"	"2.547"
"hsa04713"	"Circadian entrainment"	"2.525"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"2.484"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"2.448"
"hsa04071"	"Sphingolipid signaling pathway"	"2.372"
"hsa04930"	"Type II diabetes mellitus"	"2.313"
"hsa05152"	"Tuberculosis"	"2.31"
"hsa04064"	"NF-kappa B signaling pathway"	"2.307"
"hsa04350"	"TGF-beta signaling pathway"	"2.299"
"hsa04066"	"HIF-1 signaling pathway"	"2.267"
"hsa00590"	"Arachidonic acid metabolism"	"2.25"
"hsa00982"	"Drug metabolism - cytochrome P450"	"2.236"
"hsa04730"	"Long-term depression"	"2.215"
"hsa04070"	"Phosphatidylinositol signaling system"	"2.214"
"hsa04068"	"FoxO signaling pathway"	"2.176"
"hsa04911"	"Insulin secretion"	"2.14"
"hsa05204"	"Chemical carcinogenesis"	"2.134"
"hsa05322"	"Systemic lupus erythematosus"	"2.134"
"hsa04215"	"Apoptosis - multiple species"	"2.083"
"hsa05320"	"Autoimmune thyroid disease"	"2.012"
"hsa04115"	"p53 signaling pathway"	"1.943"
"hsa00531"	"Glycosaminoglycan degradation"	"1.916"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"1.893"
"hsa04973"	"Carbohydrate digestion and absorption"	"1.868"
"hsa00591"	"Linoleic acid metabolism"	"1.864"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"1.86"
"hsa04142"	"Lysosome"	"1.835"
"hsa00430"	"Taurine and hypotaurine metabolism"	"1.796"
"hsa00565"	"Ether lipid metabolism"	"1.788"
"hsa04270"	"Vascular smooth muscle contraction"	"1.785"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"1.758"
"hsa05160"	"Hepatitis C"	"1.749"
"hsa04934"	"Cushing,s syndrome"	"1.706"
"hsa05010"	"Alzheimer,s disease"	"1.701"
"hsa00780"	"Biotin metabolism"	"1.688"
"hsa00592"	"alpha-Linolenic acid metabolism"	"1.668"
"hsa05310"	"Asthma"	"1.646"
"hsa04659"	"Th17 cell differentiation"	"1.646"
"hsa04727"	"GABAergic synapse"	"1.634"
"hsa00350"	"Tyrosine metabolism"	"1.634"
"hsa04971"	"Gastric acid secretion"	"1.63"
"hsa04145"	"Phagosome"	"1.593"
"hsa04931"	"Insulin resistance"	"1.59"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"1.578"
"hsa00232"	"Caffeine metabolism"	"1.546"
"hsa04658"	"Th1 and Th2 cell differentiation"	"1.521"
"hsa05224"	"Breast cancer"	"1.489"
"hsa03320"	"PPAR signaling pathway"	"1.483"
"hsa04921"	"Oxytocin signaling pathway"	"1.471"
"hsa00053"	"Ascorbate and aldarate metabolism"	"1.424"
"hsa05162"	"Measles"	"1.414"
"hsa00340"	"Histidine metabolism"	"1.272"
"hsa04920"	"Adipocytokine signaling pathway"	"1.245"
"hsa04022"	"cGMP-PKG signaling pathway"	"1.242"
"hsa04723"	"Retrograde endocannabinoid signaling"	"1.198"
"hsa04976"	"Bile secretion"	"1.09"
"hsa00480"	"Glutathione metabolism"	"1.071"
"hsa00410"	"beta-Alanine metabolism"	"1.058"
"hsa05033"	"Nicotine addiction"	"1.027"
"hsa04122"	"Sulfur relay system"	"0.951"
"hsa05164"	"Influenza A"	"0.942"
"hsa00120"	"Primary bile acid biosynthesis"	"0.928"
"hsa04913"	"Ovarian steroidogenesis"	"0.87"
"hsa00360"	"Phenylalanine metabolism"	"0.87"
"hsa00071"	"Fatty acid degradation"	"0.866"
"hsa03450"	"Non-homologous end-joining"	"0.857"
"hsa05166"	"HTLV-I infection"	"0.847"
"hsa00062"	"Fatty acid elongation"	"0.837"
"hsa00561"	"Glycerolipid metabolism"	"0.798"
"hsa04924"	"Renin secretion"	"0.787"
"hsa04211"	"Longevity regulating pathway"	"0.746"
"hsa04925"	"Aldosterone synthesis and secretion"	"0.728"
"hsa04150"	"mTOR signaling pathway"	"0.716"
"hsa05217"	"Basal cell carcinoma"	"0.711"
"hsa04916"	"Melanogenesis"	"0.649"
"hsa00830"	"Retinol metabolism"	"0.641"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"0.638"
"hsa00750"	"Vitamin B6 metabolism"	"0.634"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"0.628"
"hsa00564"	"Glycerophospholipid metabolism"	"0.623"
"hsa04390"	"Hippo signaling pathway"	"0.593"
"hsa04919"	"Thyroid hormone signaling pathway"	"0.56"
"hsa04130"	"SNARE interactions in vesicular transport"	"0.532"
"hsa04144"	"Endocytosis"	"0.476"
"hsa04152"	"AMPK signaling pathway"	"0.345"
"hsa00511"	"Other glycan degradation"	"0.335"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"0.315"
"hsa04140"	"Autophagy - animal"	"0.289"
"hsa05340"	"Primary immunodeficiency"	"0.248"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"0.231"
"hsa00450"	"Selenocompound metabolism"	"0.196"
"hsa04540"	"Gap junction"	"0.184"
"hsa04970"	"Salivary secretion"	"0.138"
"hsa00920"	"Sulfur metabolism"	"0.132"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"0.127"
"hsa00910"	"Nitrogen metabolism"	"0.072"
"hsa00730"	"Thiamine metabolism"	"0.063"
"hsa00040"	"Pentose and glucuronate interconversions"	"0.046"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.002"
"hsa04210"	"Apoptosis"	"-0.018"
"hsa05134"	"Legionellosis"	"-0.041"
"hsa04978"	"Mineral absorption"	"-0.105"
"hsa00785"	"Lipoic acid metabolism"	"-0.155"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.179"
"hsa04146"	"Peroxisome"	"-0.189"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"-0.257"
"hsa04910"	"Insulin signaling pathway"	"-0.337"
"hsa00790"	"Folate biosynthesis"	"-0.361"
"hsa05216"	"Thyroid cancer"	"-0.447"
"hsa00380"	"Tryptophan metabolism"	"-0.451"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.481"
"hsa05230"	"Central carbon metabolism in cancer"	"-0.501"
"hsa04621"	"NOD-like receptor signaling pathway"	"-0.547"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"-0.559"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-0.567"
"hsa00220"	"Arginine biosynthesis"	"-0.613"
"hsa04530"	"Tight junction"	"-0.622"
"hsa00140"	"Steroid hormone biosynthesis"	"-0.626"
"hsa00670"	"One carbon pool by folate"	"-0.641"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"-0.662"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-0.687"
"hsa00640"	"Propanoate metabolism"	"-0.704"
"hsa04137"	"Mitophagy - animal"	"-0.831"
"hsa04728"	"Dopaminergic synapse"	"-0.86"
"hsa04744"	"Phototransduction"	"-0.96"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-1.008"
"hsa00650"	"Butanoate metabolism"	"-1.047"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.069"
"hsa03410"	"Base excision repair"	"-1.097"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"-1.104"
"hsa04721"	"Synaptic vesicle cycle"	"-1.115"
"hsa04612"	"Antigen processing and presentation"	"-1.127"
"hsa05202"	"Transcriptional misregulation in cancer"	"-1.127"
"hsa04720"	"Long-term potentiation"	"-1.137"
"hsa05110"	"Vibrio cholerae infection"	"-1.139"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-1.147"
"hsa00330"	"Arginine and proline metabolism"	"-1.177"
"hsa00030"	"Pentose phosphate pathway"	"-1.188"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"-1.193"
"hsa00260"	"Glycine, serine and threonine metabolism"	"-1.196"
"hsa00600"	"Sphingolipid metabolism"	"-1.233"
"hsa04966"	"Collecting duct acid secretion"	"-1.26"
"hsa00510"	"N-Glycan biosynthesis"	"-1.283"
"hsa04216"	"Ferroptosis"	"-1.287"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-1.385"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"-1.397"
"hsa00620"	"Pyruvate metabolism"	"-1.449"
"hsa04213"	"Longevity regulating pathway - multiple species"	"-1.48"
"hsa00100"	"Steroid biosynthesis"	"-1.522"
"hsa00270"	"Cysteine and methionine metabolism"	"-1.549"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"-1.578"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"-1.598"
"hsa00900"	"Terpenoid backbone biosynthesis"	"-1.67"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"-1.726"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-1.857"
"hsa05203"	"Viral carcinogenesis"	"-1.875"
"hsa04260"	"Cardiac muscle contraction"	"-1.884"
"hsa05031"	"Amphetamine addiction"	"-1.888"
"hsa03060"	"Protein export"	"-1.91"
"hsa04310"	"Wnt signaling pathway"	"-1.988"
"hsa04922"	"Glucagon signaling pathway"	"-2.043"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"-2.069"
"hsa00310"	"Lysine degradation"	"-2.071"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-2.076"
"hsa05130"	"Pathogenic Escherichia coli infection"	"-2.09"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"-2.115"
"hsa03050"	"Proteasome"	"-2.148"
"hsa04392"	"Hippo signaling pathway - multiple species"	"-2.168"
"hsa04714"	"Thermogenesis"	"-2.204"
"hsa04136"	"Autophagy - other"	"-2.222"
"hsa00052"	"Galactose metabolism"	"-2.232"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-2.259"
"hsa04218"	"Cellular senescence"	"-2.341"
"hsa00051"	"Fructose and mannose metabolism"	"-2.397"
"hsa04740"	"Olfactory transduction"	"-2.506"
"hsa00020"	"Citrate cycle (TCA cycle)"	"-2.521"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"-2.597"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-2.651"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-2.72"
"hsa00061"	"Fatty acid biosynthesis"	"-2.755"
"hsa05168"	"Herpes simplex infection"	"-2.793"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-2.895"
"hsa04217"	"Necroptosis"	"-2.899"
"hsa04330"	"Notch signaling pathway"	"-2.927"
"hsa00190"	"Oxidative phosphorylation"	"-2.948"
"hsa00500"	"Starch and sucrose metabolism"	"-2.991"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-3.003"
"hsa04340"	"Hedgehog signaling pathway"	"-3.412"
"hsa03430"	"Mismatch repair"	"-3.969"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"-4.139"
"hsa03440"	"Homologous recombination"	"-4.194"
"hsa04110"	"Cell cycle"	"-4.344"
"hsa03460"	"Fanconi anemia pathway"	"-4.442"
"hsa05034"	"Alcoholism"	"-4.444"
"hsa05012"	"Parkinson,s disease"	"-4.483"
"hsa00230"	"Purine metabolism"	"-4.494"
"hsa05169"	"Epstein-Barr virus infection"	"-4.645"
"hsa03018"	"RNA degradation"	"-5.078"
"hsa03030"	"DNA replication"	"-5.111"
"hsa04114"	"Oocyte meiosis"	"-5.195"
"hsa04710"	"Circadian rhythm"	"-5.318"
"hsa00240"	"Pyrimidine metabolism"	"-5.394"
"hsa05016"	"Huntington,s disease"	"-5.867"
"hsa03020"	"RNA polymerase"	"-6.046"
"hsa04120"	"Ubiquitin mediated proteolysis"	"-6.091"
"hsa03420"	"Nucleotide excision repair"	"-6.712"
"hsa03022"	"Basal transcription factors"	"-6.758"
"hsa03010"	"Ribosome"	"-7.383"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-7.657"
"hsa03015"	"mRNA surveillance pathway"	"-8.514"
"hsa03013"	"RNA transport"	"-9.502"
"hsa03040"	"Spliceosome"	"-9.899"
