"Pathway"	"Z-score"
"Aldosterone-regulated sodium reabsorption"	"7.101"
"Insulin resistance"	"7.016"
"VEGF signaling pathway"	"7.004"
"Colorectal cancer"	"6.78"
"Cholinergic synapse"	"6.651"
"Transcriptional misregulation in cancer"	"6.625"
"HTLV-I infection"	"6.595"
"Longevity regulating pathway - multiple species"	"6.586"
"Calcium signaling pathway"	"6.581"
"Prolactin signaling pathway"	"6.247"
"B cell receptor signaling pathway"	"6.231"
"Aldosterone synthesis and secretion"	"6.227"
"Inflammatory mediator regulation of TRP channels"	"6.18"
"Hepatitis C"	"6.1"
"Inositol phosphate metabolism"	"6.049"
"Th17 cell differentiation"	"5.97"
"AMPK signaling pathway"	"5.364"
"cAMP signaling pathway"	"5.349"
"Long-term depression"	"5.34"
"Protein digestion and absorption"	"5.275"
"Salivary secretion"	"5.239"
"cGMP-PKG signaling pathway"	"5.23"
"Thyroid cancer"	"5.197"
"Progesterone-mediated oocyte maturation"	"5.174"
"Autophagy - animal"	"5.158"
"Pancreatic secretion"	"5.118"
"Measles"	"5.089"
"Choline metabolism in cancer"	"5.031"
"Adipocytokine signaling pathway"	"4.97"
"Epithelial cell signaling in Helicobacter pylori infection"	"4.968"
"Toll-like receptor signaling pathway"	"4.932"
"Renal cell carcinoma"	"4.895"
"C-type lectin receptor signaling pathway"	"4.844"
"Chemokine signaling pathway"	"4.831"
"Bacterial invasion of epithelial cells"	"4.77"
"Adrenergic signaling in cardiomyocytes"	"4.731"
"Carbohydrate digestion and absorption"	"4.728"
"Non-alcoholic fatty liver disease (NAFLD)"	"4.669"
"TNF signaling pathway"	"4.637"
"Toxoplasmosis"	"4.615"
"Endocytosis"	"4.61"
"Leukocyte transendothelial migration"	"4.598"
"Epstein-Barr virus infection"	"4.538"
"ECM-receptor interaction"	"4.409"
"Endocrine and other factor-regulated calcium reabsorption"	"4.362"
"Jak-STAT signaling pathway"	"4.339"
"Vascular smooth muscle contraction"	"4.336"
"Influenza A"	"4.181"
"Natural killer cell mediated cytotoxicity"	"4.155"
"Axon guidance"	"4.122"
"Dopaminergic synapse"	"4.034"
"Apelin signaling pathway"	"4.017"
"Insulin signaling pathway"	"3.985"
"Kaposi's sarcoma-associated herpesvirus infection"	"3.934"
"Wnt signaling pathway"	"3.827"
"Retrograde endocannabinoid signaling"	"3.74"
"Viral carcinogenesis"	"3.695"
"Melanogenesis"	"3.672"
"Serotonergic synapse"	"3.546"
"African trypanosomiasis"	"3.387"
"Prion diseases"	"3.328"
"Tight junction"	"3.289"
"Complement and coagulation cascades"	"3.137"
"Bladder cancer"	"3.1"
"Salmonella infection"	"2.982"
"Estrogen signaling pathway"	"2.98"
"Apoptosis"	"2.938"
"Insulin secretion"	"2.933"
"Morphine addiction"	"2.857"
"Th1 and Th2 cell differentiation"	"2.842"
"GnRH signaling pathway"	"2.835"
"Cytokine-cytokine receptor interaction"	"2.834"
"Regulation of actin cytoskeleton"	"2.816"
"Hedgehog signaling pathway"	"2.799"
"Ovarian steroidogenesis"	"2.747"
"Malaria"	"2.729"
"Vibrio cholerae infection"	"2.713"
"Cushing's syndrome"	"2.654"
"Cocaine addiction"	"2.65"
"Mineral absorption"	"2.63"
"Pathogenic Escherichia coli infection"	"2.537"
"Viral myocarditis"	"2.471"
"NOD-like receptor signaling pathway"	"2.468"
"Glutamatergic synapse"	"2.287"
"Cortisol synthesis and secretion"	"2.228"
"Shigellosis"	"2.221"
"Cell cycle"	"2.181"
"Inflammatory bowel disease (IBD)"	"2.178"
"Renin secretion"	"2.172"
"Long-term potentiation"	"2.143"
"p53 signaling pathway"	"2.122"
"PPAR signaling pathway"	"2.044"
"RIG-I-like receptor signaling pathway"	"2.044"
"Bile secretion"	"2.033"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"2.032"
"Vitamin digestion and absorption"	"2.014"
"Leishmaniasis"	"1.992"
"Thyroid hormone synthesis"	"1.936"
"Gastric acid secretion"	"1.935"
"Pertussis"	"1.913"
"Oxytocin signaling pathway"	"1.757"
"Circadian rhythm"	"1.695"
"GABAergic synapse"	"1.66"
"Mucin type O-glycan biosynthesis"	"1.64"
"IL-17 signaling pathway"	"1.559"
"Hematopoietic cell lineage"	"1.547"
"Propanoate metabolism"	"1.545"
"Circadian entrainment"	"1.523"
"Tuberculosis"	"1.461"
"Glucagon signaling pathway"	"1.386"
"Neuroactive ligand-receptor interaction"	"1.336"
"Nicotine addiction"	"1.31"
"Huntington's disease"	"1.297"
"Type I diabetes mellitus"	"1.194"
"ABC transporters"	"1.15"
"Valine, leucine and isoleucine degradation"	"1.09"
"Notch signaling pathway"	"1.082"
"Cholesterol metabolism"	"1.044"
"Amyotrophic lateral sclerosis (ALS)"	"1.028"
"Thermogenesis"	"0.988"
"Legionellosis"	"0.944"
"Cell adhesion molecules (CAMs)"	"0.894"
"Lysine degradation"	"0.841"
"Glycerolipid metabolism"	"0.824"
"Cytosolic DNA-sensing pathway"	"0.809"
"Synaptic vesicle cycle"	"0.763"
"Basal cell carcinoma"	"0.758"
"Mitophagy - animal"	"0.734"
"Amphetamine addiction"	"0.68"
"Alcoholism"	"0.555"
"RNA degradation"	"0.538"
"Hypertrophic cardiomyopathy (HCM)"	"0.51"
"Peroxisome"	"0.481"
"Taste transduction"	"0.466"
"Dilated cardiomyopathy (DCM)"	"0.443"
"NF-kappa B signaling pathway"	"0.356"
"Oocyte meiosis"	"0.117"
"Ubiquitin mediated proteolysis"	"-0.039"
"D-Arginine and D-ornithine metabolism"	"-0.086"
"Phagosome"	"-0.113"
"Lipoic acid metabolism"	"-0.151"
"Biotin metabolism"	"-0.155"
"Valine, leucine and isoleucine biosynthesis"	"-0.183"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.191"
"Caffeine metabolism"	"-0.196"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.2"
"D-Glutamine and D-glutamate metabolism"	"-0.201"
"Vitamin B6 metabolism"	"-0.212"
"Phosphonate and phosphinate metabolism"	"-0.214"
"Alzheimer's disease"	"-0.238"
"Riboflavin metabolism"	"-0.239"
"Sulfur relay system"	"-0.241"
"Sulfur metabolism"	"-0.271"
"Synthesis and degradation of ketone bodies"	"-0.273"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.287"
"Taurine and hypotaurine metabolism"	"-0.294"
"Fatty acid biosynthesis"	"-0.305"
"Herpes simplex infection"	"-0.313"
"Thiamine metabolism"	"-0.319"
"Non-homologous end-joining"	"-0.322"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.333"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.343"
"Other glycan degradation"	"-0.35"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.352"
"Selenocompound metabolism"	"-0.354"
"Primary bile acid biosynthesis"	"-0.357"
"Phenylalanine metabolism"	"-0.36"
"Nitrogen metabolism"	"-0.361"
"Ascorbate and aldarate metabolism"	"-0.365"
"Glycosaminoglycan degradation"	"-0.377"
"Pantothenate and CoA biosynthesis"	"-0.382"
"Steroid biosynthesis"	"-0.382"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.389"
"One carbon pool by folate"	"-0.39"
"Arginine biosynthesis"	"-0.391"
"Biosynthesis of unsaturated fatty acids"	"-0.406"
"Terpenoid backbone biosynthesis"	"-0.41"
"Other types of O-glycan biosynthesis"	"-0.411"
"Mannose type O-glycan biosynthesis"	"-0.414"
"Histidine metabolism"	"-0.421"
"Proximal tubule bicarbonate reclamation"	"-0.421"
"Renin-angiotensin system"	"-0.421"
"Pentose and glucuronate interconversions"	"-0.424"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.425"
"Mismatch repair"	"-0.425"
"Protein export"	"-0.425"
"alpha-Linolenic acid metabolism"	"-0.427"
"Folate biosynthesis"	"-0.437"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.438"
"Maturity onset diabetes of the young"	"-0.442"
"Fatty acid elongation"	"-0.446"
"Hippo signaling pathway - multiple species"	"-0.45"
"Phototransduction"	"-0.452"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.453"
"Collecting duct acid secretion"	"-0.457"
"Butanoate metabolism"	"-0.461"
"Glyoxylate and dicarboxylate metabolism"	"-0.461"
"Pentose phosphate pathway"	"-0.462"
"Linoleic acid metabolism"	"-0.465"
"Nicotinate and nicotinamide metabolism"	"-0.466"
"Galactose metabolism"	"-0.473"
"RNA polymerase"	"-0.475"
"beta-Alanine metabolism"	"-0.48"
"Citrate cycle (TCA cycle)"	"-0.48"
"Asthma"	"-0.486"
"Autophagy - other"	"-0.494"
"Base excision repair"	"-0.494"
"Fructose and mannose metabolism"	"-0.494"
"Apoptosis - multiple species"	"-0.499"
"Porphyrin and chlorophyll metabolism"	"-0.499"
"SNARE interactions in vesicular transport"	"-0.511"
"Starch and sucrose metabolism"	"-0.516"
"Primary immunodeficiency"	"-0.519"
"Alanine, aspartate and glutamate metabolism"	"-0.525"
"Tyrosine metabolism"	"-0.529"
"DNA replication"	"-0.532"
"Allograft rejection"	"-0.533"
"Tryptophan metabolism"	"-0.544"
"Glycine, serine and threonine metabolism"	"-0.548"
"Pyruvate metabolism"	"-0.548"
"Graft-versus-host disease"	"-0.549"
"Ferroptosis"	"-0.55"
"Fat digestion and absorption"	"-0.552"
"Homologous recombination"	"-0.555"
"Aminoacyl-tRNA biosynthesis"	"-0.573"
"Fatty acid degradation"	"-0.575"
"Proteasome"	"-0.577"
"Vasopressin-regulated water reabsorption"	"-0.577"
"Basal transcription factors"	"-0.589"
"Ether lipid metabolism"	"-0.591"
"Sphingolipid metabolism"	"-0.593"
"Cysteine and methionine metabolism"	"-0.598"
"Steroid hormone biosynthesis"	"-0.598"
"Nucleotide excision repair"	"-0.6"
"Intestinal immune network for IgA production"	"-0.601"
"N-Glycan biosynthesis"	"-0.604"
"Amino sugar and nucleotide sugar metabolism"	"-0.605"
"Arginine and proline metabolism"	"-0.611"
"Autoimmune thyroid disease"	"-0.626"
"Retinol metabolism"	"-0.634"
"Fanconi anemia pathway"	"-0.643"
"Glutathione metabolism"	"-0.645"
"Staphylococcus aureus infection"	"-0.647"
"Arachidonic acid metabolism"	"-0.677"
"Drug metabolism - cytochrome P450"	"-0.677"
"Metabolism of xenobiotics by cytochrome P450"	"-0.696"
"Glycolysis / Gluconeogenesis"	"-0.708"
"Drug metabolism - other enzymes"	"-0.727"
"Chemical carcinogenesis"	"-0.735"
"Antigen processing and presentation"	"-0.759"
"Ribosome biogenesis in eukaryotes"	"-0.761"
"Cardiac muscle contraction"	"-0.762"
"Rheumatoid arthritis"	"-0.815"
"mRNA surveillance pathway"	"-0.824"
"Glycerophospholipid metabolism"	"-0.846"
"Pyrimidine metabolism"	"-0.862"
"Lysosome"	"-0.959"
"Ribosome"	"-0.987"
"Oxidative phosphorylation"	"-1.001"
"Systemic lupus erythematosus"	"-1.002"
"Spliceosome"	"-1.004"
"Parkinson's disease"	"-1.039"
"Necroptosis"	"-1.108"
"RNA transport"	"-1.108"
"Protein processing in endoplasmic reticulum"	"-1.124"
"Purine metabolism"	"-1.133"
"Olfactory transduction"	"-1.801"
