"Pathway"	"Z-score"
"Estrogen signaling pathway"	"7.001"
"Cell adhesion molecules (CAMs)"	"6.952"
"Oxytocin signaling pathway"	"6.859"
"Aldosterone synthesis and secretion"	"6.856"
"Salivary secretion"	"6.672"
"Leishmaniasis"	"6.629"
"Protein digestion and absorption"	"6.535"
"Endocrine and other factor-regulated calcium reabsorption"	"6.526"
"Progesterone-mediated oocyte maturation"	"6.515"
"Hematopoietic cell lineage"	"6.463"
"Amyotrophic lateral sclerosis (ALS)"	"6.448"
"Malaria"	"6.438"
"Circadian entrainment"	"6.249"
"Glutamatergic synapse"	"6.212"
"Primary immunodeficiency"	"6.043"
"Vascular smooth muscle contraction"	"6.015"
"Pancreatic secretion"	"5.971"
"Inositol phosphate metabolism"	"5.874"
"Cholesterol metabolism"	"5.858"
"Amphetamine addiction"	"5.818"
"cGMP-PKG signaling pathway"	"5.809"
"Measles"	"5.716"
"Viral carcinogenesis"	"5.678"
"Apoptosis"	"5.617"
"Salmonella infection"	"5.576"
"Epithelial cell signaling in Helicobacter pylori infection"	"5.546"
"Gastric acid secretion"	"5.351"
"Proximal tubule bicarbonate reclamation"	"5.305"
"Insulin secretion"	"5.162"
"Dopaminergic synapse"	"5.142"
"Central carbon metabolism in cancer"	"5.064"
"Taurine and hypotaurine metabolism"	"5.056"
"Dilated cardiomyopathy (DCM)"	"4.968"
"IL-17 signaling pathway"	"4.96"
"Thyroid cancer"	"4.94"
"Mitophagy - animal"	"4.878"
"Cocaine addiction"	"4.827"
"Pertussis"	"4.642"
"Cell cycle"	"4.609"
"Cortisol synthesis and secretion"	"4.363"
"Hypertrophic cardiomyopathy (HCM)"	"4.328"
"Ether lipid metabolism"	"4.285"
"Thyroid hormone synthesis"	"4.205"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"4.092"
"Adrenergic signaling in cardiomyocytes"	"4.045"
"Vitamin digestion and absorption"	"4"
"Complement and coagulation cascades"	"3.933"
"African trypanosomiasis"	"3.844"
"Serotonergic synapse"	"3.813"
"Gap junction"	"3.797"
"Bile secretion"	"3.774"
"AMPK signaling pathway"	"3.748"
"Arachidonic acid metabolism"	"3.687"
"Pathogenic Escherichia coli infection"	"3.589"
"p53 signaling pathway"	"3.445"
"Renin secretion"	"3.421"
"Toxoplasmosis"	"3.389"
"NF-kappa B signaling pathway"	"3.241"
"Morphine addiction"	"3.222"
"Alzheimer's disease"	"3.172"
"Longevity regulating pathway - multiple species"	"3.002"
"D-Glutamine and D-glutamate metabolism"	"2.821"
"ABC transporters"	"2.815"
"Hedgehog signaling pathway"	"2.812"
"RIG-I-like receptor signaling pathway"	"2.785"
"Lysosome"	"2.748"
"Viral myocarditis"	"2.735"
"Other types of O-glycan biosynthesis"	"2.655"
"Influenza A"	"2.618"
"NOD-like receptor signaling pathway"	"2.595"
"Glycosaminoglycan degradation"	"2.585"
"Retrograde endocannabinoid signaling"	"2.561"
"Nitrogen metabolism"	"2.537"
"GABAergic synapse"	"2.504"
"Peroxisome"	"2.468"
"Phototransduction"	"2.266"
"alpha-Linolenic acid metabolism"	"2.251"
"Caffeine metabolism"	"2.175"
"Ovarian steroidogenesis"	"2.136"
"Fat digestion and absorption"	"2.119"
"Sphingolipid metabolism"	"2.119"
"Oocyte meiosis"	"1.852"
"Glucagon signaling pathway"	"1.841"
"Olfactory transduction"	"1.626"
"Herpes simplex infection"	"1.599"
"PPAR signaling pathway"	"1.52"
"Ubiquitin mediated proteolysis"	"1.513"
"Fatty acid elongation"	"1.474"
"Lipoic acid metabolism"	"1.393"
"Glycerophospholipid metabolism"	"1.268"
"Glycosphingolipid biosynthesis - ganglio series"	"1.268"
"Hippo signaling pathway - multiple species"	"1.245"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"1.166"
"Other glycan degradation"	"1.134"
"Cardiac muscle contraction"	"1.128"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"1.12"
"Riboflavin metabolism"	"1.099"
"Thermogenesis"	"0.962"
"Prion diseases"	"0.901"
"Non-homologous end-joining"	"0.878"
"Circadian rhythm"	"0.818"
"Propanoate metabolism"	"0.79"
"Arginine and proline metabolism"	"0.694"
"Apoptosis - multiple species"	"0.656"
"Type I diabetes mellitus"	"0.493"
"Mannose type O-glycan biosynthesis"	"0.468"
"N-Glycan biosynthesis"	"0.392"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.281"
"Graft-versus-host disease"	"0.265"
"Ferroptosis"	"0.19"
"Neuroactive ligand-receptor interaction"	"0.168"
"Synaptic vesicle cycle"	"0.132"
"Linoleic acid metabolism"	"0.017"
"Huntington's disease"	"0.011"
"Allograft rejection"	"-0.02"
"Epstein-Barr virus infection"	"-0.037"
"D-Arginine and D-ornithine metabolism"	"-0.143"
"Biosynthesis of unsaturated fatty acids"	"-0.165"
"Folate biosynthesis"	"-0.166"
"Arginine biosynthesis"	"-0.203"
"Thiamine metabolism"	"-0.261"
"Selenocompound metabolism"	"-0.317"
"Butanoate metabolism"	"-0.33"
"Base excision repair"	"-0.38"
"Vitamin B6 metabolism"	"-0.4"
"Sulfur relay system"	"-0.572"
"Lysine degradation"	"-0.685"
"Renin-angiotensin system"	"-0.709"
"Necroptosis"	"-0.784"
"Biotin metabolism"	"-0.828"
"Asthma"	"-0.962"
"Vasopressin-regulated water reabsorption"	"-0.985"
"Primary bile acid biosynthesis"	"-1.015"
"Rheumatoid arthritis"	"-1.148"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.169"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-1.213"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-1.294"
"Alcoholism"	"-1.346"
"Pantothenate and CoA biosynthesis"	"-1.349"
"Autoimmune thyroid disease"	"-1.505"
"Staphylococcus aureus infection"	"-1.508"
"Drug metabolism - other enzymes"	"-1.53"
"Phosphonate and phosphinate metabolism"	"-1.603"
"Intestinal immune network for IgA production"	"-1.644"
"SNARE interactions in vesicular transport"	"-1.728"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.734"
"Nicotinate and nicotinamide metabolism"	"-1.755"
"Valine, leucine and isoleucine biosynthesis"	"-1.759"
"Autophagy - other"	"-1.77"
"Valine, leucine and isoleucine degradation"	"-1.83"
"Sulfur metabolism"	"-1.85"
"Glutathione metabolism"	"-1.871"
"Terpenoid backbone biosynthesis"	"-1.902"
"Steroid biosynthesis"	"-2.131"
"Fatty acid biosynthesis"	"-2.149"
"Parkinson's disease"	"-2.249"
"Porphyrin and chlorophyll metabolism"	"-2.254"
"Homologous recombination"	"-2.419"
"Alanine, aspartate and glutamate metabolism"	"-2.42"
"Maturity onset diabetes of the young"	"-2.443"
"Mucin type O-glycan biosynthesis"	"-2.478"
"Synthesis and degradation of ketone bodies"	"-2.553"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-2.565"
"Tyrosine metabolism"	"-2.647"
"beta-Alanine metabolism"	"-2.706"
"Chemical carcinogenesis"	"-2.756"
"Pentose and glucuronate interconversions"	"-2.765"
"One carbon pool by folate"	"-2.789"
"Antigen processing and presentation"	"-2.885"
"Cysteine and methionine metabolism"	"-2.889"
"Vibrio cholerae infection"	"-2.958"
"Phenylalanine metabolism"	"-3.029"
"Glyoxylate and dicarboxylate metabolism"	"-3.032"
"Glycerolipid metabolism"	"-3.049"
"Steroid hormone biosynthesis"	"-3.097"
"Pyruvate metabolism"	"-3.134"
"Metabolism of xenobiotics by cytochrome P450"	"-3.177"
"Drug metabolism - cytochrome P450"	"-3.215"
"Fructose and mannose metabolism"	"-3.263"
"Phagosome"	"-3.434"
"Ascorbate and aldarate metabolism"	"-3.457"
"Taste transduction"	"-3.528"
"Cytosolic DNA-sensing pathway"	"-3.539"
"Retinol metabolism"	"-3.608"
"Mismatch repair"	"-3.799"
"Fanconi anemia pathway"	"-3.859"
"Protein export"	"-3.992"
"Fatty acid degradation"	"-4.069"
"Histidine metabolism"	"-4.15"
"Tryptophan metabolism"	"-4.235"
"Citrate cycle (TCA cycle)"	"-4.309"
"Pentose phosphate pathway"	"-4.334"
"Glycine, serine and threonine metabolism"	"-4.375"
"Collecting duct acid secretion"	"-4.438"
"DNA replication"	"-4.633"
"Starch and sucrose metabolism"	"-4.851"
"Legionellosis"	"-4.912"
"Aminoacyl-tRNA biosynthesis"	"-5.066"
"Protein processing in endoplasmic reticulum"	"-5.311"
"Nucleotide excision repair"	"-5.42"
"Oxidative phosphorylation"	"-5.451"
"Galactose metabolism"	"-5.8"
"Basal transcription factors"	"-6.074"
"Amino sugar and nucleotide sugar metabolism"	"-6.129"
"Glycolysis / Gluconeogenesis"	"-6.245"
"Proteasome"	"-6.996"
"Purine metabolism"	"-7.022"
"Systemic lupus erythematosus"	"-7.24"
"RNA degradation"	"-8.131"
"RNA polymerase"	"-8.209"
"Pyrimidine metabolism"	"-8.42"
"mRNA surveillance pathway"	"-9.045"
"Ribosome"	"-9.512"
"Ribosome biogenesis in eukaryotes"	"-11.134"
"RNA transport"	"-11.776"
"Spliceosome"	"-14.898"
