"ID"	"Pathway"	"Z-score"
"hsa05010"	"Alzheimer,s disease"	"5.743"
"hsa04071"	"Sphingolipid signaling pathway"	"5.672"
"hsa04110"	"Cell cycle"	"5.666"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"5.562"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"5.183"
"hsa05160"	"Hepatitis C"	"5.179"
"hsa04658"	"Th1 and Th2 cell differentiation"	"5.14"
"hsa04912"	"GnRH signaling pathway"	"5.05"
"hsa05020"	"Prion diseases"	"4.936"
"hsa04062"	"Chemokine signaling pathway"	"4.804"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"4.755"
"hsa05030"	"Cocaine addiction"	"4.691"
"hsa05132"	"Salmonella infection"	"4.689"
"hsa04668"	"TNF signaling pathway"	"4.687"
"hsa05140"	"Leishmaniasis"	"4.631"
"hsa04137"	"Mitophagy - animal"	"4.629"
"hsa05133"	"Pertussis"	"4.572"
"hsa04210"	"Apoptosis"	"4.493"
"hsa04072"	"Phospholipase D signaling pathway"	"4.46"
"hsa04024"	"cAMP signaling pathway"	"4.342"
"hsa04066"	"HIF-1 signaling pathway"	"4.267"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"4.256"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"4.237"
"hsa00514"	"Other types of O-glycan biosynthesis"	"4.159"
"hsa04730"	"Long-term depression"	"4.14"
"hsa04725"	"Cholinergic synapse"	"4.091"
"hsa04270"	"Vascular smooth muscle contraction"	"4.088"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"4.075"
"hsa05152"	"Tuberculosis"	"3.982"
"hsa04371"	"Apelin signaling pathway"	"3.954"
"hsa04340"	"Hedgehog signaling pathway"	"3.885"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"3.77"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"3.745"
"hsa05416"	"Viral myocarditis"	"3.731"
"hsa04713"	"Circadian entrainment"	"3.68"
"hsa05168"	"Herpes simplex infection"	"3.673"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"3.642"
"hsa05031"	"Amphetamine addiction"	"3.626"
"hsa04640"	"Hematopoietic cell lineage"	"3.589"
"hsa05230"	"Central carbon metabolism in cancer"	"3.562"
"hsa04211"	"Longevity regulating pathway"	"3.484"
"hsa04530"	"Tight junction"	"3.353"
"hsa04930"	"Type II diabetes mellitus"	"3.347"
"hsa04620"	"Toll-like receptor signaling pathway"	"3.232"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"3.223"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"3.193"
"hsa04392"	"Hippo signaling pathway - multiple species"	"3.174"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"3.167"
"hsa05146"	"Amoebiasis"	"3.145"
"hsa04931"	"Insulin resistance"	"3.135"
"hsa04144"	"Endocytosis"	"3.055"
"hsa05144"	"Malaria"	"3.019"
"hsa04114"	"Oocyte meiosis"	"3.002"
"hsa04910"	"Insulin signaling pathway"	"2.974"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"2.972"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"2.895"
"hsa04140"	"Autophagy - animal"	"2.888"
"hsa04215"	"Apoptosis - multiple species"	"2.846"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"2.836"
"hsa04975"	"Fat digestion and absorption"	"2.832"
"hsa00565"	"Ether lipid metabolism"	"2.81"
"hsa05033"	"Nicotine addiction"	"2.797"
"hsa04726"	"Serotonergic synapse"	"2.783"
"hsa00561"	"Glycerolipid metabolism"	"2.68"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"2.678"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"2.655"
"hsa04150"	"mTOR signaling pathway"	"2.573"
"hsa04950"	"Maturity onset diabetes of the young"	"2.35"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"2.327"
"hsa04657"	"IL-17 signaling pathway"	"2.313"
"hsa04920"	"Adipocytokine signaling pathway"	"2.241"
"hsa04070"	"Phosphatidylinositol signaling system"	"2.229"
"hsa05162"	"Measles"	"2.204"
"hsa04022"	"cGMP-PKG signaling pathway"	"2.11"
"hsa00790"	"Folate biosynthesis"	"2.072"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"2.027"
"hsa04064"	"NF-kappa B signaling pathway"	"1.826"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"1.812"
"hsa04972"	"Pancreatic secretion"	"1.784"
"hsa04927"	"Cortisol synthesis and secretion"	"1.703"
"hsa05016"	"Huntington,s disease"	"1.677"
"hsa04979"	"Cholesterol metabolism"	"1.645"
"hsa04977"	"Vitamin digestion and absorption"	"1.64"
"hsa04728"	"Dopaminergic synapse"	"1.589"
"hsa05332"	"Graft-versus-host disease"	"1.535"
"hsa05130"	"Pathogenic Escherichia coli infection"	"1.495"
"hsa00592"	"alpha-Linolenic acid metabolism"	"1.485"
"hsa04724"	"Glutamatergic synapse"	"1.472"
"hsa03460"	"Fanconi anemia pathway"	"1.439"
"hsa04610"	"Complement and coagulation cascades"	"1.421"
"hsa00740"	"Riboflavin metabolism"	"1.289"
"hsa05145"	"Toxoplasmosis"	"1.262"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"1.258"
"hsa00600"	"Sphingolipid metabolism"	"1.248"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"1.241"
"hsa02010"	"ABC transporters"	"1.213"
"hsa04540"	"Gap junction"	"1.114"
"hsa05330"	"Allograft rejection"	"1.064"
"hsa00450"	"Selenocompound metabolism"	"0.996"
"hsa04621"	"NOD-like receptor signaling pathway"	"0.882"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"0.802"
"hsa00100"	"Steroid biosynthesis"	"0.787"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.781"
"hsa00040"	"Pentose and glucuronate interconversions"	"0.742"
"hsa04971"	"Gastric acid secretion"	"0.733"
"hsa04915"	"Estrogen signaling pathway"	"0.692"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"0.681"
"hsa05310"	"Asthma"	"0.595"
"hsa00562"	"Inositol phosphate metabolism"	"0.538"
"hsa04710"	"Circadian rhythm"	"0.486"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"0.476"
"hsa04142"	"Lysosome"	"0.457"
"hsa05323"	"Rheumatoid arthritis"	"0.435"
"hsa00510"	"N-Glycan biosynthesis"	"0.431"
"hsa04120"	"Ubiquitin mediated proteolysis"	"0.407"
"hsa04672"	"Intestinal immune network for IgA production"	"0.372"
"hsa00920"	"Sulfur metabolism"	"0.353"
"hsa00564"	"Glycerophospholipid metabolism"	"0.328"
"hsa04744"	"Phototransduction"	"0.3"
"hsa04978"	"Mineral absorption"	"0.299"
"hsa04723"	"Retrograde endocannabinoid signaling"	"0.227"
"hsa04974"	"Protein digestion and absorption"	"0.213"
"hsa04918"	"Thyroid hormone synthesis"	"0.145"
"hsa04940"	"Type I diabetes mellitus"	"0.124"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"0.091"
"hsa05164"	"Influenza A"	"0.076"
"hsa04714"	"Thermogenesis"	"0.068"
"hsa05143"	"African trypanosomiasis"	"0.01"
"hsa04925"	"Aldosterone synthesis and secretion"	"0.009"
"hsa04721"	"Synaptic vesicle cycle"	"-0.023"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.071"
"hsa04970"	"Salivary secretion"	"-0.071"
"hsa05320"	"Autoimmune thyroid disease"	"-0.075"
"hsa03410"	"Base excision repair"	"-0.079"
"hsa00910"	"Nitrogen metabolism"	"-0.12"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"-0.183"
"hsa00591"	"Linoleic acid metabolism"	"-0.216"
"hsa04924"	"Renin secretion"	"-0.24"
"hsa05169"	"Epstein-Barr virus infection"	"-0.247"
"hsa04976"	"Bile secretion"	"-0.248"
"hsa04152"	"AMPK signaling pathway"	"-0.28"
"hsa04260"	"Cardiac muscle contraction"	"-0.292"
"hsa04922"	"Glucagon signaling pathway"	"-0.339"
"hsa05034"	"Alcoholism"	"-0.376"
"hsa00780"	"Biotin metabolism"	"-0.376"
"hsa03440"	"Homologous recombination"	"-0.415"
"hsa04216"	"Ferroptosis"	"-0.453"
"hsa00785"	"Lipoic acid metabolism"	"-0.49"
"hsa00232"	"Caffeine metabolism"	"-0.495"
"hsa05340"	"Primary immunodeficiency"	"-0.546"
"hsa04614"	"Renin-angiotensin system"	"-0.552"
"hsa04213"	"Longevity regulating pathway - multiple species"	"-0.572"
"hsa00430"	"Taurine and hypotaurine metabolism"	"-0.586"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-0.599"
"hsa04973"	"Carbohydrate digestion and absorption"	"-0.606"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.613"
"hsa04913"	"Ovarian steroidogenesis"	"-0.648"
"hsa00120"	"Primary bile acid biosynthesis"	"-0.721"
"hsa00310"	"Lysine degradation"	"-0.726"
"hsa00750"	"Vitamin B6 metabolism"	"-0.73"
"hsa00531"	"Glycosaminoglycan degradation"	"-0.742"
"hsa00350"	"Tyrosine metabolism"	"-0.752"
"hsa04740"	"Olfactory transduction"	"-0.781"
"hsa05204"	"Chemical carcinogenesis"	"-0.782"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-0.846"
"hsa00511"	"Other glycan degradation"	"-0.86"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-0.869"
"hsa00340"	"Histidine metabolism"	"-0.934"
"hsa04911"	"Insulin secretion"	"-1"
"hsa00830"	"Retinol metabolism"	"-1.005"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"-1.023"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-1.033"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"-1.035"
"hsa04122"	"Sulfur relay system"	"-1.037"
"hsa03320"	"PPAR signaling pathway"	"-1.075"
"hsa05150"	"Staphylococcus aureus infection"	"-1.08"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-1.081"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-1.089"
"hsa03022"	"Basal transcription factors"	"-1.106"
"hsa00360"	"Phenylalanine metabolism"	"-1.113"
"hsa00900"	"Terpenoid backbone biosynthesis"	"-1.116"
"hsa00590"	"Arachidonic acid metabolism"	"-1.141"
"hsa00062"	"Fatty acid elongation"	"-1.155"
"hsa00650"	"Butanoate metabolism"	"-1.226"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-1.238"
"hsa00730"	"Thiamine metabolism"	"-1.264"
"hsa03450"	"Non-homologous end-joining"	"-1.272"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-1.274"
"hsa05032"	"Morphine addiction"	"-1.324"
"hsa00220"	"Arginine biosynthesis"	"-1.33"
"hsa05110"	"Vibrio cholerae infection"	"-1.338"
"hsa00330"	"Arginine and proline metabolism"	"-1.339"
"hsa00410"	"beta-Alanine metabolism"	"-1.341"
"hsa03430"	"Mismatch repair"	"-1.354"
"hsa04727"	"GABAergic synapse"	"-1.366"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-1.396"
"hsa00670"	"One carbon pool by folate"	"-1.509"
"hsa00071"	"Fatty acid degradation"	"-1.521"
"hsa04136"	"Autophagy - other"	"-1.523"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"-1.616"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-1.619"
"hsa00052"	"Galactose metabolism"	"-1.677"
"hsa04146"	"Peroxisome"	"-1.681"
"hsa00061"	"Fatty acid biosynthesis"	"-1.927"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"-1.956"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-2.014"
"hsa00051"	"Fructose and mannose metabolism"	"-2.018"
"hsa00380"	"Tryptophan metabolism"	"-2.018"
"hsa04217"	"Necroptosis"	"-2.056"
"hsa04145"	"Phagosome"	"-2.254"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"-2.257"
"hsa03030"	"DNA replication"	"-2.257"
"hsa04966"	"Collecting duct acid secretion"	"-2.295"
"hsa03060"	"Protein export"	"-2.414"
"hsa04130"	"SNARE interactions in vesicular transport"	"-2.418"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"-2.423"
"hsa00640"	"Propanoate metabolism"	"-2.446"
"hsa00983"	"Drug metabolism - other enzymes"	"-2.509"
"hsa00140"	"Steroid hormone biosynthesis"	"-2.511"
"hsa00480"	"Glutathione metabolism"	"-2.545"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-2.554"
"hsa05012"	"Parkinson,s disease"	"-2.652"
"hsa00500"	"Starch and sucrose metabolism"	"-2.808"
"hsa03420"	"Nucleotide excision repair"	"-2.889"
"hsa04020"	"Calcium signaling pathway"	"-2.926"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"-2.975"
"hsa00260"	"Glycine, serine and threonine metabolism"	"-3.059"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"-3.213"
"hsa00030"	"Pentose phosphate pathway"	"-3.302"
"hsa00620"	"Pyruvate metabolism"	"-3.308"
"hsa03015"	"mRNA surveillance pathway"	"-3.69"
"hsa00270"	"Cysteine and methionine metabolism"	"-3.727"
"hsa05134"	"Legionellosis"	"-3.737"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"-3.778"
"hsa00020"	"Citrate cycle (TCA cycle)"	"-3.883"
"hsa04742"	"Taste transduction"	"-3.95"
"hsa03010"	"Ribosome"	"-3.981"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"-3.991"
"hsa03020"	"RNA polymerase"	"-3.994"
"hsa04612"	"Antigen processing and presentation"	"-4.007"
"hsa03050"	"Proteasome"	"-4.043"
"hsa03013"	"RNA transport"	"-4.08"
"hsa00190"	"Oxidative phosphorylation"	"-4.186"
"hsa03018"	"RNA degradation"	"-4.406"
"hsa00230"	"Purine metabolism"	"-4.638"
"hsa05322"	"Systemic lupus erythematosus"	"-4.812"
"hsa00240"	"Pyrimidine metabolism"	"-4.943"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-5.391"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-6.742"
"hsa03040"	"Spliceosome"	"-8.232"
