"Pathway"	"Z-score"
"Inositol phosphate metabolism"	"0.559"
"Lysosome"	"0.501"
"Ubiquitin mediated proteolysis"	"0.465"
"RIG-I-like receptor signaling pathway"	"0.462"
"Circadian rhythm"	"0.451"
"Rheumatoid arthritis"	"0.427"
"Sulfur metabolism"	"0.426"
"N-Glycan biosynthesis"	"0.407"
"Intestinal immune network for IgA production"	"0.366"
"Mineral absorption"	"0.337"
"Phototransduction"	"0.324"
"Glycerophospholipid metabolism"	"0.293"
"Retrograde endocannabinoid signaling"	"0.251"
"Protein digestion and absorption"	"0.198"
"Thyroid hormone synthesis"	"0.151"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"0.12"
"Type I diabetes mellitus"	"0.106"
"Thermogenesis"	"0.06"
"Aldosterone synthesis and secretion"	"0.041"
"Influenza A"	"0.034"
"African trypanosomiasis"	"0.013"
"Salivary secretion"	"-0.038"
"Base excision repair"	"-0.047"
"Synaptic vesicle cycle"	"-0.06"
"D-Arginine and D-ornithine metabolism"	"-0.071"
"Nitrogen metabolism"	"-0.101"
"Autoimmune thyroid disease"	"-0.104"
"Pantothenate and CoA biosynthesis"	"-0.142"
"Renin secretion"	"-0.229"
"Linoleic acid metabolism"	"-0.242"
"Bile secretion"	"-0.245"
"AMPK signaling pathway"	"-0.264"
"Epstein-Barr virus infection"	"-0.281"
"Cardiac muscle contraction"	"-0.308"
"Homologous recombination"	"-0.359"
"Biotin metabolism"	"-0.364"
"Glucagon signaling pathway"	"-0.366"
"Alcoholism"	"-0.409"
"Ferroptosis"	"-0.472"
"Lipoic acid metabolism"	"-0.501"
"Caffeine metabolism"	"-0.525"
"Regulation of lipolysis in adipocytes"	"-0.561"
"Primary immunodeficiency"	"-0.563"
"Taurine and hypotaurine metabolism"	"-0.574"
"Renin-angiotensin system"	"-0.584"
"Longevity regulating pathway - multiple species"	"-0.595"
"Carbohydrate digestion and absorption"	"-0.603"
"D-Glutamine and D-glutamate metabolism"	"-0.607"
"Ovarian steroidogenesis"	"-0.627"
"Ribosome biogenesis in eukaryotes"	"-0.679"
"Lysine degradation"	"-0.686"
"Vitamin B6 metabolism"	"-0.704"
"Primary bile acid biosynthesis"	"-0.741"
"Glycosaminoglycan degradation"	"-0.746"
"Olfactory transduction"	"-0.766"
"Tyrosine metabolism"	"-0.774"
"Porphyrin and chlorophyll metabolism"	"-0.819"
"Chemical carcinogenesis"	"-0.824"
"Synthesis and degradation of ketone bodies"	"-0.84"
"Other glycan degradation"	"-0.86"
"Histidine metabolism"	"-0.963"
"Insulin secretion"	"-0.975"
"Sulfur relay system"	"-1.02"
"Retinol metabolism"	"-1.024"
"Phosphonate and phosphinate metabolism"	"-1.026"
"Proximal tubule bicarbonate reclamation"	"-1.026"
"PPAR signaling pathway"	"-1.035"
"Ascorbate and aldarate metabolism"	"-1.051"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-1.08"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-1.096"
"Fatty acid elongation"	"-1.102"
"Basal transcription factors"	"-1.107"
"Staphylococcus aureus infection"	"-1.108"
"Terpenoid backbone biosynthesis"	"-1.108"
"Arachidonic acid metabolism"	"-1.152"
"Phenylalanine metabolism"	"-1.172"
"Butanoate metabolism"	"-1.201"
"Biosynthesis of unsaturated fatty acids"	"-1.211"
"Thiamine metabolism"	"-1.258"
"Morphine addiction"	"-1.278"
"Drug metabolism - cytochrome P450"	"-1.294"
"Non-homologous end-joining"	"-1.297"
"Arginine biosynthesis"	"-1.32"
"Mismatch repair"	"-1.32"
"GABAergic synapse"	"-1.323"
"Vibrio cholerae infection"	"-1.335"
"beta-Alanine metabolism"	"-1.374"
"Arginine and proline metabolism"	"-1.378"
"Cytosolic DNA-sensing pathway"	"-1.43"
"Autophagy - other"	"-1.509"
"One carbon pool by folate"	"-1.519"
"Fatty acid degradation"	"-1.537"
"Valine, leucine and isoleucine biosynthesis"	"-1.566"
"Metabolism of xenobiotics by cytochrome P450"	"-1.646"
"Peroxisome"	"-1.67"
"Galactose metabolism"	"-1.672"
"Fatty acid biosynthesis"	"-1.955"
"Fructose and mannose metabolism"	"-1.955"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-1.978"
"Valine, leucine and isoleucine degradation"	"-1.992"
"Tryptophan metabolism"	"-2.062"
"Necroptosis"	"-2.115"
"DNA replication"	"-2.214"
"Aminoacyl-tRNA biosynthesis"	"-2.296"
"Phagosome"	"-2.302"
"Collecting duct acid secretion"	"-2.312"
"Protein export"	"-2.393"
"Propanoate metabolism"	"-2.395"
"Alanine, aspartate and glutamate metabolism"	"-2.416"
"SNARE interactions in vesicular transport"	"-2.439"
"Glutathione metabolism"	"-2.452"
"Steroid hormone biosynthesis"	"-2.504"
"Drug metabolism - other enzymes"	"-2.532"
"Vasopressin-regulated water reabsorption"	"-2.622"
"Parkinson's disease"	"-2.708"
"Nucleotide excision repair"	"-2.725"
"Starch and sucrose metabolism"	"-2.783"
"Calcium signaling pathway"	"-2.914"
"Protein processing in endoplasmic reticulum"	"-3.062"
"Glycine, serine and threonine metabolism"	"-3.098"
"Pyruvate metabolism"	"-3.228"
"Glyoxylate and dicarboxylate metabolism"	"-3.259"
"Pentose phosphate pathway"	"-3.279"
"mRNA surveillance pathway"	"-3.598"
"Cysteine and methionine metabolism"	"-3.614"
"Legionellosis"	"-3.694"
"Amino sugar and nucleotide sugar metabolism"	"-3.748"
"RNA polymerase"	"-3.848"
"Taste transduction"	"-3.891"
"Citrate cycle (TCA cycle)"	"-3.936"
"Glycolysis / Gluconeogenesis"	"-3.951"
"RNA transport"	"-3.965"
"Ribosome"	"-4.118"
"Proteasome"	"-4.137"
"Antigen processing and presentation"	"-4.16"
"Oxidative phosphorylation"	"-4.265"
"RNA degradation"	"-4.507"
"Purine metabolism"	"-4.513"
"Pyrimidine metabolism"	"-4.791"
"Systemic lupus erythematosus"	"-4.857"
"Neuroactive ligand-receptor interaction"	"-6.588"
"Spliceosome"	"-8.311"
