"Pathway"	"Z-score"
"Sulfur relay system"	"-0.258"
"Riboflavin metabolism"	"-0.26"
"Cellular senescence"	"-0.271"
"Sulfur metabolism"	"-0.291"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.304"
"Non-homologous end-joining"	"-0.325"
"Tight junction"	"-0.334"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.339"
"Thiamine metabolism"	"-0.34"
"Purine metabolism"	"-0.35"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.354"
"Axon guidance"	"-0.356"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.36"
"Other glycan degradation"	"-0.375"
"Glycosaminoglycan degradation"	"-0.394"
"One carbon pool by folate"	"-0.396"
"Transcriptional misregulation in cancer"	"-0.414"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.417"
"Kaposi's sarcoma-associated herpesvirus infection"	"-0.421"
"Other types of O-glycan biosynthesis"	"-0.422"
"Renin-angiotensin system"	"-0.428"
"Mannose type O-glycan biosynthesis"	"-0.433"
"Mismatch repair"	"-0.435"
"Protein export"	"-0.436"
"Vitamin digestion and absorption"	"-0.439"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.45"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.46"
"Maturity onset diabetes of the young"	"-0.465"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.474"
"Hippo signaling pathway - multiple species"	"-0.482"
"Phototransduction"	"-0.488"
"Asthma"	"-0.493"
"Circadian rhythm"	"-0.493"
"Nicotinate and nicotinamide metabolism"	"-0.497"
"Mucin type O-glycan biosynthesis"	"-0.499"
"Linoleic acid metabolism"	"-0.502"
"RNA polymerase"	"-0.505"
"Galactose metabolism"	"-0.506"
"Epstein-Barr virus infection"	"-0.511"
"PI3K-Akt signaling pathway"	"-0.511"
"Apoptosis - multiple species"	"-0.522"
"Viral carcinogenesis"	"-0.523"
"SNARE interactions in vesicular transport"	"-0.528"
"African trypanosomiasis"	"-0.534"
"DNA replication"	"-0.54"
"Prion diseases"	"-0.54"
"Primary immunodeficiency"	"-0.543"
"Allograft rejection"	"-0.545"
"Starch and sucrose metabolism"	"-0.552"
"Aldosterone-regulated sodium reabsorption"	"-0.558"
"Thyroid cancer"	"-0.558"
"Graft-versus-host disease"	"-0.577"
"Bladder cancer"	"-0.579"
"Nicotine addiction"	"-0.581"
"ABC transporters"	"-0.599"
"Aminoacyl-tRNA biosynthesis"	"-0.608"
"Basal transcription factors"	"-0.61"
"Carbohydrate digestion and absorption"	"-0.611"
"Vasopressin-regulated water reabsorption"	"-0.615"
"Type II diabetes mellitus"	"-0.617"
"Hedgehog signaling pathway"	"-0.62"
"Notch signaling pathway"	"-0.621"
"Nucleotide excision repair"	"-0.623"
"Sphingolipid metabolism"	"-0.624"
"Ether lipid metabolism"	"-0.626"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.63"
"Intestinal immune network for IgA production"	"-0.63"
"Autoimmune thyroid disease"	"-0.644"
"N-Glycan biosynthesis"	"-0.647"
"Vibrio cholerae infection"	"-0.647"
"Amyotrophic lateral sclerosis (ALS)"	"-0.656"
"Mineral absorption"	"-0.657"
"Fanconi anemia pathway"	"-0.669"
"Staphylococcus aureus infection"	"-0.671"
"Legionellosis"	"-0.675"
"Pathogenic Escherichia coli infection"	"-0.678"
"Long-term depression"	"-0.688"
"Viral myocarditis"	"-0.688"
"VEGF signaling pathway"	"-0.698"
"Endometrial cancer"	"-0.7"
"Longevity regulating pathway - multiple species"	"-0.722"
"Basal cell carcinoma"	"-0.723"
"Synaptic vesicle cycle"	"-0.727"
"Inflammatory bowel disease (IBD)"	"-0.728"
"Shigellosis"	"-0.728"
"Cytosolic DNA-sensing pathway"	"-0.729"
"Cortisol synthesis and secretion"	"-0.731"
"Fc epsilon RI signaling pathway"	"-0.731"
"Renin secretion"	"-0.74"
"Non-small cell lung cancer"	"-0.744"
"Acute myeloid leukemia"	"-0.745"
"Long-term potentiation"	"-0.751"
"p53 signaling pathway"	"-0.752"
"Epithelial cell signaling in Helicobacter pylori infection"	"-0.753"
"Drug metabolism - other enzymes"	"-0.755"
"B cell receptor signaling pathway"	"-0.756"
"Prolactin signaling pathway"	"-0.757"
"RIG-I-like receptor signaling pathway"	"-0.76"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.767"
"Glioma"	"-0.772"
"Melanoma"	"-0.776"
"Leishmaniasis"	"-0.777"
"Bacterial invasion of epithelial cells"	"-0.778"
"Inositol phosphate metabolism"	"-0.778"
"Adherens junction"	"-0.782"
"Ribosome biogenesis in eukaryotes"	"-0.792"
"Thyroid hormone synthesis"	"-0.796"
"Pertussis"	"-0.797"
"Pancreatic cancer"	"-0.8"
"Chronic myeloid leukemia"	"-0.81"
"Complement and coagulation cascades"	"-0.81"
"Cardiac muscle contraction"	"-0.811"
"Cytokine-cytokine receptor interaction"	"-0.834"
"ErbB signaling pathway"	"-0.834"
"Salmonella infection"	"-0.837"
"Hypertrophic cardiomyopathy (HCM)"	"-0.838"
"Taste transduction"	"-0.841"
"Colorectal cancer"	"-0.849"
"Fc gamma R-mediated phagocytosis"	"-0.855"
"Insulin secretion"	"-0.858"
"Gap junction"	"-0.867"
"Rheumatoid arthritis"	"-0.867"
"Morphine addiction"	"-0.87"
"Small cell lung cancer"	"-0.871"
"Dilated cardiomyopathy (DCM)"	"-0.872"
"Salivary secretion"	"-0.872"
"GnRH signaling pathway"	"-0.873"
"Th1 and Th2 cell differentiation"	"-0.873"
"Protein digestion and absorption"	"-0.874"
"mRNA surveillance pathway"	"-0.877"
"Circadian entrainment"	"-0.889"
"Inflammatory mediator regulation of TRP channels"	"-0.899"
"NF-kappa B signaling pathway"	"-0.902"
"Pyrimidine metabolism"	"-0.902"
"Phosphatidylinositol signaling system"	"-0.903"
"AGE-RAGE signaling pathway in diabetic complications"	"-0.904"
"Aldosterone synthesis and secretion"	"-0.904"
"T cell receptor signaling pathway"	"-0.908"
"Melanogenesis"	"-0.914"
"Chagas disease (American trypanosomiasis)"	"-0.918"
"Toll-like receptor signaling pathway"	"-0.919"
"C-type lectin receptor signaling pathway"	"-0.939"
"Leukocyte transendothelial migration"	"-0.956"
"TNF signaling pathway"	"-0.96"
"Toxoplasmosis"	"-0.965"
"Cholinergic synapse"	"-0.969"
"Thyroid hormone signaling pathway"	"-0.983"
"Sphingolipid signaling pathway"	"-0.988"
"Neurotrophin signaling pathway"	"-1.005"
"Platelet activation"	"-1.005"
"Lysosome"	"-1.01"
"Relaxin signaling pathway"	"-1.027"
"Osteoclast differentiation"	"-1.04"
"Spliceosome"	"-1.04"
"Natural killer cell mediated cytotoxicity"	"-1.043"
"Measles"	"-1.056"
"Ribosome"	"-1.06"
"Apoptosis"	"-1.071"
"Phospholipase D signaling pathway"	"-1.09"
"Cell adhesion molecules (CAMs)"	"-1.097"
"Hepatitis B"	"-1.098"
"Adrenergic signaling in cardiomyocytes"	"-1.099"
"Wnt signaling pathway"	"-1.102"
"Breast cancer"	"-1.104"
"Gastric cancer"	"-1.105"
"MicroRNAs in cancer"	"-1.113"
"mTOR signaling pathway"	"-1.125"
"Oxytocin signaling pathway"	"-1.128"
"Pathways in cancer"	"-1.14"
"cGMP-PKG signaling pathway"	"-1.158"
"Jak-STAT signaling pathway"	"-1.17"
"Hepatocellular carcinoma"	"-1.174"
"RNA transport"	"-1.178"
"Influenza A"	"-1.209"
"Tuberculosis"	"-1.217"
"Calcium signaling pathway"	"-1.229"
"Chemokine signaling pathway"	"-1.234"
"Herpes simplex infection"	"-1.234"
"Focal adhesion"	"-1.278"
"Proteoglycans in cancer"	"-1.289"
"Regulation of actin cytoskeleton"	"-1.298"
"Rap1 signaling pathway"	"-1.326"
"Ras signaling pathway"	"-1.397"
"Endocytosis"	"-1.444"
"HTLV-I infection"	"-1.444"
"Neuroactive ligand-receptor interaction"	"-1.551"
"MAPK signaling pathway"	"-1.598"
"Human papillomavirus infection"	"-1.65"
"Olfactory transduction"	"-1.858"
