"ID"	"Pathway"	"Z-score"
"hsa04913"	"Ovarian steroidogenesis"	"-0.094"
"hsa05131"	"Shigellosis"	"-0.116"
"hsa04350"	"TGF-beta signaling pathway"	"-0.167"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.193"
"hsa03420"	"Nucleotide excision repair"	"-0.195"
"hsa04670"	"Leukocyte transendothelial migration"	"-0.204"
"hsa04977"	"Vitamin digestion and absorption"	"-0.207"
"hsa04940"	"Type I diabetes mellitus"	"-0.283"
"hsa05214"	"Glioma"	"-0.294"
"hsa00600"	"Sphingolipid metabolism"	"-0.297"
"hsa04115"	"p53 signaling pathway"	"-0.303"
"hsa04723"	"Retrograde endocannabinoid signaling"	"-0.321"
"hsa04976"	"Bile secretion"	"-0.404"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-0.426"
"hsa04971"	"Gastric acid secretion"	"-0.449"
"hsa04070"	"Phosphatidylinositol signaling system"	"-0.568"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"-0.607"
"hsa04380"	"Osteoclast differentiation"	"-0.679"
"hsa05100"	"Bacterial invasion of epithelial cells"	"-0.691"
"hsa00750"	"Vitamin B6 metabolism"	"-0.699"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"-0.723"
"hsa04620"	"Toll-like receptor signaling pathway"	"-0.779"
"hsa04660"	"T cell receptor signaling pathway"	"-0.804"
"hsa05030"	"Cocaine addiction"	"-0.833"
"hsa05416"	"Viral myocarditis"	"-0.881"
"hsa05218"	"Melanoma"	"-0.898"
"hsa03010"	"Ribosome"	"-0.915"
"hsa04020"	"Calcium signaling pathway"	"-0.955"
"hsa05215"	"Prostate cancer"	"-0.979"
"hsa03060"	"Protein export"	"-0.982"
"hsa00565"	"Ether lipid metabolism"	"-1.084"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-1.208"
"hsa04744"	"Phototransduction"	"-1.216"
"hsa03460"	"Fanconi anemia pathway"	"-1.321"
"hsa04713"	"Circadian entrainment"	"-1.341"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"-1.374"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-1.42"
"hsa04724"	"Glutamatergic synapse"	"-1.435"
"hsa05223"	"Non-small cell lung cancer"	"-1.468"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"-1.493"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"-1.546"
"hsa04012"	"ErbB signaling pathway"	"-1.547"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-1.58"
"hsa03440"	"Homologous recombination"	"-1.657"
"hsa05221"	"Acute myeloid leukemia"	"-1.659"
"hsa05146"	"Amoebiasis"	"-1.685"
"hsa05213"	"Endometrial cancer"	"-1.708"
"hsa04974"	"Protein digestion and absorption"	"-1.728"
"hsa04978"	"Mineral absorption"	"-1.796"
"hsa04340"	"Hedgehog signaling pathway"	"-1.812"
"hsa05225"	"Hepatocellular carcinoma"	"-1.813"
"hsa04740"	"Olfactory transduction"	"-1.846"
"hsa00531"	"Glycosaminoglycan degradation"	"-1.891"
"hsa05166"	"HTLV-I infection"	"-1.906"
"hsa03020"	"RNA polymerase"	"-1.96"
"hsa04662"	"B cell receptor signaling pathway"	"-1.976"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-1.98"
"hsa05143"	"African trypanosomiasis"	"-1.995"
"hsa04926"	"Relaxin signaling pathway"	"-2.032"
"hsa04510"	"Focal adhesion"	"-2.075"
"hsa04668"	"TNF signaling pathway"	"-2.121"
"hsa05161"	"Hepatitis B"	"-2.131"
"hsa04120"	"Ubiquitin mediated proteolysis"	"-2.262"
"hsa04215"	"Apoptosis - multiple species"	"-2.276"
"hsa05340"	"Primary immunodeficiency"	"-2.291"
"hsa05165"	"Human papillomavirus infection"	"-2.316"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-2.399"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-2.436"
"hsa04916"	"Melanogenesis"	"-2.462"
"hsa04614"	"Renin-angiotensin system"	"-2.469"
"hsa04927"	"Cortisol synthesis and secretion"	"-2.494"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.496"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-2.518"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"-2.594"
"hsa05205"	"Proteoglycans in cancer"	"-2.647"
"hsa04725"	"Cholinergic synapse"	"-2.663"
"hsa04934"	"Cushing,s syndrome"	"-2.706"
"hsa04014"	"Ras signaling pathway"	"-2.75"
"hsa04520"	"Adherens junction"	"-2.832"
"hsa05033"	"Nicotine addiction"	"-2.905"
"hsa04810"	"Regulation of actin cytoskeleton"	"-2.953"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-3.139"
"hsa04726"	"Serotonergic synapse"	"-3.176"
"hsa05210"	"Colorectal cancer"	"-3.208"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"-3.236"
"hsa04110"	"Cell cycle"	"-3.245"
"hsa05144"	"Malaria"	"-3.245"
"hsa03022"	"Basal transcription factors"	"-3.265"
"hsa05222"	"Small cell lung cancer"	"-3.306"
"hsa04015"	"Rap1 signaling pathway"	"-3.353"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"-3.42"
"hsa05310"	"Asthma"	"-3.428"
"hsa04310"	"Wnt signaling pathway"	"-3.436"
"hsa05332"	"Graft-versus-host disease"	"-3.448"
"hsa05220"	"Chronic myeloid leukemia"	"-3.482"
"hsa05202"	"Transcriptional misregulation in cancer"	"-3.49"
"hsa05330"	"Allograft rejection"	"-3.505"
"hsa04512"	"ECM-receptor interaction"	"-3.533"
"hsa04360"	"Axon guidance"	"-3.578"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"-3.596"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-3.761"
"hsa05206"	"MicroRNAs in cancer"	"-3.852"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"-4.035"
"hsa05320"	"Autoimmune thyroid disease"	"-4.077"
"hsa03040"	"Spliceosome"	"-4.333"
"hsa04640"	"Hematopoietic cell lineage"	"-4.353"
"hsa05212"	"Pancreatic cancer"	"-4.449"
"hsa04630"	"Jak-STAT signaling pathway"	"-4.624"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"-4.738"
"hsa05032"	"Morphine addiction"	"-4.773"
"hsa04330"	"Notch signaling pathway"	"-4.801"
"hsa04672"	"Intestinal immune network for IgA production"	"-4.815"
"hsa04072"	"Phospholipase D signaling pathway"	"-4.905"
"hsa04130"	"SNARE interactions in vesicular transport"	"-4.917"
"hsa05224"	"Breast cancer"	"-5.045"
"hsa04064"	"NF-kappa B signaling pathway"	"-5.2"
"hsa05226"	"Gastric cancer"	"-5.646"
"hsa05217"	"Basal cell carcinoma"	"-5.656"
"hsa04024"	"cAMP signaling pathway"	"-6.227"
"hsa05200"	"Pathways in cancer"	"-6.391"
"hsa05150"	"Staphylococcus aureus infection"	"-6.986"
"hsa04610"	"Complement and coagulation cascades"	"-7.017"
"hsa05168"	"Herpes simplex infection"	"-7.137"
"hsa04062"	"Chemokine signaling pathway"	"-9.514"
"hsa04742"	"Taste transduction"	"-9.926"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"-12.085"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-12.982"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-19.795"
