"Pathway"	"Z-score"
"Pantothenate and CoA biosynthesis"	"-0.45"
"Arginine biosynthesis"	"-0.454"
"MicroRNAs in cancer"	"-0.458"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.467"
"Cushing's syndrome"	"-0.468"
"Other types of O-glycan biosynthesis"	"-0.477"
"Renin-angiotensin system"	"-0.481"
"Terpenoid backbone biosynthesis"	"-0.484"
"Protein export"	"-0.487"
"Mannose type O-glycan biosynthesis"	"-0.49"
"Vitamin digestion and absorption"	"-0.49"
"Biosynthesis of unsaturated fatty acids"	"-0.494"
"Mismatch repair"	"-0.496"
"alpha-Linolenic acid metabolism"	"-0.497"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.504"
"Pentose and glucuronate interconversions"	"-0.507"
"Maturity onset diabetes of the young"	"-0.51"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.522"
"Fatty acid elongation"	"-0.531"
"Butanoate metabolism"	"-0.537"
"Phototransduction"	"-0.54"
"Linoleic acid metabolism"	"-0.543"
"Hippo signaling pathway - multiple species"	"-0.547"
"Mucin type O-glycan biosynthesis"	"-0.547"
"Asthma"	"-0.558"
"Galactose metabolism"	"-0.569"
"RNA polymerase"	"-0.573"
"Base excision repair"	"-0.591"
"Fructose and mannose metabolism"	"-0.592"
"Alzheimer's disease"	"-0.594"
"Purine metabolism"	"-0.595"
"Primary immunodeficiency"	"-0.599"
"Prion diseases"	"-0.607"
"SNARE interactions in vesicular transport"	"-0.61"
"Starch and sucrose metabolism"	"-0.613"
"Axon guidance"	"-0.618"
"Allograft rejection"	"-0.619"
"Aldosterone-regulated sodium reabsorption"	"-0.625"
"DNA replication"	"-0.625"
"Graft-versus-host disease"	"-0.65"
"Alcoholism"	"-0.656"
"Fat digestion and absorption"	"-0.656"
"Nicotine addiction"	"-0.656"
"Chemokine signaling pathway"	"-0.662"
"Homologous recombination"	"-0.663"
"Type I diabetes mellitus"	"-0.666"
"Aminoacyl-tRNA biosynthesis"	"-0.674"
"Proteasome"	"-0.682"
"Carbohydrate digestion and absorption"	"-0.685"
"Ether lipid metabolism"	"-0.689"
"Basal transcription factors"	"-0.691"
"Type II diabetes mellitus"	"-0.702"
"Steroid hormone biosynthesis"	"-0.705"
"Amino sugar and nucleotide sugar metabolism"	"-0.706"
"Intestinal immune network for IgA production"	"-0.706"
"Sphingolipid metabolism"	"-0.71"
"Ovarian steroidogenesis"	"-0.711"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.713"
"Cholesterol metabolism"	"-0.718"
"Cocaine addiction"	"-0.726"
"N-Glycan biosynthesis"	"-0.733"
"Autoimmune thyroid disease"	"-0.734"
"Regulation of lipolysis in adipocytes"	"-0.74"
"Fanconi anemia pathway"	"-0.744"
"Focal adhesion"	"-0.748"
"Retinol metabolism"	"-0.749"
"Pathogenic Escherichia coli infection"	"-0.767"
"VEGF signaling pathway"	"-0.771"
"Viral myocarditis"	"-0.777"
"Long-term depression"	"-0.788"
"Regulation of actin cytoskeleton"	"-0.8"
"Arachidonic acid metabolism"	"-0.804"
"Basal cell carcinoma"	"-0.808"
"Cortisol synthesis and secretion"	"-0.808"
"Cytosolic DNA-sensing pathway"	"-0.811"
"Inflammatory bowel disease (IBD)"	"-0.828"
"Long-term potentiation"	"-0.838"
"Acute myeloid leukemia"	"-0.841"
"Amphetamine addiction"	"-0.848"
"RIG-I-like receptor signaling pathway"	"-0.863"
"B cell receptor signaling pathway"	"-0.868"
"Adherens junction"	"-0.869"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.872"
"Bacterial invasion of epithelial cells"	"-0.884"
"Thyroid hormone synthesis"	"-0.889"
"Taste transduction"	"-0.933"
"Hypertrophic cardiomyopathy (HCM)"	"-0.941"
"ErbB signaling pathway"	"-0.947"
"Salmonella infection"	"-0.951"
"Colorectal cancer"	"-0.958"
"TGF-beta signaling pathway"	"-0.958"
"ECM-receptor interaction"	"-0.96"
"Gap junction"	"-0.965"
"Dilated cardiomyopathy (DCM)"	"-0.968"
"Fc gamma R-mediated phagocytosis"	"-0.971"
"Endocytosis"	"-0.975"
"NF-kappa B signaling pathway"	"-0.975"
"Protein digestion and absorption"	"-0.976"
"Salivary secretion"	"-0.976"
"Th1 and Th2 cell differentiation"	"-0.983"
"Morphine addiction"	"-0.988"
"IL-17 signaling pathway"	"-0.995"
"Aldosterone synthesis and secretion"	"-0.999"
"Circadian entrainment"	"-1.008"
"Amoebiasis"	"-1.013"
"Pyrimidine metabolism"	"-1.023"
"T cell receptor signaling pathway"	"-1.029"
"AGE-RAGE signaling pathway in diabetic complications"	"-1.037"
"Th17 cell differentiation"	"-1.062"
"Serotonergic synapse"	"-1.069"
"Cytokine-cytokine receptor interaction"	"-1.079"
"Glutamatergic synapse"	"-1.086"
"Leukocyte transendothelial migration"	"-1.096"
"Cholinergic synapse"	"-1.097"
"Neuroactive ligand-receptor interaction"	"-1.14"
"Natural killer cell mediated cytotoxicity"	"-1.178"
"Relaxin signaling pathway"	"-1.178"
"Spliceosome"	"-1.178"
"Ribosome"	"-1.183"
"MAPK signaling pathway"	"-1.185"
"Estrogen signaling pathway"	"-1.207"
"Signaling pathways regulating pluripotency of stem cells"	"-1.208"
"Insulin signaling pathway"	"-1.22"
"Cell adhesion molecules (CAMs)"	"-1.231"
"Retrograde endocannabinoid signaling"	"-1.257"
"Oxytocin signaling pathway"	"-1.263"
"mTOR signaling pathway"	"-1.269"
"Necroptosis"	"-1.281"
"cGMP-PKG signaling pathway"	"-1.302"
"RNA transport"	"-1.306"
"Tight junction"	"-1.34"
"Calcium signaling pathway"	"-1.395"
"Huntington's disease"	"-1.439"
"cAMP signaling pathway"	"-1.466"
"Ras signaling pathway"	"-1.563"
"Olfactory transduction"	"-2.118"
