"Pathway"	"Z-score"
"Osteoclast differentiation"	"1.186"
"MicroRNAs in cancer"	"1.021"
"Phagosome"	"1.006"
"Necroptosis"	"0.922"
"NOD-like receptor signaling pathway"	"0.884"
"Axon guidance"	"0.845"
"Tuberculosis"	"0.819"
"D-Arginine and D-ornithine metabolism"	"-0.047"
"Lipoic acid metabolism"	"-0.082"
"Biotin metabolism"	"-0.093"
"Valine, leucine and isoleucine biosynthesis"	"-0.099"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.115"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.115"
"D-Glutamine and D-glutamate metabolism"	"-0.117"
"Phosphonate and phosphinate metabolism"	"-0.118"
"Caffeine metabolism"	"-0.119"
"Vitamin B6 metabolism"	"-0.125"
"Riboflavin metabolism"	"-0.135"
"Sulfur relay system"	"-0.14"
"Synthesis and degradation of ketone bodies"	"-0.157"
"Taurine and hypotaurine metabolism"	"-0.167"
"Sulfur metabolism"	"-0.168"
"Non-homologous end-joining"	"-0.172"
"Thiamine metabolism"	"-0.177"
"Fatty acid biosynthesis"	"-0.178"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.185"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.193"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.194"
"Phenylalanine metabolism"	"-0.206"
"Primary bile acid biosynthesis"	"-0.207"
"Ascorbate and aldarate metabolism"	"-0.209"
"Nitrogen metabolism"	"-0.213"
"Other glycan degradation"	"-0.213"
"Steroid biosynthesis"	"-0.213"
"Pantothenate and CoA biosynthesis"	"-0.218"
"One carbon pool by folate"	"-0.221"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.222"
"Arginine biosynthesis"	"-0.224"
"Glycosaminoglycan degradation"	"-0.225"
"Mismatch repair"	"-0.234"
"Terpenoid backbone biosynthesis"	"-0.234"
"Other types of O-glycan biosynthesis"	"-0.236"
"Proximal tubule bicarbonate reclamation"	"-0.236"
"Histidine metabolism"	"-0.239"
"Pentose and glucuronate interconversions"	"-0.243"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.245"
"Mannose type O-glycan biosynthesis"	"-0.245"
"Biosynthesis of unsaturated fatty acids"	"-0.246"
"alpha-Linolenic acid metabolism"	"-0.248"
"Renin-angiotensin system"	"-0.248"
"Folate biosynthesis"	"-0.249"
"Protein export"	"-0.252"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.254"
"Collecting duct acid secretion"	"-0.259"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.262"
"Butanoate metabolism"	"-0.266"
"Fatty acid elongation"	"-0.266"
"Linoleic acid metabolism"	"-0.267"
"Phototransduction"	"-0.269"
"Hippo signaling pathway - multiple species"	"-0.272"
"beta-Alanine metabolism"	"-0.273"
"Citrate cycle (TCA cycle)"	"-0.274"
"RNA polymerase"	"-0.274"
"Nicotinate and nicotinamide metabolism"	"-0.276"
"Asthma"	"-0.279"
"Circadian rhythm"	"-0.281"
"Mucin type O-glycan biosynthesis"	"-0.283"
"Autophagy - other"	"-0.284"
"Base excision repair"	"-0.284"
"Apoptosis - multiple species"	"-0.286"
"Propanoate metabolism"	"-0.287"
"Tyrosine metabolism"	"-0.294"
"SNARE interactions in vesicular transport"	"-0.295"
"Primary immunodeficiency"	"-0.296"
"African trypanosomiasis"	"-0.298"
"Alanine, aspartate and glutamate metabolism"	"-0.299"
"Aldosterone-regulated sodium reabsorption"	"-0.302"
"DNA replication"	"-0.302"
"Starch and sucrose metabolism"	"-0.302"
"Thyroid cancer"	"-0.306"
"Allograft rejection"	"-0.309"
"Nicotine addiction"	"-0.31"
"Glycine, serine and threonine metabolism"	"-0.318"
"Pyruvate metabolism"	"-0.319"
"Graft-versus-host disease"	"-0.323"
"Bladder cancer"	"-0.324"
"Fat digestion and absorption"	"-0.325"
"Homologous recombination"	"-0.328"
"Fatty acid degradation"	"-0.33"
"Carbohydrate digestion and absorption"	"-0.332"
"Vasopressin-regulated water reabsorption"	"-0.332"
"Type I diabetes mellitus"	"-0.334"
"Endocrine and other factor-regulated calcium reabsorption"	"-0.339"
"Aminoacyl-tRNA biosynthesis"	"-0.341"
"Ether lipid metabolism"	"-0.341"
"Cocaine addiction"	"-0.342"
"Hedgehog signaling pathway"	"-0.344"
"Intestinal immune network for IgA production"	"-0.344"
"Valine, leucine and isoleucine degradation"	"-0.344"
"Amino sugar and nucleotide sugar metabolism"	"-0.345"
"Proteasome"	"-0.345"
"N-Glycan biosynthesis"	"-0.347"
"Cholesterol metabolism"	"-0.348"
"Sphingolipid metabolism"	"-0.349"
"Steroid hormone biosynthesis"	"-0.349"
"Type II diabetes mellitus"	"-0.349"
"Arginine and proline metabolism"	"-0.351"
"Malaria"	"-0.351"
"Notch signaling pathway"	"-0.351"
"Ovarian steroidogenesis"	"-0.351"
"Vibrio cholerae infection"	"-0.355"
"Autoimmune thyroid disease"	"-0.359"
"Retinol metabolism"	"-0.366"
"Fanconi anemia pathway"	"-0.37"
"Pathogenic Escherichia coli infection"	"-0.376"
"Legionellosis"	"-0.378"
"Regulation of lipolysis in adipocytes"	"-0.378"
"Staphylococcus aureus infection"	"-0.378"
"Viral myocarditis"	"-0.379"
"Endometrial cancer"	"-0.383"
"VEGF signaling pathway"	"-0.384"
"Lysine degradation"	"-0.385"
"Cytosolic DNA-sensing pathway"	"-0.386"
"Long-term depression"	"-0.39"
"Glycerolipid metabolism"	"-0.391"
"Synaptic vesicle cycle"	"-0.399"
"Cortisol synthesis and secretion"	"-0.401"
"Mitophagy - animal"	"-0.405"
"Epithelial cell signaling in Helicobacter pylori infection"	"-0.406"
"Shigellosis"	"-0.406"
"Basal cell carcinoma"	"-0.407"
"Renin secretion"	"-0.407"
"Amphetamine addiction"	"-0.408"
"Inflammatory bowel disease (IBD)"	"-0.408"
"RIG-I-like receptor signaling pathway"	"-0.409"
"Fc epsilon RI signaling pathway"	"-0.412"
"Non-small cell lung cancer"	"-0.414"
"Long-term potentiation"	"-0.416"
"p53 signaling pathway"	"-0.416"
"B cell receptor signaling pathway"	"-0.417"
"Adipocytokine signaling pathway"	"-0.419"
"Glioma"	"-0.423"
"Melanoma"	"-0.424"
"Bile secretion"	"-0.425"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.426"
"Prolactin signaling pathway"	"-0.429"
"Adherens junction"	"-0.431"
"Gastric acid secretion"	"-0.431"
"Bacterial invasion of epithelial cells"	"-0.437"
"Leishmaniasis"	"-0.437"
"Inositol phosphate metabolism"	"-0.439"
"Pancreatic cancer"	"-0.439"
"PPAR signaling pathway"	"-0.439"
"Chronic myeloid leukemia"	"-0.44"
"Pertussis"	"-0.441"
"Antigen processing and presentation"	"-0.444"
"Cardiac muscle contraction"	"-0.444"
"Complement and coagulation cascades"	"-0.448"
"Ribosome biogenesis in eukaryotes"	"-0.448"
"Taste transduction"	"-0.454"
"ErbB signaling pathway"	"-0.46"
"Insulin secretion"	"-0.46"
"TGF-beta signaling pathway"	"-0.46"
"Colorectal cancer"	"-0.462"
"ECM-receptor interaction"	"-0.462"
"Hypertrophic cardiomyopathy (HCM)"	"-0.466"
"Salivary secretion"	"-0.472"
"Salmonella infection"	"-0.472"
"Gap junction"	"-0.473"
"Rheumatoid arthritis"	"-0.474"
"Small cell lung cancer"	"-0.479"
"GABAergic synapse"	"-0.48"
"Morphine addiction"	"-0.48"
"Protein digestion and absorption"	"-0.48"
"Dilated cardiomyopathy (DCM)"	"-0.482"
"mRNA surveillance pathway"	"-0.484"
"NF-kappa B signaling pathway"	"-0.485"
"Fc gamma R-mediated phagocytosis"	"-0.486"
"Th1 and Th2 cell differentiation"	"-0.487"
"IL-17 signaling pathway"	"-0.488"
"GnRH signaling pathway"	"-0.489"
"Aldosterone synthesis and secretion"	"-0.491"
"Amoebiasis"	"-0.492"
"Glycerophospholipid metabolism"	"-0.497"
"Hematopoietic cell lineage"	"-0.497"
"Inflammatory mediator regulation of TRP channels"	"-0.497"
"Pyrimidine metabolism"	"-0.497"
"Circadian entrainment"	"-0.498"
"Pancreatic secretion"	"-0.499"
"Prostate cancer"	"-0.5"
"Choline metabolism in cancer"	"-0.504"
"Progesterone-mediated oocyte maturation"	"-0.505"
"Phosphatidylinositol signaling system"	"-0.506"
"T cell receptor signaling pathway"	"-0.508"
"AGE-RAGE signaling pathway in diabetic complications"	"-0.509"
"Chagas disease (American trypanosomiasis)"	"-0.51"
"Glucagon signaling pathway"	"-0.514"
"Melanogenesis"	"-0.516"
"Toll-like receptor signaling pathway"	"-0.517"
"Th17 cell differentiation"	"-0.527"
"Insulin resistance"	"-0.53"
"Serotonergic synapse"	"-0.531"
"Cholinergic synapse"	"-0.534"
"Leukocyte transendothelial migration"	"-0.538"
"Glutamatergic synapse"	"-0.542"
"Toxoplasmosis"	"-0.544"
"Neurotrophin signaling pathway"	"-0.55"
"Vascular smooth muscle contraction"	"-0.554"
"Oocyte meiosis"	"-0.559"
"Lysosome"	"-0.565"
"Platelet activation"	"-0.565"
"Autophagy - animal"	"-0.569"
"Natural killer cell mediated cytotoxicity"	"-0.571"
"Hepatitis C"	"-0.576"
"Ribosome"	"-0.577"
"Systemic lupus erythematosus"	"-0.579"
"Dopaminergic synapse"	"-0.58"
"Measles"	"-0.585"
"Apoptosis"	"-0.586"
"Estrogen signaling pathway"	"-0.587"
"Relaxin signaling pathway"	"-0.589"
"Insulin signaling pathway"	"-0.593"
"Spliceosome"	"-0.594"
"Apelin signaling pathway"	"-0.598"
"Ubiquitin mediated proteolysis"	"-0.598"
"Hepatitis B"	"-0.607"
"Adrenergic signaling in cardiomyocytes"	"-0.608"
"Signaling pathways regulating pluripotency of stem cells"	"-0.61"
"Phospholipase D signaling pathway"	"-0.612"
"Cell adhesion molecules (CAMs)"	"-0.613"
"Wnt signaling pathway"	"-0.616"
"Breast cancer"	"-0.617"
"Gastric cancer"	"-0.624"
"Oxytocin signaling pathway"	"-0.626"
"mTOR signaling pathway"	"-0.628"
"Hippo signaling pathway"	"-0.638"
"Cellular senescence"	"-0.639"
"Cushing's syndrome"	"-0.639"
"Jak-STAT signaling pathway"	"-0.64"
"cGMP-PKG signaling pathway"	"-0.645"
"Protein processing in endoplasmic reticulum"	"-0.646"
"Purine metabolism"	"-0.66"
"RNA transport"	"-0.665"
"Tight junction"	"-0.667"
"Influenza A"	"-0.67"
"Alcoholism"	"-0.683"
"Herpes simplex infection"	"-0.685"
"Calcium signaling pathway"	"-0.686"
"Kaposi's sarcoma-associated herpesvirus infection"	"-0.703"
"Chemokine signaling pathway"	"-0.704"
"Focal adhesion"	"-0.708"
"Proteoglycans in cancer"	"-0.711"
"Viral carcinogenesis"	"-0.711"
"Epstein-Barr virus infection"	"-0.713"
"cAMP signaling pathway"	"-0.715"
"Rap1 signaling pathway"	"-0.718"
"Regulation of actin cytoskeleton"	"-0.72"
"Ras signaling pathway"	"-0.759"
"Endocytosis"	"-0.792"
"HTLV-I infection"	"-0.82"
"Cytokine-cytokine receptor interaction"	"-0.831"
"Neuroactive ligand-receptor interaction"	"-0.835"
"MAPK signaling pathway"	"-0.863"
"Human papillomavirus infection"	"-0.907"
"PI3K-Akt signaling pathway"	"-0.944"
"Olfactory transduction"	"-1.065"
