"Pathway"	"zscore"
"RNA polymerase"	"3.104"
"RNA degradation"	"3.099"
"Type II diabetes mellitus"	"3.07"
"RIG-I-like receptor signaling pathway"	"3.061"
"Amphetamine addiction"	"3.015"
"Longevity regulating pathway - multiple species"	"2.989"
"Synaptic vesicle cycle"	"2.989"
"Long-term potentiation"	"2.881"
"Ferroptosis"	"2.854"
"Nucleotide excision repair"	"2.735"
"IL-17 signaling pathway"	"2.722"
"Inflammatory mediator regulation of TRP channels"	"2.699"
"Dopaminergic synapse"	"2.692"
"Viral myocarditis"	"2.664"
"Osteoclast differentiation"	"2.662"
"Toll-like receptor signaling pathway"	"2.571"
"mTOR signaling pathway"	"2.529"
"Th17 cell differentiation"	"2.436"
"AGE-RAGE signaling pathway in diabetic complications"	"2.391"
"Selenocompound metabolism"	"2.388"
"Sphingolipid signaling pathway"	"2.384"
"Prolactin signaling pathway"	"2.343"
"Pantothenate and CoA biosynthesis"	"2.208"
"Th1 and Th2 cell differentiation"	"2.085"
"AMPK signaling pathway"	"2.032"
"Autophagy - other"	"2.029"
"Retinol metabolism"	"1.99"
"Platelet activation"	"1.96"
"Apoptosis - multiple species"	"1.941"
"Progesterone-mediated oocyte maturation"	"1.94"
"Cocaine addiction"	"1.849"
"Measles"	"1.818"
"Shigellosis"	"1.784"
"Mismatch repair"	"1.771"
"One carbon pool by folate"	"1.749"
"Type I diabetes mellitus"	"1.749"
"Autophagy - animal"	"1.743"
"Thyroid cancer"	"1.74"
"p53 signaling pathway"	"1.73"
"Insulin secretion"	"1.71"
"HTLV-I infection"	"1.705"
"Viral carcinogenesis"	"1.685"
"DNA replication"	"1.665"
"Porphyrin and chlorophyll metabolism"	"1.663"
"Biotin metabolism"	"1.638"
"Chagas disease (American trypanosomiasis)"	"1.634"
"Cytosolic DNA-sensing pathway"	"1.622"
"Thiamine metabolism"	"1.592"
"Mineral absorption"	"1.563"
"PPAR signaling pathway"	"1.524"
"Calcium signaling pathway"	"1.502"
"T cell receptor signaling pathway"	"1.472"
"FoxO signaling pathway"	"1.471"
"Allograft rejection"	"1.404"
"Dilated cardiomyopathy (DCM)"	"1.357"
"African trypanosomiasis"	"1.351"
"Carbohydrate digestion and absorption"	"1.33"
"Cholesterol metabolism"	"1.291"
"Longevity regulating pathway"	"1.268"
"VEGF signaling pathway"	"1.26"
"Pancreatic secretion"	"1.256"
"Renin secretion"	"1.234"
"Graft-versus-host disease"	"1.195"
"Fc epsilon RI signaling pathway"	"1.168"
"Vitamin B6 metabolism"	"1.162"
"Gastric acid secretion"	"1.156"
"Ras signaling pathway"	"1.151"
"Endocrine and other factor-regulated calcium reabsorption"	"1.127"
"Vasopressin-regulated water reabsorption"	"1.113"
"Insulin resistance"	"1.018"
"Leukocyte transendothelial migration"	"0.988"
"Bile secretion"	"0.966"
"Proximal tubule bicarbonate reclamation"	"0.952"
"Hepatitis B"	"0.892"
"Cell adhesion molecules (CAMs)"	"0.885"
"Fatty acid biosynthesis"	"0.85"
"Focal adhesion"	"0.846"
"Hepatitis C"	"0.822"
"Nicotinate and nicotinamide metabolism"	"0.821"
"Hippo signaling pathway"	"0.802"
"Lipoic acid metabolism"	"0.785"
"Proteoglycans in cancer"	"0.765"
"Primary bile acid biosynthesis"	"0.752"
"Aldosterone-regulated sodium reabsorption"	"0.739"
"Other glycan degradation"	"0.72"
"PI3K-Akt signaling pathway"	"0.709"
"Renal cell carcinoma"	"0.704"
"Autoimmune thyroid disease"	"0.666"
"Adherens junction"	"0.608"
"Axon guidance"	"0.543"
"Thyroid hormone signaling pathway"	"0.525"
"Relaxin signaling pathway"	"0.467"
"Hepatocellular carcinoma"	"0.425"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"0.425"
"Endocytosis"	"0.418"
"Homologous recombination"	"0.401"
"Amoebiasis"	"0.399"
"Glycerophospholipid metabolism"	"0.358"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.335"
"Hippo signaling pathway - multiple species"	"0.335"
"Cardiac muscle contraction"	"0.324"
"Circadian entrainment"	"0.31"
"Long-term depression"	"0.303"
"Phosphatidylinositol signaling system"	"0.287"
"Mitophagy - animal"	"0.283"
"Regulation of actin cytoskeleton"	"0.262"
"TGF-beta signaling pathway"	"0.228"
"Maturity onset diabetes of the young"	"0.219"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.212"
"Systemic lupus erythematosus"	"0.211"
"Inflammatory bowel disease (IBD)"	"0.157"
"Protein digestion and absorption"	"0.134"
"Phosphonate and phosphinate metabolism"	"0.131"
"Glycosaminoglycan degradation"	"0.13"
"Asthma"	"0.1"
"Cortisol synthesis and secretion"	"0.082"
"Glycosphingolipid biosynthesis - ganglio series"	"0.057"
"Hypertrophic cardiomyopathy (HCM)"	"0.038"
"Ovarian steroidogenesis"	"0.012"
"Bladder cancer"	"-0.008"
"Nitrogen metabolism"	"-0.013"
"mRNA surveillance pathway"	"-0.019"
"Apelin signaling pathway"	"-0.04"
"Nicotine addiction"	"-0.079"
"Choline metabolism in cancer"	"-0.099"
"D-Arginine and D-ornithine metabolism"	"-0.1"
"Sulfur metabolism"	"-0.108"
"Wnt signaling pathway"	"-0.134"
"Phototransduction"	"-0.183"
"alpha-Linolenic acid metabolism"	"-0.196"
"Bacterial invasion of epithelial cells"	"-0.225"
"Glutamatergic synapse"	"-0.225"
"Phospholipase D signaling pathway"	"-0.242"
"Ether lipid metabolism"	"-0.245"
"Alcoholism"	"-0.273"
"Colorectal cancer"	"-0.294"
"Herpes simplex infection"	"-0.301"
"Fc gamma R-mediated phagocytosis"	"-0.314"
"Natural killer cell mediated cytotoxicity"	"-0.38"
"Ubiquitin mediated proteolysis"	"-0.388"
"Malaria"	"-0.392"
"ErbB signaling pathway"	"-0.447"
"B cell receptor signaling pathway"	"-0.448"
"Glioma"	"-0.465"
"Kaposi's sarcoma-associated herpesvirus infection"	"-0.469"
"Rap1 signaling pathway"	"-0.521"
"Sulfur relay system"	"-0.548"
"Steroid hormone biosynthesis"	"-0.58"
"Olfactory transduction"	"-0.621"
"Caffeine metabolism"	"-0.656"
"Small cell lung cancer"	"-0.657"
"Riboflavin metabolism"	"-0.711"
"Inositol phosphate metabolism"	"-0.715"
"NF-kappa B signaling pathway"	"-0.729"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.735"
"Taurine and hypotaurine metabolism"	"-0.741"
"Melanogenesis"	"-0.769"
"Vitamin digestion and absorption"	"-0.803"
"cAMP signaling pathway"	"-0.823"
"Pathways in cancer"	"-0.835"
"Linoleic acid metabolism"	"-0.836"
"Intestinal immune network for IgA production"	"-0.849"
"GABAergic synapse"	"-0.853"
"D-Glutamine and D-glutamate metabolism"	"-0.861"
"Hedgehog signaling pathway"	"-0.867"
"Acute myeloid leukemia"	"-0.888"
"Prostate cancer"	"-0.896"
"Mucin type O-glycan biosynthesis"	"-0.905"
"Human papillomavirus infection"	"-0.914"
"Non-small cell lung cancer"	"-0.933"
"Melanoma"	"-0.952"
"Pancreatic cancer"	"-0.977"
"Non-homologous end-joining"	"-1.066"
"Circadian rhythm"	"-1.101"
"Endometrial cancer"	"-1.121"
"Cholinergic synapse"	"-1.15"
"Mannose type O-glycan biosynthesis"	"-1.18"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.186"
"N-Glycan biosynthesis"	"-1.2"
"Hematopoietic cell lineage"	"-1.274"
"Primary immunodeficiency"	"-1.287"
"Steroid biosynthesis"	"-1.324"
"ECM-receptor interaction"	"-1.333"
"Sphingolipid metabolism"	"-1.361"
"Fatty acid elongation"	"-1.395"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-1.399"
"Adipocytokine signaling pathway"	"-1.441"
"Renin-angiotensin system"	"-1.453"
"Other types of O-glycan biosynthesis"	"-1.479"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-1.609"
"Protein export"	"-1.609"
"Cell cycle"	"-1.623"
"Fanconi anemia pathway"	"-1.69"
"Chronic myeloid leukemia"	"-1.772"
"Serotonergic synapse"	"-1.789"
"MicroRNAs in cancer"	"-1.829"
"Complement and coagulation cascades"	"-1.905"
"Jak-STAT signaling pathway"	"-1.914"
"Signaling pathways regulating pluripotency of stem cells"	"-1.957"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-2.039"
"Cushing's syndrome"	"-2.155"
"Transcriptional misregulation in cancer"	"-2.158"
"Staphylococcus aureus infection"	"-2.267"
"Biosynthesis of unsaturated fatty acids"	"-2.39"
"Breast cancer"	"-2.392"
"Lysosome"	"-2.412"
"Notch signaling pathway"	"-2.44"
"Ribosome"	"-2.646"
"Regulation of lipolysis in adipocytes"	"-2.725"
"Gastric cancer"	"-2.735"
"Basal cell carcinoma"	"-2.964"
"Morphine addiction"	"-3.496"
"Spliceosome"	"-3.618"
"SNARE interactions in vesicular transport"	"-3.727"
"Taste transduction"	"-4.464"
"Cytokine-cytokine receptor interaction"	"-4.837"
"Chemokine signaling pathway"	"-5.299"
"Ribosome biogenesis in eukaryotes"	"-10.472"
"Neuroactive ligand-receptor interaction"	"-10.89"
