"Pathway"	"zscore"
"GnRH signaling pathway"	"6.495"
"Salmonella infection"	"6.45"
"Pertussis"	"6.438"
"Cholinergic synapse"	"6.295"
"Cell cycle"	"6.292"
"Vascular smooth muscle contraction"	"6.192"
"Leishmaniasis"	"6.153"
"Adherens junction"	"6.132"
"Hematopoietic cell lineage"	"6.125"
"Regulation of lipolysis in adipocytes"	"6.108"
"Wnt signaling pathway"	"6.034"
"Malaria"	"6.027"
"Mitophagy - animal"	"6.003"
"Type II diabetes mellitus"	"5.906"
"Phosphatidylinositol signaling system"	"5.871"
"Thyroid hormone synthesis"	"5.791"
"Melanogenesis"	"5.648"
"cGMP-PKG signaling pathway"	"5.615"
"Toxoplasmosis"	"5.545"
"Platelet activation"	"5.487"
"Aldosterone synthesis and secretion"	"5.385"
"TGF-beta signaling pathway"	"5.339"
"Estrogen signaling pathway"	"5.311"
"Basal cell carcinoma"	"5.227"
"Oxytocin signaling pathway"	"5.215"
"Autoimmune thyroid disease"	"5.032"
"Aldosterone-regulated sodium reabsorption"	"4.93"
"Cell adhesion molecules (CAMs)"	"4.906"
"Carbohydrate digestion and absorption"	"4.703"
"Calcium signaling pathway"	"4.681"
"Intestinal immune network for IgA production"	"4.647"
"Insulin secretion"	"4.59"
"Epstein-Barr virus infection"	"4.419"
"Thyroid cancer"	"4.363"
"Salivary secretion"	"4.313"
"Protein digestion and absorption"	"4.234"
"Cortisol synthesis and secretion"	"4.173"
"African trypanosomiasis"	"4.15"
"Renin secretion"	"4.13"
"Cytosolic DNA-sensing pathway"	"4.124"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"4.09"
"Central carbon metabolism in cancer"	"3.948"
"mTOR signaling pathway"	"3.846"
"Allograft rejection"	"3.806"
"Viral myocarditis"	"3.754"
"alpha-Linolenic acid metabolism"	"3.636"
"Amphetamine addiction"	"3.59"
"Necroptosis"	"3.541"
"Amyotrophic lateral sclerosis (ALS)"	"3.486"
"Epithelial cell signaling in Helicobacter pylori infection"	"3.484"
"Gastric acid secretion"	"3.425"
"Complement and coagulation cascades"	"3.409"
"Influenza A"	"3.405"
"Cocaine addiction"	"3.4"
"Pancreatic secretion"	"3.263"
"Progesterone-mediated oocyte maturation"	"3.256"
"Hippo signaling pathway"	"3.226"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"3.03"
"Other types of O-glycan biosynthesis"	"3.011"
"Primary immunodeficiency"	"3"
"Long-term potentiation"	"2.914"
"Tight junction"	"2.886"
"Long-term depression"	"2.878"
"Mineral absorption"	"2.827"
"Glycosphingolipid biosynthesis - ganglio series"	"2.799"
"Fat digestion and absorption"	"2.681"
"Endocytosis"	"2.674"
"Apelin signaling pathway"	"2.668"
"Type I diabetes mellitus"	"2.655"
"Graft-versus-host disease"	"2.627"
"Hedgehog signaling pathway"	"2.619"
"Bile secretion"	"2.616"
"Dopaminergic synapse"	"2.597"
"Taste transduction"	"2.597"
"ABC transporters"	"2.595"
"Adrenergic signaling in cardiomyocytes"	"2.529"
"Serotonergic synapse"	"2.525"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"2.504"
"Endocrine and other factor-regulated calcium reabsorption"	"2.482"
"Inositol phosphate metabolism"	"2.475"
"Alzheimer's disease"	"2.372"
"Arachidonic acid metabolism"	"2.37"
"Circadian rhythm"	"2.153"
"Lysosome"	"2.138"
"AMPK signaling pathway"	"2.119"
"Proteasome"	"2.086"
"Circadian entrainment"	"2.082"
"Drug metabolism - other enzymes"	"1.98"
"Hypertrophic cardiomyopathy (HCM)"	"1.958"
"Ovarian steroidogenesis"	"1.931"
"Dilated cardiomyopathy (DCM)"	"1.816"
"Ether lipid metabolism"	"1.761"
"N-Glycan biosynthesis"	"1.706"
"Mannose type O-glycan biosynthesis"	"1.626"
"Sphingolipid metabolism"	"1.609"
"Morphine addiction"	"1.593"
"Glucagon signaling pathway"	"1.585"
"Notch signaling pathway"	"1.567"
"Ubiquitin mediated proteolysis"	"1.556"
"Asthma"	"1.473"
"Gap junction"	"1.458"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"1.335"
"Proximal tubule bicarbonate reclamation"	"1.311"
"Glutathione metabolism"	"1.293"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"1.29"
"Renin-angiotensin system"	"1.273"
"Phosphonate and phosphinate metabolism"	"1.261"
"Selenocompound metabolism"	"1.196"
"Glycerophospholipid metabolism"	"1.159"
"Valine, leucine and isoleucine degradation"	"1.156"
"Autophagy - other"	"1.054"
"Oocyte meiosis"	"1.026"
"Glycosaminoglycan degradation"	"1.008"
"Vitamin digestion and absorption"	"0.976"
"Longevity regulating pathway - multiple species"	"0.893"
"Taurine and hypotaurine metabolism"	"0.828"
"Propanoate metabolism"	"0.769"
"Prion diseases"	"0.755"
"Riboflavin metabolism"	"0.752"
"Nitrogen metabolism"	"0.74"
"Pathogenic Escherichia coli infection"	"0.687"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.682"
"Thermogenesis"	"0.633"
"Fatty acid elongation"	"0.572"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"0.557"
"Rheumatoid arthritis"	"0.556"
"PPAR signaling pathway"	"0.541"
"Caffeine metabolism"	"0.442"
"One carbon pool by folate"	"0.442"
"Glutamatergic synapse"	"0.417"
"Glycerolipid metabolism"	"0.374"
"Pantothenate and CoA biosynthesis"	"0.369"
"Nicotinate and nicotinamide metabolism"	"0.366"
"Linoleic acid metabolism"	"0.359"
"Biosynthesis of unsaturated fatty acids"	"0.342"
"Butanoate metabolism"	"0.34"
"Primary bile acid biosynthesis"	"0.319"
"Alcoholism"	"0.265"
"Fatty acid degradation"	"0.259"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"0.256"
"Legionellosis"	"0.232"
"Sulfur metabolism"	"0.227"
"Vitamin B6 metabolism"	"0.221"
"Biotin metabolism"	"0.215"
"Terpenoid backbone biosynthesis"	"0.205"
"Ferroptosis"	"0.151"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"0.085"
"Non-homologous end-joining"	"0.08"
"Arginine biosynthesis"	"0.016"
"Vasopressin-regulated water reabsorption"	"0.009"
"Phototransduction"	"-0.012"
"Staphylococcus aureus infection"	"-0.035"
"Peroxisome"	"-0.064"
"Base excision repair"	"-0.155"
"Fatty acid biosynthesis"	"-0.157"
"GABAergic synapse"	"-0.198"
"Tryptophan metabolism"	"-0.206"
"D-Arginine and D-ornithine metabolism"	"-0.222"
"Synthesis and degradation of ketone bodies"	"-0.278"
"Lipoic acid metabolism"	"-0.301"
"Arginine and proline metabolism"	"-0.317"
"Glyoxylate and dicarboxylate metabolism"	"-0.406"
"Lysine degradation"	"-0.407"
"Olfactory transduction"	"-0.448"
"Maturity onset diabetes of the young"	"-0.508"
"Metabolism of xenobiotics by cytochrome P450"	"-0.524"
"Other glycan degradation"	"-0.58"
"Folate biosynthesis"	"-0.667"
"Drug metabolism - cytochrome P450"	"-0.67"
"D-Glutamine and D-glutamate metabolism"	"-0.749"
"Aminoacyl-tRNA biosynthesis"	"-0.755"
"SNARE interactions in vesicular transport"	"-0.763"
"beta-Alanine metabolism"	"-0.858"
"Pyruvate metabolism"	"-0.873"
"Hippo signaling pathway - multiple species"	"-0.936"
"Histidine metabolism"	"-0.936"
"Phenylalanine metabolism"	"-0.936"
"Sulfur relay system"	"-0.949"
"Valine, leucine and isoleucine biosynthesis"	"-0.961"
"Tyrosine metabolism"	"-0.967"
"Thiamine metabolism"	"-1.01"
"Cardiac muscle contraction"	"-1.023"
"Chemical carcinogenesis"	"-1.195"
"Cholesterol metabolism"	"-1.357"
"Alanine, aspartate and glutamate metabolism"	"-1.379"
"Huntington's disease"	"-1.556"
"Retrograde endocannabinoid signaling"	"-1.585"
"Protein processing in endoplasmic reticulum"	"-1.606"
"Pentose phosphate pathway"	"-1.731"
"Ascorbate and aldarate metabolism"	"-1.771"
"DNA replication"	"-1.791"
"Steroid biosynthesis"	"-1.847"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-1.871"
"Cysteine and methionine metabolism"	"-1.888"
"Purine metabolism"	"-1.912"
"Glycine, serine and threonine metabolism"	"-2.068"
"Fructose and mannose metabolism"	"-2.075"
"Antigen processing and presentation"	"-2.195"
"Citrate cycle (TCA cycle)"	"-2.405"
"Pyrimidine metabolism"	"-2.433"
"Homologous recombination"	"-2.476"
"Mismatch repair"	"-2.532"
"Protein export"	"-2.555"
"Pentose and glucuronate interconversions"	"-2.578"
"RNA polymerase"	"-2.718"
"Starch and sucrose metabolism"	"-2.752"
"Steroid hormone biosynthesis"	"-2.797"
"Nicotine addiction"	"-2.917"
"Synaptic vesicle cycle"	"-2.919"
"Porphyrin and chlorophyll metabolism"	"-2.939"
"Parkinson's disease"	"-3.118"
"Fanconi anemia pathway"	"-3.165"
"Basal transcription factors"	"-3.176"
"Vibrio cholerae infection"	"-3.192"
"Retinol metabolism"	"-3.356"
"Galactose metabolism"	"-3.596"
"Amino sugar and nucleotide sugar metabolism"	"-3.725"
"Glycolysis / Gluconeogenesis"	"-3.757"
"Collecting duct acid secretion"	"-3.853"
"Systemic lupus erythematosus"	"-4.111"
"Nucleotide excision repair"	"-4.78"
"Ribosome"	"-4.822"
"Phagosome"	"-4.882"
"Oxidative phosphorylation"	"-5.165"
"RNA degradation"	"-5.718"
"mRNA surveillance pathway"	"-6.03"
"RNA transport"	"-7.291"
"Ribosome biogenesis in eukaryotes"	"-8.137"
"Spliceosome"	"-11.638"
