"ID"	"Pathway"	"Z-score"
"hsa00030"	"Pentose phosphate pathway"	"-1.731"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-1.771"
"hsa03030"	"DNA replication"	"-1.791"
"hsa00100"	"Steroid biosynthesis"	"-1.847"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"-1.871"
"hsa00270"	"Cysteine and methionine metabolism"	"-1.888"
"hsa00230"	"Purine metabolism"	"-1.912"
"hsa00260"	"Glycine, serine and threonine metabolism"	"-2.068"
"hsa00051"	"Fructose and mannose metabolism"	"-2.075"
"hsa04612"	"Antigen processing and presentation"	"-2.195"
"hsa00020"	"Citrate cycle (TCA cycle)"	"-2.405"
"hsa00240"	"Pyrimidine metabolism"	"-2.433"
"hsa03440"	"Homologous recombination"	"-2.476"
"hsa03430"	"Mismatch repair"	"-2.532"
"hsa03060"	"Protein export"	"-2.555"
"hsa00040"	"Pentose and glucuronate interconversions"	"-2.578"
"hsa03020"	"RNA polymerase"	"-2.718"
"hsa00500"	"Starch and sucrose metabolism"	"-2.752"
"hsa00140"	"Steroid hormone biosynthesis"	"-2.797"
"hsa05033"	"Nicotine addiction"	"-2.917"
"hsa04721"	"Synaptic vesicle cycle"	"-2.919"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-2.939"
"hsa05012"	"Parkinson,s disease"	"-3.118"
"hsa03460"	"Fanconi anemia pathway"	"-3.165"
"hsa03022"	"Basal transcription factors"	"-3.176"
"hsa05110"	"Vibrio cholerae infection"	"-3.192"
"hsa00830"	"Retinol metabolism"	"-3.356"
"hsa00052"	"Galactose metabolism"	"-3.596"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"-3.725"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"-3.757"
"hsa04966"	"Collecting duct acid secretion"	"-3.853"
"hsa05322"	"Systemic lupus erythematosus"	"-4.111"
"hsa03420"	"Nucleotide excision repair"	"-4.78"
"hsa03010"	"Ribosome"	"-4.822"
"hsa04145"	"Phagosome"	"-4.882"
"hsa00190"	"Oxidative phosphorylation"	"-5.165"
"hsa03018"	"RNA degradation"	"-5.718"
"hsa03015"	"mRNA surveillance pathway"	"-6.03"
"hsa03013"	"RNA transport"	"-7.291"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-8.137"
"hsa03040"	"Spliceosome"	"-11.638"
