"Pathway"	"Z-score"
"Drug metabolism - other enzymes"	"2.737"
"Hippo signaling pathway"	"2.711"
"Starch and sucrose metabolism"	"2.693"
"Thyroid cancer"	"2.669"
"Allograft rejection"	"2.65"
"Human papillomavirus infection"	"2.595"
"Chronic myeloid leukemia"	"2.551"
"Hepatocellular carcinoma"	"2.506"
"Pertussis"	"2.498"
"Influenza A"	"2.46"
"Osteoclast differentiation"	"2.338"
"Tuberculosis"	"2.336"
"TGF-beta signaling pathway"	"2.261"
"Signaling pathways regulating pluripotency of stem cells"	"2.158"
"Arginine and proline metabolism"	"2.107"
"Hepatitis B"	"2.068"
"Nitrogen metabolism"	"2.035"
"Regulation of actin cytoskeleton"	"1.993"
"Primary bile acid biosynthesis"	"1.986"
"Staphylococcus aureus infection"	"1.866"
"Viral myocarditis"	"1.836"
"Endometrial cancer"	"1.816"
"Pantothenate and CoA biosynthesis"	"1.786"
"NOD-like receptor signaling pathway"	"1.725"
"Ras signaling pathway"	"1.72"
"Thyroid hormone signaling pathway"	"1.666"
"Mitophagy - animal"	"1.638"
"Fc epsilon RI signaling pathway"	"1.633"
"Proximal tubule bicarbonate reclamation"	"1.551"
"B cell receptor signaling pathway"	"1.509"
"Bile secretion"	"1.503"
"Glioma"	"1.5"
"Melanoma"	"1.475"
"Leishmaniasis"	"1.441"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"1.44"
"Pancreatic cancer"	"1.399"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"1.379"
"Collecting duct acid secretion"	"1.375"
"Insulin signaling pathway"	"1.365"
"RNA degradation"	"1.363"
"Complement and coagulation cascades"	"1.288"
"Wnt signaling pathway"	"1.26"
"Neuroactive ligand-receptor interaction"	"1.247"
"Hypertrophic cardiomyopathy (HCM)"	"1.213"
"Salmonella infection"	"1.171"
"Autophagy - other"	"1.13"
"Fructose and mannose metabolism"	"1.127"
"Dilated cardiomyopathy (DCM)"	"1.115"
"Protein digestion and absorption"	"1.086"
"African trypanosomiasis"	"1.081"
"Prion diseases"	"1.071"
"Primary immunodeficiency"	"1.055"
"Tyrosine metabolism"	"1.04"
"Inflammatory mediator regulation of TRP channels"	"1.038"
"Protein processing in endoplasmic reticulum"	"1.009"
"Necroptosis"	"1.007"
"Endocytosis"	"0.937"
"Chagas disease (American trypanosomiasis)"	"0.913"
"Axon guidance"	"0.901"
"Purine metabolism"	"0.899"
"Bladder cancer"	"0.894"
"Graft-versus-host disease"	"0.894"
"C-type lectin receptor signaling pathway"	"0.89"
"Type I diabetes mellitus"	"0.851"
"ABC transporters"	"0.824"
"Carbohydrate digestion and absorption"	"0.806"
"Chemokine signaling pathway"	"0.805"
"Cysteine and methionine metabolism"	"0.799"
"Herpes simplex infection"	"0.795"
"Ovarian steroidogenesis"	"0.743"
"Amino sugar and nucleotide sugar metabolism"	"0.716"
"Endocrine and other factor-regulated calcium reabsorption"	"0.716"
"Neurotrophin signaling pathway"	"0.695"
"Oocyte meiosis"	"0.682"
"cAMP signaling pathway"	"0.661"
"Retinol metabolism"	"0.618"
"Lysosome"	"0.617"
"Rap1 signaling pathway"	"0.605"
"Legionellosis"	"0.584"
"Systemic lupus erythematosus"	"0.536"
"VEGF signaling pathway"	"0.533"
"Estrogen signaling pathway"	"0.529"
"Apelin signaling pathway"	"0.519"
"Long-term depression"	"0.515"
"Drug metabolism - cytochrome P450"	"0.494"
"Longevity regulating pathway - multiple species"	"0.482"
"Ubiquitin mediated proteolysis"	"0.48"
"Glycerolipid metabolism"	"0.468"
"Metabolism of xenobiotics by cytochrome P450"	"0.43"
"Cytosolic DNA-sensing pathway"	"0.412"
"Renin secretion"	"0.401"
"Non-small cell lung cancer"	"0.392"
"Shigellosis"	"0.386"
"Non-alcoholic fatty liver disease (NAFLD)"	"0.378"
"mTOR signaling pathway"	"0.361"
"Epithelial cell signaling in Helicobacter pylori infection"	"0.345"
"Cushing's syndrome"	"0.341"
"Adipocytokine signaling pathway"	"0.336"
"RIG-I-like receptor signaling pathway"	"0.326"
"Adherens junction"	"0.301"
"Chemical carcinogenesis"	"0.293"
"PPAR signaling pathway"	"0.291"
"Gastric acid secretion"	"0.263"
"ErbB signaling pathway"	"0.158"
"Taste transduction"	"0.154"
"Peroxisome"	"0.145"
"Longevity regulating pathway"	"0.099"
"GABAergic synapse"	"0.09"
"Progesterone-mediated oocyte maturation"	"0.02"
"Huntington's disease"	"0.013"
"Pancreatic secretion"	"0.008"
"Glycerophospholipid metabolism"	"-0.007"
"D-Arginine and D-ornithine metabolism"	"-0.108"
"Serotonergic synapse"	"-0.124"
"Cholinergic synapse"	"-0.136"
"Leukocyte transendothelial migration"	"-0.15"
"Biotin metabolism"	"-0.178"
"Lipoic acid metabolism"	"-0.183"
"Valine, leucine and isoleucine biosynthesis"	"-0.201"
"Vascular smooth muscle contraction"	"-0.204"
"Sphingolipid signaling pathway"	"-0.209"
"AMPK signaling pathway"	"-0.218"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.221"
"Caffeine metabolism"	"-0.229"
"D-Glutamine and D-glutamate metabolism"	"-0.23"
"Vitamin B6 metabolism"	"-0.255"
"Phosphonate and phosphinate metabolism"	"-0.262"
"Sulfur relay system"	"-0.285"
"Hepatitis C"	"-0.305"
"Sulfur metabolism"	"-0.321"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.335"
"Synthesis and degradation of ketone bodies"	"-0.336"
"Taurine and hypotaurine metabolism"	"-0.339"
"Fatty acid biosynthesis"	"-0.367"
"Non-homologous end-joining"	"-0.372"
"Parkinson's disease"	"-0.379"
"Thiamine metabolism"	"-0.392"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.393"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.397"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.405"
"Adrenergic signaling in cardiomyocytes"	"-0.408"
"Selenocompound metabolism"	"-0.42"
"Phenylalanine metabolism"	"-0.421"
"Ascorbate and aldarate metabolism"	"-0.427"
"Other glycan degradation"	"-0.43"
"Glycosaminoglycan degradation"	"-0.442"
"Steroid biosynthesis"	"-0.443"
"Arginine biosynthesis"	"-0.449"
"One carbon pool by folate"	"-0.449"
"Phagosome"	"-0.462"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.465"
"Other types of O-glycan biosynthesis"	"-0.482"
"Protein export"	"-0.483"
"Vitamin digestion and absorption"	"-0.486"
"Terpenoid backbone biosynthesis"	"-0.488"
"Biosynthesis of unsaturated fatty acids"	"-0.494"
"Mismatch repair"	"-0.494"
"Renin-angiotensin system"	"-0.496"
"Histidine metabolism"	"-0.499"
"alpha-Linolenic acid metabolism"	"-0.501"
"Mannose type O-glycan biosynthesis"	"-0.501"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.505"
"Pentose and glucuronate interconversions"	"-0.512"
"Folate biosynthesis"	"-0.516"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.519"
"Maturity onset diabetes of the young"	"-0.527"
"Glyoxylate and dicarboxylate metabolism"	"-0.532"
"Fatty acid elongation"	"-0.536"
"Linoleic acid metabolism"	"-0.541"
"Phototransduction"	"-0.547"
"Hippo signaling pathway - multiple species"	"-0.552"
"Butanoate metabolism"	"-0.555"
"Pentose phosphate pathway"	"-0.558"
"Mucin type O-glycan biosynthesis"	"-0.56"
"Citrate cycle (TCA cycle)"	"-0.566"
"RNA transport"	"-0.568"
"Alzheimer's disease"	"-0.57"
"Tight junction"	"-0.575"
"beta-Alanine metabolism"	"-0.578"
"RNA polymerase"	"-0.579"
"Propanoate metabolism"	"-0.582"
"Porphyrin and chlorophyll metabolism"	"-0.588"
"Base excision repair"	"-0.59"
"SNARE interactions in vesicular transport"	"-0.592"
"Alanine, aspartate and glutamate metabolism"	"-0.607"
"Aldosterone-regulated sodium reabsorption"	"-0.613"
"DNA replication"	"-0.616"
"Calcium signaling pathway"	"-0.645"
"Glycine, serine and threonine metabolism"	"-0.647"
"Pyruvate metabolism"	"-0.651"
"Tryptophan metabolism"	"-0.652"
"Fat digestion and absorption"	"-0.655"
"Nicotine addiction"	"-0.655"
"Homologous recombination"	"-0.671"
"Vasopressin-regulated water reabsorption"	"-0.671"
"Aminoacyl-tRNA biosynthesis"	"-0.676"
"Nucleotide excision repair"	"-0.686"
"Basal transcription factors"	"-0.692"
"Proteasome"	"-0.692"
"Ether lipid metabolism"	"-0.695"
"Notch signaling pathway"	"-0.699"
"Fatty acid degradation"	"-0.702"
"Steroid hormone biosynthesis"	"-0.705"
"Cocaine addiction"	"-0.714"
"Sphingolipid metabolism"	"-0.714"
"Valine, leucine and isoleucine degradation"	"-0.719"
"N-Glycan biosynthesis"	"-0.726"
"Vibrio cholerae infection"	"-0.732"
"Cholesterol metabolism"	"-0.736"
"Mineral absorption"	"-0.742"
"Fanconi anemia pathway"	"-0.754"
"Regulation of lipolysis in adipocytes"	"-0.757"
"Pathogenic Escherichia coli infection"	"-0.765"
"Arachidonic acid metabolism"	"-0.794"
"Cortisol synthesis and secretion"	"-0.796"
"Lysine degradation"	"-0.796"
"Synaptic vesicle cycle"	"-0.819"
"Long-term potentiation"	"-0.822"
"Amphetamine addiction"	"-0.833"
"Renal cell carcinoma"	"-0.847"
"Thyroid hormone synthesis"	"-0.861"
"Inositol phosphate metabolism"	"-0.874"
"Bacterial invasion of epithelial cells"	"-0.875"
"Antigen processing and presentation"	"-0.893"
"Ribosome biogenesis in eukaryotes"	"-0.903"
"Cardiac muscle contraction"	"-0.91"
"Insulin secretion"	"-0.929"
"Gap junction"	"-0.944"
"Fc gamma R-mediated phagocytosis"	"-0.963"
"GnRH signaling pathway"	"-0.964"
"Salivary secretion"	"-0.965"
"mRNA surveillance pathway"	"-0.982"
"Morphine addiction"	"-0.986"
"Aldosterone synthesis and secretion"	"-0.987"
"Choline metabolism in cancer"	"-0.995"
"Circadian entrainment"	"-1.005"
"Phosphatidylinositol signaling system"	"-1.012"
"Glucagon signaling pathway"	"-1.024"
"Melanogenesis"	"-1.033"
"Insulin resistance"	"-1.076"
"Glutamatergic synapse"	"-1.084"
"Platelet activation"	"-1.14"
"Ribosome"	"-1.147"
"Relaxin signaling pathway"	"-1.161"
"Dopaminergic synapse"	"-1.166"
"Spliceosome"	"-1.193"
"Oxidative phosphorylation"	"-1.195"
"Phospholipase D signaling pathway"	"-1.219"
"Retrograde endocannabinoid signaling"	"-1.237"
"Oxytocin signaling pathway"	"-1.264"
"cGMP-PKG signaling pathway"	"-1.299"
"Alcoholism"	"-1.376"
"Thermogenesis"	"-1.541"
"Olfactory transduction"	"-2.12"
