"ID"	"Pathway"	"Z-score"
"hsa05131"	"Shigellosis"	"2.381"
"hsa04210"	"Apoptosis"	"2.304"
"hsa04218"	"Cellular senescence"	"2.237"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"2.235"
"hsa04979"	"Cholesterol metabolism"	"2.15"
"hsa05221"	"Acute myeloid leukemia"	"2.05"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"2.048"
"hsa04917"	"Prolactin signaling pathway"	"1.955"
"hsa05219"	"Bladder cancer"	"1.871"
"hsa03410"	"Base excision repair"	"1.812"
"hsa05169"	"Epstein-Barr virus infection"	"1.777"
"hsa04660"	"T cell receptor signaling pathway"	"1.749"
"hsa04142"	"Lysosome"	"1.747"
"hsa00780"	"Biotin metabolism"	"1.73"
"hsa00450"	"Selenocompound metabolism"	"1.721"
"hsa04380"	"Osteoclast differentiation"	"1.675"
"hsa00790"	"Folate biosynthesis"	"1.61"
"hsa04978"	"Mineral absorption"	"1.566"
"hsa04931"	"Insulin resistance"	"1.554"
"hsa03030"	"DNA replication"	"1.509"
"hsa04392"	"Hippo signaling pathway - multiple species"	"1.5"
"hsa05140"	"Leishmaniasis"	"1.493"
"hsa00071"	"Fatty acid degradation"	"1.437"
"hsa04068"	"FoxO signaling pathway"	"1.376"
"hsa04977"	"Vitamin digestion and absorption"	"1.234"
"hsa00562"	"Inositol phosphate metabolism"	"1.17"
"hsa03450"	"Non-homologous end-joining"	"1.16"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"1.118"
"hsa05145"	"Toxoplasmosis"	"1.116"
"hsa04010"	"MAPK signaling pathway"	"1.067"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"1.042"
"hsa04620"	"Toll-like receptor signaling pathway"	"1.034"
"hsa03320"	"PPAR signaling pathway"	"1.032"
"hsa00750"	"Vitamin B6 metabolism"	"1.011"
"hsa04722"	"Neurotrophin signaling pathway"	"1.008"
"hsa03430"	"Mismatch repair"	"0.983"
"hsa04662"	"B cell receptor signaling pathway"	"0.951"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"0.905"
"hsa05033"	"Nicotine addiction"	"0.851"
"hsa05016"	"Huntington,s disease"	"0.78"
"hsa04066"	"HIF-1 signaling pathway"	"0.732"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"0.723"
"hsa04974"	"Protein digestion and absorption"	"0.697"
"hsa05223"	"Non-small cell lung cancer"	"0.66"
"hsa00564"	"Glycerophospholipid metabolism"	"0.646"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.618"
"hsa04520"	"Adherens junction"	"0.601"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"0.585"
"hsa05130"	"Pathogenic Escherichia coli infection"	"0.558"
"hsa04973"	"Carbohydrate digestion and absorption"	"0.546"
"hsa00051"	"Fructose and mannose metabolism"	"0.537"
"hsa00561"	"Glycerolipid metabolism"	"0.527"
"hsa00100"	"Steroid biosynthesis"	"0.482"
"hsa04114"	"Oocyte meiosis"	"0.472"
"hsa05164"	"Influenza A"	"0.463"
"hsa04625"	"C-type lectin receptor signaling pathway"	"0.427"
"hsa00061"	"Fatty acid biosynthesis"	"0.419"
"hsa04966"	"Collecting duct acid secretion"	"0.415"
"hsa04215"	"Apoptosis - multiple species"	"0.317"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"0.306"
"hsa00260"	"Glycine, serine and threonine metabolism"	"0.26"
"hsa04137"	"Mitophagy - animal"	"0.22"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.214"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"0.21"
"hsa04070"	"Phosphatidylinositol signaling system"	"0.201"
"hsa05218"	"Melanoma"	"0.2"
"hsa04621"	"NOD-like receptor signaling pathway"	"0.195"
"hsa04152"	"AMPK signaling pathway"	"0.141"
"hsa00590"	"Arachidonic acid metabolism"	"0.131"
"hsa00531"	"Glycosaminoglycan degradation"	"0.117"
"hsa05100"	"Bacterial invasion of epithelial cells"	"0.04"
"hsa03460"	"Fanconi anemia pathway"	"0.026"
"hsa05031"	"Amphetamine addiction"	"0.013"
"hsa04216"	"Ferroptosis"	"0.002"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.055"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"-0.067"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.094"
"hsa00910"	"Nitrogen metabolism"	"-0.103"
"hsa00600"	"Sphingolipid metabolism"	"-0.137"
"hsa04925"	"Aldosterone synthesis and secretion"	"-0.148"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"-0.173"
"hsa04510"	"Focal adhesion"	"-0.173"
"hsa00920"	"Sulfur metabolism"	"-0.223"
"hsa00511"	"Other glycan degradation"	"-0.241"
"hsa05030"	"Cocaine addiction"	"-0.242"
"hsa04927"	"Cortisol synthesis and secretion"	"-0.25"
"hsa05152"	"Tuberculosis"	"-0.325"
"hsa00591"	"Linoleic acid metabolism"	"-0.345"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"-0.374"
"hsa04930"	"Type II diabetes mellitus"	"-0.377"
"hsa05020"	"Prion diseases"	"-0.378"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.413"
"hsa00565"	"Ether lipid metabolism"	"-0.443"
"hsa04024"	"cAMP signaling pathway"	"-0.452"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-0.504"
"hsa04976"	"Bile secretion"	"-0.537"
"hsa05134"	"Legionellosis"	"-0.548"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"-0.577"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"-0.602"
"hsa00410"	"beta-Alanine metabolism"	"-0.613"
"hsa04728"	"Dopaminergic synapse"	"-0.616"
"hsa05214"	"Glioma"	"-0.621"
"hsa00310"	"Lysine degradation"	"-0.658"
"hsa00232"	"Caffeine metabolism"	"-0.666"
"hsa04512"	"ECM-receptor interaction"	"-0.687"
"hsa05340"	"Primary immunodeficiency"	"-0.693"
"hsa00030"	"Pentose phosphate pathway"	"-0.703"
"hsa00785"	"Lipoic acid metabolism"	"-0.718"
"hsa00052"	"Galactose metabolism"	"-0.721"
"hsa00340"	"Histidine metabolism"	"-0.736"
"hsa04012"	"ErbB signaling pathway"	"-0.743"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.752"
"hsa04122"	"Sulfur relay system"	"-0.754"
"hsa00740"	"Riboflavin metabolism"	"-0.788"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.804"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-0.806"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"-0.814"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.823"
"hsa00020"	"Citrate cycle (TCA cycle)"	"-0.825"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.913"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-0.923"
"hsa04260"	"Cardiac muscle contraction"	"-0.936"
"hsa04911"	"Insulin secretion"	"-0.939"
"hsa04146"	"Peroxisome"	"-0.95"
"hsa04918"	"Thyroid hormone synthesis"	"-0.965"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"-0.966"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"-0.992"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"-1.024"
"hsa00040"	"Pentose and glucuronate interconversions"	"-1.034"
"hsa04211"	"Longevity regulating pathway"	"-1.041"
"hsa00270"	"Cysteine and methionine metabolism"	"-1.046"
"hsa05132"	"Salmonella infection"	"-1.076"
"hsa00360"	"Phenylalanine metabolism"	"-1.091"
"hsa04720"	"Long-term potentiation"	"-1.109"
"hsa04975"	"Fat digestion and absorption"	"-1.114"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-1.126"
"hsa03020"	"RNA polymerase"	"-1.134"
"hsa05133"	"Pertussis"	"-1.145"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"-1.145"
"hsa00830"	"Retinol metabolism"	"-1.174"
"hsa00650"	"Butanoate metabolism"	"-1.222"
"hsa04744"	"Phototransduction"	"-1.224"
"hsa04145"	"Phagosome"	"-1.24"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"-1.254"
"hsa00350"	"Tyrosine metabolism"	"-1.322"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.324"
"hsa05211"	"Renal cell carcinoma"	"-1.356"
"hsa05144"	"Malaria"	"-1.359"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"-1.364"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-1.379"
"hsa00500"	"Starch and sucrose metabolism"	"-1.415"
"hsa00510"	"N-Glycan biosynthesis"	"-1.428"
"hsa00480"	"Glutathione metabolism"	"-1.432"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"-1.496"
"hsa02010"	"ABC transporters"	"-1.519"
"hsa04640"	"Hematopoietic cell lineage"	"-1.521"
"hsa04740"	"Olfactory transduction"	"-1.536"
"hsa03050"	"Proteasome"	"-1.537"
"hsa00220"	"Arginine biosynthesis"	"-1.542"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-1.55"
"hsa00670"	"One carbon pool by folate"	"-1.569"
"hsa03440"	"Homologous recombination"	"-1.572"
"hsa05204"	"Chemical carcinogenesis"	"-1.582"
"hsa04730"	"Long-term depression"	"-1.59"
"hsa04972"	"Pancreatic secretion"	"-1.599"
"hsa04614"	"Renin-angiotensin system"	"-1.603"
"hsa04360"	"Axon guidance"	"-1.613"
"hsa04922"	"Glucagon signaling pathway"	"-1.637"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-1.651"
"hsa00240"	"Pyrimidine metabolism"	"-1.658"
"hsa04970"	"Salivary secretion"	"-1.663"
"hsa03022"	"Basal transcription factors"	"-1.681"
"hsa04270"	"Vascular smooth muscle contraction"	"-1.703"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"-1.705"
"hsa00730"	"Thiamine metabolism"	"-1.715"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-1.721"
"hsa00380"	"Tryptophan metabolism"	"-1.724"
"hsa04913"	"Ovarian steroidogenesis"	"-1.746"
"hsa04921"	"Oxytocin signaling pathway"	"-1.772"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"-1.893"
"hsa04130"	"SNARE interactions in vesicular transport"	"-1.901"
"hsa00900"	"Terpenoid backbone biosynthesis"	"-1.914"
"hsa05032"	"Morphine addiction"	"-1.957"
"hsa00230"	"Purine metabolism"	"-1.978"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-1.996"
"hsa05323"	"Rheumatoid arthritis"	"-2.033"
"hsa00120"	"Primary bile acid biosynthesis"	"-2.039"
"hsa00062"	"Fatty acid elongation"	"-2.053"
"hsa04950"	"Maturity onset diabetes of the young"	"-2.069"
"hsa00640"	"Propanoate metabolism"	"-2.105"
"hsa05231"	"Choline metabolism in cancer"	"-2.108"
"hsa04071"	"Sphingolipid signaling pathway"	"-2.116"
"hsa04371"	"Apelin signaling pathway"	"-2.126"
"hsa05110"	"Vibrio cholerae infection"	"-2.138"
"hsa04926"	"Relaxin signaling pathway"	"-2.143"
"hsa05230"	"Central carbon metabolism in cancer"	"-2.153"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"-2.173"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-2.174"
"hsa00330"	"Arginine and proline metabolism"	"-2.185"
"hsa05332"	"Graft-versus-host disease"	"-2.21"
"hsa04022"	"cGMP-PKG signaling pathway"	"-2.219"
"hsa04912"	"GnRH signaling pathway"	"-2.228"
"hsa05330"	"Allograft rejection"	"-2.259"
"hsa05143"	"African trypanosomiasis"	"-2.264"
"hsa04610"	"Complement and coagulation cascades"	"-2.266"
"hsa00620"	"Pyruvate metabolism"	"-2.336"
"hsa00140"	"Steroid hormone biosynthesis"	"-2.346"
"hsa05310"	"Asthma"	"-2.364"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-2.368"
"hsa04714"	"Thermogenesis"	"-2.461"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-2.515"
"hsa05146"	"Amoebiasis"	"-2.519"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"-2.551"
"hsa04672"	"Intestinal immune network for IgA production"	"-2.563"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"-2.578"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"-2.618"
"hsa04370"	"VEGF signaling pathway"	"-2.624"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"-2.625"
"hsa04062"	"Chemokine signaling pathway"	"-2.625"
"hsa04015"	"Rap1 signaling pathway"	"-2.652"
"hsa04014"	"Ras signaling pathway"	"-2.662"
"hsa04136"	"Autophagy - other"	"-2.669"
"hsa04924"	"Renin secretion"	"-2.673"
"hsa03010"	"Ribosome"	"-2.702"
"hsa00983"	"Drug metabolism - other enzymes"	"-2.706"
"hsa05320"	"Autoimmune thyroid disease"	"-2.789"
"hsa04940"	"Type I diabetes mellitus"	"-2.842"
"hsa04140"	"Autophagy - animal"	"-2.882"
"hsa05322"	"Systemic lupus erythematosus"	"-2.899"
"hsa03060"	"Protein export"	"-2.926"
"hsa05150"	"Staphylococcus aureus infection"	"-2.934"
"hsa05416"	"Viral myocarditis"	"-2.947"
"hsa04910"	"Insulin signaling pathway"	"-3.045"
"hsa03018"	"RNA degradation"	"-3.062"
"hsa05012"	"Parkinson,s disease"	"-3.075"
"hsa04915"	"Estrogen signaling pathway"	"-3.11"
"hsa04611"	"Platelet activation"	"-3.11"
"hsa05034"	"Alcoholism"	"-3.131"
"hsa04540"	"Gap junction"	"-3.179"
"hsa04670"	"Leukocyte transendothelial migration"	"-3.184"
"hsa03015"	"mRNA surveillance pathway"	"-3.196"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"-3.24"
"hsa04612"	"Antigen processing and presentation"	"-3.248"
"hsa04213"	"Longevity regulating pathway - multiple species"	"-3.292"
"hsa04724"	"Glutamatergic synapse"	"-3.293"
"hsa04725"	"Cholinergic synapse"	"-3.323"
"hsa04713"	"Circadian entrainment"	"-3.377"
"hsa00190"	"Oxidative phosphorylation"	"-3.388"
"hsa04971"	"Gastric acid secretion"	"-3.458"
"hsa04664"	"Fc epsilon RI signaling pathway"	"-3.467"
"hsa04726"	"Serotonergic synapse"	"-3.56"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-3.603"
"hsa04810"	"Regulation of actin cytoskeleton"	"-3.63"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"-3.83"
"hsa04217"	"Necroptosis"	"-3.84"
"hsa04727"	"GABAergic synapse"	"-3.876"
"hsa04072"	"Phospholipase D signaling pathway"	"-3.999"
"hsa04020"	"Calcium signaling pathway"	"-4.382"
"hsa03040"	"Spliceosome"	"-4.468"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"-4.564"
"hsa04723"	"Retrograde endocannabinoid signaling"	"-4.868"
"hsa04742"	"Taste transduction"	"-6.39"
"hsa03013"	"RNA transport"	"-6.866"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-7.479"
