"Pathway"	"Z-score"
"Acute myeloid leukemia - Homo sapiens (human)"	"2.05"
"RIG-I-like receptor signaling pathway - Homo sapiens (human)"	"2.048"
"Prolactin signaling pathway - Homo sapiens (human)"	"1.955"
"Bladder cancer - Homo sapiens (human)"	"1.871"
"Base excision repair - Homo sapiens (human)"	"1.812"
"Epstein-Barr virus infection - Homo sapiens (human)"	"1.777"
"T cell receptor signaling pathway - Homo sapiens (human)"	"1.749"
"Lysosome - Homo sapiens (human)"	"1.747"
"Biotin metabolism - Homo sapiens (human)"	"1.73"
"Selenocompound metabolism - Homo sapiens (human)"	"1.721"
"Osteoclast differentiation - Homo sapiens (human)"	"1.675"
"Folate biosynthesis - Homo sapiens (human)"	"1.61"
"Mineral absorption - Homo sapiens (human)"	"1.566"
"Insulin resistance - Homo sapiens (human)"	"1.554"
"DNA replication - Homo sapiens (human)"	"1.509"
"Hippo signaling pathway - multiple species - Homo sapiens (human)"	"1.5"
"Leishmaniasis - Homo sapiens (human)"	"1.493"
"Fatty acid degradation - Homo sapiens (human)"	"1.437"
"FoxO signaling pathway - Homo sapiens (human)"	"1.376"
"Vitamin digestion and absorption - Homo sapiens (human)"	"1.234"
"Inositol phosphate metabolism - Homo sapiens (human)"	"1.17"
"Non-homologous end-joining - Homo sapiens (human)"	"1.16"
"Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)"	"1.118"
"Toxoplasmosis - Homo sapiens (human)"	"1.116"
"MAPK signaling pathway - Homo sapiens (human)"	"1.067"
"Proximal tubule bicarbonate reclamation - Homo sapiens (human)"	"1.042"
"Toll-like receptor signaling pathway - Homo sapiens (human)"	"1.034"
"PPAR signaling pathway - Homo sapiens (human)"	"1.032"
"Vitamin B6 metabolism - Homo sapiens (human)"	"1.011"
"Neurotrophin signaling pathway - Homo sapiens (human)"	"1.008"
"Mismatch repair - Homo sapiens (human)"	"0.983"
"B cell receptor signaling pathway - Homo sapiens (human)"	"0.951"
"Chagas disease (American trypanosomiasis) - Homo sapiens (human)"	"0.905"
"Nicotine addiction - Homo sapiens (human)"	"0.851"
"Huntington,s disease - Homo sapiens (human)"	"0.78"
"HIF-1 signaling pathway - Homo sapiens (human)"	"0.732"
"Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)"	"0.723"
"Protein digestion and absorption - Homo sapiens (human)"	"0.697"
"Non-small cell lung cancer - Homo sapiens (human)"	"0.66"
"Glycerophospholipid metabolism - Homo sapiens (human)"	"0.646"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC) - Homo sapiens (human)"	"0.618"
