goId	description	size	overlap	interestGene	expect	enrichmentRatio	pValue	FDR
GO:0007154	cell communication	5304	19	ACHE|1;APP|0;COL4A1|0;GLI1|1;RBPJ|0;MTNR1A|0;NKX6-1|1;NPM1|0;NTRK1|0;OPHN1|1;TLE1|1;TLE3|1;TRIM25|0;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1;AMOT|1;TMEM17|0	8.196108730771932	2.3181732483203072	2.914986707791556e-6	0.00291447462233681
GO:0003177	pulmonary valve development	19	3	RBPJ|0;HEY1|1;HEY2|1	0.029360118002388146	102.17942583732057	3.054023444359899e-6	0.00291447462233681
GO:0060716	labyrinthine layer blood vessel development	19	3	RBPJ|0;HEY1|1;HEY2|1	0.029360118002388146	102.17942583732057	3.054023444359899e-6	0.00291447462233681
GO:0048513	animal organ development	3043	15	ACHE|1;APP|0;COL4A1|0;GLI1|1;RBPJ|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;TLE1|1;TLE3|1;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1	4.702254688487743	3.189959071490455	3.11599130520257e-6	0.00291447462233681
GO:0030855	epithelial cell differentiation	646	8	COL4A1|0;GLI1|1;RBPJ|0;NKX6-1|1;NTRK1|0;OPHN1|1;HEY1|1;HEY2|1	0.998244012081197	8.014072614691809	3.124554996514206e-6	0.00291447462233681
GO:0009887	animal organ morphogenesis	904	9	GLI1|1;RBPJ|0;NKX6-1|1;SLIT1|1;TLE1|1;TLE3|1;CELSR1|1;HEY1|1;HEY2|1	1.396923509166257	6.442729283990345	3.778605898618892e-6	0.0033287418741333205
GO:0048731	system development	4148	17	ACHE|1;APP|0;COL4A1|0;ATN1|0;GLI1|1;RBPJ|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;TLE1|1;TLE3|1;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1;AMOT|1	6.409777340731896	2.652198211624441	4.083395485410257e-6	0.003407915905902655
GO:0007165	signal transduction	4848	18	APP|0;COL4A1|0;GLI1|1;RBPJ|0;MTNR1A|0;NKX6-1|1;NPM1|0;NTRK1|0;OPHN1|1;TLE1|1;TLE3|1;TRIM25|0;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1;AMOT|1;TMEM17|0	7.491465898714617	2.40273402340234	5.764475408231995e-6	0.004570364327416737
GO:0060045	positive regulation of cardiac muscle cell proliferation	24	3	GLI1|1;RBPJ|0;HEY2|1	0.03708646484512187	80.89204545454545	6.347234162262794e-6	0.0047927662910000534
GO:2000820	negative regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation	3	2	HEY1|1;HEY2|1	0.0046358081056402335	431.4242424242424	6.832030392756039e-6	0.004924341178996932
GO:0061311	cell surface receptor signaling pathway involved in heart development	25	3	RBPJ|0;HEY1|1;HEY2|1	0.03863173421366861	77.65636363636364	7.205546871391633e-6	0.004967754640854657
GO:0035909	aorta morphogenesis	28	3	RBPJ|0;HEY1|1;HEY2|1	0.04326754231930885	69.33603896103895	1.0232419371369872e-5	0.006760644748825503
GO:0060674	placenta blood vessel development	29	3	RBPJ|0;HEY1|1;HEY2|1	0.04481281168785559	66.94514106583071	1.1401660359400267e-5	0.00686063107195463
GO:0048699	generation of neurons	1337	10	APP|0;RBPJ|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1	2.0660251457469974	4.840212143877065	1.16068952091819e-5	0.00686063107195463
GO:0050808	synapse organization	352	6	ACHE|1;APP|0;COL4A1|0;NTRK1|0;OPHN1|1;SLIT1|1	0.5439348177284541	11.03073347107438	1.1681720309186794e-5	0.00686063107195463
GO:0055023	positive regulation of cardiac muscle tissue growth	32	3	GLI1|1;RBPJ|0;HEY2|1	0.049448619793495824	60.669034090909086	1.5430379905367886e-5	0.008307543170216751
GO:0061384	heart trabecula morphogenesis	32	3	RBPJ|0;HEY1|1;HEY2|1	0.049448619793495824	60.669034090909086	1.5430379905367886e-5	0.008307543170216751
GO:0051960	regulation of nervous system development	804	8	APP|0;GLI1|1;NKX6-1|1;NTRK1|0;SLIT1|1;CELSR1|1;HEY1|1;HEY2|1	1.2423965723115826	6.439167797376752	1.5717115160907014e-5	0.008307543170216751
GO:0060429	epithelium development	1090	9	COL4A1|0;GLI1|1;RBPJ|0;NKX6-1|1;NTRK1|0;OPHN1|1;CELSR1|1;HEY1|1;HEY2|1	1.6843436117159516	5.343327773144286	1.743350120153586e-5	0.008917517050088843
GO:0060317	cardiac epithelial to mesenchymal transition	35	3	RBPJ|0;HEY1|1;HEY2|1	0.054084427899136055	55.468831168831166	2.0300186287514066e-5	0.009379860579623875
GO:1905314	semi-lunar valve development	35	3	RBPJ|0;HEY1|1;HEY2|1	0.054084427899136055	55.468831168831166	2.0300186287514066e-5	0.009379860579623875
GO:0022008	neurogenesis	1425	10	APP|0;RBPJ|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1	2.202008850179111	4.541307814992026	2.0448323029942372e-5	0.009379860579623875
GO:0007267	cell-cell signaling	1427	10	ACHE|1;APP|0;GLI1|1;RBPJ|0;NKX6-1|1;NTRK1|0;OPHN1|1;TLE1|1;TLE3|1;CELSR1|1	2.2050993889162043	4.534942982735554	2.0703482391803973e-5	0.009379860579623875
GO:0007275	multicellular organism development	4632	17	ACHE|1;APP|0;COL4A1|0;ATN1|0;GLI1|1;RBPJ|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;TLE1|1;TLE3|1;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1;AMOT|1	7.15768771510852	2.3750686921023707	2.1362591218432314e-5	0.009409628026407811
GO:0060421	positive regulation of heart growth	36	3	GLI1|1;RBPJ|0;HEY2|1	0.0556296972676828	53.928030303030305	2.212349505048561e-5	0.009481412459879737
GO:0060043	regulation of cardiac muscle cell proliferation	37	3	GLI1|1;RBPJ|0;HEY2|1	0.05717496663622955	52.47051597051596	2.405147430539767e-5	0.010036427054228705
GO:0007411	axon guidance	240	5	APP|0;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1	0.3708646484512187	13.482007575757574	2.7199687534507078e-5	0.011000041825077118
GO:0097485	neuron projection guidance	241	5	APP|0;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1	0.3724099178197654	13.426065635609204	2.7748103235358812e-5	0.011000041825077118
GO:0032502	developmental process	5388	18	ACHE|1;APP|0;COL4A1|0;ATN1|0;GLI1|1;RBPJ|0;NKX6-1|1;NPM1|0;NTRK1|0;OPHN1|1;SLIT1|1;TLE1|1;TLE3|1;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1;AMOT|1	8.32591135772986	2.161925490990079	3.1163300846070996e-5	0.011581027283757702
GO:0051239	regulation of multicellular organismal process	2670	13	ACHE|1;APP|0;GLI1|1;RBPJ|0;NKX6-1|1;NTRK1|0;SLIT1|1;TLE3|1;TRIM25|0;CELSR1|1;HEY1|1;HEY2|1;AMOT|1	4.125869214019808	3.150851208716377	3.1298899683340764e-5	0.011581027283757702
GO:0051091	positive regulation of DNA-binding transcription factor activity	248	5	APP|0;NKX6-1|1;NPM1|0;NTRK1|0;TRIM25|0	0.38322680339959264	13.047104105571847	3.183255752681191e-5	0.011581027283757702
GO:0007409	axonogenesis	422	6	APP|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1	0.6521036735267262	9.200990952175786	3.261809858112752e-5	0.011581027283757702
GO:0060412	ventricular septum morphogenesis	41	3	RBPJ|0;HEY1|1;HEY2|1	0.06335604411041652	47.351441241685144	3.286537351132601e-5	0.011581027283757702
GO:0032501	multicellular organismal process	6115	19	ACHE|1;APP|0;COL4A1|0;ATN1|0;GLI1|1;RBPJ|0;MTNR1A|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;TLE1|1;TLE3|1;TRIM25|0;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1;AMOT|1	9.449322188663343	2.0107262320671966	3.3662692468183764e-5	0.011604115531912824
GO:0016055	Wnt signaling pathway	428	6	APP|0;GLI1|1;RBPJ|0;TLE1|1;TLE3|1;CELSR1|1	0.6613752897380066	9.072005097706032	3.5310966533419474e-5	0.011680682736726107
GO:0055025	positive regulation of cardiac muscle tissue development	42	3	GLI1|1;RBPJ|0;HEY2|1	0.06490131347896327	46.22402597402597	3.5358060879286946e-5	0.011680682736726107
GO:0198738	cell-cell signaling by wnt	431	6	APP|0;GLI1|1;RBPJ|0;TLE1|1;TLE3|1;CELSR1|1	0.6660110978436469	9.008858890529424	3.6723124494320025e-5	0.011884052757274135
GO:0007420	brain development	654	7	APP|0;COL4A1|0;GLI1|1;RBPJ|0;OPHN1|1;SLIT1|1;UNC5C|1	1.010606167029571	6.926536002224075	3.893146579292406e-5	0.012346725061567936
GO:0060038	cardiac muscle cell proliferation	45	3	GLI1|1;RBPJ|0;HEY2|1	0.0695371215846035	43.14242424242424	4.357370889707113e-5	0.013091996918031727
GO:0061383	trabecula morphogenesis	45	3	RBPJ|0;HEY1|1;HEY2|1	0.0695371215846035	43.14242424242424	4.357370889707113e-5	0.013091996918031727
GO:0048869	cellular developmental process	3726	15	ACHE|1;APP|0;COL4A1|0;GLI1|1;RBPJ|0;NKX6-1|1;NPM1|0;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1;AMOT|1	5.75767366720517	2.605218855218855	4.3758329864140855e-5	0.013091996918031727
GO:0003190	atrioventricular valve formation	7	2	HEY1|1;HEY2|1	0.010816885579827212	184.89610389610388	4.76453133650967e-5	0.013990958037598858
GO:0046622	positive regulation of organ growth	47	3	GLI1|1;RBPJ|0;HEY2|1	0.07262766032169699	41.306576402321085	4.969234573082293e-5	0.014070920111672484
GO:0060711	labyrinthine layer development	47	3	RBPJ|0;HEY1|1;HEY2|1	0.07262766032169699	41.306576402321085	4.969234573082293e-5	0.014070920111672484
GO:0061564	axon development	462	6	APP|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1	0.713914448268596	8.404368358913812	5.416730774965295e-5	0.015022058286075508
GO:0035904	aorta development	49	3	RBPJ|0;HEY1|1;HEY2|1	0.07571819905879049	39.62059369202226	5.634908956264617e-5	0.015022058286075508
GO:0007416	synapse assembly	140	4	ACHE|1;APP|0;NTRK1|0;SLIT1|1	0.21633771159654422	18.48961038961039	5.709727138492049e-5	0.015022058286075508
GO:0060322	head development	695	7	APP|0;COL4A1|0;GLI1|1;RBPJ|0;OPHN1|1;SLIT1|1;UNC5C|1	1.0739622111399874	6.517920209287116	5.741461586894481e-5	0.015022058286075508
GO:0030111	regulation of Wnt signaling pathway	281	5	APP|0;GLI1|1;RBPJ|0;TLE1|1;TLE3|1	0.4342206925616352	11.514881915237787	5.778807816425591e-5	0.015022058286075508
GO:0042490	mechanoreceptor differentiation	51	3	RBPJ|0;NTRK1|0;HEY2|1	0.07880873779588397	38.06684491978609	6.356505727977968e-5	0.016039734522912328
GO:0051092	positive regulation of NF-kappaB transcription factor activity	144	4	APP|0;NPM1|0;NTRK1|0;TRIM25|0	0.2225187890707312	17.9760101010101	6.372600586135313e-5	0.016039734522912328
GO:0003170	heart valve development	53	3	RBPJ|0;HEY1|1;HEY2|1	0.08189927653297746	36.6303602058319	7.136118387429669e-5	0.0174088352722265
GO:0055021	regulation of cardiac muscle tissue growth	53	3	GLI1|1;RBPJ|0;HEY2|1	0.08189927653297746	36.6303602058319	7.136118387429669e-5	0.0174088352722265
GO:0048638	regulation of developmental growth	297	5	APP|0;GLI1|1;RBPJ|0;NKX6-1|1;HEY2|1	0.4589450024583831	10.894551576369757	7.515361026988465e-5	0.01787822302077084
GO:0048856	anatomical structure development	5048	17	ACHE|1;APP|0;COL4A1|0;ATN1|0;GLI1|1;RBPJ|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;TLE1|1;TLE3|1;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1;AMOT|1	7.800519772423966	2.17934195360899	7.554019943190049e-5	0.01787822302077084
GO:0048844	artery morphogenesis	58	3	RBPJ|0;HEY1|1;HEY2|1	0.08962562337571119	33.472570532915356	9.352545107343957e-5	0.021809309965757813
GO:0003002	regionalization	314	5	GLI1|1;RBPJ|0;NKX6-1|1;CELSR1|1;HEY2|1	0.48521458172367776	10.304719166184134	9.77676397058147e-5	0.021984760812192514
GO:0014855	striated muscle cell proliferation	59	3	GLI1|1;RBPJ|0;HEY2|1	0.09117089274425792	32.90523882896764	9.843715820556653e-5	0.021984760812192514
GO:0060420	regulation of heart growth	59	3	GLI1|1;RBPJ|0;HEY2|1	0.09117089274425792	32.90523882896764	9.843715820556653e-5	0.021984760812192514
GO:0035239	tube morphogenesis	760	7	COL4A1|0;GLI1|1;RBPJ|0;CELSR1|1;HEY1|1;HEY2|1;AMOT|1	1.1744047200955259	5.960466507177033	1.0115939253152462e-4	0.022201809868445218
GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	518	6	APP|0;GLI1|1;RBPJ|0;TLE1|1;TLE3|1;CELSR1|1	0.8004495329072137	7.495787995787995	1.0220925272097503e-4	0.022201809868445218
GO:0051241	negative regulation of multicellular organismal process	1051	8	APP|0;RBPJ|0;NKX6-1|1;SLIT1|1;TLE3|1;TRIM25|0;HEY2|1;AMOT|1	1.6240781063426284	4.925871464406193	1.0770899927159405e-4	0.023080291911481983
GO:0048667	cell morphogenesis involved in neuron differentiation	526	6	APP|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1	0.8128116878555876	7.38178361562392	1.112240805153375e-4	0.023515736596422757
GO:0007219	Notch signaling pathway	168	4	APP|0;RBPJ|0;HEY1|1;HEY2|1	0.2596052539158531	15.408008658008656	1.1591869998861526e-4	0.02418582665420358
GO:2000026	regulation of multicellular organismal development	1751	10	APP|0;GLI1|1;RBPJ|0;NKX6-1|1;NTRK1|0;SLIT1|1;CELSR1|1;HEY1|1;HEY2|1;AMOT|1	2.7057666643253495	3.6958101863869994	1.2264258810279483e-4	0.025256409344753473
GO:0050896	response to stimulus	7411	20	ACHE|1;APP|0;COL4A1|0;GLI1|1;RBPJ|0;MTNR1A|0;NKX6-1|1;NPM1|0;NTRK1|0;OPHN1|1;SLIT1|1;TLE1|1;TLE3|1;TRIM25|0;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1;AMOT|1;TMEM17|0	11.451991290299924	1.746421167551919	1.2437677435550576e-4	0.025285160396862242
GO:0003281	ventricular septum development	65	3	RBPJ|0;HEY1|1;HEY2|1	0.1004425089555384	29.867832167832166	1.314709576328843e-4	0.026389050318792993
GO:0045844	positive regulation of striated muscle tissue development	66	3	GLI1|1;RBPJ|0;HEY2|1	0.10198777832408513	29.415289256198346	1.375936910334996e-4	0.02693608837923708
GO:0048636	positive regulation of muscle organ development	66	3	GLI1|1;RBPJ|0;HEY2|1	0.10198777832408513	29.415289256198346	1.375936910334996e-4	0.02693608837923708
GO:0030154	cell differentiation	3562	14	ACHE|1;APP|0;COL4A1|0;GLI1|1;RBPJ|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1;AMOT|1	5.504249490763504	2.54348935735797	1.434230878080145e-4	0.027003278103022665
GO:0006935	chemotaxis	551	6	APP|0;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1;AMOT|1	0.8514434220692562	7.04685695429797	1.4357064380732254e-4	0.027003278103022665
GO:1901863	positive regulation of muscle tissue development	67	3	GLI1|1;RBPJ|0;HEY2|1	0.10353304769263189	28.976255088195384	1.4389929416203096e-4	0.027003278103022665
GO:0048519	negative regulation of biological process	4669	16	ACHE|1;APP|0;ATN1|0;GLI1|1;RBPJ|0;NKX6-1|1;NPM1|0;NTRK1|0;OPHN1|1;SLIT1|1;TLE1|1;TLE3|1;TRIM25|0;HEY1|1;HEY2|1;AMOT|1	7.21486268174475	2.217644424540976	1.4574126365052287e-4	0.027003278103022665
GO:0042330	taxis	553	6	APP|0;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1;AMOT|1	0.8545339608063497	7.021371034029261	1.4645153035630631e-4	0.027003278103022665
GO:0030900	forebrain development	347	5	APP|0;GLI1|1;RBPJ|0;OPHN1|1;SLIT1|1	0.5362084708857203	9.324731464500916	1.5635337509622982e-4	0.028497649067826623
GO:0003208	cardiac ventricle morphogenesis	70	3	RBPJ|0;HEY1|1;HEY2|1	0.10816885579827211	27.734415584415583	1.639376051213448e-4	0.02954043868646778
GO:0060411	cardiac septum morphogenesis	71	3	RBPJ|0;HEY1|1;HEY2|1	0.10971412516681886	27.343790012804096	1.709989162516079e-4	0.03046662713485108
GO:0003188	heart valve formation	13	2	HEY1|1;HEY2|1	0.020088501791107678	99.55944055944056	1.759765598166041e-4	0.031005114544576568
GO:0001570	vasculogenesis	73	3	HEY1|1;HEY2|1;AMOT|1	0.11280466390391235	26.59464508094645	1.8570870907397286e-4	0.03200851086723899
GO:0055024	regulation of cardiac muscle tissue development	73	3	GLI1|1;RBPJ|0;HEY2|1	0.11280466390391235	26.59464508094645	1.8570870907397286e-4	0.03200851086723899
GO:0010646	regulation of cell communication	3150	13	ACHE|1;APP|0;GLI1|1;RBPJ|0;NKX6-1|1;NTRK1|0;OPHN1|1;TLE1|1;TLE3|1;TRIM25|0;HEY1|1;HEY2|1;AMOT|1	4.867598510922245	2.6707215007215006	1.912972663773438e-4	0.03252489872881099
GO:0055017	cardiac muscle tissue growth	74	3	GLI1|1;RBPJ|0;HEY2|1	0.1143499332724591	26.23525798525798	1.9336193965036053e-4	0.03252489872881099
GO:0048812	neuron projection morphogenesis	586	6	APP|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1	0.9055278499683923	6.625969593546385	2.0103117851388852e-4	0.03252489872881099
GO:0048589	developmental growth	587	6	APP|0;GLI1|1;RBPJ|0;NKX6-1|1;SLIT1|1;HEY2|1	0.907073119336939	6.614681740746477	2.029069074294121e-4	0.03252489872881099
GO:0048729	tissue morphogenesis	587	6	COL4A1|0;RBPJ|0;OPHN1|1;CELSR1|1;HEY1|1;HEY2|1	0.907073119336939	6.614681740746477	2.029069074294121e-4	0.03252489872881099
GO:0003214	cardiac left ventricle morphogenesis	14	2	RBPJ|0;HEY2|1	0.021633771159654425	92.44805194805194	2.0511382183774352e-4	0.03252489872881099
GO:0060347	heart trabecula formation	14	2	HEY1|1;HEY2|1	0.021633771159654425	92.44805194805194	2.0511382183774352e-4	0.03252489872881099
GO:2001212	regulation of vasculogenesis	14	2	HEY1|1;HEY2|1	0.021633771159654425	92.44805194805194	2.0511382183774352e-4	0.03252489872881099
GO:0051716	cellular response to stimulus	6085	18	APP|0;COL4A1|0;GLI1|1;RBPJ|0;MTNR1A|0;NKX6-1|1;NPM1|0;NTRK1|0;OPHN1|1;TLE1|1;TLE3|1;TRIM25|0;UNC5C|1;CELSR1|1;HEY1|1;HEY2|1;AMOT|1;TMEM17|0	9.402964107606941	1.9142899828191526	2.0738857609980954e-4	0.0325600064476701
GO:0023051	regulation of signaling	3178	13	ACHE|1;APP|0;GLI1|1;RBPJ|0;NKX6-1|1;NTRK1|0;OPHN1|1;TLE1|1;TLE3|1;TRIM25|0;HEY1|1;HEY2|1;AMOT|1	4.910866053241554	2.64719091481206	2.10330719457974e-4	0.0326981786122068
GO:0120039	plasma membrane bounded cell projection morphogenesis	600	6	APP|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1	0.9271616211280467	6.471363636363636	2.2858353926791253e-4	0.035169108534094204
GO:0048858	cell projection morphogenesis	601	6	APP|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1	0.9287068904965935	6.460595976402964	2.3066073579780522e-4	0.035169108534094204
GO:0003222	ventricular trabecula myocardium morphogenesis	15	2	RBPJ|0;HEY2|1	0.02317904052820117	86.28484848484848	2.3644828797775297e-4	0.03570819526155456
GO:0060419	heart growth	80	3	GLI1|1;RBPJ|0;HEY2|1	0.12362154948373956	24.267613636363635	2.4360591242578167e-4	0.036101485545192706
GO:0060840	artery development	80	3	RBPJ|0;HEY1|1;HEY2|1	0.12362154948373956	24.267613636363635	2.4360591242578167e-4	0.036101485545192706
GO:0051090	regulation of DNA-binding transcription factor activity	385	5	APP|0;NKX6-1|1;NPM1|0;NTRK1|0;TRIM25|0	0.5949287068904966	8.404368358913814	2.5374282699142103e-4	0.03725555562595336
GO:0008593	regulation of Notch signaling pathway	82	3	RBPJ|0;HEY1|1;HEY2|1	0.12671208822083305	23.675720620842572	2.620570139164613e-4	0.03812328504287456
GO:0003184	pulmonary valve morphogenesis	16	2	HEY1|1;HEY2|1	0.024724309896747912	80.89204545454545	2.699737180047457e-4	0.03866917731276881
GO:0032990	cell part morphogenesis	619	6	APP|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1	0.9565217391304348	6.2727272727272725	2.7068667980811867e-4	0.03866917731276881
GO:0060828	regulation of canonical Wnt signaling pathway	210	4	GLI1|1;RBPJ|0;TLE1|1;TLE3|1	0.32450656739481637	12.326406926406925	2.7316205825422823e-4	0.03867438176551158
GO:0048568	embryonic organ development	395	5	GLI1|1;RBPJ|0;CELSR1|1;HEY1|1;HEY2|1	0.6103814005759641	8.191599539700805	2.857511393994372e-4	0.039813053810894554
GO:0030182	neuron differentiation	1209	8	APP|0;RBPJ|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;UNC5C|1;HEY2|1	1.8682306665730142	4.282126475674862	2.8622615465989654e-4	0.039813053810894554
GO:0051963	regulation of synapse assembly	85	3	APP|0;NTRK1|0;SLIT1|1	0.13134789632647328	22.840106951871658	2.9139322819582425e-4	0.04017932538696683
GO:0007389	pattern specification process	398	5	GLI1|1;RBPJ|0;NKX6-1|1;CELSR1|1;HEY2|1	0.6150172086816043	8.129853814527182	2.959296575419934e-4	0.040453073962443006
GO:0001892	embryonic placenta development	87	3	RBPJ|0;HEY1|1;HEY2|1	0.13443843506356676	22.315047021943574	3.1208336646904034e-4	0.04177538601797798
GO:0046620	regulation of organ growth	87	3	GLI1|1;RBPJ|0;HEY2|1	0.13443843506356676	22.315047021943574	3.1208336646904034e-4	0.04177538601797798
GO:0048608	reproductive structure development	403	5	GLI1|1;RBPJ|0;NTRK1|0;HEY1|1;HEY2|1	0.622743555524338	8.028987141890367	3.1350639693128457e-4	0.04177538601797798
GO:1901989	positive regulation of cell cycle phase transition	88	3	APP|0;GLI1|1;NPM1|0	0.13598370443211352	22.06146694214876	3.2277493169197147e-4	0.042516162729266394
GO:0061458	reproductive system development	406	5	GLI1|1;RBPJ|0;NTRK1|0;HEY1|1;HEY2|1	0.6273793636299783	7.969659650694133	3.2442805639409933e-4	0.042516162729266394
GO:0040011	locomotion	1585	9	APP|0;NKX6-1|1;NTRK1|0;OPHN1|1;SLIT1|1;TRIM25|0;UNC5C|1;CELSR1|1;AMOT|1	2.44925194914659	3.674591339260109	3.301808482659707e-4	0.042915391073389327
GO:0035295	tube development	930	7	COL4A1|0;GLI1|1;RBPJ|0;CELSR1|1;HEY1|1;HEY2|1;AMOT|1	1.4371005127484724	4.870918866080156	3.5484558066278815e-4	0.045677046772339386
GO:0022603	regulation of anatomical structure morphogenesis	931	7	GLI1|1;RBPJ|0;NKX6-1|1;CELSR1|1;HEY1|1;HEY2|1;AMOT|1	1.438645782117019	4.865686944634313	3.571894935845421e-4	0.045677046772339386
GO:2000678	negative regulation of transcription regulatory region DNA binding	19	2	HEY1|1;HEY2|1	0.029360118002388146	68.11961722488037	3.836335771563171e-4	0.04866622106374176
