"Pathway"	"Z-score"
"Fc gamma R-mediated phagocytosis"	"6.337"
"Apoptosis"	"6.31"
"Prolactin signaling pathway"	"6.22"
"Viral carcinogenesis"	"6.2"
"Non-alcoholic fatty liver disease (NAFLD)"	"6.168"
"ErbB signaling pathway"	"5.598"
"Aminoacyl-tRNA biosynthesis"	"5.273"
"Non-small cell lung cancer"	"5.265"
"Epithelial cell signaling in Helicobacter pylori infection"	"5.198"
"Adipocytokine signaling pathway"	"5.168"
"Renal cell carcinoma"	"5.164"
"Transcriptional misregulation in cancer"	"5.086"
"Glioma"	"5.004"
"Choline metabolism in cancer"	"4.987"
"Valine, leucine and isoleucine biosynthesis"	"4.905"
"Ribosome"	"4.825"
"Rap1 signaling pathway"	"4.809"
"Chronic myeloid leukemia"	"4.722"
"Complement and coagulation cascades"	"4.617"
"Colorectal cancer"	"4.389"
"Sphingolipid signaling pathway"	"4.382"
"Prion diseases"	"4.376"
"Ras signaling pathway"	"4.316"
"Endocytosis"	"4.102"
"Shigellosis"	"4.068"
"Hepatocellular carcinoma"	"4.058"
"p53 signaling pathway"	"3.955"
"Bladder cancer"	"3.904"
"Signaling pathways regulating pluripotency of stem cells"	"3.854"
"Adherens junction"	"3.815"
"Insulin resistance"	"3.717"
"Type II diabetes mellitus"	"3.615"
"Cholinergic synapse"	"3.538"
"Thyroid hormone signaling pathway"	"3.512"
"Focal adhesion"	"3.506"
"Hypertrophic cardiomyopathy (HCM)"	"3.396"
"Cell cycle"	"3.27"
"Pathogenic Escherichia coli infection"	"3.251"
"Relaxin signaling pathway"	"3.146"
"Small cell lung cancer"	"3.097"
"VEGF signaling pathway"	"3.082"
"Long-term depression"	"3.069"
"Mucin type O-glycan biosynthesis"	"3.067"
"Prostate cancer"	"3.022"
"Wnt signaling pathway"	"2.922"
"Central carbon metabolism in cancer"	"2.824"
"Acute myeloid leukemia"	"2.798"
"mTOR signaling pathway"	"2.774"
"Hippo signaling pathway"	"2.752"
"Regulation of actin cytoskeleton"	"2.671"
"Melanoma"	"2.649"
"Aldosterone-regulated sodium reabsorption"	"2.543"
"Neurotrophin signaling pathway"	"2.475"
"Platelet activation"	"2.432"
"ABC transporters"	"2.316"
"Calcium signaling pathway"	"2.308"
"Carbohydrate digestion and absorption"	"2.231"
"Endocrine and other factor-regulated calcium reabsorption"	"2.201"
"Gap junction"	"2.182"
"Proteasome"	"2.178"
"Dilated cardiomyopathy (DCM)"	"2.171"
"Ubiquitin mediated proteolysis"	"2.153"
"Gastric cancer"	"2.016"
"Inflammatory mediator regulation of TRP channels"	"1.997"
"Pantothenate and CoA biosynthesis"	"1.783"
"Endometrial cancer"	"1.777"
"Arginine biosynthesis"	"1.743"
"RNA transport"	"1.722"
"Alzheimer's disease"	"1.708"
"Long-term potentiation"	"1.567"
"Amphetamine addiction"	"1.5"
"Autophagy - animal"	"1.451"
"Dopaminergic synapse"	"1.417"
"Thyroid hormone synthesis"	"1.408"
"Bacterial invasion of epithelial cells"	"1.394"
"Gastric acid secretion"	"1.391"
"Insulin signaling pathway"	"1.332"
"Estrogen signaling pathway"	"1.316"
"Phospholipase D signaling pathway"	"1.235"
"Breast cancer"	"1.21"
"Insulin secretion"	"1.205"
"GABAergic synapse"	"1.17"
"Oxytocin signaling pathway"	"1.145"
"Morphine addiction"	"1.108"
"Salivary secretion"	"1.085"
"GnRH signaling pathway"	"1.07"
"Circadian entrainment"	"1.006"
"Pancreatic secretion"	"1.006"
"Aldosterone synthesis and secretion"	"0.997"
"Phosphatidylinositol signaling system"	"0.971"
"Tight junction"	"0.967"
"Melanogenesis"	"0.943"
"Homologous recombination"	"0.871"
"Serotonergic synapse"	"0.785"
"Cysteine and methionine metabolism"	"0.772"
"Sphingolipid metabolism"	"0.765"
"Valine, leucine and isoleucine degradation"	"0.757"
"Glutamatergic synapse"	"0.752"
"Hedgehog signaling pathway"	"0.742"
"AMPK signaling pathway"	"0.693"
"Arginine and proline metabolism"	"0.692"
"Vascular smooth muscle contraction"	"0.663"
"Amyotrophic lateral sclerosis (ALS)"	"0.621"
"Fanconi anemia pathway"	"0.608"
"Regulation of lipolysis in adipocytes"	"0.605"
"Apelin signaling pathway"	"0.495"
"Longevity regulating pathway - multiple species"	"0.452"
"Mitophagy - animal"	"0.384"
"Retrograde endocannabinoid signaling"	"0.382"
"Drug metabolism - other enzymes"	"0.356"
"Cushing's syndrome"	"0.33"
"Protein processing in endoplasmic reticulum"	"0.221"
"Peroxisome"	"0.17"
"ECM-receptor interaction"	"0.156"
"Longevity regulating pathway"	"0.082"
"Neuroactive ligand-receptor interaction"	"0.069"
"Progesterone-mediated oocyte maturation"	"0.017"
"Glycerophospholipid metabolism"	"0.016"
"Pyrimidine metabolism"	"-0.033"
"cAMP signaling pathway"	"-0.047"
"Glucagon signaling pathway"	"-0.061"
"D-Arginine and D-ornithine metabolism"	"-0.103"
"Biotin metabolism"	"-0.173"
"Lipoic acid metabolism"	"-0.184"
"D-Glutamine and D-glutamate metabolism"	"-0.227"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.231"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.233"
"Caffeine metabolism"	"-0.236"
"Lysosome"	"-0.244"
"Vitamin B6 metabolism"	"-0.25"
"Phosphonate and phosphinate metabolism"	"-0.251"
"Riboflavin metabolism"	"-0.286"
"Sulfur relay system"	"-0.289"
"Sulfur metabolism"	"-0.327"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.327"
"Synthesis and degradation of ketone bodies"	"-0.328"
"Taurine and hypotaurine metabolism"	"-0.337"
"Non-homologous end-joining"	"-0.372"
"Fatty acid biosynthesis"	"-0.373"
"Thiamine metabolism"	"-0.383"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.388"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.397"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.405"
"Adrenergic signaling in cardiomyocytes"	"-0.408"
"Selenocompound metabolism"	"-0.413"
"Nitrogen metabolism"	"-0.416"
"Primary bile acid biosynthesis"	"-0.418"
"Phenylalanine metabolism"	"-0.421"
"Other glycan degradation"	"-0.424"
"Ascorbate and aldarate metabolism"	"-0.428"
"One carbon pool by folate"	"-0.447"
"Steroid biosynthesis"	"-0.45"
"Glycosaminoglycan degradation"	"-0.452"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.457"
"Other types of O-glycan biosynthesis"	"-0.469"
"Terpenoid backbone biosynthesis"	"-0.475"
"Mannose type O-glycan biosynthesis"	"-0.476"
"Vitamin digestion and absorption"	"-0.486"
"Biosynthesis of unsaturated fatty acids"	"-0.487"
"Proximal tubule bicarbonate reclamation"	"-0.487"
"Mismatch repair"	"-0.489"
"Histidine metabolism"	"-0.49"
"Renin-angiotensin system"	"-0.491"
"Protein export"	"-0.493"
"Pentose and glucuronate interconversions"	"-0.495"
"alpha-Linolenic acid metabolism"	"-0.503"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.504"
"Folate biosynthesis"	"-0.514"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.525"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.527"
"Fatty acid elongation"	"-0.528"
"Maturity onset diabetes of the young"	"-0.53"
"Glyoxylate and dicarboxylate metabolism"	"-0.532"
"Collecting duct acid secretion"	"-0.533"
"Butanoate metabolism"	"-0.539"
"cGMP-PKG signaling pathway"	"-0.539"
"Linoleic acid metabolism"	"-0.54"
"Hippo signaling pathway - multiple species"	"-0.544"
"Phototransduction"	"-0.545"
"Nicotinate and nicotinamide metabolism"	"-0.553"
"Citrate cycle (TCA cycle)"	"-0.555"
"Circadian rhythm"	"-0.556"
"Pentose phosphate pathway"	"-0.56"
"Autophagy - other"	"-0.563"
"Propanoate metabolism"	"-0.564"
"Galactose metabolism"	"-0.566"
"beta-Alanine metabolism"	"-0.574"
"RNA polymerase"	"-0.575"
"Fructose and mannose metabolism"	"-0.58"
"Porphyrin and chlorophyll metabolism"	"-0.58"
"Purine metabolism"	"-0.59"
"Apoptosis - multiple species"	"-0.594"
"SNARE interactions in vesicular transport"	"-0.598"
"Alanine, aspartate and glutamate metabolism"	"-0.6"
"Base excision repair"	"-0.601"
"Axon guidance"	"-0.611"
"DNA replication"	"-0.611"
"Starch and sucrose metabolism"	"-0.617"
"Tyrosine metabolism"	"-0.622"
"Pyruvate metabolism"	"-0.637"
"Thyroid cancer"	"-0.637"
"Glycine, serine and threonine metabolism"	"-0.644"
"Tryptophan metabolism"	"-0.648"
"Fat digestion and absorption"	"-0.65"
"Nicotine addiction"	"-0.65"
"Alcoholism"	"-0.656"
"Ferroptosis"	"-0.659"
"Fatty acid degradation"	"-0.665"
"Vasopressin-regulated water reabsorption"	"-0.68"
"Basal transcription factors"	"-0.685"
"Nucleotide excision repair"	"-0.689"
"Ether lipid metabolism"	"-0.698"
"N-Glycan biosynthesis"	"-0.706"
"Cholesterol metabolism"	"-0.714"
"Ovarian steroidogenesis"	"-0.717"
"Notch signaling pathway"	"-0.718"
"Cocaine addiction"	"-0.719"
"Steroid hormone biosynthesis"	"-0.72"
"Amino sugar and nucleotide sugar metabolism"	"-0.721"
"Mineral absorption"	"-0.722"
"Vibrio cholerae infection"	"-0.728"
"Retinol metabolism"	"-0.744"
"Glutathione metabolism"	"-0.751"
"Drug metabolism - cytochrome P450"	"-0.79"
"Lysine degradation"	"-0.796"
"Glycerolipid metabolism"	"-0.797"
"Arachidonic acid metabolism"	"-0.8"
"Cortisol synthesis and secretion"	"-0.804"
"Metabolism of xenobiotics by cytochrome P450"	"-0.81"
"Synaptic vesicle cycle"	"-0.82"
"Basal cell carcinoma"	"-0.823"
"Glycolysis / Gluconeogenesis"	"-0.827"
"Renin secretion"	"-0.827"
"Bile secretion"	"-0.868"
"Inositol phosphate metabolism"	"-0.87"
"Chemical carcinogenesis"	"-0.871"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.872"
"PPAR signaling pathway"	"-0.872"
"Ribosome biogenesis in eukaryotes"	"-0.908"
"Cardiac muscle contraction"	"-0.913"
"RNA degradation"	"-0.918"
"Taste transduction"	"-0.939"
"Protein digestion and absorption"	"-0.975"
"mRNA surveillance pathway"	"-0.985"
"Oocyte meiosis"	"-1.12"
"Oxidative phosphorylation"	"-1.17"
"Spliceosome"	"-1.188"
"Parkinson's disease"	"-1.21"
"Huntington's disease"	"-1.42"
"Thermogenesis"	"-1.537"
"Olfactory transduction"	"-2.134"
