"Pathway"	"Z-score"
"Amyotrophic lateral sclerosis (ALS)"	"2.481"
"Prostate cancer"	"2.46"
"Mineral absorption"	"2.45"
"Retinol metabolism"	"2.396"
"T cell receptor signaling pathway"	"2.384"
"Nitrogen metabolism"	"2.382"
"Chagas disease (American trypanosomiasis)"	"2.378"
"Toll-like receptor signaling pathway"	"2.336"
"Insulin resistance"	"2.321"
"NOD-like receptor signaling pathway"	"2.308"
"Phenylalanine metabolism"	"2.277"
"Drug metabolism - cytochrome P450"	"2.224"
"Glutamatergic synapse"	"2.163"
"Tuberculosis"	"2.133"
"Glycosaminoglycan degradation"	"2.132"
"Metabolism of xenobiotics by cytochrome P450"	"2.102"
"Alcoholism"	"2.074"
"Arginine biosynthesis"	"2.069"
"Cortisol synthesis and secretion"	"2.055"
"Neurotrophin signaling pathway"	"2.049"
"Basal cell carcinoma"	"2.048"
"Oocyte meiosis"	"2"
"Platelet activation"	"1.992"
"Glycolysis / Gluconeogenesis"	"1.962"
"Non-small cell lung cancer"	"1.956"
"Adipocytokine signaling pathway"	"1.942"
"Biosynthesis of unsaturated fatty acids"	"1.909"
"Histidine metabolism"	"1.904"
"Mismatch repair"	"1.862"
"PPAR signaling pathway"	"1.856"
"Leishmaniasis"	"1.854"
"Prolactin signaling pathway"	"1.845"
"Thyroid hormone synthesis"	"1.833"
"Melanoma"	"1.832"
"alpha-Linolenic acid metabolism"	"1.831"
"Natural killer cell mediated cytotoxicity"	"1.812"
"Gastric acid secretion"	"1.778"
"Chronic myeloid leukemia"	"1.724"
"Maturity onset diabetes of the young"	"1.714"
"Peroxisome"	"1.65"
"Fatty acid elongation"	"1.632"
"Breast cancer"	"1.602"
"Hippo signaling pathway"	"1.561"
"Ras signaling pathway"	"1.548"
"Gap junction"	"1.539"
"Pentose phosphate pathway"	"1.516"
"RNA polymerase"	"1.497"
"Longevity regulating pathway"	"1.467"
"Fc gamma R-mediated phagocytosis"	"1.463"
"Morphine addiction"	"1.463"
"Th1 and Th2 cell differentiation"	"1.446"
"Jak-STAT signaling pathway"	"1.413"
"RNA transport"	"1.403"
"SNARE interactions in vesicular transport"	"1.399"
"Aldosterone synthesis and secretion"	"1.39"
"Fructose and mannose metabolism"	"1.373"
"Hematopoietic cell lineage"	"1.373"
"Inflammatory mediator regulation of TRP channels"	"1.365"
"Purine metabolism"	"1.365"
"Pyrimidine metabolism"	"1.343"
"Circadian entrainment"	"1.342"
"Progesterone-mediated oocyte maturation"	"1.342"
"Choline metabolism in cancer"	"1.334"
"Primary immunodeficiency"	"1.307"
"Tyrosine metabolism"	"1.303"
"Allograft rejection"	"1.26"
"Transcriptional misregulation in cancer"	"1.253"
"Cytokine-cytokine receptor interaction"	"1.178"
"Fat digestion and absorption"	"1.153"
"Cholinergic synapse"	"1.127"
"Aminoacyl-tRNA biosynthesis"	"1.106"
"cAMP signaling pathway"	"1.098"
"Fatty acid degradation"	"1.08"
"Thyroid hormone signaling pathway"	"1.079"
"Proteasome"	"1.073"
"Type I diabetes mellitus"	"1.073"
"Intestinal immune network for IgA production"	"1.013"
"Vascular smooth muscle contraction"	"1.007"
"Type II diabetes mellitus"	"1.001"
"Valine, leucine and isoleucine degradation"	"0.99"
"Amino sugar and nucleotide sugar metabolism"	"0.989"
"Steroid hormone biosynthesis"	"0.982"
"Lysosome"	"0.979"
"Autophagy - animal"	"0.939"
"Cholesterol metabolism"	"0.932"
"Hepatitis C"	"0.897"
"Autoimmune thyroid disease"	"0.88"
"Oxidative phosphorylation"	"0.875"
"Glutathione metabolism"	"0.855"
"Regulation of lipolysis in adipocytes"	"0.834"
"Pathogenic Escherichia coli infection"	"0.824"
"Staphylococcus aureus infection"	"0.823"
"Cell adhesion molecules (CAMs)"	"0.795"
"Signaling pathways regulating pluripotency of stem cells"	"0.787"
"Endometrial cancer"	"0.756"
"Wnt signaling pathway"	"0.753"
"Long-term depression"	"0.736"
"Arachidonic acid metabolism"	"0.72"
"Glycerolipid metabolism"	"0.691"
"Oxytocin signaling pathway"	"0.682"
"mTOR signaling pathway"	"0.677"
"Mitophagy - animal"	"0.668"
"Inflammatory bowel disease (IBD)"	"0.649"
"Renin secretion"	"0.637"
"Shigellosis"	"0.632"
"Fc epsilon RI signaling pathway"	"0.612"
"Drug metabolism - other enzymes"	"0.603"
"Long-term potentiation"	"0.581"
"cGMP-PKG signaling pathway"	"0.569"
"RIG-I-like receptor signaling pathway"	"0.551"
"Tight junction"	"0.531"
"Hepatocellular carcinoma"	"0.53"
"Glioma"	"0.525"
"Alzheimer's disease"	"0.497"
"Pancreatic cancer"	"0.49"
"Neuroactive ligand-receptor interaction"	"0.483"
"Bacterial invasion of epithelial cells"	"0.472"
"Ribosome biogenesis in eukaryotes"	"0.466"
"Complement and coagulation cascades"	"0.428"
"ECM-receptor interaction"	"0.407"
"Hypertrophic cardiomyopathy (HCM)"	"0.389"
"Taste transduction"	"0.389"
"Insulin secretion"	"0.349"
"Dilated cardiomyopathy (DCM)"	"0.321"
"Protein digestion and absorption"	"0.306"
"mRNA surveillance pathway"	"0.305"
"Focal adhesion"	"0.304"
"Salivary secretion"	"0.299"
"Proteoglycans in cancer"	"0.285"
"Pancreatic secretion"	"0.252"
"Glycerophospholipid metabolism"	"0.241"
"Melanogenesis"	"0.176"
"Glucagon signaling pathway"	"0.163"
"Leukocyte transendothelial migration"	"0.095"
"Sphingolipid signaling pathway"	"0.026"
"Systemic lupus erythematosus"	"-0.061"
"Ribosome"	"-0.071"
"D-Arginine and D-ornithine metabolism"	"-0.082"
"Apelin signaling pathway"	"-0.112"
"Ubiquitin mediated proteolysis"	"-0.117"
"Insulin signaling pathway"	"-0.128"
"Biotin metabolism"	"-0.149"
"Lipoic acid metabolism"	"-0.159"
"Adrenergic signaling in cardiomyocytes"	"-0.172"
"Valine, leucine and isoleucine biosynthesis"	"-0.177"
"Retrograde endocannabinoid signaling"	"-0.191"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.206"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.207"
"Vitamin B6 metabolism"	"-0.217"
"Phosphonate and phosphinate metabolism"	"-0.222"
"Riboflavin metabolism"	"-0.26"
"Synthesis and degradation of ketone bodies"	"-0.278"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.309"
"Fatty acid biosynthesis"	"-0.336"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.337"
"Thiamine metabolism"	"-0.343"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.35"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.359"
"Ascorbate and aldarate metabolism"	"-0.368"
"Primary bile acid biosynthesis"	"-0.371"
"Selenocompound metabolism"	"-0.371"
"Other glycan degradation"	"-0.379"
"Steroid biosynthesis"	"-0.391"
"Pantothenate and CoA biosynthesis"	"-0.404"
"One carbon pool by folate"	"-0.405"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.411"
"Terpenoid backbone biosynthesis"	"-0.426"
"Vitamin digestion and absorption"	"-0.43"
"Mannose type O-glycan biosynthesis"	"-0.431"
"Protein export"	"-0.435"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.437"
"Pentose and glucuronate interconversions"	"-0.437"
"Other types of O-glycan biosynthesis"	"-0.438"
"Renin-angiotensin system"	"-0.446"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.45"
"Glyoxylate and dicarboxylate metabolism"	"-0.477"
"Butanoate metabolism"	"-0.478"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.48"
"Linoleic acid metabolism"	"-0.484"
"Hippo signaling pathway - multiple species"	"-0.49"
"Asthma"	"-0.491"
"Nicotinate and nicotinamide metabolism"	"-0.491"
"Phototransduction"	"-0.491"
"Citrate cycle (TCA cycle)"	"-0.497"
"Circadian rhythm"	"-0.499"
"Mucin type O-glycan biosynthesis"	"-0.505"
"Propanoate metabolism"	"-0.508"
"Galactose metabolism"	"-0.512"
"Autophagy - other"	"-0.516"
"beta-Alanine metabolism"	"-0.521"
"Starch and sucrose metabolism"	"-0.545"
"Regulation of actin cytoskeleton"	"-0.546"
"Rap1 signaling pathway"	"-0.547"
"Aldosterone-regulated sodium reabsorption"	"-0.549"
"Pyruvate metabolism"	"-0.57"
"Nicotine addiction"	"-0.576"
"Bladder cancer"	"-0.586"
"Homologous recombination"	"-0.597"
"Carbohydrate digestion and absorption"	"-0.603"
"Basal transcription factors"	"-0.608"
"Ether lipid metabolism"	"-0.616"
"Sphingolipid metabolism"	"-0.625"
"Notch signaling pathway"	"-0.641"
"Thermogenesis"	"-0.647"
"Fanconi anemia pathway"	"-0.675"
"VEGF signaling pathway"	"-0.703"
"Lysine degradation"	"-0.707"
"Acute myeloid leukemia"	"-0.742"
"Renal cell carcinoma"	"-0.753"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.769"
"Olfactory transduction"	"-0.772"
"Inositol phosphate metabolism"	"-0.778"
"Adherens junction"	"-0.78"
"Cardiac muscle contraction"	"-0.809"
"ErbB signaling pathway"	"-0.835"
"Phosphatidylinositol signaling system"	"-0.91"
"AMPK signaling pathway"	"-1.013"
"Phospholipase D signaling pathway"	"-1.093"
"Axon guidance"	"-1.19"
