"ID"	"Pathway"	"Z-score"
"hsa04621"	"NOD-like receptor signaling pathway"	"3.247"
"hsa04114"	"Oocyte meiosis"	"3.227"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"3.178"
"hsa04270"	"Vascular smooth muscle contraction"	"3.172"
"hsa04110"	"Cell cycle"	"3.09"
"hsa05030"	"Cocaine addiction"	"3.089"
"hsa04213"	"Longevity regulating pathway - multiple species"	"3.08"
"hsa04930"	"Type II diabetes mellitus"	"3.076"
"hsa04658"	"Th1 and Th2 cell differentiation"	"3.039"
"hsa05140"	"Leishmaniasis"	"2.992"
"hsa04150"	"mTOR signaling pathway"	"2.987"
"hsa04144"	"Endocytosis"	"2.968"
"hsa04915"	"Estrogen signaling pathway"	"2.955"
"hsa03320"	"PPAR signaling pathway"	"2.938"
"hsa00072"	"Synthesis and degradation of ketone bodies"	"2.923"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"2.918"
"hsa05132"	"Salmonella infection"	"2.916"
"hsa04630"	"Jak-STAT signaling pathway"	"2.824"
"hsa04925"	"Aldosterone synthesis and secretion"	"2.821"
"hsa00061"	"Fatty acid biosynthesis"	"2.781"
"hsa00982"	"Drug metabolism - cytochrome P450"	"2.773"
"hsa04979"	"Cholesterol metabolism"	"2.764"
"hsa04912"	"GnRH signaling pathway"	"2.693"
"hsa05016"	"Huntington,s disease"	"2.689"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"2.687"
"hsa04137"	"Mitophagy - animal"	"2.678"
"hsa00900"	"Terpenoid backbone biosynthesis"	"2.665"
"hsa00830"	"Retinol metabolism"	"2.636"
"hsa00511"	"Other glycan degradation"	"2.601"
"hsa00062"	"Fatty acid elongation"	"2.58"
"hsa05212"	"Pancreatic cancer"	"2.55"
"hsa04211"	"Longevity regulating pathway"	"2.529"
"hsa05033"	"Nicotine addiction"	"2.518"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"2.513"
"hsa03430"	"Mismatch repair"	"2.509"
"hsa05223"	"Non-small cell lung cancer"	"2.454"
"hsa00040"	"Pentose and glucuronate interconversions"	"2.44"
"hsa05219"	"Bladder cancer"	"2.424"
"hsa03420"	"Nucleotide excision repair"	"2.391"
"hsa00920"	"Sulfur metabolism"	"2.39"
"hsa05214"	"Glioma"	"2.365"
"hsa00730"	"Thiamine metabolism"	"2.358"
"hsa04657"	"IL-17 signaling pathway"	"2.343"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"2.339"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"2.321"
"hsa00100"	"Steroid biosynthesis"	"2.3"
"hsa04350"	"TGF-beta signaling pathway"	"2.281"
"hsa00740"	"Riboflavin metabolism"	"2.277"
"hsa04216"	"Ferroptosis"	"2.255"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"2.232"
"hsa05160"	"Hepatitis C"	"2.21"
"hsa04122"	"Sulfur relay system"	"2.208"
"hsa05231"	"Choline metabolism in cancer"	"2.205"
"hsa05133"	"Pertussis"	"2.189"
"hsa04152"	"AMPK signaling pathway"	"2.135"
"hsa03040"	"Spliceosome"	"2.124"
"hsa05218"	"Melanoma"	"2.113"
"hsa04728"	"Dopaminergic synapse"	"2.109"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"2.068"
"hsa05211"	"Renal cell carcinoma"	"2.057"
"hsa04668"	"TNF signaling pathway"	"2.045"
"hsa00450"	"Selenocompound metabolism"	"2.027"
"hsa04911"	"Insulin secretion"	"2.026"
"hsa04917"	"Prolactin signaling pathway"	"2.015"
"hsa00430"	"Taurine and hypotaurine metabolism"	"2.014"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"2.012"
"hsa04380"	"Osteoclast differentiation"	"2.008"
"hsa04919"	"Thyroid hormone signaling pathway"	"1.988"
"hsa05020"	"Prion diseases"	"1.963"
"hsa05206"	"MicroRNAs in cancer"	"1.939"
"hsa00510"	"N-Glycan biosynthesis"	"1.905"
"hsa00310"	"Lysine degradation"	"1.902"
"hsa00670"	"One carbon pool by folate"	"1.894"
"hsa04140"	"Autophagy - animal"	"1.849"
"hsa00780"	"Biotin metabolism"	"1.805"
"hsa05222"	"Small cell lung cancer"	"1.802"
"hsa05012"	"Parkinson,s disease"	"1.707"
"hsa03450"	"Non-homologous end-joining"	"1.689"
"hsa05204"	"Chemical carcinogenesis"	"1.686"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"1.666"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"1.652"
"hsa05131"	"Shigellosis"	"1.634"
"hsa00120"	"Primary bile acid biosynthesis"	"1.623"
"hsa04926"	"Relaxin signaling pathway"	"1.598"
"hsa05143"	"African trypanosomiasis"	"1.582"
"hsa04927"	"Cortisol synthesis and secretion"	"1.572"
"hsa04014"	"Ras signaling pathway"	"1.544"
"hsa04310"	"Wnt signaling pathway"	"1.528"
"hsa04260"	"Cardiac muscle contraction"	"1.522"
"hsa04068"	"FoxO signaling pathway"	"1.519"
"hsa05210"	"Colorectal cancer"	"1.516"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"1.511"
"hsa04012"	"ErbB signaling pathway"	"1.506"
"hsa05220"	"Chronic myeloid leukemia"	"1.497"
"hsa04020"	"Calcium signaling pathway"	"1.48"
"hsa04934"	"Cushing,s syndrome"	"1.471"
"hsa00232"	"Caffeine metabolism"	"1.467"
"hsa04970"	"Salivary secretion"	"1.464"
"hsa04071"	"Sphingolipid signaling pathway"	"1.44"
"hsa05165"	"Human papillomavirus infection"	"1.421"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"1.406"
"hsa00531"	"Glycosaminoglycan degradation"	"1.405"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"1.401"
"hsa05205"	"Proteoglycans in cancer"	"1.391"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"1.335"
"hsa04730"	"Long-term depression"	"1.307"
"hsa04660"	"T cell receptor signaling pathway"	"1.288"
"hsa05168"	"Herpes simplex infection"	"1.258"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"1.254"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"1.246"
"hsa03020"	"RNA polymerase"	"1.188"
"hsa04136"	"Autophagy - other"	"1.184"
"hsa04940"	"Type I diabetes mellitus"	"1.175"
"hsa03440"	"Homologous recombination"	"1.151"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"1.125"
"hsa04070"	"Phosphatidylinositol signaling system"	"1.12"
"hsa05200"	"Pathways in cancer"	"1.103"
"hsa00590"	"Arachidonic acid metabolism"	"1.044"
"hsa04976"	"Bile secretion"	"1.037"
"hsa05221"	"Acute myeloid leukemia"	"1.032"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"1.025"
"hsa00592"	"alpha-Linolenic acid metabolism"	"1.019"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"0.974"
"hsa04620"	"Toll-like receptor signaling pathway"	"0.974"
"hsa04024"	"cAMP signaling pathway"	"0.942"
"hsa05010"	"Alzheimer,s disease"	"0.935"
"hsa04920"	"Adipocytokine signaling pathway"	"0.902"
"hsa04725"	"Cholinergic synapse"	"0.887"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"0.882"
"hsa05225"	"Hepatocellular carcinoma"	"0.872"
"hsa04611"	"Platelet activation"	"0.813"
"hsa04724"	"Glutamatergic synapse"	"0.754"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"0.741"
"hsa00562"	"Inositol phosphate metabolism"	"0.734"
"hsa05213"	"Endometrial cancer"	"0.715"
"hsa04662"	"B cell receptor signaling pathway"	"0.689"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"0.669"
"hsa04972"	"Pancreatic secretion"	"0.664"
"hsa03015"	"mRNA surveillance pathway"	"0.649"
"hsa00910"	"Nitrogen metabolism"	"0.642"
"hsa04971"	"Gastric acid secretion"	"0.634"
"hsa04510"	"Focal adhesion"	"0.6"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"0.579"
"hsa04664"	"Fc epsilon RI signaling pathway"	"0.572"
"hsa04810"	"Regulation of actin cytoskeleton"	"0.53"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"0.478"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"0.476"
"hsa04714"	"Thermogenesis"	"0.469"
"hsa00790"	"Folate biosynthesis"	"0.468"
"hsa05226"	"Gastric cancer"	"0.427"
"hsa00140"	"Steroid hormone biosynthesis"	"0.4"
"hsa03010"	"Ribosome"	"0.313"
"hsa04950"	"Maturity onset diabetes of the young"	"0.306"
"hsa00785"	"Lipoic acid metabolism"	"0.303"
"hsa05224"	"Breast cancer"	"0.299"
"hsa04340"	"Hedgehog signaling pathway"	"0.296"
"hsa00600"	"Sphingolipid metabolism"	"0.26"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"0.243"
"hsa04924"	"Renin secretion"	"0.224"
"hsa05100"	"Bacterial invasion of epithelial cells"	"0.209"
"hsa04371"	"Apelin signaling pathway"	"0.208"
"hsa05216"	"Thyroid cancer"	"0.208"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"0.162"
"hsa04072"	"Phospholipase D signaling pathway"	"0.051"
"hsa04370"	"VEGF signaling pathway"	"0.01"
"hsa05340"	"Primary immunodeficiency"	"-0.011"
"hsa04916"	"Melanogenesis"	"-0.015"
"hsa04614"	"Renin-angiotensin system"	"-0.041"
"hsa05332"	"Graft-versus-host disease"	"-0.046"
"hsa04713"	"Circadian entrainment"	"-0.051"
"hsa04913"	"Ovarian steroidogenesis"	"-0.075"
"hsa05416"	"Viral myocarditis"	"-0.087"
"hsa05146"	"Amoebiasis"	"-0.09"
"hsa05202"	"Transcriptional misregulation in cancer"	"-0.104"
"hsa00591"	"Linoleic acid metabolism"	"-0.105"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.182"
"hsa04977"	"Vitamin digestion and absorption"	"-0.225"
"hsa05330"	"Allograft rejection"	"-0.227"
"hsa04120"	"Ubiquitin mediated proteolysis"	"-0.256"
"hsa03013"	"RNA transport"	"-0.27"
"hsa04330"	"Notch signaling pathway"	"-0.314"
"hsa04973"	"Carbohydrate digestion and absorption"	"-0.332"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"-0.345"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.374"
"hsa04064"	"NF-kappa B signaling pathway"	"-0.42"
"hsa04974"	"Protein digestion and absorption"	"-0.507"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-0.568"
"hsa04390"	"Hippo signaling pathway"	"-0.577"
"hsa04130"	"SNARE interactions in vesicular transport"	"-0.578"
"hsa00565"	"Ether lipid metabolism"	"-0.596"
"hsa03060"	"Protein export"	"-0.596"
"hsa04727"	"GABAergic synapse"	"-0.606"
"hsa04520"	"Adherens junction"	"-0.863"
"hsa03460"	"Fanconi anemia pathway"	"-0.929"
"hsa05032"	"Morphine addiction"	"-0.96"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.054"
"hsa04726"	"Serotonergic synapse"	"-1.058"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-1.08"
"hsa04392"	"Hippo signaling pathway - multiple species"	"-1.082"
"hsa04744"	"Phototransduction"	"-1.118"
"hsa04978"	"Mineral absorption"	"-1.17"
"hsa04640"	"Hematopoietic cell lineage"	"-1.185"
"hsa04710"	"Circadian rhythm"	"-1.246"
"hsa04610"	"Complement and coagulation cascades"	"-1.247"
"hsa04015"	"Rap1 signaling pathway"	"-1.247"
"hsa05144"	"Malaria"	"-1.396"
"hsa04360"	"Axon guidance"	"-1.436"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"-1.445"
"hsa04723"	"Retrograde endocannabinoid signaling"	"-1.47"
"hsa04670"	"Leukocyte transendothelial migration"	"-1.501"
"hsa05320"	"Autoimmune thyroid disease"	"-1.533"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"-1.616"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-1.637"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-1.657"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"-1.676"
"hsa05217"	"Basal cell carcinoma"	"-1.697"
"hsa03022"	"Basal transcription factors"	"-1.852"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"-1.872"
"hsa05310"	"Asthma"	"-1.944"
"hsa04740"	"Olfactory transduction"	"-1.994"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-2.249"
"hsa04672"	"Intestinal immune network for IgA production"	"-2.666"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-2.729"
"hsa04512"	"ECM-receptor interaction"	"-2.732"
"hsa05150"	"Staphylococcus aureus infection"	"-2.839"
"hsa04062"	"Chemokine signaling pathway"	"-3.708"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"-4.598"
"hsa04742"	"Taste transduction"	"-5.763"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-7.472"
