"ID"	"Pathway"	"Z-score"
"hsa00600"	"Sphingolipid metabolism"	"1.78"
"hsa04210"	"Apoptosis"	"1.757"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"1.752"
"hsa00480"	"Glutathione metabolism"	"1.69"
"hsa00900"	"Terpenoid backbone biosynthesis"	"1.679"
"hsa00670"	"One carbon pool by folate"	"1.677"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"1.669"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"1.62"
"hsa04012"	"ErbB signaling pathway"	"1.601"
"hsa04931"	"Insulin resistance"	"1.563"
"hsa00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"1.486"
"hsa04152"	"AMPK signaling pathway"	"1.482"
"hsa00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"1.482"
"hsa00650"	"Butanoate metabolism"	"1.429"
"hsa04260"	"Cardiac muscle contraction"	"1.409"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"1.374"
"hsa04950"	"Maturity onset diabetes of the young"	"1.328"
"hsa04510"	"Focal adhesion"	"1.282"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"1.237"
"hsa05230"	"Central carbon metabolism in cancer"	"1.222"
"hsa04066"	"HIF-1 signaling pathway"	"1.215"
"hsa05020"	"Prion diseases"	"1.191"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"1.186"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"1.172"
"hsa05016"	"Huntington,s disease"	"1.171"
"hsa00500"	"Starch and sucrose metabolism"	"1.165"
"hsa00380"	"Tryptophan metabolism"	"1.097"
"hsa00360"	"Phenylalanine metabolism"	"1.065"
"hsa03320"	"PPAR signaling pathway"	"1.065"
"hsa00330"	"Arginine and proline metabolism"	"1.054"
"hsa04713"	"Circadian entrainment"	"0.961"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"0.879"
"hsa00051"	"Fructose and mannose metabolism"	"0.829"
"hsa04137"	"Mitophagy - animal"	"0.822"
"hsa04146"	"Peroxisome"	"0.817"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"0.809"
"hsa00592"	"alpha-Linolenic acid metabolism"	"0.796"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"0.78"
"hsa04927"	"Cortisol synthesis and secretion"	"0.745"
"hsa04520"	"Adherens junction"	"0.743"
"hsa04916"	"Melanogenesis"	"0.74"
"hsa00340"	"Histidine metabolism"	"0.615"
"hsa04921"	"Oxytocin signaling pathway"	"0.586"
"hsa05012"	"Parkinson,s disease"	"0.522"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"0.485"
"hsa00740"	"Riboflavin metabolism"	"0.479"
"hsa04020"	"Calcium signaling pathway"	"0.469"
"hsa00531"	"Glycosaminoglycan degradation"	"0.406"
"hsa00410"	"beta-Alanine metabolism"	"0.347"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"0.343"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"0.333"
"hsa00450"	"Selenocompound metabolism"	"0.332"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"0.312"
"hsa00061"	"Fatty acid biosynthesis"	"0.297"
"hsa03060"	"Protein export"	"0.294"
"hsa00071"	"Fatty acid degradation"	"0.279"
"hsa04270"	"Vascular smooth muscle contraction"	"0.266"
"hsa05146"	"Amoebiasis"	"0.174"
"hsa00040"	"Pentose and glucuronate interconversions"	"0.155"
"hsa04924"	"Renin secretion"	"0.038"
"hsa04015"	"Rap1 signaling pathway"	"0.02"
"hsa04922"	"Glucagon signaling pathway"	"-0.007"
"hsa00220"	"Arginine biosynthesis"	"-0.019"
"hsa04215"	"Apoptosis - multiple species"	"-0.07"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"-0.088"
"hsa00983"	"Drug metabolism - other enzymes"	"-0.091"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.139"
"hsa05162"	"Measles"	"-0.302"
"hsa05143"	"African trypanosomiasis"	"-0.319"
"hsa04973"	"Carbohydrate digestion and absorption"	"-0.336"
"hsa00785"	"Lipoic acid metabolism"	"-0.364"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"-0.368"
"hsa00790"	"Folate biosynthesis"	"-0.371"
"hsa00030"	"Pentose phosphate pathway"	"-0.387"
"hsa00750"	"Vitamin B6 metabolism"	"-0.439"
"hsa04724"	"Glutamatergic synapse"	"-0.49"
"hsa05214"	"Glioma"	"-0.506"
"hsa00140"	"Steroid hormone biosynthesis"	"-0.535"
"hsa04630"	"Jak-STAT signaling pathway"	"-0.56"
"hsa05219"	"Bladder cancer"	"-0.58"
"hsa00053"	"Ascorbate and aldarate metabolism"	"-0.593"
"hsa05224"	"Breast cancer"	"-0.61"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.611"
"hsa04216"	"Ferroptosis"	"-0.672"
"hsa05217"	"Basal cell carcinoma"	"-0.674"
"hsa04512"	"ECM-receptor interaction"	"-0.695"
"hsa04611"	"Platelet activation"	"-0.722"
"hsa05223"	"Non-small cell lung cancer"	"-0.729"
"hsa04122"	"Sulfur relay system"	"-0.743"
"hsa04926"	"Relaxin signaling pathway"	"-0.746"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"-0.762"
"hsa04371"	"Apelin signaling pathway"	"-0.763"
"hsa00780"	"Biotin metabolism"	"-0.776"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"-0.791"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.791"
"hsa04392"	"Hippo signaling pathway - multiple species"	"-0.795"
"hsa04730"	"Long-term depression"	"-0.8"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.802"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.817"
"hsa00910"	"Nitrogen metabolism"	"-0.857"
"hsa05226"	"Gastric cancer"	"-0.873"
"hsa04660"	"T cell receptor signaling pathway"	"-0.881"
"hsa04114"	"Oocyte meiosis"	"-0.888"
"hsa04722"	"Neurotrophin signaling pathway"	"-0.909"
"hsa04934"	"Cushing,s syndrome"	"-0.936"
"hsa05213"	"Endometrial cancer"	"-1.011"
"hsa04917"	"Prolactin signaling pathway"	"-1.085"
"hsa04211"	"Longevity regulating pathway"	"-1.088"
"hsa00430"	"Taurine and hypotaurine metabolism"	"-1.14"
"hsa00120"	"Primary bile acid biosynthesis"	"-1.182"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-1.211"
"hsa00232"	"Caffeine metabolism"	"-1.219"
"hsa04920"	"Adipocytokine signaling pathway"	"-1.267"
"hsa04728"	"Dopaminergic synapse"	"-1.305"
"hsa04024"	"cAMP signaling pathway"	"-1.307"
"hsa04725"	"Cholinergic synapse"	"-1.346"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-1.355"
"hsa05210"	"Colorectal cancer"	"-1.364"
"hsa00514"	"Other types of O-glycan biosynthesis"	"-1.399"
"hsa00920"	"Sulfur metabolism"	"-1.415"
"hsa04390"	"Hippo signaling pathway"	"-1.418"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"-1.596"
"hsa04330"	"Notch signaling pathway"	"-1.599"
"hsa05169"	"Epstein-Barr virus infection"	"-1.611"
"hsa05215"	"Prostate cancer"	"-1.617"
"hsa04664"	"Fc epsilon RI signaling pathway"	"-1.659"
"hsa05216"	"Thyroid cancer"	"-1.664"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-1.691"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-1.732"
"hsa00830"	"Retinol metabolism"	"-1.815"
"hsa05030"	"Cocaine addiction"	"-1.852"
"hsa03018"	"RNA degradation"	"-1.936"
"hsa05218"	"Melanoma"	"-1.939"
"hsa05204"	"Chemical carcinogenesis"	"-1.977"
"hsa04614"	"Renin-angiotensin system"	"-1.982"
"hsa04744"	"Phototransduction"	"-1.985"
"hsa00591"	"Linoleic acid metabolism"	"-1.992"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-2.003"
"hsa04723"	"Retrograde endocannabinoid signaling"	"-2.029"
"hsa04360"	"Axon guidance"	"-2.089"
"hsa05225"	"Hepatocellular carcinoma"	"-2.118"
"hsa04068"	"FoxO signaling pathway"	"-2.154"
"hsa04714"	"Thermogenesis"	"-2.178"
"hsa04670"	"Leukocyte transendothelial migration"	"-2.26"
"hsa03450"	"Non-homologous end-joining"	"-2.269"
"hsa05144"	"Malaria"	"-2.282"
"hsa04151"	"PI3K-Akt signaling pathway"	"-2.33"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-2.352"
"hsa04370"	"VEGF signaling pathway"	"-2.358"
"hsa04662"	"B cell receptor signaling pathway"	"-2.46"
"hsa05010"	"Alzheimer,s disease"	"-2.48"
"hsa00590"	"Arachidonic acid metabolism"	"-2.487"
"hsa05211"	"Renal cell carcinoma"	"-2.523"
"hsa04710"	"Circadian rhythm"	"-2.554"
"hsa03050"	"Proteasome"	"-2.567"
"hsa05160"	"Hepatitis C"	"-2.611"
"hsa00310"	"Lysine degradation"	"-2.649"
"hsa05165"	"Human papillomavirus infection"	"-2.675"
"hsa04217"	"Necroptosis"	"-3.082"
"hsa05212"	"Pancreatic cancer"	"-3.093"
"hsa05221"	"Acute myeloid leukemia"	"-3.158"
"hsa04625"	"C-type lectin receptor signaling pathway"	"-3.255"
"hsa04668"	"TNF signaling pathway"	"-3.484"
"hsa03010"	"Ribosome"	"-3.497"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"-3.529"
"hsa00230"	"Purine metabolism"	"-3.559"
"hsa04310"	"Wnt signaling pathway"	"-3.605"
"hsa05206"	"MicroRNAs in cancer"	"-3.695"
"hsa04919"	"Thyroid hormone signaling pathway"	"-3.876"
"hsa04726"	"Serotonergic synapse"	"-3.92"
"hsa03430"	"Mismatch repair"	"-3.929"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"-3.979"
"hsa03440"	"Homologous recombination"	"-4.025"
"hsa00240"	"Pyrimidine metabolism"	"-4.035"
"hsa03030"	"DNA replication"	"-4.036"
"hsa05322"	"Systemic lupus erythematosus"	"-4.108"
"hsa05168"	"Herpes simplex infection"	"-4.238"
"hsa04115"	"p53 signaling pathway"	"-4.361"
"hsa05133"	"Pertussis"	"-4.391"
"hsa04380"	"Osteoclast differentiation"	"-4.517"
"hsa03410"	"Base excision repair"	"-4.532"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"-4.575"
"hsa03460"	"Fanconi anemia pathway"	"-4.591"
"hsa04218"	"Cellular senescence"	"-4.827"
"hsa04657"	"IL-17 signaling pathway"	"-4.839"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"-5.02"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"-5.039"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-5.07"
"hsa04071"	"Sphingolipid signaling pathway"	"-5.133"
"hsa04621"	"NOD-like receptor signaling pathway"	"-5.161"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"-5.17"
"hsa04064"	"NF-kappa B signaling pathway"	"-5.232"
"hsa04620"	"Toll-like receptor signaling pathway"	"-5.31"
"hsa05220"	"Chronic myeloid leukemia"	"-5.345"
"hsa04062"	"Chemokine signaling pathway"	"-5.595"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"-5.598"
"hsa04350"	"TGF-beta signaling pathway"	"-5.639"
"hsa03020"	"RNA polymerase"	"-6.157"
"hsa05222"	"Small cell lung cancer"	"-6.529"
"hsa03022"	"Basal transcription factors"	"-6.564"
"hsa04742"	"Taste transduction"	"-6.718"
"hsa05161"	"Hepatitis B"	"-6.825"
"hsa05200"	"Pathways in cancer"	"-6.848"
"hsa04120"	"Ubiquitin mediated proteolysis"	"-7.063"
"hsa03013"	"RNA transport"	"-7.141"
"hsa03420"	"Nucleotide excision repair"	"-7.511"
"hsa05034"	"Alcoholism"	"-7.611"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"-7.686"
"hsa03015"	"mRNA surveillance pathway"	"-8.504"
"hsa05202"	"Transcriptional misregulation in cancer"	"-8.527"
"hsa05203"	"Viral carcinogenesis"	"-8.559"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-8.807"
"hsa04110"	"Cell cycle"	"-9.499"
"hsa03040"	"Spliceosome"	"-10.682"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-12.55"
