"Pathway"	"Z-score"
"Protein digestion and absorption - Homo sapiens (human)"	"2.621"
"Olfactory transduction - Homo sapiens (human)"	"2.614"
"Galactose metabolism - Homo sapiens (human)"	"2.497"
"Glycerolipid metabolism - Homo sapiens (human)"	"2.481"
"GABAergic synapse - Homo sapiens (human)"	"2.456"
"Aldosterone-regulated sodium reabsorption - Homo sapiens (human)"	"2.446"
"Fatty acid elongation - Homo sapiens (human)"	"2.424"
"HTLV-I infection - Homo sapiens (human)"	"2.335"
"Tyrosine metabolism - Homo sapiens (human)"	"2.274"
"Tight junction - Homo sapiens (human)"	"2.248"
"Phosphonate and phosphinate metabolism - Homo sapiens (human)"	"2.182"
"Synthesis and degradation of ketone bodies - Homo sapiens (human)"	"2.108"
"Ether lipid metabolism - Homo sapiens (human)"	"2.03"
"GnRH signaling pathway - Homo sapiens (human)"	"2.013"
"Glycine, serine and threonine metabolism - Homo sapiens (human)"	"1.993"
"cGMP-PKG signaling pathway - Homo sapiens (human)"	"1.981"
"Morphine addiction - Homo sapiens (human)"	"1.976"
"Thiamine metabolism - Homo sapiens (human)"	"1.86"
