"Pathway"	"Z-score"
"Fatty acid biosynthesis"	"-0.259"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.261"
"Thiamine metabolism"	"-0.269"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.277"
"Selenocompound metabolism"	"-0.284"
"Other glycan degradation"	"-0.288"
"Ascorbate and aldarate metabolism"	"-0.291"
"Primary bile acid biosynthesis"	"-0.295"
"Nitrogen metabolism"	"-0.296"
"Phenylalanine metabolism"	"-0.298"
"Pantothenate and CoA biosynthesis"	"-0.3"
"One carbon pool by folate"	"-0.302"
"Glycosaminoglycan degradation"	"-0.304"
"Steroid biosynthesis"	"-0.313"
"Arginine biosynthesis"	"-0.314"
"Cytokine-cytokine receptor interaction"	"-0.315"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.319"
"Protein export"	"-0.333"
"Pentose and glucuronate interconversions"	"-0.336"
"Histidine metabolism"	"-0.337"
"Renin-angiotensin system"	"-0.337"
"Terpenoid backbone biosynthesis"	"-0.339"
"Other types of O-glycan biosynthesis"	"-0.34"
"Mannose type O-glycan biosynthesis"	"-0.341"
"Vitamin digestion and absorption"	"-0.344"
"Folate biosynthesis"	"-0.345"
"Mismatch repair"	"-0.345"
"Biosynthesis of unsaturated fatty acids"	"-0.349"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.349"
"alpha-Linolenic acid metabolism"	"-0.355"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.361"
"Maturity onset diabetes of the young"	"-0.364"
"Glyoxylate and dicarboxylate metabolism"	"-0.366"
"Hippo signaling pathway - multiple species"	"-0.366"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.367"
"Butanoate metabolism"	"-0.375"
"Phototransduction"	"-0.375"
"Pentose phosphate pathway"	"-0.38"
"Linoleic acid metabolism"	"-0.382"
"Citrate cycle (TCA cycle)"	"-0.383"
"Nicotinate and nicotinamide metabolism"	"-0.383"
"Asthma"	"-0.389"
"Circadian rhythm"	"-0.389"
"Mucin type O-glycan biosynthesis"	"-0.39"
"Propanoate metabolism"	"-0.395"
"Porphyrin and chlorophyll metabolism"	"-0.398"
"Autophagy - other"	"-0.401"
"beta-Alanine metabolism"	"-0.402"
"Apoptosis - multiple species"	"-0.404"
"Base excision repair"	"-0.406"
"RNA polymerase"	"-0.409"
"Fructose and mannose metabolism"	"-0.411"
"African trypanosomiasis"	"-0.414"
"Alanine, aspartate and glutamate metabolism"	"-0.416"
"Allograft rejection"	"-0.419"
"Starch and sucrose metabolism"	"-0.423"
"DNA replication"	"-0.426"
"Primary immunodeficiency"	"-0.428"
"Tyrosine metabolism"	"-0.439"
"Homologous recombination"	"-0.443"
"Tryptophan metabolism"	"-0.444"
"Graft-versus-host disease"	"-0.445"
"Pyruvate metabolism"	"-0.445"
"Nicotine addiction"	"-0.449"
"Ferroptosis"	"-0.45"
"Glycine, serine and threonine metabolism"	"-0.453"
"Aminoacyl-tRNA biosynthesis"	"-0.464"
"Basal transcription factors"	"-0.466"
"Hedgehog signaling pathway"	"-0.475"
"Ether lipid metabolism"	"-0.476"
"Cysteine and methionine metabolism"	"-0.481"
"Intestinal immune network for IgA production"	"-0.481"
"Proteasome"	"-0.481"
"Fatty acid degradation"	"-0.482"
"Amino sugar and nucleotide sugar metabolism"	"-0.488"
"Arginine and proline metabolism"	"-0.488"
"Valine, leucine and isoleucine degradation"	"-0.488"
"Malaria"	"-0.49"
"Steroid hormone biosynthesis"	"-0.491"
"Nucleotide excision repair"	"-0.492"
"N-Glycan biosynthesis"	"-0.497"
"Notch signaling pathway"	"-0.5"
"Autoimmune thyroid disease"	"-0.502"
"Glutathione metabolism"	"-0.518"
"Retinol metabolism"	"-0.518"
"Fanconi anemia pathway"	"-0.52"
"Staphylococcus aureus infection"	"-0.521"
"Lysine degradation"	"-0.536"
"Drug metabolism - cytochrome P450"	"-0.541"
"Viral myocarditis"	"-0.542"
"Arachidonic acid metabolism"	"-0.551"
"Cytosolic DNA-sensing pathway"	"-0.563"
"Inflammatory bowel disease (IBD)"	"-0.563"
"Metabolism of xenobiotics by cytochrome P450"	"-0.566"
"Basal cell carcinoma"	"-0.571"
"Drug metabolism - other enzymes"	"-0.58"
"Glycolysis / Gluconeogenesis"	"-0.583"
"p53 signaling pathway"	"-0.584"
"RIG-I-like receptor signaling pathway"	"-0.59"
"Adipocytokine signaling pathway"	"-0.595"
"Chemical carcinogenesis"	"-0.6"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"-0.603"
"PPAR signaling pathway"	"-0.604"
"Ribosome biogenesis in eukaryotes"	"-0.623"
"Antigen processing and presentation"	"-0.624"
"RNA degradation"	"-0.633"
"ECM-receptor interaction"	"-0.638"
"Complement and coagulation cascades"	"-0.64"
"Taste transduction"	"-0.645"
"Hypertrophic cardiomyopathy (HCM)"	"-0.649"
"mRNA surveillance pathway"	"-0.662"
"GABAergic synapse"	"-0.663"
"Longevity regulating pathway"	"-0.677"
"NF-kappa B signaling pathway"	"-0.683"
"Hematopoietic cell lineage"	"-0.691"
"Small cell lung cancer"	"-0.697"
"Glycerophospholipid metabolism"	"-0.701"
"Pyrimidine metabolism"	"-0.711"
"Leukocyte transendothelial migration"	"-0.752"
"Cell cycle"	"-0.791"
"Systemic lupus erythematosus"	"-0.807"
"Ribosome"	"-0.824"
"Spliceosome"	"-0.831"
"Ubiquitin mediated proteolysis"	"-0.833"
"Cell adhesion molecules (CAMs)"	"-0.84"
"Wnt signaling pathway"	"-0.847"
"Parkinson's disease"	"-0.86"
"Non-alcoholic fatty liver disease (NAFLD)"	"-0.865"
"Hippo signaling pathway"	"-0.873"
"RNA transport"	"-0.92"
"Tight junction"	"-0.924"
"Purine metabolism"	"-0.937"
"Transcriptional misregulation in cancer"	"-0.961"
"Herpes simplex infection"	"-0.973"
"Epstein-Barr virus infection"	"-0.999"
"HTLV-I infection"	"-1.141"
"Neuroactive ligand-receptor interaction"	"-1.186"
"Olfactory transduction"	"-1.45"
