"Pathway"	"Z-score"
"Progesterone-mediated oocyte maturation"	"7.266"
"Phosphatidylinositol signaling system"	"7.263"
"Cocaine addiction"	"7.256"
"Longevity regulating pathway"	"7.162"
"Primary immunodeficiency"	"7.121"
"Carbohydrate digestion and absorption"	"6.969"
"Dopaminergic synapse"	"6.924"
"Amyotrophic lateral sclerosis (ALS)"	"6.83"
"Nicotine addiction"	"6.802"
"Calcium signaling pathway"	"6.764"
"Inositol phosphate metabolism"	"6.675"
"Cortisol synthesis and secretion"	"6.566"
"Protein digestion and absorption"	"6.469"
"Gastric acid secretion"	"6.233"
"Gap junction"	"6.128"
"Endocytosis"	"6.05"
"Vitamin digestion and absorption"	"5.938"
"Insulin secretion"	"5.713"
"ABC transporters"	"5.593"
"Thyroid hormone synthesis"	"5.52"
"Glycosaminoglycan degradation"	"5.438"
"Bile secretion"	"5.425"
"Dilated cardiomyopathy (DCM)"	"5.404"
"Adrenergic signaling in cardiomyocytes"	"5.338"
"Viral carcinogenesis"	"5.204"
"Renin-angiotensin system"	"5.176"
"Ovarian steroidogenesis"	"5.16"
"Herpes simplex infection"	"5.019"
"Renin secretion"	"4.709"
"Thyroid cancer"	"4.659"
"Aldosterone synthesis and secretion"	"4.438"
"Longevity regulating pathway - multiple species"	"4.387"
"Legionellosis"	"4.383"
"Necroptosis"	"4.019"
"SNARE interactions in vesicular transport"	"3.996"
"Salivary secretion"	"3.976"
"Cellular senescence"	"3.942"
"Cholesterol metabolism"	"3.807"
"Riboflavin metabolism"	"3.755"
"Fat digestion and absorption"	"3.482"
"Mitophagy - animal"	"3.444"
"Arachidonic acid metabolism"	"3.212"
"Taurine and hypotaurine metabolism"	"3.184"
"Tight junction"	"3.138"
"Endocrine and other factor-regulated calcium reabsorption"	"3.09"
"alpha-Linolenic acid metabolism"	"3.089"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"3.076"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"2.961"
"TGF-beta signaling pathway"	"2.882"
"Hypertrophic cardiomyopathy (HCM)"	"2.828"
"Amphetamine addiction"	"2.71"
"Pantothenate and CoA biosynthesis"	"2.544"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"2.525"
"Antigen processing and presentation"	"2.421"
"Thermogenesis"	"2.324"
"AMPK signaling pathway"	"2.178"
"Epstein-Barr virus infection"	"2.007"
"Non-homologous end-joining"	"2.002"
"Sulfur relay system"	"1.985"
"Ether lipid metabolism"	"1.897"
"Notch signaling pathway"	"1.575"
"Linoleic acid metabolism"	"1.555"
"Wnt signaling pathway"	"1.509"
"Lysosome"	"1.504"
"Proteasome"	"1.41"
"Vitamin B6 metabolism"	"1.37"
"Glycerophospholipid metabolism"	"1.321"
"Butanoate metabolism"	"1.238"
"Lipoic acid metabolism"	"1.22"
"PPAR signaling pathway"	"1.22"
"Transcriptional misregulation in cancer"	"1.197"
"Other glycan degradation"	"1.174"
"Glutathione metabolism"	"1.152"
"Cytosolic DNA-sensing pathway"	"1.025"
"Glycosphingolipid biosynthesis - ganglio series"	"1.01"
"Oocyte meiosis"	"0.988"
"Nicotinate and nicotinamide metabolism"	"0.963"
"Tyrosine metabolism"	"0.923"
"Biotin metabolism"	"0.86"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"0.833"
"Glucagon signaling pathway"	"0.819"
"Vasopressin-regulated water reabsorption"	"0.797"
"N-Glycan biosynthesis"	"0.737"
"p53 signaling pathway"	"0.728"
"Pathogenic Escherichia coli infection"	"0.696"
"Chemical carcinogenesis"	"0.597"
"Hippo signaling pathway"	"0.596"
"Primary bile acid biosynthesis"	"0.508"
"Phagosome"	"0.491"
"Metabolism of xenobiotics by cytochrome P450"	"0.478"
"Mineral absorption"	"0.471"
"Systemic lupus erythematosus"	"0.441"
"Caffeine metabolism"	"0.427"
"Terpenoid backbone biosynthesis"	"0.35"
"Drug metabolism - cytochrome P450"	"0.302"
"Sulfur metabolism"	"0.277"
"beta-Alanine metabolism"	"0.272"
"Valine, leucine and isoleucine degradation"	"0.227"
"Fatty acid degradation"	"0.21"
"Drug metabolism - other enzymes"	"0.191"
"Olfactory transduction"	"0.156"
"Porphyrin and chlorophyll metabolism"	"0.051"
"Phenylalanine metabolism"	"0.021"
"Basal cell carcinoma"	"-0.077"
"One carbon pool by folate"	"-0.097"
"Arginine biosynthesis"	"-0.127"
"Fatty acid elongation"	"-0.139"
"Nitrogen metabolism"	"-0.183"
"Peroxisome"	"-0.206"
"D-Glutamine and D-glutamate metabolism"	"-0.208"
"D-Arginine and D-ornithine metabolism"	"-0.225"
"Alanine, aspartate and glutamate metabolism"	"-0.229"
"Propanoate metabolism"	"-0.369"
"Citrate cycle (TCA cycle)"	"-0.394"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.462"
"Histidine metabolism"	"-0.466"
"Vibrio cholerae infection"	"-0.489"
"Proximal tubule bicarbonate reclamation"	"-0.492"
"Other types of O-glycan biosynthesis"	"-0.495"
"Tryptophan metabolism"	"-0.526"
"Amino sugar and nucleotide sugar metabolism"	"-0.556"
"Valine, leucine and isoleucine biosynthesis"	"-0.563"
"Alcoholism"	"-0.57"
"Maturity onset diabetes of the young"	"-0.58"
"Arginine and proline metabolism"	"-0.663"
"Autophagy - other"	"-0.689"
"Protein processing in endoplasmic reticulum"	"-0.733"
"Glycerolipid metabolism"	"-0.736"
"Phototransduction"	"-0.776"
"Thiamine metabolism"	"-0.816"
"Base excision repair"	"-0.836"
"Parkinson's disease"	"-0.846"
"Selenocompound metabolism"	"-0.85"
"Ascorbate and aldarate metabolism"	"-0.92"
"Mannose type O-glycan biosynthesis"	"-1.06"
"Aminoacyl-tRNA biosynthesis"	"-1.122"
"Synthesis and degradation of ketone bodies"	"-1.154"
"Sphingolipid metabolism"	"-1.187"
"Pyruvate metabolism"	"-1.193"
"Glycine, serine and threonine metabolism"	"-1.239"
"Pentose and glucuronate interconversions"	"-1.247"
"Synaptic vesicle cycle"	"-1.248"
"Pentose phosphate pathway"	"-1.267"
"Biosynthesis of unsaturated fatty acids"	"-1.363"
"Steroid biosynthesis"	"-1.423"
"Phosphonate and phosphinate metabolism"	"-1.431"
"Ubiquitin mediated proteolysis"	"-1.502"
"Ferroptosis"	"-1.577"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-1.587"
"Cardiac muscle contraction"	"-1.604"
"Retinol metabolism"	"-1.627"
"Starch and sucrose metabolism"	"-1.768"
"Steroid hormone biosynthesis"	"-1.844"
"Cysteine and methionine metabolism"	"-1.944"
"Glyoxylate and dicarboxylate metabolism"	"-1.981"
"Folate biosynthesis"	"-2.007"
"Lysine degradation"	"-2.078"
"Fructose and mannose metabolism"	"-2.145"
"Mucin type O-glycan biosynthesis"	"-2.165"
"Glycolysis / Gluconeogenesis"	"-2.353"
"Galactose metabolism"	"-2.414"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-2.434"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-2.5"
"Hippo signaling pathway - multiple species"	"-2.621"
"Protein export"	"-2.685"
"Fatty acid biosynthesis"	"-2.834"
"Collecting duct acid secretion"	"-2.881"
"Homologous recombination"	"-2.892"
"Hedgehog signaling pathway"	"-2.949"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-2.976"
"Mismatch repair"	"-3.179"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"-3.256"
"Cell cycle"	"-3.277"
"Oxidative phosphorylation"	"-3.51"
"Huntington's disease"	"-3.774"
"Circadian rhythm"	"-4.08"
"Fanconi anemia pathway"	"-4.798"
"DNA replication"	"-4.907"
"Purine metabolism"	"-5.676"
"Nucleotide excision repair"	"-6.993"
"RNA degradation"	"-7.43"
"Basal transcription factors"	"-7.945"
"Pyrimidine metabolism"	"-8.505"
"Ribosome"	"-8.584"
"RNA polymerase"	"-9.281"
"mRNA surveillance pathway"	"-10.567"
"RNA transport"	"-12.98"
"Ribosome biogenesis in eukaryotes"	"-13.797"
"Spliceosome"	"-14.895"
