"ID"	"Pathway"	"Z-score"
"hsa00565"	"Ether lipid metabolism"	"-1.139"
"hsa04640"	"Hematopoietic cell lineage"	"-1.141"
"hsa00910"	"Nitrogen metabolism"	"-1.161"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"-1.176"
"hsa00531"	"Glycosaminoglycan degradation"	"-1.186"
"hsa05217"	"Basal cell carcinoma"	"-1.244"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-1.245"
"hsa00982"	"Drug metabolism - cytochrome P450"	"-1.291"
"hsa04610"	"Complement and coagulation cascades"	"-1.386"
"hsa04215"	"Apoptosis - multiple species"	"-1.387"
"hsa04136"	"Autophagy - other"	"-1.433"
"hsa00120"	"Primary bile acid biosynthesis"	"-1.469"
"hsa00980"	"Metabolism of xenobiotics by cytochrome P450"	"-1.503"
"hsa00920"	"Sulfur metabolism"	"-1.531"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-1.556"
"hsa00600"	"Sphingolipid metabolism"	"-1.624"
"hsa00591"	"Linoleic acid metabolism"	"-1.633"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-1.671"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"-1.693"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.699"
"hsa04658"	"Th1 and Th2 cell differentiation"	"-1.706"
"hsa00140"	"Steroid hormone biosynthesis"	"-1.771"
"hsa03410"	"Base excision repair"	"-1.814"
"hsa03430"	"Mismatch repair"	"-1.911"
"hsa04137"	"Mitophagy - animal"	"-1.923"
"hsa05202"	"Transcriptional misregulation in cancer"	"-1.951"
"hsa00240"	"Pyrimidine metabolism"	"-2.009"
"hsa05322"	"Systemic lupus erythematosus"	"-2.27"
"hsa04710"	"Circadian rhythm"	"-2.549"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-2.57"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-2.759"
"hsa05168"	"Herpes simplex infection"	"-2.953"
"hsa03060"	"Protein export"	"-3.092"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"-3.298"
"hsa04950"	"Maturity onset diabetes of the young"	"-3.299"
"hsa03020"	"RNA polymerase"	"-3.323"
"hsa04940"	"Type I diabetes mellitus"	"-3.572"
"hsa05310"	"Asthma"	"-3.623"
"hsa03460"	"Fanconi anemia pathway"	"-3.628"
"hsa05340"	"Primary immunodeficiency"	"-3.808"
"hsa04064"	"NF-kappa B signaling pathway"	"-3.897"
"hsa04672"	"Intestinal immune network for IgA production"	"-3.98"
"hsa03010"	"Ribosome"	"-3.988"
"hsa05150"	"Staphylococcus aureus infection"	"-4.046"
"hsa04130"	"SNARE interactions in vesicular transport"	"-4.224"
"hsa05332"	"Graft-versus-host disease"	"-4.357"
"hsa05330"	"Allograft rejection"	"-4.486"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"-4.519"
"hsa03440"	"Homologous recombination"	"-4.528"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-4.779"
"hsa05320"	"Autoimmune thyroid disease"	"-5.06"
"hsa03015"	"mRNA surveillance pathway"	"-5.828"
"hsa03420"	"Nucleotide excision repair"	"-6.062"
"hsa04120"	"Ubiquitin mediated proteolysis"	"-7.202"
"hsa03013"	"RNA transport"	"-8.969"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"-12.574"
"hsa03040"	"Spliceosome"	"-13.475"
